"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"277",50,"ACO2","HighConf","Yes",NA,"ALDOA, SIN3A, TIMM13, IDH3A","Thyroid hormone signaling pathway (1)"
"322",59,"ACTA2","MedConf","Yes","Relaxin signaling pathway","VCL, GSTP1, SORBS3, ITGA1, MYL7, MYLPF, PXN","Focal adhesion (5), Regulation of actin cytoskeleton (5), Leukocyte transendothelial migration (4), Chemokine signaling pathway (1), Hematopoietic cell lineage (1), PI3K-Akt signaling pathway (1)"
"342",10097,"ACTR2","HighConf","Yes",NA,"PSMD7, PSMA7, RPS27A, UBB, SVIL, CLTC, CDC42, WIPF2, ABI1, SYT1, RAB5A, CFL1, EGFR, SCARB2, ARPC1B, PIK3C2A, ITSN2, PDGFRB, UBC, CLTA, ADRB2, LDLR, SNX18, AAK1, CFTR, DNM1, TF, WNT5A, AGFG1, APOB, EPN1, TACR1, CHRM2, SNX9","Regulation of actin cytoskeleton (6), Synaptic vesicle cycle (4), Ras signaling pathway (4), Neuroactive ligand-receptor interaction (3), cAMP signaling pathway (3), PI3K-Akt signaling pathway (3), Focal adhesion (3), Rap1 signaling pathway (3), MAPK signaling pathway (3), Cytokine-cytokine receptor interaction (2), GnRH signaling pathway (2), Proteasome (2), Renin secretion (1), Relaxin signaling pathway (1), Phagosome (1), Vasopressin-regulated water reabsorption (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1)"
"366",8038,"ADAM12","MedConf","Yes",NA,"ITGB1","Phagosome (1), Focal adhesion (1), Rap1 signaling pathway (1), Leukocyte transendothelial migration (1), Regulation of actin cytoskeleton (1), PI3K-Akt signaling pathway (1)"
"383",8754,"ADAM9","MedConf","Yes",NA,"COL17A1","Protein digestion and absorption (1)"
"433",117,"ADCYAP1R1","MedConf","Yes","cAMP signaling pathway, Neuroactive ligand-receptor interaction, Renin secretion, Insulin secretion",NA,NA
"440",127,"ADH4","MedConf","Yes",NA,"GSTO1, GSTA1, GSTP1, MGST1, ALDH3A2, GSTA3","leucine and isoleucine degradation (1), Valine (1)"
"460",140,"ADORA3","HighConf","Yes","Neuroactive ligand-receptor interaction, Sphingolipid signaling pathway",NA,NA
"463",113622,"ADPRHL1","HighConf","Yes",NA,"EIF4B, SH3GLB1, SRP68, SCML2, RAE1","RNA transport (2), Protein export (1), PI3K-Akt signaling pathway (1)"
"464",54936,"ADPRHL2","MedConf","Yes",NA,"ERC1","NF-kappa B signaling pathway (1)"
"473",154,"ADRB2","HighConf","Yes","cAMP signaling pathway, Neuroactive ligand-receptor interaction, Renin secretion","LDLR, SNX18, AAK1, INSL3, CFTR, DNM1, TF, WNT5A, AGFG1, APOB, EPN1, TACR1, CHRM2, EDN1, CXCR4, NPY, SCT, RLN3, GHRH, PTGER2, GPR15, HTR6, PTGIR, DRD5, P2RY11, VIPR1, MC2R, CALCR, RLN2, SNX9, GPBAR1, GHRL, GRK4, ACTR2, RPS27A, UBB, CLTC, PRKAR2B, ADRBK1, HRH2, GNG3, SYT1, RAB5A, EGFR, SCARB2, GNG10, PIK3C2A, ITSN2, UBC, GNAI3, CLTA, AGT","Neuroactive ligand-receptor interaction (11), cAMP signaling pathway (9), Relaxin signaling pathway (8), Chemokine signaling pathway (5), Synaptic vesicle cycle (4), Serotonergic synapse (4), Ras signaling pathway (4), PI3K-Akt signaling pathway (4), Renin secretion (3), Rap1 signaling pathway (2), Leukocyte transendothelial migration (2), Regulation of actin cytoskeleton (2), Cytokine-cytokine receptor interaction (2), Sphingolipid signaling pathway (1), Long-term depression (1), GnRH signaling pathway (1), Focal adhesion (1), MAPK signaling pathway (1), Phagosome (1), Vasopressin-regulated water reabsorption (1), Osteoclast differentiation (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1)"
"475",156,"ADRBK1","MedConf","Yes",NA,"GNG3, GNG10, AGT, DRD2, CXCL8, ADRB2, CXCR5, TACR1, CSNK1G1, CCR8, EDN1, CXCR3, CXCR4, BDKRB1, NMUR2, CX3CR1, NMS, OPRM1, P2RY11, MLNR, GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, XCL2, OR5M9, OR10A5, OR51B5, OR8J3, OR52A5, OR10A2, OR2AT4, OR5T3, OR2M4, OR6Q1, OR5B3, OR2Y1, OR10Q1, OR10H4, OR52K2, OR2D3, OR51L1, OR52N4, OR51F2, OR4P4, OR8D4, OR1G1, OR4N5, OR51M1, OR13C8, OR10H1, OR5B17, OR2M2, OR2L3, OR52M1, OR2T5, OR2AK2, OR4D1, OR14J1, OR2J2, OR5D16, OR5L2, OR51I1, OR51A2, OR5K3, OR10W1, OR6B2, OR4E2, PAPOLA, GNA11","Neuroactive ligand-receptor interaction (11), Chemokine signaling pathway (9), Cytokine-cytokine receptor interaction (7), Relaxin signaling pathway (4), GnRH signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Renin secretion (2), cAMP signaling pathway (2), Serotonergic synapse (2), Ras signaling pathway (2), PI3K-Akt signaling pathway (2), Long-term depression (1), Insulin secretion (1), Regulation of actin cytoskeleton (1), Leukocyte transendothelial migration (1), TNF signaling pathway (1), RIG-I-like receptor signaling pathway (1), NOD-like receptor signaling pathway (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1), Rap1 signaling pathway (1)"
"496",174,"AFP","MedConf","Yes",NA,"JUN","GnRH signaling pathway (1), Relaxin signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), cAMP signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1)"
"510",177,"AGER","MedConf","Yes","AGE-RAGE signaling pathway in diabetic complications","RELA, ITGAM","Hematopoietic cell lineage (1), Phagosome (1), Rap1 signaling pathway (1), Leukocyte transendothelial migration (1), Regulation of actin cytoskeleton (1), Sphingolipid signaling pathway (1), Relaxin signaling pathway (1), Ras signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), cAMP signaling pathway (1), Chemokine signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"511",3267,"AGFG1","MedConf","Yes",NA,"APOB, EPN1, TACR1, CHRM2, SNX9, ACTR2, RPS27A, UBB, CLTC, SYT1, RAB5A, EGFR, SCARB2, PIK3C2A, ITSN2, UBC, CLTA, ADRB2, LDLR, SNX18, AAK1, CFTR, DNM1, TF, WNT5A","Synaptic vesicle cycle (4), cAMP signaling pathway (3), Neuroactive ligand-receptor interaction (3), Ras signaling pathway (2), Regulation of actin cytoskeleton (2), PI3K-Akt signaling pathway (2), Renin secretion (1), GnRH signaling pathway (1), Relaxin signaling pathway (1), Focal adhesion (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Cytokine-cytokine receptor interaction (1), Phagosome (1), Vasopressin-regulated water reabsorption (1)"
"532",375790,"AGRN","HighConf","Yes",NA,"BGN, ITGA1, CSPG5, LRP10, HS3ST4, HPSE2, MUSK, PXN, ITGB1, CDC42, PTK2B, LRP1, LAMA5, LAMA4, ITGA5, ITGAV, ARHGEF6, APOB, EXT2, B3GAT3, NCAM1, GPC2","Focal adhesion (8), Regulation of actin cytoskeleton (7), PI3K-Akt signaling pathway (6), Leukocyte transendothelial migration (4), Phagosome (3), Chemokine signaling pathway (3), Hematopoietic cell lineage (2), GnRH signaling pathway (2), Rap1 signaling pathway (2), Thyroid hormone signaling pathway (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), MAPK signaling pathway (1)"
"534",183,"AGT","MedConf","Yes","Renin secretion","DRD2, CXCL8, ADRB2, CFTR, DNM1, KALRN, CXCR5, TACR1, CHRM2, CCR8, EDN1, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, P2RY11, MLNR, S1PR2, GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, MME, XCL2, PIK3R3, GNA11, PRKAR2B, ADRBK1, GNG3, CTSD, GNG10, C5, NCOA6, GNAI3, ACE","Neuroactive ligand-receptor interaction (18), Chemokine signaling pathway (13), cAMP signaling pathway (9), Cytokine-cytokine receptor interaction (9), Relaxin signaling pathway (7), Sphingolipid signaling pathway (4), Serotonergic synapse (4), PI3K-Akt signaling pathway (4), Renin secretion (3), Rap1 signaling pathway (3), Leukocyte transendothelial migration (3), Ras signaling pathway (3), AGE-RAGE signaling pathway in diabetic complications (3), Regulation of actin cytoskeleton (3), Toll-like receptor signaling pathway (3), Long-term depression (2), GnRH signaling pathway (2), TNF signaling pathway (2), Insulin secretion (1), Fc epsilon RI signaling pathway (1), Thyroid hormone signaling pathway (1), Aldosterone-regulated sodium reabsorption (1), Focal adhesion (1), Osteoclast differentiation (1), Protein digestion and absorption (1), Hematopoietic cell lineage (1), Synaptic vesicle cycle (1), RIG-I-like receptor signaling pathway (1), NOD-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"539",189,"AGXT","MedConf","Yes",NA,"SDSL, DLD, GPT","leucine and isoleucine degradation (1), Valine (1)"
"550",10598,"AHSA1","MedConf","Yes",NA,"DNAJA1, DNAJA4, STAT1, DDX39A, PSMC4, LDHB, HSPE1","Proteasome (1), Thyroid hormone signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), Chemokine signaling pathway (1), NOD-like receptor signaling pathway (1), Toll-like receptor signaling pathway (1)"
"575",205,"AK4","HighConf","Yes",NA,"PDE1B, PDE3B, DCK, AMPD1, NT5C","Renin secretion (2), cAMP signaling pathway (1)"
"577",122481,"AK7","HighConf","Yes",NA,"PDE1B, PDE3B, DCK, AMPD1, NT5C","Renin secretion (2), cAMP signaling pathway (1)"
"601",10327,"AKR1A1","MedConf","Yes",NA,"GAPDH, CFL1, ALDH3A2","leucine and isoleucine degradation (1), Valine (1), Regulation of actin cytoskeleton (1)"
"634",217,"ALDH2","MedConf","Yes","Valine, leucine and isoleucine degradation","LDHB, RPE",NA
"636",224,"ALDH3A2","HighConf","Yes","Valine, leucine and isoleucine degradation","AOC1, ADH4, DBT, ABAT, AKR1A1","leucine and isoleucine degradation (2), Valine (2)"
"645",226,"ALDOA","HighConf","Yes",NA,"COX4I1, GAPDH, A2M, PDHA1, HK2, CFL1, FGA, DERA, ARNT, LGALS3BP, TGFB2, ECM1, PF4, ITIH4, SERPING1, CLEC3B, SERPINA4, TOR4A, SERPINA3, TKTL2, ACO2, IGF2, G6PC, LDHB, NDUFS4, HSPE1, GPX4, LDHAL6B","Cytokine-cytokine receptor interaction (2), PI3K-Akt signaling pathway (1), Chemokine signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), MAPK signaling pathway (1), Regulation of actin cytoskeleton (1)"
"675",246,"ALOX15","MedConf","Yes","Serotonergic synapse","PLA2G4A, PLA2G4D, ALOX5, GPX3, GPX1, PLA2G6, JMJD7-PLA2G4B","Fc epsilon RI signaling pathway (4), Serotonergic synapse (4), Ether lipid metabolism (4), Ras signaling pathway (4), GnRH signaling pathway (3), Long-term depression (3), MAPK signaling pathway (3), Thyroid hormone synthesis (2)"
"677",240,"ALOX5","MedConf","Yes","Serotonergic synapse, Fc epsilon RI signaling pathway","GPX3, GPX1, PLA2G6, JMJD7-PLA2G4B, ALOX15, PLA2G4A, PLA2G4D","Serotonergic synapse (4), Ether lipid metabolism (4), Ras signaling pathway (4), GnRH signaling pathway (3), Fc epsilon RI signaling pathway (3), Long-term depression (3), MAPK signaling pathway (3), Thyroid hormone synthesis (2)"
"687",57679,"ALS2","HighConf","Yes",NA,"RAB5A","Phagosome (1), Ras signaling pathway (1), Vasopressin-regulated water reabsorption (1)"
"719",51421,"AMOTL2","MedConf","Yes",NA,"PARD3, ASIP, YAP1, DYNLL1, MPDZ","Vasopressin-regulated water reabsorption (1), Neuroactive ligand-receptor interaction (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1)"
"720",270,"AMPD1","HighConf","Yes",NA,"ENTPD4, ITPA, NT5C, HPRT1, AK7, AK4, PDE1B, PDE3B, DCK","Renin secretion (2), cAMP signaling pathway (1)"
"757",287,"ANK2","HighConf","Yes",NA,"BET1L, DYNC1H1, DCTN4, DYNC1I2, TMED10, ARF5, DYNLL1, COPB1, ARCN1, GOSR2, COG6, TMED3, DYNC1I1, NAPB, DYNC2LI1","Vasopressin-regulated water reabsorption (6), Phagosome (3)"
"817",23294,"ANKS1A","MedConf","Yes",NA,"PIK3R3","Sphingolipid signaling pathway (1), Fc epsilon RI signaling pathway (1), Thyroid hormone signaling pathway (1), Aldosterone-regulated sodium reabsorption (1), Relaxin signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), cAMP signaling pathway (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1), TNF signaling pathway (1), Leukocyte transendothelial migration (1), Regulation of actin cytoskeleton (1), PI3K-Akt signaling pathway (1), Toll-like receptor signaling pathway (1)"
"841",118429,"ANTXR2","MedConf","Yes","NOD-like receptor signaling pathway",NA,NA
"856",26,"AOC1","MedConf","Yes",NA,"IL4I1, ALDH3A2","leucine and isoleucine degradation (2), Valine (2)"
"890",320,"APBA1","MedConf","Yes",NA,"BZRAP1, LIN7B, SYT1, STX1A, SLC18A2","Synaptic vesicle cycle (3), Serotonergic synapse (1), Insulin secretion (1)"
"891",321,"APBA2","MedConf","Yes",NA,"STX1A","Insulin secretion (1), Synaptic vesicle cycle (1)"
"905",51107,"APH1A","MedConf","Yes","Notch signaling pathway","ITGB3BP, NOTCH4, DTX1, NCSTN, NGFR","Notch signaling pathway (3), Ras signaling pathway (1), Rap1 signaling pathway (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1), Thyroid hormone signaling pathway (1)"
"921",338,"APOB","MedConf","Yes",NA,"EPN1, TACR1, CHRM2, GPC2, AGRN, TLR4, SNX9, MSR1, LRP10, PPP2R5E, ACTR2, HSP90B1, CALR, P4HB, PPP2CB, RPS27A, PTPN6, UBB, CLTC, SYT1, RAB5A, EGFR, SCARB2, LRP1, PIK3C2A, ITGAM, ITSN2, UBC, PPP2R5A, CLTA, ADRB2, LDLR, SNX18, AAK1, CFTR, DNM1, TF, WNT5A, SP1, AGFG1","PI3K-Akt signaling pathway (7), Phagosome (5), Synaptic vesicle cycle (4), cAMP signaling pathway (3), Neuroactive ligand-receptor interaction (3), Sphingolipid signaling pathway (3), Regulation of actin cytoskeleton (3), Rap1 signaling pathway (2), Ras signaling pathway (2), Renin secretion (1), Hematopoietic cell lineage (1), Leukocyte transendothelial migration (1), GnRH signaling pathway (1), Relaxin signaling pathway (1), Focal adhesion (1), MAPK signaling pathway (1), Cytokine-cytokine receptor interaction (1), Vasopressin-regulated water reabsorption (1), Long-term depression (1), Thyroid hormone synthesis (1), NOD-like receptor signaling pathway (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"963",361,"AQP4","HighConf","Yes","Vasopressin-regulated water reabsorption",NA,NA
"977",372,"ARCN1","HighConf","Yes",NA,"GOSR2, KIF1A, COG6, TMED3, CLTA, KIF21B, KIF18A, DYNC1I1, NAPB, DYNC2LI1, KIF16B, ANK2, KIF26B, BET1L, DYNC1H1, KIF4A, STX18, SF3B1, DCTN4, DYNC1I2, TMED10, ARF5, DYNLL1, SEC31B, COPB1","Vasopressin-regulated water reabsorption (6), Phagosome (4), Spliceosome (1), Synaptic vesicle cycle (1)"
"983",381,"ARF5","MedConf","Yes",NA,"DYNLL1, COPB1, ARCN1, KIF1A, TMED3, KIF21B, KIF18A, DYNC1I1, DYNC2LI1, KIF16B, ANK2, KIF26B, LDHB, DYNC1H1, LDHAL6B, KIF4A, DCTN4, DYNC1I2, TMED10","Vasopressin-regulated water reabsorption (6), Phagosome (3)"
"1002",55843,"ARHGAP15","HighConf","Yes",NA,"CDC42, RHOB, RHOV, RHOF","GnRH signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Leukocyte transendothelial migration (1), Regulation of actin cytoskeleton (1)"
"1006",57569,"ARHGAP20","MedConf","Yes",NA,"CDC42, RHOB, RHOV, RHOF","GnRH signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Leukocyte transendothelial migration (1), Regulation of actin cytoskeleton (1)"
"1017",9743,"ARHGAP32","MedConf","Yes",NA,"CDC42, RHOB, RHOV, RHOF","GnRH signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Leukocyte transendothelial migration (1), Regulation of actin cytoskeleton (1)"
"1023",394,"ARHGAP5","HighConf","Yes","Leukocyte transendothelial migration, Focal adhesion","CDC42, RHOB, CLTA, RHOV, RHOF","Synaptic vesicle cycle (1), GnRH signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Leukocyte transendothelial migration (1), Regulation of actin cytoskeleton (1)"
"1026",64333,"ARHGAP9","MedConf","Yes",NA,"CDC42, RHOB, RHOV, RHOF","GnRH signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Leukocyte transendothelial migration (1), Regulation of actin cytoskeleton (1)"
"1028",397,"ARHGDIB","MedConf","Yes","Vasopressin-regulated water reabsorption","RHOB, RHOV, RHOF, CDC42, NGFR, JUN","GnRH signaling pathway (2), Focal adhesion (2), AGE-RAGE signaling pathway in diabetic complications (2), MAPK signaling pathway (2), Ras signaling pathway (2), Rap1 signaling pathway (2), Relaxin signaling pathway (1), Osteoclast differentiation (1), cAMP signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1), Regulation of actin cytoskeleton (1)"
"1039",128272,"ARHGEF19","HighConf","Yes",NA,"CDC42, RHOB, RHOV, RHOF","GnRH signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Leukocyte transendothelial migration (1), Regulation of actin cytoskeleton (1)"
"1044",50650,"ARHGEF3","MedConf","Yes",NA,"CDC42, RHOB, RHOV, RHOF","GnRH signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Leukocyte transendothelial migration (1), Regulation of actin cytoskeleton (1)"
"1050",9459,"ARHGEF6","HighConf","Yes","Regulation of actin cytoskeleton","AGRN, RHOV, RHOF, ITGA1, MRAS, GIT1, PXN, ITGB1, CDC42, RHOB, LAMA5","Regulation of actin cytoskeleton (6), Focal adhesion (5), PI3K-Akt signaling pathway (3), Rap1 signaling pathway (3), Leukocyte transendothelial migration (3), Ras signaling pathway (2), Chemokine signaling pathway (2), MAPK signaling pathway (2), GnRH signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Phagosome (1), Hematopoietic cell lineage (1)"
"1106",405,"ARNT","HighConf","Yes",NA,"TF, SP1, EDN1, CXCR4, SLC2A1, TFF3, CREB1, ALDOA, COPS5, BHLHE40, EPAS1, HK2, SMAD4, EPO, JUN, TACC3","Relaxin signaling pathway (3), AGE-RAGE signaling pathway in diabetic complications (3), TNF signaling pathway (3), Osteoclast differentiation (2), cAMP signaling pathway (2), Cytokine-cytokine receptor interaction (2), PI3K-Akt signaling pathway (2), Insulin secretion (2), RNA transport (1), GnRH signaling pathway (1), Focal adhesion (1), NOD-like receptor signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1), Hematopoietic cell lineage (1), Renin secretion (1), Vasopressin-regulated water reabsorption (1), Thyroid hormone synthesis (1), Thyroid hormone signaling pathway (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1)"
"1111",10095,"ARPC1B","MedConf","Yes","Regulation of actin cytoskeleton","NT5C, PDGFRB, ACTR2, PSMA7, CDC42, WIPF2, ABI1","Ras signaling pathway (2), Focal adhesion (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), Regulation of actin cytoskeleton (2), GnRH signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1), Proteasome (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1)"
"1148",427,"ASAH1","HighConf","Yes","Sphingolipid signaling pathway","SGPP2, PPAP2A, SMPD2","Sphingolipid signaling pathway (2)"
"1151",50807,"ASAP1","MedConf","Yes",NA,"ASAP2, EXOC7, CLTA","Synaptic vesicle cycle (1)"
"1152",8853,"ASAP2","MedConf","Yes",NA,"CLTA, ASAP1","Synaptic vesicle cycle (1)"
"1182",432,"ASGR1","MedConf","Yes","Thyroid hormone synthesis",NA,NA
"1185",9070,"ASH2L","HighConf","Yes",NA,"NCOA6, SUZ12, MAFB, HIST1H2BJ, HIST1H2BK, KDM6A, WDR5, POLR2J, POLR2F, HCFC1, JUN, EGR2","GnRH signaling pathway (1), Relaxin signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), cAMP signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1)"
"1191",434,"ASIP","MedConf","Yes",NA,"YAP1, AMOTL2, YWHAH","PI3K-Akt signaling pathway (1)"
"1205",54829,"ASPN","MedConf","Yes",NA,"TGFB2","AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), MAPK signaling pathway (1), Cytokine-cytokine receptor interaction (1)"
"1229",467,"ATF3","MedConf","Yes",NA,"SMAD4, JUN, MAFB, CREB3, CREB1","Relaxin signaling pathway (3), cAMP signaling pathway (3), TNF signaling pathway (3), Insulin secretion (2), Vasopressin-regulated water reabsorption (2), Osteoclast differentiation (2), Thyroid hormone synthesis (2), PI3K-Akt signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Renin secretion (1), GnRH signaling pathway (1), Focal adhesion (1), NOD-like receptor signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1)"
"1233",1388,"ATF6B","MedConf","Yes","PI3K-Akt signaling pathway, Thyroid hormone synthesis, TNF signaling pathway, Relaxin signaling pathway, Insulin secretion","PRKD1, CREB3, CREB1","Insulin secretion (2), Relaxin signaling pathway (2), Vasopressin-regulated water reabsorption (2), cAMP signaling pathway (2), TNF signaling pathway (2), Thyroid hormone synthesis (2), PI3K-Akt signaling pathway (2), Renin secretion (1), Osteoclast differentiation (1), Rap1 signaling pathway (1)"
