"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"4531",1946,"EFNA5","MedConf","Yes","Ras signaling pathway, PI3K-Akt signaling pathway, Rap1 signaling pathway","LCK, NGFR","Rap1 signaling pathway (1), PI3K-Akt signaling pathway (1), Cytokine-cytokine receptor interaction (1), Ras signaling pathway (1), Apoptosis - multiple species (1), Neurotrophin signaling pathway (1), Th17 cell differentiation (1), Th1 and Th2 cell differentiation (1), Natural killer cell mediated cytotoxicity (1), Osteoclast differentiation (1), T cell receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"4700",2021,"ENDOG","HighConf","Yes","Apoptosis","HSPA4","Antigen processing and presentation (1), Tight junction (1)"
"4737",2033,"EP300","MedConf","Yes","cAMP signaling pathway, Jak-STAT signaling pathway, Long-term potentiation","FOS, GCK, MED14, MEF2D, ZBTB16, BAX, GTF2E1, FOXH1, ACOX1, BCL2, CDX1","Apoptosis (5), Endocrine resistance (3), Necroptosis (2), AGE-RAGE signaling pathway in diabetic complications (2), EGFR tyrosine kinase inhibitor resistance (2), Apoptosis - multiple species (2), Neurotrophin signaling pathway (2), Platinum drug resistance (2), cAMP signaling pathway (2), Prolactin signaling pathway (2), NOD-like receptor signaling pathway (1), Jak-STAT signaling pathway (1), PI3K-Akt signaling pathway (1), NF-kappa B signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), Th17 cell differentiation (1), Circadian entrainment (1), Th1 and Th2 cell differentiation (1), Osteoclast differentiation (1), T cell receptor signaling pathway (1)"
"4777",2057,"EPOR","HighConf","Yes","Cytokine-cytokine receptor interaction, Hematopoietic cell lineage, PI3K-Akt signaling pathway, Jak-STAT signaling pathway","IL5, IFNA16","Jak-STAT signaling pathway (2), Cytokine-cytokine receptor interaction (2), NOD-like receptor signaling pathway (1), Necroptosis (1), Toll-like receptor signaling pathway (1), PI3K-Akt signaling pathway (1), Natural killer cell mediated cytotoxicity (1), Hematopoietic cell lineage (1), Th1 and Th2 cell differentiation (1), T cell receptor signaling pathway (1)"
"4801",2067,"ERCC1","MedConf","Yes","Platinum drug resistance",NA,NA
"5404",8074,"FGF23","MedConf","Yes","Ras signaling pathway, PI3K-Akt signaling pathway, Rap1 signaling pathway","NGFR","Rap1 signaling pathway (1), PI3K-Akt signaling pathway (1), Cytokine-cytokine receptor interaction (1), Ras signaling pathway (1), Apoptosis - multiple species (1), Neurotrophin signaling pathway (1)"
"5465",23770,"FKBP8","HighConf","Yes",NA,"BCL2","Apoptosis (2), NOD-like receptor signaling pathway (1), Necroptosis (1), AGE-RAGE signaling pathway in diabetic complications (1), EGFR tyrosine kinase inhibitor resistance (1), Jak-STAT signaling pathway (1), Endocrine resistance (1), PI3K-Akt signaling pathway (1), Apoptosis - multiple species (1), Neurotrophin signaling pathway (1), Platinum drug resistance (1), NF-kappa B signaling pathway (1)"
"5530",2353,"FOS","MedConf","Yes","Apoptosis, T cell receptor signaling pathway, cAMP signaling pathway, Osteoclast differentiation, Th1 and Th2 cell differentiation, Endocrine resistance, Circadian entrainment, Th17 cell differentiation, Toll-like receptor signaling pathway, TNF signaling pathway, Prolactin signaling pathway","TRIP6, IL5, CYR61, EP300","Jak-STAT signaling pathway (2), Long-term potentiation (1), cAMP signaling pathway (1), Hematopoietic cell lineage (1), Th1 and Th2 cell differentiation (1), Cytokine-cytokine receptor interaction (1), T cell receptor signaling pathway (1), NOD-like receptor signaling pathway (1)"
"5554",8928,"FOXH1","MedConf","Yes",NA,"EP300","Long-term potentiation (1), Jak-STAT signaling pathway (1), cAMP signaling pathway (1)"
"5835",2645,"GCK","MedConf","Yes","Prolactin signaling pathway","AAAS, MAP3K8, EP300","TNF signaling pathway (1), Toll-like receptor signaling pathway (1), T cell receptor signaling pathway (1), Long-term potentiation (1), Jak-STAT signaling pathway (1), cAMP signaling pathway (1)"
"6065",2784,"GNB3","MedConf","Yes","Ras signaling pathway, PI3K-Akt signaling pathway, Circadian entrainment",NA,NA
"6312",2902,"GRIN1","HighConf","Yes","Ras signaling pathway, cAMP signaling pathway, Circadian entrainment, Rap1 signaling pathway, Long-term potentiation",NA,NA
"6367",221357,"GSTA5","MedConf","Yes","Platinum drug resistance",NA,NA
"6389",2960,"GTF2E1","MedConf","Yes",NA,"EP300","Long-term potentiation (1), Jak-STAT signaling pathway (1), cAMP signaling pathway (1)"
"6460",3014,"H2AFX","HighConf","Yes","Necroptosis",NA,NA
"6953",3308,"HSPA4","HighConf","Yes","Tight junction, Antigen processing and presentation","ENDOG","Apoptosis (1)"
"6969",3329,"HSPD1","MedConf","Yes",NA,"ITGB1","Rap1 signaling pathway (1), PI3K-Akt signaling pathway (1), Leukocyte transendothelial migration (1), Tight junction (1), Cell adhesion molecules (CAMs) (1)"
"6981",3354,"HTR1E","MedConf","Yes","cAMP signaling pathway",NA,NA
"7024",3383,"ICAM1","MedConf","Yes","NF-kappa B signaling pathway, Cell adhesion molecules (CAMs), Leukocyte transendothelial migration, Natural killer cell mediated cytotoxicity, AGE-RAGE signaling pathway in diabetic complications, TNF signaling pathway","NCAM1, CIITA","Antigen processing and presentation (1), Cell adhesion molecules (CAMs) (1)"
"7080",3449,"IFNA16","HighConf","Yes","Cytokine-cytokine receptor interaction, Natural killer cell mediated cytotoxicity, PI3K-Akt signaling pathway, Jak-STAT signaling pathway, Toll-like receptor signaling pathway, Necroptosis, NOD-like receptor signaling pathway","EPOR","Jak-STAT signaling pathway (1), PI3K-Akt signaling pathway (1), Hematopoietic cell lineage (1), Cytokine-cytokine receptor interaction (1)"
"7192",84818,"IL17RC","HighConf","Yes","Cytokine-cytokine receptor interaction",NA,NA
"7204",3554,"IL1R1","HighConf","Yes","NF-kappa B signaling pathway, Cytokine-cytokine receptor interaction, Osteoclast differentiation, Hematopoietic cell lineage, Th17 cell differentiation",NA,NA
"7245",3567,"IL5","MedConf","Yes","T cell receptor signaling pathway, Cytokine-cytokine receptor interaction, Th1 and Th2 cell differentiation, Hematopoietic cell lineage, Jak-STAT signaling pathway","FOS, EPOR","Jak-STAT signaling pathway (1), PI3K-Akt signaling pathway (1), Hematopoietic cell lineage (1), Cytokine-cytokine receptor interaction (1), Prolactin signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), Th17 cell differentiation (1), Circadian entrainment (1), Endocrine resistance (1), Th1 and Th2 cell differentiation (1), Osteoclast differentiation (1), cAMP signaling pathway (1), T cell receptor signaling pathway (1), Apoptosis (1)"
"7437",3688,"ITGB1","MedConf","Yes","Tight junction, Cell adhesion molecules (CAMs), Leukocyte transendothelial migration, PI3K-Akt signaling pathway, Rap1 signaling pathway","PTK2B, COL5A1, AGRN, HSPD1, CD9, ADAM12, COL6A2, ADAM28","PI3K-Akt signaling pathway (1), Hematopoietic cell lineage (1), Natural killer cell mediated cytotoxicity (1), Leukocyte transendothelial migration (1)"
"8184",3932,"LCK","MedConf","Yes","NF-kappa B signaling pathway, T cell receptor signaling pathway, Osteoclast differentiation, Natural killer cell mediated cytotoxicity, Th1 and Th2 cell differentiation, Th17 cell differentiation","PTK2B, ZAP70, EFNA5, CD86, CD4","Th17 cell differentiation (2), Th1 and Th2 cell differentiation (2), T cell receptor signaling pathway (2), Ras signaling pathway (2), Natural killer cell mediated cytotoxicity (2), Antigen processing and presentation (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), Rap1 signaling pathway (1), PI3K-Akt signaling pathway (1), NF-kappa B signaling pathway (1), Leukocyte transendothelial migration (1), Cell adhesion molecules (CAMs) (2)"
"8298",11006,"LILRB4","MedConf","Yes","Osteoclast differentiation",NA,NA
"8784",1326,"MAP3K8","MedConf","Yes","T cell receptor signaling pathway, Toll-like receptor signaling pathway, TNF signaling pathway","GCK","Prolactin signaling pathway (1)"
"8848",4145,"MATK","MedConf","Yes","Neurotrophin signaling pathway",NA,NA
"8938",4193,"MDM2","MedConf","Yes","Platinum drug resistance, PI3K-Akt signaling pathway, Endocrine resistance",NA,NA
"8957",9282,"MED14","HighConf","Yes",NA,"EP300","Long-term potentiation (1), Jak-STAT signaling pathway (1), cAMP signaling pathway (1)"
"8984",4209,"MEF2D","MedConf","Yes",NA,"EP300","Long-term potentiation (1), Jak-STAT signaling pathway (1), cAMP signaling pathway (1)"
"9751",4684,"NCAM1","MedConf","Yes","Cell adhesion molecules (CAMs)","ICAM1, AGRN, CIITA","TNF signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Natural killer cell mediated cytotoxicity (1), Leukocyte transendothelial migration (1), NF-kappa B signaling pathway (1), Antigen processing and presentation (1), Cell adhesion molecules (CAMs) (1)"
"9867",23327,"NEDD4L","HighConf","Yes","Tight junction",NA,NA
"9918",4771,"NF2","MedConf","Yes","Tight junction",NA,NA
"9956",4804,"NGFR","MedConf","Yes","Neurotrophin signaling pathway, Apoptosis - multiple species, Ras signaling pathway, Cytokine-cytokine receptor interaction, PI3K-Akt signaling pathway, Rap1 signaling pathway","EFNA5, BDNF, SHC4, FGF23","Ras signaling pathway (3), Rap1 signaling pathway (2), PI3K-Akt signaling pathway (2), Neurotrophin signaling pathway (2), Prolactin signaling pathway (1), EGFR tyrosine kinase inhibitor resistance (1), Endocrine resistance (1), Natural killer cell mediated cytotoxicity (1), cAMP signaling pathway (1)"
"10038",199713,"NLRP7","MedConf","Yes","NOD-like receptor signaling pathway",NA,NA
"10120",50507,"NOX4","MedConf","Yes","AGE-RAGE signaling pathway in diabetic complications",NA,NA
"10213",3084,"NRG1","HighConf","Yes","EGFR tyrosine kinase inhibitor resistance",NA,NA
"11317",5187,"PER1","MedConf","Yes","Circadian entrainment",NA,NA
"11358",345456,"PFN3","MedConf","Yes","Rap1 signaling pathway",NA,NA
"11830",51728,"POLR3K","HighConf","Yes","RNA polymerase",NA,NA
"12381",2185,"PTK2B","MedConf","Yes","Leukocyte transendothelial migration, Natural killer cell mediated cytotoxicity","AGRN, SIRPA, LCK, ITGB1","Osteoclast differentiation (2), Rap1 signaling pathway (1), PI3K-Akt signaling pathway (1), Leukocyte transendothelial migration (1), Tight junction (1), Th17 cell differentiation (1), Th1 and Th2 cell differentiation (1), Natural killer cell mediated cytotoxicity (1), T cell receptor signaling pathway (1), NF-kappa B signaling pathway (1), Cell adhesion molecules (CAMs) (1)"
"12399",5771,"PTPN2","MedConf","Yes","Jak-STAT signaling pathway",NA,NA
"12676",8437,"RASAL1","HighConf","Yes","Ras signaling pathway",NA,NA
"13863",399694,"SHC4","MedConf","Yes","Neurotrophin signaling pathway, Ras signaling pathway, Natural killer cell mediated cytotoxicity, Endocrine resistance, EGFR tyrosine kinase inhibitor resistance, Prolactin signaling pathway","NGFR, ZAP70","Ras signaling pathway (2), Th17 cell differentiation (1), Th1 and Th2 cell differentiation (1), Natural killer cell mediated cytotoxicity (1), T cell receptor signaling pathway (1), NF-kappa B signaling pathway (1), Rap1 signaling pathway (1), PI3K-Akt signaling pathway (1), Cytokine-cytokine receptor interaction (1), Apoptosis - multiple species (1), Neurotrophin signaling pathway (1)"
"13924",140885,"SIRPA","HighConf","Yes","Osteoclast differentiation","PTK2B","Natural killer cell mediated cytotoxicity (1), Leukocyte transendothelial migration (1)"
"16062",943,"TNFRSF8","HighConf","Yes","Cytokine-cytokine receptor interaction",NA,NA
"16091",7137,"TNNI3","MedConf","Yes","cAMP signaling pathway",NA,NA
"16345",7205,"TRIP6","MedConf","Yes","NOD-like receptor signaling pathway","FOS","Prolactin signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), Th17 cell differentiation (1), Circadian entrainment (1), Endocrine resistance (1), Th1 and Th2 cell differentiation (1), Osteoclast differentiation (1), cAMP signaling pathway (1), T cell receptor signaling pathway (1), Apoptosis (1)"
"16540",7846,"TUBA1A","HighConf","Yes","Tight junction, Apoptosis","TUBA4A","Apoptosis (1), Tight junction (1)"
"16546",7277,"TUBA4A","MedConf","Yes","Tight junction, Apoptosis","TUBA1A","Apoptosis (1), Tight junction (1)"
"16585",221830,"TWISTNB","HighConf","Yes","RNA polymerase",NA,NA
"17238",2829,"XCR1","HighConf","Yes","Cytokine-cytokine receptor interaction",NA,NA
"17327",7535,"ZAP70","MedConf","Yes","NF-kappa B signaling pathway, Ras signaling pathway, T cell receptor signaling pathway, Natural killer cell mediated cytotoxicity, Th1 and Th2 cell differentiation, Th17 cell differentiation","CD86, SHC4, CD4, LCK","Th17 cell differentiation (2), Th1 and Th2 cell differentiation (2), Natural killer cell mediated cytotoxicity (2), T cell receptor signaling pathway (2), Osteoclast differentiation (1), NF-kappa B signaling pathway (1), Antigen processing and presentation (1), Hematopoietic cell lineage (1), Prolactin signaling pathway (1), EGFR tyrosine kinase inhibitor resistance (1), Endocrine resistance (1), Ras signaling pathway (1), Neurotrophin signaling pathway (1), Toll-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"17342",7704,"ZBTB16","MedConf","Yes",NA,"EP300","Long-term potentiation (1), Jak-STAT signaling pathway (1), cAMP signaling pathway (1)"
