"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"2478",911,"CD1C","MedConf","Yes","Hematopoietic cell lineage",NA,NA
"2486",30835,"CD209","MedConf","Yes","Phagosome",NA,NA
"2493",29126,"CD274","HighConf","Yes","Cell adhesion molecules (CAMs)",NA,NA
"2508",948,"CD36","HighConf","Yes","Hematopoietic cell lineage, Phagosome, PPAR signaling pathway, Adipocytokine signaling pathway","FABP4, CD9","PPAR signaling pathway (1), Hematopoietic cell lineage (1)"
"2516",958,"CD40","HighConf","Yes","NF-kappa B signaling pathway, Toll-like receptor signaling pathway, Cell adhesion molecules (CAMs)","NFKB1, STAT5A, TRAF1","Prolactin signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Apoptosis (2), TNF signaling pathway (2), NF-kappa B signaling pathway (2), ErbB signaling pathway (1), Necroptosis (1), IL-17 signaling pathway (1), Cellular senescence (1), RIG-I-like receptor signaling pathway (1), Adipocytokine signaling pathway (1), Antifolate resistance (1), Chemokine signaling pathway (1), HIF-1 signaling pathway (1), Cytosolic DNA-sensing pathway (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1)"
"2518",960,"CD44","MedConf","Yes","Hematopoietic cell lineage","MT2A, HLA-B, ICAM1, HLA-A, GBP1, GLG1, GBP2, OAS3, OAS2, PML, IRF5","NOD-like receptor signaling pathway (4), Endocytosis (3), Natural killer cell mediated cytotoxicity (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Phagosome (2), Toll-like receptor signaling pathway (1), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Mineral absorption (1), Cell adhesion molecules (CAMs) (4)"
"2521",962,"CD48","MedConf","Yes","Natural killer cell mediated cytotoxicity",NA,NA
"2530",967,"CD63","MedConf","Yes","Lysosome","CD9","Hematopoietic cell lineage (1)"
"2536",972,"CD74","HighConf","Yes","Antigen processing and presentation","CTSB, CLTA, LGMN","Lysosome (3), Antigen processing and presentation (2), Apoptosis (1), NOD-like receptor signaling pathway (1), Endocytosis (1)"
"2547",928,"CD9","MedConf","Yes","Hematopoietic cell lineage","CD36, CD63","Lysosome (1), Adipocytokine signaling pathway (1), PPAR signaling pathway (1), Phagosome (1), Hematopoietic cell lineage (1)"
"3120",1211,"CLTA","MedConf","Yes","Lysosome, Endocytosis","CD74, CBL, NCF2","Leukocyte transendothelial migration (1), Osteoclast differentiation (1), Phagosome (1), ErbB signaling pathway (1), Endocytosis (1), Antigen processing and presentation (1)"
"3632",1508,"CTSB","MedConf","Yes","Lysosome, NOD-like receptor signaling pathway, Antigen processing and presentation, Apoptosis","CD74","Antigen processing and presentation (1)"
"3638",1512,"CTSH","MedConf","Yes","Lysosome, Apoptosis",NA,NA
"3646",1522,"CTSZ","MedConf","Yes","Lysosome, Apoptosis",NA,NA
"3811",1601,"DAB2","MedConf","Yes","Endocytosis",NA,NA
"3971",23586,"DDX58","MedConf","Yes","NF-kappa B signaling pathway, Cytosolic DNA-sensing pathway, RIG-I-like receptor signaling pathway","IFIH1, ISG15","RIG-I-like receptor signaling pathway (2)"
"4597",10938,"EHD1","HighConf","Yes","Endocytosis","EHD4","Endocytosis (1)"
"4600",30844,"EHD4","MedConf","Yes","Endocytosis","EHD1","Endocytosis (1)"
"4617",5610,"EIF2AK2","MedConf","Yes","Necroptosis","STAT1","Prolactin signaling pathway (1), Chemokine signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Toll-like receptor signaling pathway (1), Necroptosis (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1)"
"5013",2167,"FABP4","MedConf","Yes","PPAR signaling pathway","CD36","Adipocytokine signaling pathway (1), PPAR signaling pathway (1), Phagosome (1), Hematopoietic cell lineage (1)"
"5014",2171,"FABP5","HighConf","Yes","PPAR signaling pathway",NA,NA
"5285",8789,"FBP2","HighConf","Yes","Fructose and mannose metabolism","HK2, PFKFB3","Fructose and mannose metabolism (2), HIF-1 signaling pathway (2)"
"5353",2207,"FCER1G","MedConf","Yes","Natural killer cell mediated cytotoxicity","LCP2, PLA2G4A, CBL","Necroptosis (1), Natural killer cell mediated cytotoxicity (1), Osteoclast differentiation (1), ErbB signaling pathway (1), Endocytosis (1)"
"5655",2495,"FTH1","HighConf","Yes","Ferroptosis, Necroptosis, Mineral absorption","FTL","Mineral absorption (1), Necroptosis (1), Ferroptosis (1)"
"5657",2512,"FTL","MedConf","Yes","Ferroptosis, Necroptosis, Mineral absorption","FTH1","Mineral absorption (1), Necroptosis (1), Ferroptosis (1)"
"5723",11337,"GABARAP","MedConf","Yes","NOD-like receptor signaling pathway","SQSTM1","Cellular senescence (1), Necroptosis (1), Osteoclast differentiation (1)"
"5844",2633,"GBP1","HighConf","Yes","NOD-like receptor signaling pathway","GBP2, OAS3, MT2A, HLA-A, OAS2, ICAM1, HLA-B, CD44, PML, IRF5","Natural killer cell mediated cytotoxicity (3), Endocytosis (3), NOD-like receptor signaling pathway (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Phagosome (2), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Mineral absorption (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (3)"
"5845",2634,"GBP2","MedConf","Yes","NOD-like receptor signaling pathway","IFIT1, IFIT3, MT2A, MX1, HLA-A, MX2, CD44, GBP1, OAS3, OAS2, IRF5, PML, HLA-B, ISG15, ICAM1, IFIT2, ISG20","NOD-like receptor signaling pathway (3), Natural killer cell mediated cytotoxicity (3), Endocytosis (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Phagosome (2), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Mineral absorption (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (3)"
"5919",2673,"GFPT1","HighConf","Yes","Alanine, aspartate and glutamate metabolism","HK2, GLS","aspartate and glutamate metabolism (1), Alanine (1), Fructose and mannose metabolism (1), HIF-1 signaling pathway (1)"
"5931",8836,"GGH","MedConf","Yes","Antifolate resistance",NA,NA
"6011",2734,"GLG1","MedConf","Yes","Cell adhesion molecules (CAMs)","CD44","Hematopoietic cell lineage (1)"
"6039",2744,"GLS","HighConf","Yes","Alanine, aspartate and glutamate metabolism","GFPT1","aspartate and glutamate metabolism (1), Alanine (1)"
"6055",2760,"GM2A","MedConf","Yes","Lysosome",NA,NA
"6552",3055,"HCK","MedConf","Yes","Chemokine signaling pathway",NA,NA
"6751",3099,"HK2","MedConf","Yes","HIF-1 signaling pathway, Fructose and mannose metabolism","FBP2, GFPT1, PFKFB3","Fructose and mannose metabolism (2), HIF-1 signaling pathway (1), aspartate and glutamate metabolism (1), Alanine (1)"
"6755",3105,"HLA-A","MedConf","Yes","Phagosome, Cell adhesion molecules (CAMs), Endocytosis, Natural killer cell mediated cytotoxicity, Type I diabetes mellitus, Antigen processing and presentation, Cellular senescence","ISG20, GBP1, MX2, GBP2, MT2A, IFIT3, ISG15, IFIT1, HLA-B, MX1, IRF5, PML, OAS2, IFIT2, ICAM1, LCP2, CBL, CD44, OAS3","NOD-like receptor signaling pathway (4), Natural killer cell mediated cytotoxicity (3), Endocytosis (3), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Osteoclast differentiation (1), Cellular senescence (1), Antigen processing and presentation (1), Type I diabetes mellitus (1), Phagosome (1), Mineral absorption (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), ErbB signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"6756",3106,"HLA-B","MedConf","Yes","Phagosome, Cell adhesion molecules (CAMs), Endocytosis, Natural killer cell mediated cytotoxicity, Type I diabetes mellitus, Antigen processing and presentation, Cellular senescence","IFIT3, IFIT2, ICAM1, MX1, HLA-A, ISG20, GBP1, MX2, GBP2, ISG15, OAS3, MT2A, PML, CD44, IRF5, IFIT1, OAS2","NOD-like receptor signaling pathway (4), Endocytosis (2), Natural killer cell mediated cytotoxicity (2), Mineral absorption (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Cellular senescence (1), Antigen processing and presentation (1), Type I diabetes mellitus (1), Phagosome (1), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"6807",3162,"HMOX1","HighConf","Yes","Ferroptosis, HIF-1 signaling pathway, Mineral absorption",NA,NA
"7046",3383,"ICAM1","HighConf","Yes","NF-kappa B signaling pathway, Cell adhesion molecules (CAMs), TNF signaling pathway, Natural killer cell mediated cytotoxicity, AGE-RAGE signaling pathway in diabetic complications, Leukocyte transendothelial migration","HLA-A, GBP1, GBP2, ITGB2, PML, HLA-B, ITGAM, OAS2, NFKB1, MT2A, OAS3, ITGAX, CD44, IRF5","NOD-like receptor signaling pathway (5), Phagosome (4), Cellular senescence (3), Natural killer cell mediated cytotoxicity (3), Endocytosis (3), Complement and coagulation cascades (3), Antigen processing and presentation (2), Type I diabetes mellitus (2), Leukocyte transendothelial migration (2), Hematopoietic cell lineage (2), Toll-like receptor signaling pathway (2), Mineral absorption (1), IL-17 signaling pathway (1), RIG-I-like receptor signaling pathway (1), Prolactin signaling pathway (1), Adipocytokine signaling pathway (1), Apoptosis (1), Antifolate resistance (1), Chemokine signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), HIF-1 signaling pathway (1), Cytosolic DNA-sensing pathway (1), TNF signaling pathway (1), Osteoclast differentiation (1), NF-kappa B signaling pathway (1), Cell adhesion molecules (CAMs) (4)"
"7069",3620,"IDO1","HighConf","Yes","Tryptophan metabolism",NA,NA
"7086",64135,"IFIH1","HighConf","Yes","RIG-I-like receptor signaling pathway","DDX58","RIG-I-like receptor signaling pathway (1), Cytosolic DNA-sensing pathway (1), NF-kappa B signaling pathway (1)"
"7087",3434,"IFIT1","HighConf","Yes",NA,"OAS3, OAS2, IRF5, HLA-B, IFIT3, IFIT2, MX1, HLA-A, ISG20, MX2, GBP2, ISG15, STAT1","NOD-like receptor signaling pathway (4), Toll-like receptor signaling pathway (2), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Natural killer cell mediated cytotoxicity (2), Endocytosis (2), Phagosome (2), Prolactin signaling pathway (1), Chemokine signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Necroptosis (1), Osteoclast differentiation (1), RIG-I-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"7089",3433,"IFIT2","HighConf","Yes",NA,"MX1, HLA-A, ISG20, MX2, GBP2, OAS2, IFIT3, OAS3, HLA-B, ISG15, IRF5, IFIT1","NOD-like receptor signaling pathway (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Natural killer cell mediated cytotoxicity (2), Endocytosis (2), Phagosome (2), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"7090",3437,"IFIT3","HighConf","Yes",NA,"IFIT2, MX1, HLA-A, ISG20, MX2, GBP2, HLA-B, OAS2, IRF5, OAS3, ISG15, IFIT1","NOD-like receptor signaling pathway (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Natural killer cell mediated cytotoxicity (2), Endocytosis (2), Phagosome (2), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"7149",3482,"IGF2R","MedConf","Yes","Lysosome, Endocytosis",NA,NA
"7220",3552,"IL1A","HighConf","Yes","Hematopoietic cell lineage, Osteoclast differentiation, Necroptosis, AGE-RAGE signaling pathway in diabetic complications, Type I diabetes mellitus, Cellular senescence","IL1RN, IL1B","IL-17 signaling pathway (1), Antifolate resistance (1), Type I diabetes mellitus (1), AGE-RAGE signaling pathway in diabetic complications (1), Cytosolic DNA-sensing pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), Necroptosis (1), Osteoclast differentiation (1), Hematopoietic cell lineage (1), NF-kappa B signaling pathway (1), NOD-like receptor signaling pathway (1)"
"7221",3553,"IL1B","HighConf","Yes","NOD-like receptor signaling pathway, NF-kappa B signaling pathway, Hematopoietic cell lineage, Osteoclast differentiation, Necroptosis, Toll-like receptor signaling pathway, TNF signaling pathway, Cytosolic DNA-sensing pathway, AGE-RAGE signaling pathway in diabetic complications, Type I diabetes mellitus, Antifolate resistance, IL-17 signaling pathway","IL1A, IL1RN, SQSTM1, IRF5, NFKB2, NFKB1","Osteoclast differentiation (4), Cellular senescence (3), NF-kappa B signaling pathway (2), Toll-like receptor signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Necroptosis (2), IL-17 signaling pathway (1), RIG-I-like receptor signaling pathway (1), Prolactin signaling pathway (1), Adipocytokine signaling pathway (1), Apoptosis (1), Antifolate resistance (1), Chemokine signaling pathway (1), HIF-1 signaling pathway (1), Cytosolic DNA-sensing pathway (1), TNF signaling pathway (1), NOD-like receptor signaling pathway (1), Type I diabetes mellitus (1), Hematopoietic cell lineage (1)"
"7230",3557,"IL1RN","HighConf","Yes",NA,"IL1B, IL1A","Type I diabetes mellitus (2), AGE-RAGE signaling pathway in diabetic complications (2), Necroptosis (2), Osteoclast differentiation (2), Hematopoietic cell lineage (2), Cellular senescence (1), IL-17 signaling pathway (1), Antifolate resistance (1), Cytosolic DNA-sensing pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1), NOD-like receptor signaling pathway (1)"
"7262",259307,"IL4I1","HighConf","Yes","Tryptophan metabolism, Alanine, aspartate and glutamate metabolism",NA,NA
"7402",3663,"IRF5","MedConf","Yes","Toll-like receptor signaling pathway","CD44, MT2A, HLA-B, IFIT3, IL1B, IFIT2, ICAM1, MX1, HLA-A, ISG20, GBP1, MX2, GBP2, ISG15, IFIT1, OAS3, PML, OAS2","NOD-like receptor signaling pathway (5), Endocytosis (3), Type I diabetes mellitus (3), Natural killer cell mediated cytotoxicity (3), Cellular senescence (2), Antigen processing and presentation (2), Phagosome (2), AGE-RAGE signaling pathway in diabetic complications (2), TNF signaling pathway (2), NF-kappa B signaling pathway (2), Hematopoietic cell lineage (2), RIG-I-like receptor signaling pathway (1), Leukocyte transendothelial migration (1), IL-17 signaling pathway (1), Antifolate resistance (1), Cytosolic DNA-sensing pathway (1), Toll-like receptor signaling pathway (1), Necroptosis (1), Osteoclast differentiation (1), Mineral absorption (1), Cell adhesion molecules (CAMs) (3)"
"7422",9636,"ISG15","HighConf","Yes","RIG-I-like receptor signaling pathway","STAT1, IFIT1, OAS3, OAS2, IRF5, HLA-B, IFIT3, DDX58, IFIT2, MX1, HLA-A, ISG20, MX2, GBP2","NOD-like receptor signaling pathway (4), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Natural killer cell mediated cytotoxicity (2), Endocytosis (2), Phagosome (2), Toll-like receptor signaling pathway (2), RIG-I-like receptor signaling pathway (1), Cytosolic DNA-sensing pathway (1), NF-kappa B signaling pathway (1), Prolactin signaling pathway (1), Chemokine signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Necroptosis (1), Osteoclast differentiation (1), Cell adhesion molecules (CAMs) (2)"
"7423",3669,"ISG20","HighConf","Yes",NA,"MX2, GBP2, HLA-A, OAS3, ISG15, OAS2, IRF5, HLA-B, IFIT3, IFIT2, MX1, IFIT1","NOD-like receptor signaling pathway (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Natural killer cell mediated cytotoxicity (2), Endocytosis (2), Phagosome (2), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"7454",3684,"ITGAM","MedConf","Yes","Hematopoietic cell lineage, Phagosome, Cell adhesion molecules (CAMs), Complement and coagulation cascades, Leukocyte transendothelial migration","ITGB2, ICAM1, TGFBI, PLAUR, NFKB1, ITGAX","Complement and coagulation cascades (3), AGE-RAGE signaling pathway in diabetic complications (2), TNF signaling pathway (2), NF-kappa B signaling pathway (2), Leukocyte transendothelial migration (2), Natural killer cell mediated cytotoxicity (2), IL-17 signaling pathway (1), Cellular senescence (1), RIG-I-like receptor signaling pathway (1), Prolactin signaling pathway (1), Adipocytokine signaling pathway (1), Apoptosis (1), Antifolate resistance (1), Chemokine signaling pathway (1), HIF-1 signaling pathway (1), Cytosolic DNA-sensing pathway (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), Phagosome (1), Cell adhesion molecules (CAMs) (2)"
"7456",3687,"ITGAX","MedConf","Yes","Complement and coagulation cascades","ITGAM, ITGB2, ICAM1","Leukocyte transendothelial migration (3), Natural killer cell mediated cytotoxicity (2), Complement and coagulation cascades (2), Phagosome (2), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Hematopoietic cell lineage (1), Cell adhesion molecules (CAMs) (3)"
"7460",3689,"ITGB2","MedConf","Yes","Phagosome, Cell adhesion molecules (CAMs), Complement and coagulation cascades, Natural killer cell mediated cytotoxicity, Leukocyte transendothelial migration","ICAM1, TGFBI, ITGAX, ITGAM, PLAUR, NFKB1","Complement and coagulation cascades (3), Leukocyte transendothelial migration (2), AGE-RAGE signaling pathway in diabetic complications (2), TNF signaling pathway (2), NF-kappa B signaling pathway (2), Phagosome (1), Hematopoietic cell lineage (1), IL-17 signaling pathway (1), Cellular senescence (1), RIG-I-like receptor signaling pathway (1), Prolactin signaling pathway (1), Adipocytokine signaling pathway (1), Apoptosis (1), Antifolate resistance (1), Chemokine signaling pathway (1), HIF-1 signaling pathway (1), Cytosolic DNA-sensing pathway (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), Natural killer cell mediated cytotoxicity (1), Cell adhesion molecules (CAMs) (2)"
"7924",8564,"KMO","MedConf","Yes","Tryptophan metabolism","KYNU","Tryptophan metabolism (1)"
"8090",8942,"KYNU","HighConf","Yes","Tryptophan metabolism","KMO","Tryptophan metabolism (1)"
"8193",3937,"LCP2","MedConf","Yes","Osteoclast differentiation, Natural killer cell mediated cytotoxicity","HLA-A, FCER1G, CBL","Endocytosis (2), Natural killer cell mediated cytotoxicity (2), ErbB signaling pathway (1), Cellular senescence (1), Antigen processing and presentation (1), Type I diabetes mellitus (1), Phagosome (1), Cell adhesion molecules (CAMs) (1)"
"8253",5641,"LGMN","MedConf","Yes","Lysosome, Antigen processing and presentation","CD74","Antigen processing and presentation (1)"
"8334",3988,"LIPA","HighConf","Yes","Lysosome",NA,NA
"8367",4001,"LMNB1","MedConf","Yes","Apoptosis",NA,NA
"9298",4360,"MRC1","HighConf","Yes","Phagosome",NA,NA
"9459",4502,"MT2A","HighConf","Yes","Mineral absorption","HLA-B, ICAM1, HLA-A, GBP1, GBP2, IRF5, CD44, OAS2, OAS3, PML","NOD-like receptor signaling pathway (4), Endocytosis (3), Natural killer cell mediated cytotoxicity (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Phagosome (2), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Cell adhesion molecules (CAMs) (3)"
"9550",4599,"MX1","HighConf","Yes",NA,"HLA-A, ISG20, MX2, GBP2, IFIT3, IFIT2, IFIT1, HLA-B, OAS3, IRF5, ISG15, OAS2","NOD-like receptor signaling pathway (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Natural killer cell mediated cytotoxicity (2), Endocytosis (2), Phagosome (2), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"9551",4600,"MX2","HighConf","Yes",NA,"GBP2, HLA-B, OAS3, IFIT3, ISG20, ISG15, IFIT2, MX1, IRF5, HLA-A, IFIT1, OAS2","NOD-like receptor signaling pathway (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Natural killer cell mediated cytotoxicity (2), Endocytosis (2), Phagosome (2), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"9705",10135,"NAMPT","HighConf","Yes","NOD-like receptor signaling pathway",NA,NA
"9772",4688,"NCF2","MedConf","Yes","Phagosome, Osteoclast differentiation, Leukocyte transendothelial migration","CLTA","Endocytosis (1), Lysosome (1)"
"9796",23385,"NCSTN","MedConf","Yes",NA,"STAT5A, NFKB1","Prolactin signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), ErbB signaling pathway (1), Necroptosis (1), IL-17 signaling pathway (1), Cellular senescence (1), RIG-I-like receptor signaling pathway (1), Adipocytokine signaling pathway (1), Apoptosis (1), Antifolate resistance (1), Chemokine signaling pathway (1), HIF-1 signaling pathway (1), Cytosolic DNA-sensing pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), NF-kappa B signaling pathway (1), NOD-like receptor signaling pathway (1)"
"9946",4790,"NFKB1","HighConf","Yes","NOD-like receptor signaling pathway, NF-kappa B signaling pathway, Osteoclast differentiation, Toll-like receptor signaling pathway, TNF signaling pathway, Cytosolic DNA-sensing pathway, HIF-1 signaling pathway, AGE-RAGE signaling pathway in diabetic complications, Chemokine signaling pathway, Antifolate resistance, Apoptosis, Adipocytokine signaling pathway, Prolactin signaling pathway, RIG-I-like receptor signaling pathway, Cellular senescence, IL-17 signaling pathway","REL, ITGAM, ITGB2, NFKB2, IL1B, ICAM1, NCSTN, CD40, SQSTM1, TRAF1","NF-kappa B signaling pathway (5), TNF signaling pathway (3), Osteoclast differentiation (3), Leukocyte transendothelial migration (3), Necroptosis (2), Toll-like receptor signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Natural killer cell mediated cytotoxicity (2), Hematopoietic cell lineage (2), Complement and coagulation cascades (2), Phagosome (2), Apoptosis (1), Cellular senescence (1), IL-17 signaling pathway (1), Antifolate resistance (1), Type I diabetes mellitus (1), Cytosolic DNA-sensing pathway (1), NOD-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (4)"
"9947",4791,"NFKB2","HighConf","Yes","NF-kappa B signaling pathway, Osteoclast differentiation","IL1B, NFKB1, REL","IL-17 signaling pathway (2), Antifolate resistance (2), AGE-RAGE signaling pathway in diabetic complications (2), Cytosolic DNA-sensing pathway (2), TNF signaling pathway (2), Toll-like receptor signaling pathway (2), Osteoclast differentiation (2), NF-kappa B signaling pathway (2), NOD-like receptor signaling pathway (2), Cellular senescence (1), RIG-I-like receptor signaling pathway (1), Prolactin signaling pathway (1), Adipocytokine signaling pathway (1), Apoptosis (1), Chemokine signaling pathway (1), HIF-1 signaling pathway (1), Type I diabetes mellitus (1), Necroptosis (1), Hematopoietic cell lineage (1)"
"10149",10577,"NPC2","MedConf","Yes","Lysosome",NA,NA
"10396",4939,"OAS2","MedConf","Yes","NOD-like receptor signaling pathway","IRF5, CD44, MT2A, HLA-B, IFIT3, IFIT2, ICAM1, MX1, HLA-A, ISG20, GBP1, MX2, GBP2, PML, OAS3, IFIT1, ISG15","NOD-like receptor signaling pathway (3), Endocytosis (3), Natural killer cell mediated cytotoxicity (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Phagosome (2), RIG-I-like receptor signaling pathway (1), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Mineral absorption (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (3)"
"10397",4940,"OAS3","MedConf","Yes","NOD-like receptor signaling pathway","OAS2, IRF5, CD44, MT2A, HLA-B, IFIT3, IFIT2, ICAM1, MX1, HLA-A, ISG20, GBP1, MX2, GBP2, ISG15, PML, IFIT1","Endocytosis (3), NOD-like receptor signaling pathway (3), Natural killer cell mediated cytotoxicity (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Phagosome (2), RIG-I-like receptor signaling pathway (1), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Mineral absorption (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (3)"
"11319",5175,"PECAM1","MedConf","Yes","Cell adhesion molecules (CAMs), Leukocyte transendothelial migration",NA,NA
"11364",5209,"PFKFB3","HighConf","Yes","HIF-1 signaling pathway, Fructose and mannose metabolism","HK2, FBP2","Fructose and mannose metabolism (2), HIF-1 signaling pathway (1)"
"11609",5321,"PLA2G4A","MedConf","Yes","Necroptosis","FCER1G, PTGS2","IL-17 signaling pathway (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Natural killer cell mediated cytotoxicity (1)"
