"","Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HighScoreGenes","HighScoreGenesNames","MedScoreGenesNames","EnrichScore"
"11","Chemokine signaling pathway",0,0.006,0.064,182,37,12,"CCR8, PTK2B, GNG4, GNG10, KRAS, NFKBIB, PXN, RAP1A, CCL7, STAT1, CXCR4, PIK3R3","CXCL13, CX3CR1, SHC2, GNAI3, GNG3, CXCR3, GRK4, GSK3A, IKBKB, CXCL8, CXCL9, PF4, PLCB4, PARD3, RELA, CCL3, CCL13, CCL15, CCL18, CXCL11, CXCR5, BRAF, XCL2, CDC42",0.264
"12","Rap1 signaling pathway",0,0.006,0.068,209,41,16,"RAPGEF3, CSF1R, CTNND1, FGF7, FGF9, FGF10, FGFR3, FLT4, ITGAM, ITGB3, KRAS, NGFR, PLCE1, PDGFRB, RAP1A, PIK3R3","DRD2, EFNA2, EGFR, FGF8, FGF12, MRAS, LAT, GNAI3, GNAO1, LPAR4, PFN3, ITGB1, PDGFRA, PFN1, PLCB4, PRKD1, MAPK13, MAP2K6, PARD3, BRAF, TLN2, PARD6G, SKAP1, RAPGEF5, CDC42",0.293
"13","Leukocyte transendothelial migration",0,0.006,0.073,107,25,12,"RAPGEF3, CTNND1, PTK2B, CLDN14, ICAM1, ITGAM, ARHGAP5, PXN, MYL7, RAP1A, CXCR4, PIK3R3","CDH5, CLDN19, CLDN15, GNAI3, MYLPF, ITGB1, CLDN11, MAPK13, VCL, JAM3, CLDN6, CLDN2, CDC42",0.357
"14","TNF signaling pathway",0,0.006,0.085,108,25,10,"DNM1L, CREB1, JAG1, TAB2, ICAM1, JUN, MAP3K7, TNFRSF1A, PIK3R3, CFLAR","CREB3, MAP3K8, ATF6B, CSF2, EDN1, PGAM5, TAB3, IKBKB, IL1B, MAPK13, MAP2K6, RELA, BCL3, RIPK1, CREB3L1",0.316
"15","NOD-like receptor signaling pathway",0,0.007,0.098,166,34,15,"DNM1L, NAMPT, IRF9, TAB2, GBP2, ITPR3, JUN, MEFV, MYD88, NFKBIB, BCL2L1, STAT1, MAP3K7, TLR4, GSDMD","TXNIP, GABARAPL2, ANTXR2, TICAM1, TAB3, PYDC1, IFNA13, IFNA14, IFNA16, IKBKB, IL1B, CXCL8, PLCB4, MAPK13, NLRC4, RELA, NLRX1, RIPK1, NLRP12",0.323
"16","cAMP signaling pathway",0.001,0.009,0.159,197,38,15,"RAPGEF3, CREB1, ADRB2, GRIA3, HTR1A, HTR6, JUN, ATP1A3, ATP1B3, PLCE1, PDE4C, GHRL, RAP1A, CACNA1C, PIK3R3","CREB3, CFTR, CHRM2, GRIN3A, GRIN3B, ADCYAP1R1, CNGA1, DRD2, DRD5, ATP1B4, GNAI3, GRIN2D, HCAR2, MC2R, ATP1B2, NPY, ATP2B3, PDE3B, PTGER2, RELA, BRAF, ORAI1, CREB3L1",0.294
"17","Neuroactive ligand-receptor interaction",0.001,0.009,0.16,273,49,12,"CHRNA4, CHRND, LTB4R, ADORA3, ADRB2, GABRB2, GRIA3, HRH2, HTR1A, HTR6, TACR1, VIPR1","CGA, CHRM2, CHRNA5, CHRNB4, CHRNE, GRIN3A, GRIN3B, ADCYAP1R1, DRD2, DRD5, FPR3, GABRA2, GABRA5, GABRA6, GABRB3, GABRE, GH2, NPBWR2, LPAR4, MLNR, GRIN2D, MC2R, MTNR1B, OPRM1, P2RY11, AVPR1A, PRL, PARD3, NMUR2, PTGER2, PTGIR, BDKRB1, BDKRB2, SSTR4, TACR3, CALCR, S1PR2",0.212
"18","Osteoclast differentiation",0.001,0.012,0.21,127,27,13,"IRF9, CREB1, CSF1R, CYLD, FHL2, TAB2, ITGB3, JUN, SPI1, STAT1, MAP3K7, TNFRSF1A, PIK3R3","SIRPB1, LILRA5, IKBKB, IL1A, IL1B, PPP3R2, MAPK13, MAP2K6, RELA, SYK, TGFB2, CALCR, TNFRSF11A, GAB2",0.347
"19","Focal adhesion",0.001,0.015,0.283,196,37,14,"COL1A2, FLT4, ITGB3, JUN, ARHGAP5, PDGFRB, PXN, MYL7, RAP1A, CAPN2, PIK3R3, MYLK2, CCND2, CCND3","COL4A2, COL4A3, COL6A1, DIAPH1, EGFR, PIP5K1C, SHC2, MYLPF, TNC, ITGA1, ITGA5, ITGAV, ITGB1, LAMA4, LAMA5, PDGFRA, PDPK1, TNN, BRAF, VCL, TLN2, CAV3, CDC42",0.284
"20","AGE-RAGE signaling pathway in diabetic complications",0.001,0.017,0.337,99,22,9,"COL1A2, EGR1, ICAM1, JUN, KRAS, SMAD4, PLCE1, STAT1, PIK3R3","COL4A2, COL4A3, DIAPH1, AGER, EDN1, IL1A, IL1B, CXCL8, PLCB4, MAPK13, RELA, TGFB2, CDC42",0.316
"21","RIG-I-like receptor signaling pathway",0.002,0.02,0.421,70,17,5,"CYLD, DDX3X, IL12A, NFKBIB, MAP3K7","IFNA13, IFNA14, IFNA16, IKBKB, CXCL8, OTUD5, MAPK13, RELA, IFIH1, NLRX1, RIPK1, ISG15",0.268
"22","Ras signaling pathway",0.002,0.023,0.499,223,40,19,"RASA4, CSF1R, FGF7, FGF9, FGF10, FGFR3, FLT4, GNG4, GNG10, KSR2, KRAS, NGFR, PLCE1, PDGFRB, RAP1A, BCL2L1, PIK3R3, JMJD7-PLA2G4B, RASAL2","EFNA2, EGFR, FGF8, FGF12, MRAS, RASA3, SHC2, PLA2G2D, LAT, GNG3, PLA2G4D, IKBKB, PDGFRA, PLA2G4A, RAB5A, RELA, BRAP, PLA2G6, RAPGEF5, GAB2, CDC42",0.327
"23","Relaxin signaling pathway",0.003,0.028,0.652,130,26,9,"COL1A2, CREB1, GNG4, GNG10, JUN, KRAS, ACTA2, RLN2, PIK3R3","CREB3, RLN3, COL4A2, COL4A3, ATF6B, EDN1, EGFR, SHC2, GNA15, GNAI3, GNAO1, GNG3, INSL3, PLCB4, MAPK13, RELA, CREB3L1",0.273
"24","Vasopressin-regulated water reabsorption",0.003,0.029,0.703,44,12,3,"CREB1, AQP4, DYNC2LI1","CREB3, DYNC1H1, DYNC1I1, DYNC1I2, ARHGDIB, DCTN4, RAB5A, DYNLL1, CREB3L1",0.261
"25","Hematopoietic cell lineage",0.004,0.035,0.939,94,20,8,"CSF1R, HLA-DQA2, IL3, IL3RA, ITGAM, ITGB3, THPO, CD14","CSF2, DNTT, EPO, GP1BA, IL1A, IL1B, IL6R, ITGA1, ITGA5, MME, CD33, CD37",0.306
"26","Mitophagy - animal",0.004,0.035,0.947,63,15,7,"CSNK2A2, JUN, KRAS, BCL2L1, SP1, UBB, USP30","OPTN, GABARAPL2, PGAM5, MRAS, ATG9B, PARK2, RELA, TBC1D15",0.352
"27","Phagosome",0.004,0.035,0.953,147,28,12,"HLA-DQA2, ITGAM, ITGB3, ATP6V0A4, ATP6V1B2, ATP6AP1, TLR2, TLR4, TUBA1A, RILP, ATP6V0E1, CD14","TCIRG1, DYNC1H1, DYNC1I1, DYNC1I2, SEC61A1, ITGA5, ITGAV, ITGB1, LAMP1, MSR1, STX18, RAB5A, CLEC7A, TAP1, TUBA4A, CALR",0.31
"28","Thyroid hormone signaling pathway",0.005,0.043,1,116,23,11,"RCAN2, SLC16A10, HDAC2, ITGB3, KRAS, ATP1A3, ATP1B3, PLCE1, SLC2A1, STAT1, PIK3R3","ATP1B4, SIN3A, ITGAV, MYH6, ATP1B2, NOTCH4, PDPK1, PLCB4, SLCO1C1, KAT2B, MED14, TBC1D4",0.338
"29","Notch signaling pathway",0.005,0.043,1,47,12,5,"JAG1, DTX1, SNW1, NCSTN, HDAC2","RBPJ, MFNG, NOTCH4, APH1A, MAML2, KAT2B, NUMBL",0.336
"30","Renin secretion",0.005,0.043,1,65,15,4,"CREB1, ADRB2, ITPR3, CACNA1C","ADCYAP1R1, ACE, AGT, GNAI3, GUCY1B3, PDE3B, PDE1B, PLCB4, PPP3R2, PTGER2, ORAI1",0.249
"31","Serotonergic synapse",0.006,0.049,1,111,22,10,"RAPGEF3, GABRB2, GNG4, GNG10, HTR1A, HTR6, ITPR3, KRAS, CACNA1C, JMJD7-PLA2G4B","ALOX5, ALOX15, GABRB3, GNAI3, GNAO1, GNG3, PLA2G4D, HTR3A, PLA2G4A, PLCB4, SLC18A2, BRAF",0.326
"32","Tight junction",0.007,0.051,1,160,29,9,"ACTR2, MYL6B, CLDN14, JUN, PPP2CB, RAP1A, TUBA1A, RUNX1, MPDZ","CFTR, CLDN19, CLDN15, HCLS1, ITGB1, CLDN11, PCNA, AMOTL2, PARD3, MYH7B, RAP2C, TUBA4A, MYH14, JAM3, PARD6G, YBX3, CLDN6, CLDN2, CRB3, CDC42",0.246
"33","Aldosterone-regulated sodium reabsorption",0.007,0.051,1,37,10,4,"KRAS, ATP1A3, ATP1B3, PIK3R3","ATP1B4, SFN, ATP1B2, PDPK1, SCNN1A, SCNN1G",0.335
"34","Ether lipid metabolism",0.007,0.052,1,43,11,4,"CEPT1, ENPP6, LPCAT4, JMJD7-PLA2G4B","PLA2G2D, PLA2G4D, PAFAH1B3, PAFAH2, PLA2G4A, PLA2G6",0.31
"35","Fc gamma R-mediated phagocytosis",0.009,0.063,1,88,18,2,"CFL1, PIK3R3","ARPC1B, CFL2, PIP5K1C, LAT, PLA2G4D, ASAP1, PLA2G4A, ASAP3, PTPRC, MARCKSL1, SYK, PLA2G6, ASAP2, GAB2, CDC42",0.158
"36","Proximal tubule bicarbonate reclamation",0.011,0.078,1,23,7,4,"SLC38A3, ATP1A3, ATP1B3, CA4","SLC25A10, ATP1B4, ATP1B2",0.438
"37","Insulin secretion",0.012,0.081,1,84,17,7,"CREB1, ITPR3, KCNJ11, ATP1A3, ATP1B3, SLC2A1, CACNA1C","CREB3, ADCYAP1R1, ATF6B, ATP1B4, GNA11, KCNN1, ATP1B2, PLCB4, STX1A, CREB3L1",0.307
"38","Ribosome",0.013,0.082,1,125,23,11,"RPS4Y2, MRPS18C, RPL3L, RPL24, RPL31, RPL32, RPL36AL, RPLP2, MRPS12, RPS2, RPL23","MRPL4, RPL26L1, RPL3, RPL4, RPL19, RPL23A, RPL27, RPL37, RPS8, RPS21, RPS27A, MRPL36",0.331
"39","Long-term depression",0.013,0.085,1,59,13,5,"GRIA3, ITPR3, KRAS, PPP2CB, JMJD7-PLA2G4B","GNA11, GNAI3, GNAO1, PLA2G4D, GUCY1B3, PLA2G4A, PLCB4, BRAF",0.302
"40","Jak-STAT signaling pathway",0.015,0.09,1,155,27,10,"IRF9, IL3, IL3RA, IL12A, BCL2L1, STAT1, THPO, PIK3R3, CCND2, CCND3","CNTFR, CSF2, EPO, GH2, IL19, IFNA13, IFNA14, IFNA16, IL6R, IL12RB2, IL21R, IL22, PRL, PTPN2, PTPN6, SOCS2, IL27RA",0.272
"41","Fc epsilon RI signaling pathway",0.015,0.09,1,66,14,4,"IL3, KRAS, PIK3R3, JMJD7-PLA2G4B","CSF2, ALOX5, LAT, PLA2G4D, PDPK1, PLA2G4A, MAPK13, MAP2K6, SYK, GAB2",0.249
"42","Th17 cell differentiation",0.016,0.096,1,107,20,9,"GATA3, HLA-DQA2, IL17A, JUN, SMAD4, NFKBIB, NFKBIE, STAT1, RUNX1","LAT, IKBKB, IL1B, IL6R, IL21R, IL22, PPP3R2, MAPK13, RELA, RORA, IL27RA",0.318
"43","Adrenergic signaling in cardiomyocytes",0.018,0.103,1,143,25,10,"RAPGEF3, CREB1, ADRB2, ATP1A3, ATP1B3, PPP2CB, PPP2R5E, CACNA1C, CACNA2D1, CACNB4","CREB3, ATF6B, ATP1B4, GNAI3, KCNE1, KCNQ1, MYH6, ATP1B2, ATP2B3, PLCB4, PPP2R5A, MAPK13, TNNT2, CREB3L1, CACNA2D2",0.287
"44","T cell receptor signaling pathway",0.019,0.11,1,102,19,6,"JUN, KRAS, NFKBIB, NFKBIE, MAP3K7, PIK3R3","MAP3K8, CSF2, LAT, IKBKB, PDPK1, PPP3R2, MAPK13, PTPN6, PTPRC, RELA, CARD11, CD28, CDC42",0.251
"45","Base excision repair",0.023,0.127,1,32,8,2,"POLE, POLD4","POLD3, PARP1, LIG1, MUTYH, PCNA, POLB",0.25
"46","Sphingolipid signaling pathway",0.024,0.127,1,118,21,10,"SGPP2, ADORA3, KRAS, ASAH1, PPP2CB, PPP2R5E, SMPD2, TNFRSF1A, PIK3R3, SGPL1","CTSD, CERS3, GNAI3, PDPK1, PLCB4, PPP2R5A, MAPK13, RELA, BDKRB2, S1PR2, GAB2",0.327
"47","GnRH signaling pathway",0.026,0.135,1,91,17,6,"PTK2B, ITPR3, JUN, KRAS, CACNA1C, JMJD7-PLA2G4B","CGA, EGFR, GNA11, GNRH2, PLA2G4D, MAP3K3, PLA2G4A, PLCB4, MAPK13, MAP2K6, CDC42",0.27
"48","Platinum drug resistance",0.03,0.154,1,72,14,3,"PMAIP1, BCL2L1, PIK3R3","SLC31A1, GSTA1, GSTA3, GSTP1, BIRC5, MGST1, MSH2, PDPK1, TOP2A, XPA, GSTO1",0.204
"49","ECM-receptor interaction",0.03,0.154,1,79,15,3,"COL1A2, ITGB3, AGRN","COL4A2, COL4A3, COL6A1, GP1BA, TNC, ITGA1, ITGA5, ITGAV, ITGB1, LAMA4, LAMA5, TNN",0.195
"50","Apoptosis",0.032,0.155,1,136,23,13,"EIF2S1, IL3, IL3RA, ITPR3, JUN, KRAS, PMAIP1, BCL2L1, TNFRSF1A, TUBA1A, CAPN2, PIK3R3, CFLAR","PARP1, CTSD, ENDOG, BIRC5, IKBKB, PDPK1, DIABLO, RELA, TUBA4A, RIPK1",0.367
"51","Protein export",0.032,0.155,1,22,6,3,"SEC63, HSPA5, SRP54","SEC61A1, SRP68, SEC11C",0.386
"52","Cell cycle",0.033,0.157,1,122,21,8,"MAD2L2, HDAC2, SMAD4, ATR, YWHAG, CCND2, CCND3, CDC25C","PTTG2, E2F3, SFN, MCM3, PCNA, PLK1, RAD21, BUB1B, TGFB2, YWHAH, CCNE1, CCNB2, CDC25B",0.277
"53","Phospholipase D signaling pathway",0.034,0.157,1,144,24,6,"RAPGEF3, PTK2B, KRAS, PDGFRB, PIK3R3, JMJD7-PLA2G4B","DNM1, EGFR, MRAS, PIP5K1C, SHC2, PLA2G4D, LPAR4, CXCL8, PDGFRA, PLA2G4A, PLCB4, AVPR1A, SYK, DGKZ, DGKE, CYTH1, GAB2",0.208
"54","Dopaminergic synapse",0.035,0.159,1,130,22,8,"CREB1, GNG4, GNG10, GRIA3, ITPR3, PPP2CB, PPP2R5E, CACNA1C","CREB3, ATF6B, DRD2, DRD5, GNAI3, GNAO1, GNG3, GSK3A, PLCB4, PPP2R5A, MAPK13, SLC6A3, SLC18A2, CREB3L1",0.266
"55","Endocrine and other factor-regulated calcium reabsorption",0.035,0.159,1,47,10,2,"ATP1A3, ATP1B3","CLTA, CLTC, DNM1, ATP1B4, ATP1B2, PLCB4, TRPV5, BDKRB2",0.206
