EntrezID,GeneSymbol,PathwayID,PathwayName
686,BTD,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
51293,CD320,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
6948,TCN2,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
80347,COASY,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
4552,MTRR,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
4548,MTR,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
27249,MMADHC,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
25974,MMACHC,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
6947,TCN1,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
2694,GIF,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
8029,CUBN,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
81693,AMN,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
55788,LMBRD1,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
5644,PRSS1,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
5646,PRSS3,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
326625,MMAB,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
166785,MMAA,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
4594,MUT,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
440387,CTRB2,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
1504,CTRB1,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
80025,PANK2,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
8034,SLC25A16,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
53354,PANK1,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
79646,PANK3,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
55229,PANK4,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
10135,NAMPT,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
2356,FPGS,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
1528,CYB5A,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
1727,CYB5R3,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
4337,MOCS1,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
113235,SLC46A1,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
81034,SLC25A32,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
1719,DHFR,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
643509,NA,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
200895,DHFRL1,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
55034,MOCOS,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
6573,SLC19A1,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
80308,FLAD1,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
6513,SLC2A1,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
6515,SLC2A3,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
2194,FASN,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
113278,SLC52A3,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
60496,AASDHPPT,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
27304,MOCS3,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
4338,MOCS2,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
9963,SLC23A1,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
9962,SLC23A2,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
10560,SLC19A2,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
80704,SLC19A3,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
79178,THTPA,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
55312,RFK,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
64802,NMNAT1,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
23057,NMNAT2,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
349565,NMNAT3,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
65220,NADK,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
9054,NFS1,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
10243,GPHN,3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
4522,MTHFD1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
5167,ENPP1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
119391,GSTO2,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
9446,GSTO1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
8566,PDXK,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
55163,PNPO,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
79717,PPCS,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
27010,TPK1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
54,ACP5,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
60490,PPCDC,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
6470,SHMT1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
4524,MTHFR,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
23475,QPRT,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
93100,NAPRT1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
4363,ABCC1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
55191,NADSYN1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
31,ACACA,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
32,ACACB,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
64087,MCCC2,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
56922,MCCC1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
5091,PC,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
5095,PCCA,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
5096,PCCB,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
316,AOX1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
8884,SLC5A6,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
3141,HLCS,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
686,BTD,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
51293,CD320,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
6948,TCN2,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
80347,COASY,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
4552,MTRR,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
4548,MTR,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
27249,MMADHC,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
25974,MMACHC,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
6947,TCN1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
2694,GIF,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
8029,CUBN,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
81693,AMN,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
55788,LMBRD1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
5644,PRSS1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
5646,PRSS3,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
326625,MMAB,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
166785,MMAA,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
4594,MUT,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
440387,CTRB2,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
1504,CTRB1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
80025,PANK2,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
8034,SLC25A16,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
53354,PANK1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
79646,PANK3,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
55229,PANK4,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
10135,NAMPT,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
2356,FPGS,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
1528,CYB5A,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
1727,CYB5R3,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
4337,MOCS1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
113235,SLC46A1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
81034,SLC25A32,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
1719,DHFR,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
643509,NA,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
200895,DHFRL1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
55034,MOCOS,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
6573,SLC19A1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
80308,FLAD1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
6513,SLC2A1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
6515,SLC2A3,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
2194,FASN,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
113278,SLC52A3,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
60496,AASDHPPT,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
27304,MOCS3,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
4338,MOCS2,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
9963,SLC23A1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
9962,SLC23A2,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
10560,SLC19A2,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
80704,SLC19A3,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
79178,THTPA,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
55312,RFK,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
64802,NMNAT1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
23057,NMNAT2,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
349565,NMNAT3,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
65220,NADK,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
9054,NFS1,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
10243,GPHN,3359469,Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
4522,MTHFD1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
5167,ENPP1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
119391,GSTO2,3359471,Defective MMAB causes methylmalonic aciduria type cblB
9446,GSTO1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
8566,PDXK,3359471,Defective MMAB causes methylmalonic aciduria type cblB
55163,PNPO,3359471,Defective MMAB causes methylmalonic aciduria type cblB
79717,PPCS,3359471,Defective MMAB causes methylmalonic aciduria type cblB
27010,TPK1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
54,ACP5,3359471,Defective MMAB causes methylmalonic aciduria type cblB
60490,PPCDC,3359471,Defective MMAB causes methylmalonic aciduria type cblB
6470,SHMT1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
4524,MTHFR,3359471,Defective MMAB causes methylmalonic aciduria type cblB
23475,QPRT,3359471,Defective MMAB causes methylmalonic aciduria type cblB
93100,NAPRT1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
4363,ABCC1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
55191,NADSYN1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
31,ACACA,3359471,Defective MMAB causes methylmalonic aciduria type cblB
32,ACACB,3359471,Defective MMAB causes methylmalonic aciduria type cblB
64087,MCCC2,3359471,Defective MMAB causes methylmalonic aciduria type cblB
56922,MCCC1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
5091,PC,3359471,Defective MMAB causes methylmalonic aciduria type cblB
5095,PCCA,3359471,Defective MMAB causes methylmalonic aciduria type cblB
5096,PCCB,3359471,Defective MMAB causes methylmalonic aciduria type cblB
316,AOX1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
8884,SLC5A6,3359471,Defective MMAB causes methylmalonic aciduria type cblB
3141,HLCS,3359471,Defective MMAB causes methylmalonic aciduria type cblB
686,BTD,3359471,Defective MMAB causes methylmalonic aciduria type cblB
51293,CD320,3359471,Defective MMAB causes methylmalonic aciduria type cblB
6948,TCN2,3359471,Defective MMAB causes methylmalonic aciduria type cblB
80347,COASY,3359471,Defective MMAB causes methylmalonic aciduria type cblB
4552,MTRR,3359471,Defective MMAB causes methylmalonic aciduria type cblB
4548,MTR,3359471,Defective MMAB causes methylmalonic aciduria type cblB
27249,MMADHC,3359471,Defective MMAB causes methylmalonic aciduria type cblB
25974,MMACHC,3359471,Defective MMAB causes methylmalonic aciduria type cblB
6947,TCN1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
2694,GIF,3359471,Defective MMAB causes methylmalonic aciduria type cblB
8029,CUBN,3359471,Defective MMAB causes methylmalonic aciduria type cblB
81693,AMN,3359471,Defective MMAB causes methylmalonic aciduria type cblB
55788,LMBRD1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
5644,PRSS1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
5646,PRSS3,3359471,Defective MMAB causes methylmalonic aciduria type cblB
326625,MMAB,3359471,Defective MMAB causes methylmalonic aciduria type cblB
166785,MMAA,3359471,Defective MMAB causes methylmalonic aciduria type cblB
4594,MUT,3359471,Defective MMAB causes methylmalonic aciduria type cblB
440387,CTRB2,3359471,Defective MMAB causes methylmalonic aciduria type cblB
1504,CTRB1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
80025,PANK2,3359471,Defective MMAB causes methylmalonic aciduria type cblB
8034,SLC25A16,3359471,Defective MMAB causes methylmalonic aciduria type cblB
53354,PANK1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
79646,PANK3,3359471,Defective MMAB causes methylmalonic aciduria type cblB
55229,PANK4,3359471,Defective MMAB causes methylmalonic aciduria type cblB
10135,NAMPT,3359471,Defective MMAB causes methylmalonic aciduria type cblB
2356,FPGS,3359471,Defective MMAB causes methylmalonic aciduria type cblB
1528,CYB5A,3359471,Defective MMAB causes methylmalonic aciduria type cblB
1727,CYB5R3,3359471,Defective MMAB causes methylmalonic aciduria type cblB
4337,MOCS1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
113235,SLC46A1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
81034,SLC25A32,3359471,Defective MMAB causes methylmalonic aciduria type cblB
1719,DHFR,3359471,Defective MMAB causes methylmalonic aciduria type cblB
643509,NA,3359471,Defective MMAB causes methylmalonic aciduria type cblB
200895,DHFRL1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
55034,MOCOS,3359471,Defective MMAB causes methylmalonic aciduria type cblB
6573,SLC19A1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
80308,FLAD1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
6513,SLC2A1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
6515,SLC2A3,3359471,Defective MMAB causes methylmalonic aciduria type cblB
2194,FASN,3359471,Defective MMAB causes methylmalonic aciduria type cblB
113278,SLC52A3,3359471,Defective MMAB causes methylmalonic aciduria type cblB
60496,AASDHPPT,3359471,Defective MMAB causes methylmalonic aciduria type cblB
27304,MOCS3,3359471,Defective MMAB causes methylmalonic aciduria type cblB
4338,MOCS2,3359471,Defective MMAB causes methylmalonic aciduria type cblB
9963,SLC23A1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
9962,SLC23A2,3359471,Defective MMAB causes methylmalonic aciduria type cblB
10560,SLC19A2,3359471,Defective MMAB causes methylmalonic aciduria type cblB
80704,SLC19A3,3359471,Defective MMAB causes methylmalonic aciduria type cblB
79178,THTPA,3359471,Defective MMAB causes methylmalonic aciduria type cblB
55312,RFK,3359471,Defective MMAB causes methylmalonic aciduria type cblB
64802,NMNAT1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
23057,NMNAT2,3359471,Defective MMAB causes methylmalonic aciduria type cblB
349565,NMNAT3,3359471,Defective MMAB causes methylmalonic aciduria type cblB
65220,NADK,3359471,Defective MMAB causes methylmalonic aciduria type cblB
9054,NFS1,3359471,Defective MMAB causes methylmalonic aciduria type cblB
10243,GPHN,3359471,Defective MMAB causes methylmalonic aciduria type cblB
4522,MTHFD1,3359457,Defective GIF causes intrinsic factor deficiency
5167,ENPP1,3359457,Defective GIF causes intrinsic factor deficiency
119391,GSTO2,3359457,Defective GIF causes intrinsic factor deficiency
9446,GSTO1,3359457,Defective GIF causes intrinsic factor deficiency
8566,PDXK,3359457,Defective GIF causes intrinsic factor deficiency
55163,PNPO,3359457,Defective GIF causes intrinsic factor deficiency
79717,PPCS,3359457,Defective GIF causes intrinsic factor deficiency
27010,TPK1,3359457,Defective GIF causes intrinsic factor deficiency
54,ACP5,3359457,Defective GIF causes intrinsic factor deficiency
60490,PPCDC,3359457,Defective GIF causes intrinsic factor deficiency
6470,SHMT1,3359457,Defective GIF causes intrinsic factor deficiency
4524,MTHFR,3359457,Defective GIF causes intrinsic factor deficiency
23475,QPRT,3359457,Defective GIF causes intrinsic factor deficiency
93100,NAPRT1,3359457,Defective GIF causes intrinsic factor deficiency
4363,ABCC1,3359457,Defective GIF causes intrinsic factor deficiency
55191,NADSYN1,3359457,Defective GIF causes intrinsic factor deficiency
31,ACACA,3359457,Defective GIF causes intrinsic factor deficiency
32,ACACB,3359457,Defective GIF causes intrinsic factor deficiency
64087,MCCC2,3359457,Defective GIF causes intrinsic factor deficiency
56922,MCCC1,3359457,Defective GIF causes intrinsic factor deficiency
5091,PC,3359457,Defective GIF causes intrinsic factor deficiency
5095,PCCA,3359457,Defective GIF causes intrinsic factor deficiency
5096,PCCB,3359457,Defective GIF causes intrinsic factor deficiency
316,AOX1,3359457,Defective GIF causes intrinsic factor deficiency
8884,SLC5A6,3359457,Defective GIF causes intrinsic factor deficiency
3141,HLCS,3359457,Defective GIF causes intrinsic factor deficiency
686,BTD,3359457,Defective GIF causes intrinsic factor deficiency
51293,CD320,3359457,Defective GIF causes intrinsic factor deficiency
6948,TCN2,3359457,Defective GIF causes intrinsic factor deficiency
80347,COASY,3359457,Defective GIF causes intrinsic factor deficiency
4552,MTRR,3359457,Defective GIF causes intrinsic factor deficiency
4548,MTR,3359457,Defective GIF causes intrinsic factor deficiency
27249,MMADHC,3359457,Defective GIF causes intrinsic factor deficiency
25974,MMACHC,3359457,Defective GIF causes intrinsic factor deficiency
6947,TCN1,3359457,Defective GIF causes intrinsic factor deficiency
2694,GIF,3359457,Defective GIF causes intrinsic factor deficiency
8029,CUBN,3359457,Defective GIF causes intrinsic factor deficiency
81693,AMN,3359457,Defective GIF causes intrinsic factor deficiency
55788,LMBRD1,3359457,Defective GIF causes intrinsic factor deficiency
5644,PRSS1,3359457,Defective GIF causes intrinsic factor deficiency
5646,PRSS3,3359457,Defective GIF causes intrinsic factor deficiency
326625,MMAB,3359457,Defective GIF causes intrinsic factor deficiency
166785,MMAA,3359457,Defective GIF causes intrinsic factor deficiency
4594,MUT,3359457,Defective GIF causes intrinsic factor deficiency
440387,CTRB2,3359457,Defective GIF causes intrinsic factor deficiency
1504,CTRB1,3359457,Defective GIF causes intrinsic factor deficiency
80025,PANK2,3359457,Defective GIF causes intrinsic factor deficiency
8034,SLC25A16,3359457,Defective GIF causes intrinsic factor deficiency
53354,PANK1,3359457,Defective GIF causes intrinsic factor deficiency
79646,PANK3,3359457,Defective GIF causes intrinsic factor deficiency
55229,PANK4,3359457,Defective GIF causes intrinsic factor deficiency
10135,NAMPT,3359457,Defective GIF causes intrinsic factor deficiency
2356,FPGS,3359457,Defective GIF causes intrinsic factor deficiency
1528,CYB5A,3359457,Defective GIF causes intrinsic factor deficiency
1727,CYB5R3,3359457,Defective GIF causes intrinsic factor deficiency
4337,MOCS1,3359457,Defective GIF causes intrinsic factor deficiency
113235,SLC46A1,3359457,Defective GIF causes intrinsic factor deficiency
81034,SLC25A32,3359457,Defective GIF causes intrinsic factor deficiency
1719,DHFR,3359457,Defective GIF causes intrinsic factor deficiency
643509,NA,3359457,Defective GIF causes intrinsic factor deficiency
200895,DHFRL1,3359457,Defective GIF causes intrinsic factor deficiency
55034,MOCOS,3359457,Defective GIF causes intrinsic factor deficiency
6573,SLC19A1,3359457,Defective GIF causes intrinsic factor deficiency
80308,FLAD1,3359457,Defective GIF causes intrinsic factor deficiency
6513,SLC2A1,3359457,Defective GIF causes intrinsic factor deficiency
6515,SLC2A3,3359457,Defective GIF causes intrinsic factor deficiency
2194,FASN,3359457,Defective GIF causes intrinsic factor deficiency
113278,SLC52A3,3359457,Defective GIF causes intrinsic factor deficiency
60496,AASDHPPT,3359457,Defective GIF causes intrinsic factor deficiency
27304,MOCS3,3359457,Defective GIF causes intrinsic factor deficiency
4338,MOCS2,3359457,Defective GIF causes intrinsic factor deficiency
9963,SLC23A1,3359457,Defective GIF causes intrinsic factor deficiency
9962,SLC23A2,3359457,Defective GIF causes intrinsic factor deficiency
10560,SLC19A2,3359457,Defective GIF causes intrinsic factor deficiency
80704,SLC19A3,3359457,Defective GIF causes intrinsic factor deficiency
79178,THTPA,3359457,Defective GIF causes intrinsic factor deficiency
55312,RFK,3359457,Defective GIF causes intrinsic factor deficiency
64802,NMNAT1,3359457,Defective GIF causes intrinsic factor deficiency
23057,NMNAT2,3359457,Defective GIF causes intrinsic factor deficiency
349565,NMNAT3,3359457,Defective GIF causes intrinsic factor deficiency
65220,NADK,3359457,Defective GIF causes intrinsic factor deficiency
9054,NFS1,3359457,Defective GIF causes intrinsic factor deficiency
10243,GPHN,3359457,Defective GIF causes intrinsic factor deficiency
4522,MTHFD1,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
5167,ENPP1,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
119391,GSTO2,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
9446,GSTO1,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
8566,PDXK,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
55163,PNPO,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
79717,PPCS,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
27010,TPK1,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
54,ACP5,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
60490,PPCDC,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
6470,SHMT1,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
4524,MTHFR,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
23475,QPRT,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
93100,NAPRT1,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
4363,ABCC1,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
55191,NADSYN1,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
31,ACACA,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
32,ACACB,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
64087,MCCC2,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
56922,MCCC1,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
5091,PC,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
5095,PCCA,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
5096,PCCB,3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
