EntrezID,PathwayID,PathwayName,GeneSymbol
13109,1100,Metabolic pathways,Cyp2j5
13110,1100,Metabolic pathways,Cyp2j6
13112,1100,Metabolic pathways,Cyp3a11
13113,1100,Metabolic pathways,Cyp3a13
13114,1100,Metabolic pathways,Cyp3a16
13115,1100,Metabolic pathways,Cyp27b1
13117,1100,Metabolic pathways,Cyp4a10
13118,1100,Metabolic pathways,Cyp4a12b
13119,1100,Metabolic pathways,Cyp4a14
13121,1100,Metabolic pathways,Cyp51
13122,1100,Metabolic pathways,Cyp7a1
13124,1100,Metabolic pathways,Cyp8b1
13135,1100,Metabolic pathways,Dad1
13139,1100,Metabolic pathways,Dgka
13142,1100,Metabolic pathways,Dao
13166,1100,Metabolic pathways,Dbh
13171,1100,Metabolic pathways,Dbt
13178,1100,Metabolic pathways,Dck
13190,1100,Metabolic pathways,Dct
13195,1100,Metabolic pathways,Ddc
13200,1100,Metabolic pathways,Ddost
13244,1100,Metabolic pathways,Degs1
13350,1100,Metabolic pathways,Dgat1
13360,1100,Metabolic pathways,Dhcr7
13361,1100,Metabolic pathways,Dhfr
13382,1100,Metabolic pathways,Dld
13433,1100,Metabolic pathways,Dnmt1
13434,1100,Metabolic pathways,Trdmt1
13435,1100,Metabolic pathways,Dnmt3a
13436,1100,Metabolic pathways,Dnmt3b
13478,1100,Metabolic pathways,Dpagt1
13480,1100,Metabolic pathways,Dpm1
13481,1100,Metabolic pathways,Dpm2
13595,1100,Metabolic pathways,Ebp
13806,1100,Metabolic pathways,Eno1
13807,1100,Metabolic pathways,Eno2
13808,1100,Metabolic pathways,Eno3
13850,1100,Metabolic pathways,Ephx2
13897,1100,Metabolic pathways,Ces1e
13909,1100,Metabolic pathways,Ces3b
14042,1100,Metabolic pathways,Ext1
14043,1100,Metabolic pathways,Ext2
14081,1100,Metabolic pathways,Acsl1
14085,1100,Metabolic pathways,Fah
14104,1100,Metabolic pathways,Fasn
14120,1100,Metabolic pathways,Fbp2
14121,1100,Metabolic pathways,Fbp1
14137,1100,Metabolic pathways,Fdft1
14151,1100,Metabolic pathways,Fech
14187,1100,Metabolic pathways,Akr1b8
14194,1100,Metabolic pathways,Fh1
14204,1100,Metabolic pathways,Il4i1
14287,1100,Metabolic pathways,Fpgs
14317,1100,Metabolic pathways,Ftcd
14343,1100,Metabolic pathways,Fut1
14344,1100,Metabolic pathways,Fut2
14345,1100,Metabolic pathways,Fut4
14347,1100,Metabolic pathways,Fut7
14348,1100,Metabolic pathways,Fut9
14376,1100,Metabolic pathways,Ganab
14377,1100,Metabolic pathways,G6pc
14380,1100,Metabolic pathways,G6pd2
14381,1100,Metabolic pathways,G6pdx
14387,1100,Metabolic pathways,Gaa
14415,1100,Metabolic pathways,Gad1
14417,1100,Metabolic pathways,Gad2
14420,1100,Metabolic pathways,Galc
14421,1100,Metabolic pathways,B4galnt1
14423,1100,Metabolic pathways,Galnt1
14425,1100,Metabolic pathways,Galnt3
14426,1100,Metabolic pathways,Galnt4
14430,1100,Metabolic pathways,Galt
14431,1100,Metabolic pathways,Gamt
14433,1100,Metabolic pathways,Gapdh
14447,1100,Metabolic pathways,Gapdhs
14450,1100,Metabolic pathways,Gart
14466,1100,Metabolic pathways,Gba
14528,1100,Metabolic pathways,Gch1
14537,1100,Metabolic pathways,Gcnt1
14538,1100,Metabolic pathways,Gcnt2
14544,1100,Metabolic pathways,Gda
14583,1100,Metabolic pathways,Gfpt1
14584,1100,Metabolic pathways,Gfpt2
14593,1100,Metabolic pathways,Ggps1
14595,1100,Metabolic pathways,B4galt1
14598,1100,Metabolic pathways,Ggt1
14626,1100,Metabolic pathways,Gk2
14629,1100,Metabolic pathways,Gclc
14630,1100,Metabolic pathways,Gclm
14635,1100,Metabolic pathways,Galk1
14645,1100,Metabolic pathways,Glul
14660,1100,Metabolic pathways,Gls
14661,1100,Metabolic pathways,Glud1
14718,1100,Metabolic pathways,Got1
14719,1100,Metabolic pathways,Got2
14731,1100,Metabolic pathways,Gpaa1
14732,1100,Metabolic pathways,Gpam
14751,1100,Metabolic pathways,Gpi1
14755,1100,Metabolic pathways,Pigq
14854,1100,Metabolic pathways,Gss
14874,1100,Metabolic pathways,Gstz1
14923,1100,Metabolic pathways,Guk1
14933,1100,Metabolic pathways,Gyk
14979,1100,Metabolic pathways,H2-Ke6
15107,1100,Metabolic pathways,Hadh
15108,1100,Metabolic pathways,Hsd17b10
15109,1100,Metabolic pathways,Hal
15112,1100,Metabolic pathways,Hao1
15186,1100,Metabolic pathways,Hdc
15211,1100,Metabolic pathways,Hexa
15212,1100,Metabolic pathways,Hexb
15233,1100,Metabolic pathways,Hgd
15275,1100,Metabolic pathways,Hk1
15277,1100,Metabolic pathways,Hk2
15288,1100,Metabolic pathways,Hmbs
15356,1100,Metabolic pathways,Hmgcl
15357,1100,Metabolic pathways,Hmgcr
15360,1100,Metabolic pathways,Hmgcs2
15442,1100,Metabolic pathways,Hpse
15445,1100,Metabolic pathways,Hpd
15450,1100,Metabolic pathways,Lipc
15452,1100,Metabolic pathways,Hprt
15483,1100,Metabolic pathways,Hsd11b1
15484,1100,Metabolic pathways,Hsd11b2
15485,1100,Metabolic pathways,Hsd17b1
15486,1100,Metabolic pathways,Hsd17b2
15487,1100,Metabolic pathways,Hsd17b3
15488,1100,Metabolic pathways,Hsd17b4
15490,1100,Metabolic pathways,Hsd17b7
15492,1100,Metabolic pathways,Hsd3b1
15493,1100,Metabolic pathways,Hsd3b2
15495,1100,Metabolic pathways,Hsd3b4
15496,1100,Metabolic pathways,Hsd3b5
15497,1100,Metabolic pathways,Hsd3b6
15531,1100,Metabolic pathways,Ndst1
15586,1100,Metabolic pathways,Hyal1
15587,1100,Metabolic pathways,Hyal2
15926,1100,Metabolic pathways,Idh1
15929,1100,Metabolic pathways,Idh3g
15930,1100,Metabolic pathways,Ido1
15931,1100,Metabolic pathways,Ids
15932,1100,Metabolic pathways,Idua
16329,1100,Metabolic pathways,Inpp1
16330,1100,Metabolic pathways,Inpp5b
16332,1100,Metabolic pathways,Inppl1
16430,1100,Metabolic pathways,Stt3a
16434,1100,Metabolic pathways,Itpa
16548,1100,Metabolic pathways,Khk
16770,1100,Metabolic pathways,Lalba
16790,1100,Metabolic pathways,Anpep
16828,1100,Metabolic pathways,Ldha
16832,1100,Metabolic pathways,Ldhb
16833,1100,Metabolic pathways,Ldhc
16891,1100,Metabolic pathways,Lipg
16987,1100,Metabolic pathways,Lss
16993,1100,Metabolic pathways,Lta4h
17001,1100,Metabolic pathways,Ltc4s
17025,1100,Metabolic pathways,Alad
17117,1100,Metabolic pathways,Amacr
17155,1100,Metabolic pathways,Man1a
17156,1100,Metabolic pathways,Man1a2
17158,1100,Metabolic pathways,Man2a1
17161,1100,Metabolic pathways,Maoa
17252,1100,Metabolic pathways,Rdh11
17308,1100,Metabolic pathways,Mgat1
17309,1100,Metabolic pathways,Mgat3
17423,1100,Metabolic pathways,Ndst2
17436,1100,Metabolic pathways,Me1
17448,1100,Metabolic pathways,Mdh2
17449,1100,Metabolic pathways,Mdh1
17705,1100,Metabolic pathways,ATP6
17706,1100,Metabolic pathways,ATP8
17708,1100,Metabolic pathways,COX1
17709,1100,Metabolic pathways,COX2
17710,1100,Metabolic pathways,COX3
17711,1100,Metabolic pathways,CYTB
17716,1100,Metabolic pathways,ND1
17717,1100,Metabolic pathways,ND2
17718,1100,Metabolic pathways,ND3
17719,1100,Metabolic pathways,ND4
17720,1100,Metabolic pathways,ND4L
17721,1100,Metabolic pathways,ND5
17722,1100,Metabolic pathways,ND6
17768,1100,Metabolic pathways,Mthfd2
17769,1100,Metabolic pathways,Mthfr
17850,1100,Metabolic pathways,Mut
17855,1100,Metabolic pathways,Mvk
17960,1100,Metabolic pathways,Nat1
17961,1100,Metabolic pathways,Nat2
17962,1100,Metabolic pathways,Nat3
17991,1100,Metabolic pathways,Ndufa2
17992,1100,Metabolic pathways,Ndufa4
17993,1100,Metabolic pathways,Ndufs4
17995,1100,Metabolic pathways,Ndufv1
18102,1100,Metabolic pathways,Nme1
18103,1100,Metabolic pathways,Nme2
18113,1100,Metabolic pathways,Nnmt
18115,1100,Metabolic pathways,Nnt
18125,1100,Metabolic pathways,Nos1
18126,1100,Metabolic pathways,Nos2
18127,1100,Metabolic pathways,Nos3
18194,1100,Metabolic pathways,Nsdhl
18242,1100,Metabolic pathways,Oat
18263,1100,Metabolic pathways,Odc1
18293,1100,Metabolic pathways,Ogdh
18416,1100,Metabolic pathways,Otc
18451,1100,Metabolic pathways,P4ha1
18452,1100,Metabolic pathways,P4ha2
18472,1100,Metabolic pathways,Pafah1b1
18475,1100,Metabolic pathways,Pafah1b2
18476,1100,Metabolic pathways,Pafah1b3
18478,1100,Metabolic pathways,Pah
18534,1100,Metabolic pathways,Pck1
18563,1100,Metabolic pathways,Pcx
18597,1100,Metabolic pathways,Pdha1
18598,1100,Metabolic pathways,Pdha2
18605,1100,Metabolic pathways,Enpp1
18618,1100,Metabolic pathways,Pemt
18641,1100,Metabolic pathways,Pfkl
18642,1100,Metabolic pathways,Pfkm
18648,1100,Metabolic pathways,Pgam1
18655,1100,Metabolic pathways,Pgk1
18663,1100,Metabolic pathways,Pgk2
18700,1100,Metabolic pathways,Piga
18701,1100,Metabolic pathways,Pigf
18704,1100,Metabolic pathways,Pik3c2a
18705,1100,Metabolic pathways,Pik3c2g
18717,1100,Metabolic pathways,Pip5k1c
18719,1100,Metabolic pathways,Pip5k1b
18720,1100,Metabolic pathways,Pip5k1a
18746,1100,Metabolic pathways,Pkm
18770,1100,Metabolic pathways,Pklr
18778,1100,Metabolic pathways,Pla2g1b
18780,1100,Metabolic pathways,Pla2g2a
18781,1100,Metabolic pathways,Pla2g2c
18782,1100,Metabolic pathways,Pla2g2d
18783,1100,Metabolic pathways,Pla2g4a
18784,1100,Metabolic pathways,Pla2g5
18795,1100,Metabolic pathways,Plcb1
18796,1100,Metabolic pathways,Plcb2
18797,1100,Metabolic pathways,Plcb3
18798,1100,Metabolic pathways,Plcb4
18799,1100,Metabolic pathways,Plcd1
18802,1100,Metabolic pathways,Plcd4
18803,1100,Metabolic pathways,Plcg1
18805,1100,Metabolic pathways,Pld1
18806,1100,Metabolic pathways,Pld2
18946,1100,Metabolic pathways,Pnliprp1
18947,1100,Metabolic pathways,Pnliprp2
18948,1100,Metabolic pathways,Pnmt
18950,1100,Metabolic pathways,Pnp
18968,1100,Metabolic pathways,Pola1
18969,1100,Metabolic pathways,Pola2
18971,1100,Metabolic pathways,Pold1
18972,1100,Metabolic pathways,Pold2
18973,1100,Metabolic pathways,Pole
18974,1100,Metabolic pathways,Pole2
18975,1100,Metabolic pathways,Polg
18979,1100,Metabolic pathways,Pon1
19012,1100,Metabolic pathways,Ppap2a
19044,1100,Metabolic pathways,Ppox
19062,1100,Metabolic pathways,Inpp5k
19063,1100,Metabolic pathways,Ppt1
19075,1100,Metabolic pathways,Prim1
19076,1100,Metabolic pathways,Prim2
19125,1100,Metabolic pathways,Prodh
19139,1100,Metabolic pathways,Prps1
19193,1100,Metabolic pathways,Pipox
19210,1100,Metabolic pathways,Ptdss1
19215,1100,Metabolic pathways,Ptgds
19223,1100,Metabolic pathways,Ptgis
19224,1100,Metabolic pathways,Ptgs1
19225,1100,Metabolic pathways,Ptgs2
19286,1100,Metabolic pathways,Pts
19378,1100,Metabolic pathways,Aldh1a2
19683,1100,Metabolic pathways,Rdh16
19714,1100,Metabolic pathways,Rev3l
19895,1100,Metabolic pathways,Rpia
20014,1100,Metabolic pathways,Rpn2
20016,1100,Metabolic pathways,Polr1c
20017,1100,Metabolic pathways,Polr1b
20018,1100,Metabolic pathways,Polr1d
20019,1100,Metabolic pathways,Polr1a
20020,1100,Metabolic pathways,Polr2a
20021,1100,Metabolic pathways,Polr2c
20022,1100,Metabolic pathways,Polr2j
20133,1100,Metabolic pathways,Rrm1
20135,1100,Metabolic pathways,Rrm2
20148,1100,Metabolic pathways,Dhrs3
20216,1100,Metabolic pathways,Acsm3
20229,1100,Metabolic pathways,Sat1
20280,1100,Metabolic pathways,Scp2
20322,1100,Metabolic pathways,Sord
20397,1100,Metabolic pathways,Sgpl1
20425,1100,Metabolic pathways,Shmt1
20440,1100,Metabolic pathways,St6gal1
20441,1100,Metabolic pathways,St3gal3
20442,1100,Metabolic pathways,St3gal1
20443,1100,Metabolic pathways,St3gal4
20444,1100,Metabolic pathways,St3gal2
20445,1100,Metabolic pathways,St6galnac1
20447,1100,Metabolic pathways,St6galnac3
20448,1100,Metabolic pathways,St6galnac4
20449,1100,Metabolic pathways,St8sia1
20454,1100,Metabolic pathways,St3gal5
20597,1100,Metabolic pathways,Smpd1
20598,1100,Metabolic pathways,Smpd2
20603,1100,Metabolic pathways,Sms
20690,1100,Metabolic pathways,Spam1
20698,1100,Metabolic pathways,Sphk1
20751,1100,Metabolic pathways,Spr
20768,1100,Metabolic pathways,Sephs2
20773,1100,Metabolic pathways,Sptlc2
20775,1100,Metabolic pathways,Sqle
20810,1100,Metabolic pathways,Srm
20916,1100,Metabolic pathways,Sucla2
20917,1100,Metabolic pathways,Suclg2
20975,1100,Metabolic pathways,Synj2
21351,1100,Metabolic pathways,Taldo1
21391,1100,Metabolic pathways,Tbxas1
21823,1100,Metabolic pathways,Th
21871,1100,Metabolic pathways,Atp6v0a2
21877,1100,Metabolic pathways,Tk1
21881,1100,Metabolic pathways,Tkt
21915,1100,Metabolic pathways,Dtymk
21990,1100,Metabolic pathways,Tph1
21991,1100,Metabolic pathways,Tpi1
22018,1100,Metabolic pathways,Tpo
22117,1100,Metabolic pathways,Tst
22122,1100,Metabolic pathways,Tsta3
22169,1100,Metabolic pathways,Cmpk2
22171,1100,Metabolic pathways,Tyms
22173,1100,Metabolic pathways,Tyr
22178,1100,Metabolic pathways,Tyrp1
22234,1100,Metabolic pathways,Ugcg
22235,1100,Metabolic pathways,Ugdh
22236,1100,Metabolic pathways,Ugt1a2
22238,1100,Metabolic pathways,Ugt2b5
22239,1100,Metabolic pathways,Ugt8a
22245,1100,Metabolic pathways,Uck1
22247,1100,Metabolic pathways,Umps
22262,1100,Metabolic pathways,Uox
22271,1100,Metabolic pathways,Upp1
22272,1100,Metabolic pathways,Uqcrq
22273,1100,Metabolic pathways,Uqcrc1
22275,1100,Metabolic pathways,Urod
22276,1100,Metabolic pathways,Uros
22436,1100,Metabolic pathways,Xdh
23827,1100,Metabolic pathways,Bpnt1
23887,1100,Metabolic pathways,Ggt5
23917,1100,Metabolic pathways,Impdh1
23918,1100,Metabolic pathways,Impdh2
23923,1100,Metabolic pathways,Aadat
23945,1100,Metabolic pathways,Mgll
23959,1100,Metabolic pathways,Nt5e
23971,1100,Metabolic pathways,Papss1
23972,1100,Metabolic pathways,Papss2
26358,1100,Metabolic pathways,Aldh1a7
26363,1100,Metabolic pathways,Btd
26384,1100,Metabolic pathways,Gnpda1
26459,1100,Metabolic pathways,Slc27a5
26565,1100,Metabolic pathways,Pla2g10
26876,1100,Metabolic pathways,Adh4
26877,1100,Metabolic pathways,B3galt1
26878,1100,Metabolic pathways,B3galt2
26879,1100,Metabolic pathways,B3galnt1
26922,1100,Metabolic pathways,Mecr
26938,1100,Metabolic pathways,St6galnac5
26970,1100,Metabolic pathways,Pla2g2e
26971,1100,Metabolic pathways,Pla2g2f
27029,1100,Metabolic pathways,Sgsh
27053,1100,Metabolic pathways,Asns
27060,1100,Metabolic pathways,Tcirg1
27226,1100,Metabolic pathways,Pla2g7
27369,1100,Metabolic pathways,Dguok
27388,1100,Metabolic pathways,Ptdss2
27392,1100,Metabolic pathways,Pign
27400,1100,Metabolic pathways,Hsd17b6
27402,1100,Metabolic pathways,Pdhx
27419,1100,Metabolic pathways,Naglu
27425,1100,Metabolic pathways,Atp5l
28042,1100,Metabolic pathways,Ept1
28080,1100,Metabolic pathways,Atp5o
28169,1100,Metabolic pathways,Agpat3
28200,1100,Metabolic pathways,Dhrs4
29807,1100,Metabolic pathways,Tpk1
29858,1100,Metabolic pathways,Pmm1
30956,1100,Metabolic pathways,Aass
50773,1100,Metabolic pathways,Nt5c
50776,1100,Metabolic pathways,Polg2
50784,1100,Metabolic pathways,Ppap2c
50790,1100,Metabolic pathways,Acsl4
50798,1100,Metabolic pathways,Gne
50880,1100,Metabolic pathways,Scly
50917,1100,Metabolic pathways,Galns
50935,1100,Metabolic pathways,St6galnac6
51797,1100,Metabolic pathways,Ctps
52064,1100,Metabolic pathways,Coq5
52120,1100,Metabolic pathways,Hgsnat
52538,1100,Metabolic pathways,Acaa2
52858,1100,Metabolic pathways,Cdipt
53357,1100,Metabolic pathways,Pla2g6
53418,1100,Metabolic pathways,B4galt2
53618,1100,Metabolic pathways,Fut8
53625,1100,Metabolic pathways,B3gnt2
53897,1100,Metabolic pathways,Gal3st1
53973,1100,Metabolic pathways,Cyp3a41a
54128,1100,Metabolic pathways,Pmm2
54218,1100,Metabolic pathways,B3galt4
54369,1100,Metabolic pathways,Nme6
54391,1100,Metabolic pathways,Rfk
54397,1100,Metabolic pathways,Ppt2
54405,1100,Metabolic pathways,Ndufa1
54411,1100,Metabolic pathways,Atp6ap1
54427,1100,Metabolic pathways,Dnmt3l
54447,1100,Metabolic pathways,Asah2
54486,1100,Metabolic pathways,Hpgds
54613,1100,Metabolic pathways,St3gal6
54616,1100,Metabolic pathways,Extl3
55936,1100,Metabolic pathways,Ctps2
55979,1100,Metabolic pathways,Agpat1
55980,1100,Metabolic pathways,Impa1
55981,1100,Metabolic pathways,Pigb
56012,1100,Metabolic pathways,Pgam2
56077,1100,Metabolic pathways,Dgke
56176,1100,Metabolic pathways,Pigp
56185,1100,Metabolic pathways,Hao2
56189,1100,Metabolic pathways,Prodh2
56219,1100,Metabolic pathways,Extl1
56348,1100,Metabolic pathways,Hsd17b12
56357,1100,Metabolic pathways,Ivd
56369,1100,Metabolic pathways,Apip
56375,1100,Metabolic pathways,B4galt4
56386,1100,Metabolic pathways,B4galt6
56388,1100,Metabolic pathways,Cyp3a25
56421,1100,Metabolic pathways,Pfkp
56451,1100,Metabolic pathways,Suclg1
56454,1100,Metabolic pathways,Aldh18a1
56520,1100,Metabolic pathways,Nme4
56546,1100,Metabolic pathways,Sec1
56632,1100,Metabolic pathways,Sphk2
56690,1100,Metabolic pathways,Mlycd
56703,1100,Metabolic pathways,Pigo
56720,1100,Metabolic pathways,Tdo2
56737,1100,Metabolic pathways,Alg2
56749,1100,Metabolic pathways,Dhodh
56752,1100,Metabolic pathways,Aldh9a1
56847,1100,Metabolic pathways,Aldh1a3
57028,1100,Metabolic pathways,Pdxp
57370,1100,Metabolic pathways,B4galt3
57377,1100,Metabolic pathways,Mogs
57423,1100,Metabolic pathways,Atp5j2
57813,1100,Metabolic pathways,Tk2
58193,1100,Metabolic pathways,Extl2
58810,1100,Metabolic pathways,Akr1a1
58875,1100,Metabolic pathways,Hibadh
58994,1100,Metabolic pathways,Smpd3
59001,1100,Metabolic pathways,Pole3
59048,1100,Metabolic pathways,C1galt1c1
60525,1100,Metabolic pathways,Acss2
63857,1100,Metabolic pathways,Bcmo1
64292,1100,Metabolic pathways,Ptges
64385,1100,Metabolic pathways,Cyp4f14
64424,1100,Metabolic pathways,Polr1e
64436,1100,Metabolic pathways,Inpp5e
64580,1100,Metabolic pathways,Ndst4
64705,1100,Metabolic pathways,Dpys
66043,1100,Metabolic pathways,Atp5d
66046,1100,Metabolic pathways,Ndufb5
66052,1100,Metabolic pathways,Sdhc
66091,1100,Metabolic pathways,Ndufa3
66108,1100,Metabolic pathways,Ndufa9
66136,1100,Metabolic pathways,Znrd1
66142,1100,Metabolic pathways,Cox7b
66144,1100,Metabolic pathways,Atp6v1f
66152,1100,Metabolic pathways,Uqcr10
66171,1100,Metabolic pathways,Pgls
66194,1100,Metabolic pathways,Pycrl
66218,1100,Metabolic pathways,Ndufb9
66234,1100,Metabolic pathways,Sc4mol
66237,1100,Metabolic pathways,Atp6v1g2
66248,1100,Metabolic pathways,Alg5
66268,1100,Metabolic pathways,Pigyl
66290,1100,Metabolic pathways,Atp6v1g1
66335,1100,Metabolic pathways,Atp6v1c1
66350,1100,Metabolic pathways,Pla2g12a
66377,1100,Metabolic pathways,Ndufc1
66416,1100,Metabolic pathways,Ndufa7
66420,1100,Metabolic pathways,Polr2e
66445,1100,Metabolic pathways,Cyc1
66454,1100,Metabolic pathways,Nmnat1
66491,1100,Metabolic pathways,Polr2l
66495,1100,Metabolic pathways,Ndufb3
66566,1100,Metabolic pathways,Ntpcr
66576,1100,Metabolic pathways,Uqcrh
66586,1100,Metabolic pathways,Crls1
66588,1100,Metabolic pathways,Cmpk1
66594,1100,Metabolic pathways,Uqcr11
66646,1100,Metabolic pathways,Rpe
66681,1100,Metabolic pathways,Pgm1
66694,1100,Metabolic pathways,Uqcrfs1
