EntrezID,GeneSymbol,PathwayID,PathwayName
15077,Hist2h3c1,1221633,Meiotic Synapsis
97114,Hist2h3c2,1221633,Meiotic Synapsis
260423,Hist1h3f,1221633,Meiotic Synapsis
319148,Hist1h3c,1221633,Meiotic Synapsis
319149,Hist1h3d,1221633,Meiotic Synapsis
319150,Hist1h3b,1221633,Meiotic Synapsis
319151,Hist1h3e,1221633,Meiotic Synapsis
319154,Hist2h3b,1221633,Meiotic Synapsis
15078,H3f3a,1221633,Meiotic Synapsis
15081,H3f3b,1221633,Meiotic Synapsis
238836,Gm4938,1221633,Meiotic Synapsis
544973,Gm10257,1221633,Meiotic Synapsis
620119,Gm6128,1221633,Meiotic Synapsis
620143,Gm6132,1221633,Meiotic Synapsis
620848,Gm6186,1221633,Meiotic Synapsis
623365,Gm6421,1221633,Meiotic Synapsis
625328,H3f3c,1221633,Meiotic Synapsis
626150,Gm12271,1221633,Meiotic Synapsis
627371,Gm6749,1221633,Meiotic Synapsis
633468,NA,1221633,Meiotic Synapsis
640877,NA,1221633,Meiotic Synapsis
667250,Gm12657,1221633,Meiotic Synapsis
100042421,Gm3835,1221633,Meiotic Synapsis
100044525,NA,1221633,Meiotic Synapsis
100045490,NA,1221633,Meiotic Synapsis
12189,Brca1,1221633,Meiotic Synapsis
74075,Syce1,1221633,Meiotic Synapsis
71846,Syce2,1221633,Meiotic Synapsis
66654,Tex12,1221633,Meiotic Synapsis
94244,Fkbp6,1221633,Meiotic Synapsis
20957,Sycp1,1221633,Meiotic Synapsis
15512,Hspa2,1221633,Meiotic Synapsis
22196,Ube2i,1221633,Meiotic Synapsis
546265,Gm5931,1221633,Meiotic Synapsis
100043681,Gm14176,1221633,Meiotic Synapsis
100044900,LOC100044900,1221633,Meiotic Synapsis
100045388,NA,1221633,Meiotic Synapsis
23856,Dido1,1221633,Meiotic Synapsis
16905,Lmna,1221633,Meiotic Synapsis
16906,Lmnb1,1221633,Meiotic Synapsis
64009,Syne1,1221633,Meiotic Synapsis
77053,Sun1,1221633,Meiotic Synapsis
223697,Sun2,1221633,Meiotic Synapsis
497652,Acd,1221633,Meiotic Synapsis
101185,Pot1a,1221633,Meiotic Synapsis
28113,Tinf2,1221633,Meiotic Synapsis
21749,Terf1,1221633,Meiotic Synapsis
21750,Terf2,1221633,Meiotic Synapsis
57321,Terf2ip,1221633,Meiotic Synapsis
26914,H2afy,1221633,Meiotic Synapsis
404634,H2afy2,1221633,Meiotic Synapsis
319164,Hist1h2ac,1221633,Meiotic Synapsis
319165,Hist1h2ad,1221633,Meiotic Synapsis
319166,Hist1h2ae,1221633,Meiotic Synapsis
319167,Hist1h2ag,1221633,Meiotic Synapsis
319168,Hist1h2ah,1221633,Meiotic Synapsis
319170,Hist1h2an,1221633,Meiotic Synapsis
319171,Hist1h2ap,1221633,Meiotic Synapsis
319172,Hist1h2ab,1221633,Meiotic Synapsis
319191,Hist1h2ai,1221633,Meiotic Synapsis
665433,Hist1h2ao,1221633,Meiotic Synapsis
319173,Hist1h2af,1221633,Meiotic Synapsis
319169,Hist1h2ak,1221633,Meiotic Synapsis
15267,Hist2h2aa1,1221633,Meiotic Synapsis
319192,Hist2h2aa2,1221633,Meiotic Synapsis
621893,Hist2h2ab,1221633,Meiotic Synapsis
319176,Hist2h2ac,1221633,Meiotic Synapsis
319162,Hist3h2a,1221633,Meiotic Synapsis
232440,H2afj,1221633,Meiotic Synapsis
632401,NA,1221633,Meiotic Synapsis
77605,H2afv,1221633,Meiotic Synapsis
51788,H2afz,1221633,Meiotic Synapsis
26972,Spo11,912497,Meiotic Recombination
19361,Rad51,912497,Meiotic Recombination
12190,Brca2,912497,Meiotic Recombination
13404,Dmc1,912497,Meiotic Recombination
11920,Atm,912497,Meiotic Recombination
15270,H2afx,912497,Meiotic Recombination
12189,Brca1,912497,Meiotic Recombination
12567,Cdk4,912497,Meiotic Recombination
640611,LOC640611,912497,Meiotic Recombination
68240,Rpa3,912497,Meiotic Recombination
620986,Gm6195,912497,Meiotic Recombination
19891,Rpa2,912497,Meiotic Recombination
68275,Rpa1,912497,Meiotic Recombination
55993,Msh4,912497,Meiotic Recombination
17687,Msh5,912497,Meiotic Recombination
12144,Blm,912497,Meiotic Recombination
21975,Top3a,912497,Meiotic Recombination
100044969,NA,912497,Meiotic Recombination
69386,Hist1h4h,912497,Meiotic Recombination
97122,Hist2h4,912497,Meiotic Recombination
319155,Hist1h4c,912497,Meiotic Recombination
319156,Hist1h4d,912497,Meiotic Recombination
319157,Hist1h4f,912497,Meiotic Recombination
319158,Hist1h4i,912497,Meiotic Recombination
319159,Hist1h4j,912497,Meiotic Recombination
319160,Hist1h4k,912497,Meiotic Recombination
319161,Hist1h4n,912497,Meiotic Recombination
320332,Hist4h4,912497,Meiotic Recombination
326619,Hist1h4a,912497,Meiotic Recombination
326620,Hist1h4b,912497,Meiotic Recombination
100041230,Hist1h4m,912497,Meiotic Recombination
674678,NA,912497,Meiotic Recombination
26914,H2afy,912497,Meiotic Recombination
404634,H2afy2,912497,Meiotic Recombination
319164,Hist1h2ac,912497,Meiotic Recombination
319165,Hist1h2ad,912497,Meiotic Recombination
319166,Hist1h2ae,912497,Meiotic Recombination
319167,Hist1h2ag,912497,Meiotic Recombination
319168,Hist1h2ah,912497,Meiotic Recombination
319170,Hist1h2an,912497,Meiotic Recombination
319171,Hist1h2ap,912497,Meiotic Recombination
319172,Hist1h2ab,912497,Meiotic Recombination
319191,Hist1h2ai,912497,Meiotic Recombination
665433,Hist1h2ao,912497,Meiotic Recombination
319173,Hist1h2af,912497,Meiotic Recombination
319169,Hist1h2ak,912497,Meiotic Recombination
15267,Hist2h2aa1,912497,Meiotic Recombination
319192,Hist2h2aa2,912497,Meiotic Recombination
621893,Hist2h2ab,912497,Meiotic Recombination
319176,Hist2h2ac,912497,Meiotic Recombination
319162,Hist3h2a,912497,Meiotic Recombination
232440,H2afj,912497,Meiotic Recombination
632401,NA,912497,Meiotic Recombination
77605,H2afv,912497,Meiotic Recombination
51788,H2afz,912497,Meiotic Recombination
69382,1700024P04Rik,912497,Meiotic Recombination
319177,Hist1h2ba,912497,Meiotic Recombination
319178,Hist1h2bb,912497,Meiotic Recombination
68024,Hist1h2bc,912497,Meiotic Recombination
319179,Hist1h2be,912497,Meiotic Recombination
319181,Hist1h2bg,912497,Meiotic Recombination
319189,Hist2h2bb,912497,Meiotic Recombination
319180,Hist1h2bf,912497,Meiotic Recombination
319183,Hist1h2bj,912497,Meiotic Recombination
319185,Hist1h2bl,912497,Meiotic Recombination
319187,Hist1h2bn,912497,Meiotic Recombination
665596,Hist1h2bq,912497,Meiotic Recombination
100046213,NA,912497,Meiotic Recombination
319182,Hist1h2bh,912497,Meiotic Recombination
319184,Hist1h2bk,912497,Meiotic Recombination
319186,Hist1h2bm,912497,Meiotic Recombination
319188,Hist1h2bp,912497,Meiotic Recombination
319190,Hist2h2be,912497,Meiotic Recombination
78303,Hist3h2ba,912497,Meiotic Recombination
382522,Hist3h2bb-ps,912497,Meiotic Recombination
97908,Hist1h3g,912497,Meiotic Recombination
319152,Hist1h3h,912497,Meiotic Recombination
319153,Hist1h3i,912497,Meiotic Recombination
360198,Hist1h3a,912497,Meiotic Recombination
382523,Gm12260,912497,Meiotic Recombination
15077,Hist2h3c1,912497,Meiotic Recombination
97114,Hist2h3c2,912497,Meiotic Recombination
260423,Hist1h3f,912497,Meiotic Recombination
319148,Hist1h3c,912497,Meiotic Recombination
319149,Hist1h3d,912497,Meiotic Recombination
319150,Hist1h3b,912497,Meiotic Recombination
319151,Hist1h3e,912497,Meiotic Recombination
319154,Hist2h3b,912497,Meiotic Recombination
15078,H3f3a,912497,Meiotic Recombination
15081,H3f3b,912497,Meiotic Recombination
238836,Gm4938,912497,Meiotic Recombination
544973,Gm10257,912497,Meiotic Recombination
620119,Gm6128,912497,Meiotic Recombination
620143,Gm6132,912497,Meiotic Recombination
620848,Gm6186,912497,Meiotic Recombination
623365,Gm6421,912497,Meiotic Recombination
625328,H3f3c,912497,Meiotic Recombination
626150,Gm12271,912497,Meiotic Recombination
627371,Gm6749,912497,Meiotic Recombination
633468,NA,912497,Meiotic Recombination
640877,NA,912497,Meiotic Recombination
667250,Gm12657,912497,Meiotic Recombination
100042421,Gm3835,912497,Meiotic Recombination
100044525,NA,912497,Meiotic Recombination
100045490,NA,912497,Meiotic Recombination
17350,Mlh1,912497,Meiotic Recombination
217716,Mlh3,912497,Meiotic Recombination
12566,Cdk2,912497,Meiotic Recombination
16846,Lep,2586551,Signaling by Leptin
16452,Jak2,2586551,Signaling by Leptin
16847,Lepr,2586551,Signaling by Leptin
20399,Sh2b1,2586551,Signaling by Leptin
16367,Irs1,2586551,Signaling by Leptin
384783,Irs2,2586551,Signaling by Leptin
19247,Ptpn11,2586551,Signaling by Leptin
20848,Stat3,2586551,Signaling by Leptin
100045296,NA,2586551,Signaling by Leptin
20850,Stat5a,2586551,Signaling by Leptin
20851,Stat5b,2586551,Signaling by Leptin
12702,Socs3,2586551,Signaling by Leptin
11865,Arntl,1368092,Rora Activates Circadian Expression
12894,Cpt1a,1368092,Rora Activates Circadian Expression
20787,Srebf1,1368092,Rora Activates Circadian Expression
11998,Avp,1368110,Bmal1:Clock/Npas2 Activates Circadian Expression
14068,F7,1368110,Bmal1:Clock/Npas2 Activates Circadian Expression
102278,Cpne7,1368110,Bmal1:Clock/Npas2 Activates Circadian Expression
13170,Dbp,1368110,Bmal1:Clock/Npas2 Activates Circadian Expression
20893,Bhlhe40,1368110,Bmal1:Clock/Npas2 Activates Circadian Expression
79362,Bhlhe41,1368110,Bmal1:Clock/Npas2 Activates Circadian Expression
268859,Rbfox1,1368110,Bmal1:Clock/Npas2 Activates Circadian Expression
59027,Nampt,1368110,Bmal1:Clock/Npas2 Activates Circadian Expression
19013,Ppara,1368110,Bmal1:Clock/Npas2 Activates Circadian Expression
272589,Tbcel,1368110,Bmal1:Clock/Npas2 Activates Circadian Expression
12606,Cebpa,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
12608,Cebpb,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
13591,Ebf1,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
12224,Klf5,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
19016,Pparg,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
12914,Crebbp,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
100044566,NA,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
17977,Ncoa1,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
17978,Ncoa2,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
17979,Ncoa3,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
19017,Ppargc1a,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
15183,Hdac3,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
20602,Ncor2,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
11770,Fabp4,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
12537,Cdk11b,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
264064,Cdk8,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
51813,Ccnc,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
19014,Med1,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
28077,Med10,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
66172,Med11,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
59024,Med12,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
327987,Med13,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
76199,Med13l,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
26896,Med14,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
94112,Med15,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
216154,Med16,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
234959,Med17,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
67219,Med18,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
381379,Med19,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
56771,Med20,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
108098,Med21,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
20933,Med22,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
70208,Med23,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
23989,Med24,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
75613,Med25,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
70625,Med26,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
68975,Med27,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
67224,Med29,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
69790,Med30,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
67279,Med31,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
67381,Med4,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
69792,Med6,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
66213,Med7,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
80509,Med8,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
192191,Med9,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
20181,Rxra,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
100047069,NA,442533,Transcriptional Regulation of Adipocyte Differentiation in 3T3-L1 Pre-adipocytes
57915,Tbc1d1,1445146,Translocation of Glut4 to the Plasma Membrane
54401,Ywhab,1445146,Translocation of Glut4 to the Plasma Membrane
22627,Ywhae,1445146,Translocation of Glut4 to the Plasma Membrane
22629,Ywhah,1445146,Translocation of Glut4 to the Plasma Membrane
22628,Ywhag,1445146,Translocation of Glut4 to the Plasma Membrane
55948,Sfn,1445146,Translocation of Glut4 to the Plasma Membrane
22630,Ywhaq,1445146,Translocation of Glut4 to the Plasma Membrane
100039786,Gm2423,1445146,Translocation of Glut4 to the Plasma Membrane
22631,Ywhaz,1445146,Translocation of Glut4 to the Plasma Membrane
240028,Lnpep,1445146,Translocation of Glut4 to the Plasma Membrane
210789,Tbc1d4,1445146,Translocation of Glut4 to the Plasma Membrane
11651,Akt1,1445146,Translocation of Glut4 to the Plasma Membrane
100047666,NA,1445146,Translocation of Glut4 to the Plasma Membrane
11652,Akt2,1445146,Translocation of Glut4 to the Plasma Membrane
100048123,NA,1445146,Translocation of Glut4 to the Plasma Membrane
17918,Myo5a,1445146,Translocation of Glut4 to the Plasma Membrane
11461,Actb,1445146,Translocation of Glut4 to the Plasma Membrane
11465,Actg1,1445146,Translocation of Glut4 to the Plasma Membrane
100043815,NA,1445146,Translocation of Glut4 to the Plasma Membrane
100048416,NA,1445146,Translocation of Glut4 to the Plasma Membrane
241694,Ralgapa2,1445146,Translocation of Glut4 to the Plasma Membrane
228850,Ralgapb,1445146,Translocation of Glut4 to the Plasma Membrane
108079,Prkaa2,1445146,Translocation of Glut4 to the Plasma Membrane
19079,Prkab1,1445146,Translocation of Glut4 to the Plasma Membrane
108097,Prkab2,1445146,Translocation of Glut4 to the Plasma Membrane
19082,Prkag1,1445146,Translocation of Glut4 to the Plasma Membrane
108099,Prkag2,1445146,Translocation of Glut4 to the Plasma Membrane
241113,Prkag3,1445146,Translocation of Glut4 to the Plasma Membrane
22318,Vamp2,1445146,Translocation of Glut4 to the Plasma Membrane
20619,Snap23,1445146,Translocation of Glut4 to the Plasma Membrane
20528,Slc2a4,1445146,Translocation of Glut4 to the Plasma Membrane
68938,Aspscr1,1445146,Translocation of Glut4 to the Plasma Membrane
20912,Stxbp3a,1445146,Translocation of Glut4 to the Plasma Membrane
20909,Stx4a,1445146,Translocation of Glut4 to the Plasma Membrane
19341,Rab4a,1445146,Translocation of Glut4 to the Plasma Membrane
16568,Kif3a,1445146,Translocation of Glut4 to the Plasma Membrane
16569,Kif3b,1445146,Translocation of Glut4 to the Plasma Membrane
16579,Kifap3,1445146,Translocation of Glut4 to the Plasma Membrane
238463,Tubal3,1445146,Translocation of Glut4 to the Plasma Membrane
22142,Tuba1a,1445146,Translocation of Glut4 to the Plasma Membrane
22143,Tuba1b,1445146,Translocation of Glut4 to the Plasma Membrane
434428,Gm5620,1445146,Translocation of Glut4 to the Plasma Membrane
22146,Tuba1c,1445146,Translocation of Glut4 to the Plasma Membrane
22144,Tuba3a,1445146,Translocation of Glut4 to the Plasma Membrane
22147,Tuba3b,1445146,Translocation of Glut4 to the Plasma Membrane
22145,Tuba4a,1445146,Translocation of Glut4 to the Plasma Membrane
53857,Tuba8,1445146,Translocation of Glut4 to the Plasma Membrane
545486,Tubb1,1445146,Translocation of Glut4 to the Plasma Membrane
22151,Tubb2a,1445146,Translocation of Glut4 to the Plasma Membrane
73710,Tubb2b,1445146,Translocation of Glut4 to the Plasma Membrane
22152,Tubb3,1445146,Translocation of Glut4 to the Plasma Membrane
632223,NA,1445146,Translocation of Glut4 to the Plasma Membrane
22153,Tubb4a,1445146,Translocation of Glut4 to the Plasma Membrane
227613,Tubb4b,1445146,Translocation of Glut4 to the Plasma Membrane
100042651,Tubb4b-ps1,1445146,Translocation of Glut4 to the Plasma Membrane
100044717,NA,1445146,Translocation of Glut4 to the Plasma Membrane
67951,Tubb6,1445146,Translocation of Glut4 to the Plasma Membrane
19325,Rab10,1445146,Translocation of Glut4 to the Plasma Membrane
68328,Rab13,1445146,Translocation of Glut4 to the Plasma Membrane
68365,Rab14,1445146,Translocation of Glut4 to the Plasma Membrane
17274,Rab8a,1445146,Translocation of Glut4 to the Plasma Membrane
56044,Rala,1445146,Translocation of Glut4 to the Plasma Membrane
12313,Calm1,1445146,Translocation of Glut4 to the Plasma Membrane
12314,Calm2,1445146,Translocation of Glut4 to the Plasma Membrane
12315,Calm3,1445146,Translocation of Glut4 to the Plasma Membrane
17913,Myo1c,1445146,Translocation of Glut4 to the Plasma Membrane
100048853,NA,1445146,Translocation of Glut4 to the Plasma Membrane
211446,Exoc3,1445146,Translocation of Glut4 to the Plasma Membrane
20336,Exoc4,1445146,Translocation of Glut4 to the Plasma Membrane
69940,Exoc1,1445146,Translocation of Glut4 to the Plasma Membrane
66482,Exoc2,1445146,Translocation of Glut4 to the Plasma Membrane
105504,Exoc5,1445146,Translocation of Glut4 to the Plasma Membrane
107371,Exoc6,1445146,Translocation of Glut4 to the Plasma Membrane
53413,Exoc7,1445146,Translocation of Glut4 to the Plasma Membrane
102058,Exoc8,1445146,Translocation of Glut4 to the Plasma Membrane
17884,Myh4,1445146,Translocation of Glut4 to the Plasma Membrane
17886,Myh9,1445146,Translocation of Glut4 to the Plasma Membrane
12234,Btrc,508751,Circadian Clock
18626,Per1,508751,Circadian Clock
18627,Per2,508751,Circadian Clock
11865,Arntl,508751,Circadian Clock
27373,Csnk1e,508751,Circadian Clock
104318,Csnk1d,508751,Circadian Clock
12952,Cry1,508751,Circadian Clock
12953,Cry2,508751,Circadian Clock
100048334,NA,508751,Circadian Clock
12753,Clock,508751,Circadian Clock
18143,Npas2,508751,Circadian Clock
50789,Fbxl3,508751,Circadian Clock
11998,Avp,508751,Circadian Clock
14068,F7,508751,Circadian Clock
102278,Cpne7,508751,Circadian Clock
13170,Dbp,508751,Circadian Clock
20893,Bhlhe40,508751,Circadian Clock
79362,Bhlhe41,508751,Circadian Clock
268859,Rbfox1,508751,Circadian Clock
19013,Ppara,508751,Circadian Clock
272589,Tbcel,508751,Circadian Clock
59027,Nampt,508751,Circadian Clock
12894,Cpt1a,508751,Circadian Clock
12686,Elovl3,508751,Circadian Clock
217166,Nr1d1,508751,Circadian Clock
20787,Srebf1,508751,Circadian Clock
19017,Ppargc1a,508751,Circadian Clock
19883,Rora,508751,Circadian Clock
78294,Rps27a,508751,Circadian Clock
619900,Rps27a-ps2,508751,Circadian Clock
627312,Gm11759,508751,Circadian Clock
639567,NA,508751,Circadian Clock
664894,Gm13215,508751,Circadian Clock
667035,Gm8430,508751,Circadian Clock
100048669,NA,508751,Circadian Clock
22186,Uba52,508751,Circadian Clock
629750,Gm11517,508751,Circadian Clock
665823,Gm7808,508751,Circadian Clock
666586,Gm11808,508751,Circadian Clock
18392,Orc1,4809808,Assembly of the ORC complex at the origin of replication
26428,Orc4,4809808,Assembly of the ORC complex at the origin of replication
26429,Orc5,4809808,Assembly of the ORC complex at the origin of replication
50793,Orc3,4809808,Assembly of the ORC complex at the origin of replication
18393,Orc2,4809808,Assembly of the ORC complex at the origin of replication
56452,Orc6,4809808,Assembly of the ORC complex at the origin of replication
50793,Orc3,4809809,Assembly of the pre-replicative complex
