"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Cysteine and methionine metabolism",0.445,1,1,45,1,"IL4I1"
"Thyroid hormone signaling pathway",0.446,1,1,116,2,"SRC, STAT1"
"Type II diabetes mellitus",0.453,1,1,46,1,"HK2"
"Sphingolipid signaling pathway",0.455,1,1,118,2,"FCER1G, NFKB1"
"Neurotrophin signaling pathway",0.459,1,1,119,2,"NFKB1, CAMK2D"
"Intestinal immune network for IgA production",0.46,1,1,47,1,"CD40"
"Endocrine and other factor-regulated calcium reabsorption",0.46,1,1,47,1,"CLTA"
"Valine, leucine and isoleucine degradation",0.467,1,1,48,1,"IL4I1"
"Notch signaling pathway",0.467,1,1,48,1,"NCSTN"
"Autophagy - animal",0.498,1,1,128,2,"GABARAP, CTSB"
"Relaxin signaling pathway",0.506,1,1,130,2,"NFKB1, SRC"
"Ubiquitin mediated proteolysis",0.534,1,1,137,2,"PML, CBL"
"Long-term depression",0.545,1,1,60,1,"PLA2G4A"
"Synaptic vesicle cycle",0.562,1,1,63,1,"CLTA"
"Phospholipase D signaling pathway",0.565,1,1,145,2,"FCER1G, PLA2G4A"
"Ras signaling pathway",0.566,1,1,226,3,"NFKB1, PLA2G4A, REL"
"Renin secretion",0.574,1,1,65,1,"CTSB"
"Long-term potentiation",0.585,1,1,67,1,"CAMK2D"
"B cell receptor signaling pathway",0.601,1,1,70,1,"NFKB1"
"Jak-STAT signaling pathway",0.605,1,1,156,2,"STAT1, STAT5A"
"Gastric acid secretion",0.626,1,1,75,1,"CAMK2D"
"EGFR tyrosine kinase inhibitor resistance",0.646,1,1,79,1,"SRC"
"Aldosterone synthesis and secretion",0.659,1,1,82,1,"CAMK2D"
"Axon guidance",0.665,1,1,174,2,"SRC, CAMK2D"
"Insulin secretion",0.673,1,1,85,1,"CAMK2D"
"Gap junction",0.685,1,1,88,1,"SRC"
"Longevity regulating pathway",0.69,1,1,89,1,"NFKB1"
"Endocrine resistance",0.713,1,1,95,1,"SRC"
"Circadian entrainment",0.717,1,1,96,1,"CAMK2D"
"Glycerophospholipid metabolism",0.721,1,1,97,1,"PLA2G4A"
"Estrogen signaling pathway",0.724,1,1,98,1,"SRC"
"cAMP signaling pathway",0.733,1,1,198,2,"NFKB1, CAMK2D"
"Focal adhesion",0.733,1,1,198,2,"SRC, VTN"
"Melanogenesis",0.735,1,1,101,1,"CAMK2D"
"Glucagon signaling pathway",0.742,1,1,103,1,"CAMK2D"
"Cholinergic synapse",0.771,1,1,112,1,"CAMK2D"
"Vascular smooth muscle contraction",0.797,1,1,121,1,"PLA2G4A"
"Oocyte meiosis",0.797,1,1,121,1,"CAMK2D"
"FoxO signaling pathway",0.82,1,1,130,1,"GABARAP"
"Dopaminergic synapse",0.82,1,1,130,1,"CAMK2D"
"Apelin signaling pathway",0.836,1,1,137,1,"GABARAP"
"Wnt signaling pathway",0.846,1,1,142,1,"CAMK2D"
"Adrenergic signaling in cardiomyocytes",0.851,1,1,144,1,"CAMK2D"
"Hippo signaling pathway",0.867,1,1,153,1,"ITGB2"
"Protein processing in endoplasmic reticulum",0.889,1,1,166,1,"EIF2AK2"
"Calcium signaling pathway",0.909,1,1,181,1,"CAMK2D"
"PI3K-Akt signaling pathway",0.94,1,1,340,2,"NFKB1, VTN"
"Olfactory transduction",0.996,1,1,417,1,"CAMK2D"
"Caffeine metabolism",1,1,1,5,0,""
"Drug metabolism - other enzymes",1,1,1,45,0,""
"Purine metabolism",1,1,1,172,0,""
"Platinum drug resistance",1,1,1,73,0,""
"cGMP-PKG signaling pathway",1,1,1,163,0,""
"mTOR signaling pathway",1,1,1,150,0,""
"Longevity regulating pathway - multiple species",1,1,1,62,0,""
"Signaling pathways regulating pluripotency of stem cells",1,1,1,139,0,""
"Progesterone-mediated oocyte maturation",1,1,1,96,0,""
"Primary bile acid biosynthesis",1,1,1,17,0,""
"Protein digestion and absorption",1,1,1,90,0,""
"RNA transport",1,1,1,166,0,""
"Apoptosis - multiple species",1,1,1,33,0,""
"Taste transduction",1,1,1,83,0,""
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",1,1,1,25,0,""
"Base excision repair",1,1,1,33,0,""
"Aminoacyl-tRNA biosynthesis",1,1,1,44,0,""
"ABC transporters",1,1,1,44,0,""
"Spliceosome",1,1,1,132,0,""
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",1,1,1,20,0,""
"Neuroactive ligand-receptor interaction",1,1,1,277,0,""
"Homologous recombination",1,1,1,41,0,""
"Non-homologous end-joining",1,1,1,13,0,""
"Pancreatic secretion",1,1,1,96,0,""
"RNA degradation",1,1,1,78,0,""
"Lysine degradation",1,1,1,59,0,""
"Renin-angiotensin system",1,1,1,23,0,""
"Glycosaminoglycan biosynthesis - keratan sulfate",1,1,1,14,0,""
"Cell cycle",1,1,1,124,0,""
"p53 signaling pathway",1,1,1,68,0,""
"Retinol metabolism",1,1,1,63,0,""
"Ribosome biogenesis in eukaryotes",1,1,1,77,0,""
"mRNA surveillance pathway",1,1,1,90,0,""
"N-Glycan biosynthesis",1,1,1,49,0,""
"Proteasome",1,1,1,45,0,""
"Pyrimidine metabolism",1,1,1,100,0,""
"Basal transcription factors",1,1,1,45,0,""
"Nucleotide excision repair",1,1,1,46,0,""
"SNARE interactions in vesicular transport",1,1,1,34,0,""
"Ubiquinone and other terpenoid-quinone biosynthesis",1,1,1,11,0,""
"Bile secretion",1,1,1,71,0,""
"Terpenoid backbone biosynthesis",1,1,1,22,0,""
"Glycine, serine and threonine metabolism",1,1,1,40,0,""
"Biosynthesis of amino acids",1,1,1,72,0,""
"TGF-beta signaling pathway",1,1,1,83,0,""
"Collecting duct acid secretion",1,1,1,27,0,""
"Glycosphingolipid biosynthesis - lacto and neolacto series",1,1,1,27,0,""
"Glycosphingolipid biosynthesis - globo and isoglobo series",1,1,1,15,0,""
"Pentose and glucuronate interconversions",1,1,1,33,0,""
"Glycerolipid metabolism",1,1,1,61,0,""
"Mannose type O-glycan biosynthesis",1,1,1,23,0,""
"Taurine and hypotaurine metabolism",1,1,1,11,0,""
"Cardiac muscle contraction",1,1,1,78,0,""
"Sulfur metabolism",1,1,1,10,0,""
"Phosphonate and phosphinate metabolism",1,1,1,6,0,""
"Phosphatidylinositol signaling system",1,1,1,99,0,""
"Hippo signaling pathway - multiple species",1,1,1,28,0,""
"Inositol phosphate metabolism",1,1,1,73,0,""
"Fatty acid elongation",1,1,1,25,0,""
"Thyroid hormone synthesis",1,1,1,74,0,""
"Vasopressin-regulated water reabsorption",1,1,1,44,0,""
"DNA replication",1,1,1,36,0,""
"Sphingolipid metabolism",1,1,1,47,0,""
"Steroid biosynthesis",1,1,1,20,0,""
"Vitamin digestion and absorption",1,1,1,24,0,""
"Ribosome",1,1,1,131,0,""
"Other types of O-glycan biosynthesis",1,1,1,22,0,""
"Selenocompound metabolism",1,1,1,17,0,""
"One carbon pool by folate",1,1,1,19,0,""
"RNA polymerase",1,1,1,31,0,""
"Salivary secretion",1,1,1,90,0,""
"Mismatch repair",1,1,1,23,0,""
"Ascorbate and aldarate metabolism",1,1,1,26,0,""
"Steroid hormone biosynthesis",1,1,1,56,0,""
"Metabolism of xenobiotics by cytochrome P450",1,1,1,72,0,""
"Drug metabolism - cytochrome P450",1,1,1,68,0,""
"Other glycan degradation",1,1,1,18,0,""
"Histidine metabolism",1,1,1,24,0,""
"Glycosaminoglycan degradation",1,1,1,19,0,""
"Pyruvate metabolism",1,1,1,39,0,""
"Protein export",1,1,1,23,0,""
"Biosynthesis of unsaturated fatty acids",1,1,1,23,0,""
"Valine, leucine and isoleucine biosynthesis",1,1,1,4,0,""
"Lipoic acid metabolism",1,1,1,3,0,""
"Hedgehog signaling pathway",1,1,1,46,0,""
"Fanconi anemia pathway",1,1,1,53,0,""
"Mucin type O-glycan biosynthesis",1,1,1,30,0,""
"Nitrogen metabolism",1,1,1,17,0,""
"Arginine and proline metabolism",1,1,1,49,0,""
"Glyoxylate and dicarboxylate metabolism",1,1,1,28,0,""
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin",1,1,1,24,0,""
"Butanoate metabolism",1,1,1,28,0,""
"Glutathione metabolism",1,1,1,54,0,""
"Thiamine metabolism",1,1,1,15,0,""
"Phototransduction",1,1,1,28,0,""
"Circadian rhythm",1,1,1,30,0,""
"Citrate cycle (TCA cycle)",1,1,1,30,0,""
"2-Oxocarboxylic acid metabolism",1,1,1,17,0,""
"Propanoate metabolism",1,1,1,32,0,""
"D-Arginine and D-ornithine metabolism",1,1,1,1,0,""
"Maturity onset diabetes of the young",1,1,1,26,0,""
"beta-Alanine metabolism",1,1,1,31,0,""
"Pantothenate and CoA biosynthesis",1,1,1,18,0,""
"Aldosterone-regulated sodium reabsorption",1,1,1,37,0,""
"Glycosphingolipid biosynthesis - ganglio series",1,1,1,15,0,""
"Sulfur relay system",1,1,1,8,0,""
"Vitamin B6 metabolism",1,1,1,6,0,""
"Biotin metabolism",1,1,1,3,0,""
"Synthesis and degradation of ketone bodies",1,1,1,10,0,""
