"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"TNF signaling pathway",0.001,0.012,0.148,108,9,"Cebpb, Ikbkg, Pik3ca, Creb3l3, Tnfrsf1b, Mapk13, Tab1, Pik3cb, Creb3l4"
"FoxO signaling pathway",0.001,0.012,0.158,132,10,"Ins1, Pdpk1, Pik3ca, Plk1, Prkag1, Mapk13, Ep300, Foxo4, Foxo3, Pik3cb"
"Adipocytokine signaling pathway",0.001,0.016,0.225,71,7,"Cpt1a, Ikbkg, Prkag1, Rxrg, Acsl6, Tnfrsf1b, Adipor1"
"Estrogen signaling pathway",0.001,0.019,0.298,96,8,"Gnao1, Hspa8, Kcnj5, Pik3ca, Prkaca, Creb3l3, Pik3cb, Creb3l4"
"Regulation of lipolysis in adipocytes",0.001,0.019,0.308,55,6,"Fabp4, Ins1, Pik3ca, Prkaca, Pnpla2, Pik3cb"
"VEGF signaling pathway",0.002,0.023,0.408,58,6,"Pik3ca, Ppp3r1, Vegfa, Mapk13, Pla2g4f, Pik3cb"
"Glucagon signaling pathway",0.002,0.023,0.414,101,8,"Cpt1a, Pfkfb1, Prkaca, Ppp3r1, Prkag1, Creb3l3, Ep300, Creb3l4"
"Vasopressin-regulated water reabsorption",0.002,0.031,0.595,43,5,"Arhgdig, Prkaca, Creb3l3, Dync1li1, Creb3l4"
"Insulin resistance",0.003,0.032,0.634,108,8,"Cpt1a, Ins1, Pdpk1, Pik3ca, Prkag1, Creb3l3, Pik3cb, Creb3l4"
"Protein export",0.003,0.035,0.766,28,4,"Srp68, Sec61a1, Sec11a, Sec61a2"
"Fc epsilon RI signaling pathway",0.003,0.035,0.792,66,6,"Fyn, Pdpk1, Pik3ca, Mapk13, Pla2g4f, Pik3cb"
"Cholinergic synapse",0.003,0.035,0.795,112,8,"Chrm4, Fyn, Gnao1, Pik3ca, Prkaca, Creb3l3, Pik3cb, Creb3l4"
"Progesterone-mediated oocyte maturation",0.004,0.037,0.89,90,7,"Ins1, Mad1l1, Pik3ca, Prkaca, Plk1, Mapk13, Pik3cb"
"Melanogenesis",0.006,0.061,1,100,7,"Dvl2, Gnao1, Prkaca, Creb3l3, Wnt9b, Ep300, Creb3l4"
"mTOR signaling pathway",0.006,0.061,1,152,9,"Dvl2, Ins1, Pdpk1, Pik3ca, Wnt9b, Sesn2, Seh1l, Strada, Pik3cb"
"Osteoclast differentiation",0.007,0.066,1,128,8,"Fyn, Ikbkg, Pik3ca, Ppp3r1, Spi1, Mapk13, Tab1, Pik3cb"
"T cell receptor signaling pathway",0.007,0.067,1,103,7,"Fyn, Ikbkg, Pdpk1, Pik3ca, Ppp3r1, Mapk13, Pik3cb"
"Relaxin signaling pathway",0.008,0.067,1,130,8,"Gnao1, Pik3ca, Prkaca, Creb3l3, Vegfa, Mapk13, Pik3cb, Creb3l4"
"Aldosterone-regulated sodium reabsorption",0.009,0.078,1,38,4,"Ins1, Pdpk1, Pik3ca, Pik3cb"
"PPAR signaling pathway",0.011,0.087,1,85,6,"Fabp4, Cpt1a, Pdpk1, Ppard, Rxrg, Acsl6"
"Thyroid hormone signaling pathway",0.013,0.103,1,115,7,"Kat2a, Pdpk1, Pik3ca, Prkaca, Rxrg, Ep300, Pik3cb"
"Wnt signaling pathway",0.015,0.11,1,145,8,"Dvl2, Prkaca, Ppard, Ppp3r1, Wnt9b, Ep300, Bambi, Nkd2"
"Neurotrophin signaling pathway",0.017,0.126,1,121,7,"Arhgdig, Ngfr, Pdpk1, Pik3ca, Mapk13, Foxo3, Pik3cb"
"Platelet activation",0.018,0.127,1,122,7,"Fyn, Pik3ca, Prkaca, Tbxa2r, Mapk13, Pla2g4f, Pik3cb"
"Rap1 signaling pathway",0.019,0.128,1,213,10,"Arap3, Gnao1, Ins1, Itgb2l, Ngfr, Pik3ca, Vegfa, Mapk13, Lpar3, Pik3cb"
"Cell cycle",0.019,0.128,1,123,7,"Smc3, Mad1l1, Plk1, Rad21, Wee1, Smc1a, Ep300"
"Prolactin signaling pathway",0.021,0.137,1,72,5,"Ins1, Pik3ca, Mapk13, Foxo3, Pik3cb"
"HIF-1 signaling pathway",0.025,0.158,1,102,6,"Arnt, Ins1, Pik3ca, Vegfa, Ep300, Pik3cb"
"Dopaminergic synapse",0.026,0.164,1,132,7,"Gnal, Gnao1, Kcnj5, Prkaca, Creb3l3, Mapk13, Creb3l4"
"Oocyte meiosis",0.04,0.241,1,114,6,"Smc3, Ins1, Prkaca, Plk1, Ppp3r1, Smc1a"
"Phospholipase D signaling pathway",0.042,0.249,1,146,7,"Fyn, Ins1, Pik3ca, Avpr1b, Pla2g4f, Lpar3, Pik3cb"
"Calcium signaling pathway",0.048,0.275,1,182,8,"Adra1b, Cckbr, Gnal, Prkaca, Ppp3r1, Tbxa2r, Avpr1b, Cysltr1"
"Ras signaling pathway",0.063,0.356,1,227,9,"Ikbkg, Ins1, Ngfr, Pik3ca, Prkaca, Vegfa, Pla2g4f, Foxo4, Pik3cb"
"Toll-like receptor signaling pathway",0.067,0.368,1,99,5,"Ikbkg, Pik3ca, Mapk13, Tab1, Pik3cb"
"B cell receptor signaling pathway",0.068,0.368,1,70,4,"Ikbkg, Pik3ca, Ppp3r1, Pik3cb"
"Insulin signaling pathway",0.086,0.456,1,139,6,"Ins1, Pdpk1, Pik3ca, Prkaca, Prkag1, Pik3cb"
"Type II diabetes mellitus",0.089,0.459,1,48,3,"Ins1, Pik3ca, Pik3cb"
"Notch signaling pathway",0.093,0.472,1,49,3,"Dvl2, Kat2a, Ep300"
"EGFR tyrosine kinase inhibitor resistance",0.096,0.479,1,79,4,"Pik3ca, Vegfa, Foxo3, Pik3cb"
"Cellular senescence",0.104,0.51,1,181,7,"Foxm1, Mre11a, Pik3ca, Ppp3r1, Mapk13, Foxo3, Pik3cb"
"Natural killer cell mediated cytotoxicity",0.116,0.547,1,117,5,"Fyn, Itgb2l, Pik3ca, Ppp3r1, Pik3cb"
"Insulin secretion",0.117,0.547,1,85,4,"Ins1, Prkaca, Creb3l3, Creb3l4"
"Oxytocin signaling pathway",0.119,0.547,1,152,6,"Gnao1, Kcnj5, Prkaca, Ppp3r1, Prkag1, Pla2g4f"
"Chemokine signaling pathway",0.126,0.57,1,190,7,"Ikbkg, Xcl1, Pik3ca, Prkaca, Prex1, Foxo3, Pik3cb"
"Sphingolipid signaling pathway",0.131,0.581,1,122,5,"Fyn, Pdpk1, Pik3ca, Mapk13, Pik3cb"
"PI3K-Akt signaling pathway",0.135,0.581,1,343,11,"Ikbkg, Ins1, Ngfr, Pdpk1, Pik3ca, Creb3l3, Vegfa, Foxo3, Lpar3, Pik3cb, Creb3l4"
"Ovarian steroidogenesis",0.135,0.581,1,58,3,"Ins1, Prkaca, Pla2g4f"
"Inflammatory mediator regulation of TRP channels",0.138,0.583,1,124,5,"Pik3ca, Prkaca, Mapk13, Pla2g4f, Pik3cb"
"cAMP signaling pathway",0.141,0.587,1,196,7,"Arap3, Pik3ca, Prkaca, Creb3l3, Ep300, Pik3cb, Creb3l4"
"Endocrine resistance",0.149,0.607,1,93,4,"Pik3ca, Prkaca, Mapk13, Pik3cb"
"Autophagy - animal",0.155,0.623,1,129,5,"Ins1, Pdpk1, Pik3ca, Prkaca, Pik3cb"
"Long-term potentiation",0.178,0.694,1,66,3,"Prkaca, Ppp3r1, Ep300"
"AGE-RAGE signaling pathway in diabetic complications",0.178,0.694,1,100,4,"Pik3ca, Vegfa, Mapk13, Pik3cb"
"Th17 cell differentiation",0.183,0.696,1,101,4,"Ikbkg, Ppp3r1, Rxrg, Mapk13"
"Signaling pathways regulating pluripotency of stem cells",0.184,0.696,1,137,5,"Dvl2, Pik3ca, Wnt9b, Mapk13, Pik3cb"
"Thyroid hormone synthesis",0.217,0.794,1,73,3,"Prkaca, Creb3l3, Creb3l4"
"Adrenergic signaling in cardiomyocytes",0.219,0.794,1,146,5,"Adra1b, Prkaca, Creb3l3, Mapk13, Creb3l4"
"Ferroptosis",0.22,0.794,1,40,2,"Ftl1, Acsl6"
"Non-alcoholic fatty liver disease (NAFLD)",0.227,0.809,1,148,5,"Ins1, Pik3ca, Prkag1, Adipor1, Pik3cb"
"Platinum drug resistance",0.235,0.822,1,76,3,"Pdpk1, Pik3ca, Pik3cb"
"Glutamatergic synapse",0.238,0.822,1,113,4,"Gnao1, Prkaca, Ppp3r1, Pla2g4f"
"Carbohydrate digestion and absorption",0.245,0.822,1,43,2,"Pik3ca, Pik3cb"
"Basal transcription factors",0.245,0.822,1,43,2,"Taf5l, Taf6l"
"Leukocyte transendothelial migration",0.248,0.822,1,115,4,"Itgb2l, Pik3ca, Mapk13, Pik3cb"
"Non-homologous end-joining",0.252,0.824,1,13,1,"Mre11a"
"Fatty acid biosynthesis",0.268,0.867,1,14,1,"Acsl6"
"Thiamine metabolism",0.284,0.894,1,15,1,"Ak8"
"Protein processing in endoplasmic reticulum",0.294,0.894,1,164,5,"Hspa8, Rpn2, Sec61a1, Sec61a2, Dnajb1"
"Fatty acid degradation",0.294,0.894,1,49,2,"Cpt1a, Acsl6"
"Aldosterone synthesis and secretion",0.294,0.894,1,86,3,"Prkaca, Creb3l3, Creb3l4"
"Th1 and Th2 cell differentiation",0.294,0.894,1,86,3,"Ikbkg, Ppp3r1, Mapk13"
"cGMP-PKG signaling pathway",0.307,0.904,1,167,5,"Adra1b, Ins1, Ppp3r1, Creb3l3, Creb3l4"
"Drug metabolism - other enzymes",0.31,0.904,1,51,2,"Tk1, Uck2"
"Vascular smooth muscle contraction",0.312,0.904,1,128,4,"Adra1b, Prkaca, Avpr1b, Pla2g4f"
"GnRH signaling pathway",0.312,0.904,1,89,3,"Prkaca, Mapk13, Pla2g4f"
"Fatty acid metabolism",0.318,0.904,1,52,2,"Cpt1a, Acsl6"
"MAPK signaling pathway",0.32,0.904,1,252,7,"Hspa8, Ikbkg, Prkaca, Ppp3r1, Mapk13, Pla2g4f, Tab1"
"IL-17 signaling pathway",0.325,0.904,1,91,3,"Cebpb, Ikbkg, Mapk13"
"Serotonergic synapse",0.327,0.904,1,131,4,"Gnao1, Kcnj5, Prkaca, Pla2g4f"
"Apoptosis",0.352,0.963,1,136,4,"Ikbkg, Pdpk1, Pik3ca, Pik3cb"
"Circadian entrainment",0.361,0.977,1,97,3,"Gnao1, Kcnj5, Prkaca"
"Long-term depression",0.383,1,1,60,2,"Gnao1, Pla2g4f"
"Cytosolic DNA-sensing pathway",0.39,1,1,61,2,"Ikbkg, Polr2f"
"Retrograde endocannabinoid signaling",0.402,1,1,146,4,"Gnao1, Kcnj5, Prkaca, Mapk13"
"alpha-Linolenic acid metabolism",0.428,1,1,25,1,"Pla2g4f"
"Neuroactive ligand-receptor interaction",0.44,1,1,285,7,"Adra1b, Cckbr, Chrm4, Tbxa2r, Avpr1b, Cysltr1, Lpar3"
"Focal adhesion",0.443,1,1,198,5,"Fyn, Pdpk1, Pik3ca, Vegfa, Pik3cb"
"RIG-I-like receptor signaling pathway",0.444,1,1,68,2,"Ikbkg, Mapk13"
"Maturity onset diabetes of the young",0.453,1,1,27,1,"Ins1"
"Inositol phosphate metabolism",0.474,1,1,72,2,"Pik3ca, Pik3cb"
"Adherens junction",0.474,1,1,72,2,"Fyn, Ep300"
"Renin secretion",0.474,1,1,72,2,"Prkaca, Ppp3r1"
"Circadian rhythm",0.488,1,1,30,1,"Prkag1"
"Gastric acid secretion",0.488,1,1,74,2,"Cckbr, Prkaca"
"Antifolate resistance",0.488,1,1,30,1,"Ikbkg"
"Regulation of actin cytoskeleton",0.507,1,1,213,5,"Chrm4, Ins1, Itgb2l, Pik3ca, Pik3cb"
"Apoptosis - multiple species",0.511,1,1,32,1,"Ngfr"
"Salivary secretion",0.516,1,1,78,2,"Adra1b, Prkaca"
"RNA degradation",0.523,1,1,79,2,"Patl1, Lsm5"
"Phagosome",0.537,1,1,174,4,"Itgb2l, Dync1li1, Sec61a1, Sec61a2"
"Axon guidance",0.542,1,1,175,4,"Fyn, Pik3ca, Ppp3r1, Pik3cb"
"Fructose and mannose metabolism",0.542,1,1,35,1,"Pfkfb1"
"Ribosome",0.55,1,1,130,3,"Rpl26, Rps3a1, Rplp1"
"TGF-beta signaling pathway",0.556,1,1,84,2,"Ep300, Bambi"
"Alanine, aspartate and glutamate metabolism",0.562,1,1,37,1,"Ppat"
"ErbB signaling pathway",0.563,1,1,85,2,"Pik3ca, Pik3cb"
"Fc gamma R-mediated phagocytosis",0.563,1,1,85,2,"Pik3ca, Pik3cb"
"GABAergic synapse",0.575,1,1,87,2,"Gnao1, Prkaca"
"Homologous recombination",0.6,1,1,41,1,"Mre11a"
"Hedgehog signaling pathway",0.626,1,1,44,1,"Prkaca"
"Mineral absorption",0.626,1,1,44,1,"Ftl1"
"Ether lipid metabolism",0.634,1,1,45,1,"Pla2g4f"
"Phosphatidylinositol signaling system",0.64,1,1,98,2,"Pik3ca, Pik3cb"
"NF-kappa B signaling pathway",0.651,1,1,100,2,"Ikbkg, Tab1"
"Hippo signaling pathway",0.66,1,1,153,3,"Dvl2, Itgb2l, Wnt9b"
"N-Glycan biosynthesis",0.666,1,1,49,1,"Rpn2"
"Linoleic acid metabolism",0.673,1,1,50,1,"Pla2g4f"
"Jak-STAT signaling pathway",0.682,1,1,158,3,"Pik3ca, Ep300, Pik3cb"
"Endocrine and other factor-regulated calcium reabsorption",0.701,1,1,54,1,"Prkaca"
"NOD-like receptor signaling pathway",0.721,1,1,168,3,"Ikbkg, Mapk13, Tab1"
"Glycerolipid metabolism",0.744,1,1,61,1,"Pnpla2"
"Mitophagy - animal",0.756,1,1,63,1,"Foxo3"
"Type I diabetes mellitus",0.766,1,1,65,1,"Ins1"
"p53 signaling pathway",0.777,1,1,67,1,"Sesn2"
"Bile secretion",0.796,1,1,71,1,"Prkaca"
"Apelin signaling pathway",0.81,1,1,137,2,"Prkaca, Prkag1"
"Peroxisome",0.844,1,1,83,1,"Acsl6"
"Cytokine-cytokine receptor interaction",0.846,1,1,267,4,"Xcl1, Ngfr, Tnfrsf1b, Vegfa"
"Antigen processing and presentation",0.854,1,1,86,1,"Hspa8"
"Gap junction",0.854,1,1,86,1,"Prkaca"
"Complement and coagulation cascades",0.858,1,1,87,1,"Itgb2l"
"Taste transduction",0.861,1,1,88,1,"Prkaca"
"Arachidonic acid metabolism",0.864,1,1,89,1,"Pla2g4f"
"Glycerophospholipid metabolism",0.886,1,1,97,1,"Pla2g4f"
"Tight junction",0.887,1,1,167,2,"Prkaca, Prkag1"
"Necroptosis",0.899,1,1,173,2,"Ftl1, Pla2g4f"
"Ubiquitin mediated proteolysis",0.954,1,1,137,1,"Ube2c"
"Cell adhesion molecules (CAMs)",0.975,1,1,164,1,"Itgb2l"
"Endocytosis",0.983,1,1,266,2,"Arap3, Hspa8"
"Metabolic pathways",0.997,1,1,1308,17,"Rpn2, Polr2a, Acsl6, Tk1, Ppat, Polr2b, Pla2g4f, Nme6, Nme4, Pnpla2, Polr2g, Ak8, Polr2d, Polr2f, Nme3, Uck2, Allc"
"Olfactory transduction",1,1,1,1120,2,"Gnal, Prkaca"
"Hematopoietic cell lineage",1,1,1,92,0,""
"One carbon pool by folate",1,1,1,19,0,""
"Pancreatic secretion",1,1,1,102,0,""
"Protein digestion and absorption",1,1,1,90,0,""
"Fanconi anemia pathway",1,1,1,51,0,""
"Retinol metabolism",1,1,1,89,0,""
"Steroid hormone biosynthesis",1,1,1,87,0,""
"Glutathione metabolism",1,1,1,60,0,""
"Starch and sucrose metabolism",1,1,1,33,0,""
"Pentose phosphate pathway",1,1,1,32,0,""
"Carbon metabolism",1,1,1,118,0,""
"Cysteine and methionine metabolism",1,1,1,47,0,""
"Valine, leucine and isoleucine degradation",1,1,1,56,0,""
"Tyrosine metabolism",1,1,1,39,0,""
"Phenylalanine metabolism",1,1,1,23,0,""
"Tryptophan metabolism",1,1,1,46,0,""
"Phenylalanine, tyrosine and tryptophan biosynthesis",1,1,1,8,0,""
"Pentose and glucuronate interconversions",1,1,1,34,0,""
"Ascorbate and aldarate metabolism",1,1,1,27,0,""
"Porphyrin and chlorophyll metabolism",1,1,1,41,0,""
"Metabolism of xenobiotics by cytochrome P450",1,1,1,65,0,""
"Drug metabolism - cytochrome P450",1,1,1,67,0,""
"Glycine, serine and threonine metabolism",1,1,1,40,0,""
"Biosynthesis of amino acids",1,1,1,75,0,""
"Pyruvate metabolism",1,1,1,38,0,""
"Propanoate metabolism",1,1,1,31,0,""
"Lysosome",1,1,1,124,0,""
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",1,1,1,20,0,""
"Other types of O-glycan biosynthesis",1,1,1,22,0,""
"Primary bile acid biosynthesis",1,1,1,16,0,""
"Hippo signaling pathway - multiple species",1,1,1,26,0,""
"Aminoacyl-tRNA biosynthesis",1,1,1,44,0,""
"Terpenoid backbone biosynthesis",1,1,1,23,0,""
"Glycosphingolipid biosynthesis - lacto and neolacto series",1,1,1,27,0,""
"beta-Alanine metabolism",1,1,1,32,0,""
"Pantothenate and CoA biosynthesis",1,1,1,18,0,""
"Vitamin B6 metabolism",1,1,1,9,0,""
"Nicotinate and nicotinamide metabolism",1,1,1,35,0,""
"Synaptic vesicle cycle",1,1,1,62,0,""
"Glycolysis / Gluconeogenesis",1,1,1,65,0,""
"Galactose metabolism",1,1,1,32,0,""
"Amino sugar and nucleotide sugar metabolism",1,1,1,49,0,""
"Neomycin, kanamycin and gentamicin biosynthesis",1,1,1,5,0,""
"ECM-receptor interaction",1,1,1,83,0,""
"Citrate cycle (TCA cycle)",1,1,1,32,0,""
"Oxidative phosphorylation",1,1,1,131,0,""
"Glyoxylate and dicarboxylate metabolism",1,1,1,29,0,""
"Proximal tubule bicarbonate reclamation",1,1,1,22,0,""
"DNA replication",1,1,1,35,0,""
"Nucleotide excision repair",1,1,1,43,0,""
"Mismatch repair",1,1,1,22,0,""
"Fatty acid elongation",1,1,1,27,0,""
"Biosynthesis of unsaturated fatty acids",1,1,1,28,0,""
"Arginine and proline metabolism",1,1,1,49,0,""
"Histidine metabolism",1,1,1,25,0,""
"Lysine degradation",1,1,1,59,0,""
"Phototransduction",1,1,1,27,0,""
"Selenocompound metabolism",1,1,1,17,0,""
"Mucin type O-glycan biosynthesis",1,1,1,28,0,""
"Arginine biosynthesis",1,1,1,19,0,""
"2-Oxocarboxylic acid metabolism",1,1,1,19,0,""
"Mannose type O-glycan biosynthesis",1,1,1,23,0,""
"Glycosaminoglycan degradation",1,1,1,21,0,""
"Fat digestion and absorption",1,1,1,40,0,""
"Other glycan degradation",1,1,1,18,0,""
"Cardiac muscle contraction",1,1,1,78,0,""
"Folate biosynthesis",1,1,1,26,0,""
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",1,1,1,25,0,""
"Synthesis and degradation of ketone bodies",1,1,1,11,0,""
"Butanoate metabolism",1,1,1,27,0,""
"Collecting duct acid secretion",1,1,1,27,0,""
"Biotin metabolism",1,1,1,3,0,""
"ABC transporters",1,1,1,47,0,""
"Glycosphingolipid biosynthesis - ganglio series",1,1,1,15,0,""
"Renin-angiotensin system",1,1,1,35,0,""
"Riboflavin metabolism",1,1,1,8,0,""
"Base excision repair",1,1,1,33,0,""
"Sphingolipid metabolism",1,1,1,48,0,""
"Glycosphingolipid biosynthesis - globo and isoglobo series",1,1,1,16,0,""
"Intestinal immune network for IgA production",1,1,1,41,0,""
"Vitamin digestion and absorption",1,1,1,24,0,""
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin",1,1,1,24,0,""
"Autophagy - other",1,1,1,32,0,""
"Taurine and hypotaurine metabolism",1,1,1,11,0,""
"Valine, leucine and isoleucine biosynthesis",1,1,1,4,0,""
"SNARE interactions in vesicular transport",1,1,1,33,0,""
"Nitrogen metabolism",1,1,1,17,0,""
"Steroid biosynthesis",1,1,1,19,0,""
"Ubiquinone and other terpenoid-quinone biosynthesis",1,1,1,11,0,""
"Phosphonate and phosphinate metabolism",1,1,1,6,0,""
"Sulfur metabolism",1,1,1,11,0,""
"Caffeine metabolism",1,1,1,6,0,""
"D-Arginine and D-ornithine metabolism",1,1,1,1,0,""
"Glycosaminoglycan biosynthesis - keratan sulfate",1,1,1,14,0,""
"D-Glutamine and D-glutamate metabolism",1,1,1,3,0,""
"Sulfur relay system",1,1,1,8,0,""
"Lipoic acid metabolism",1,1,1,3,0,""
