"","Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HighScoreGenes","HighScoreGenesNames","MedScoreGenesNames","EnrichScore"
"11","TNF signaling pathway",0,0.007,0.074,108,21,11,"DNM1L, CREB1, EDN1, TAB2, ICAM1, JUN, MAP3K7, TNFRSF1A, PIK3R3, CFLAR, CREB3L1","MAP3K8, ATF6B, JAG1, PGAM5, TAB3, IKBKB, MAPK13, RELA, BCL3, RIPK1",0.359
"12","Chemokine signaling pathway",0,0.008,0.093,182,30,9,"CCR8, GNG4, KRAS, PXN, CCL3, CCL7, STAT1, CXCR4, PIK3R3","CXCL13, CX3CR1, PTK2B, GNAI3, GNG3, GNG10, CXCR3, GRK4, GSK3A, IKBKB, PF4, PLCB4, PARD3, RAP1A, RELA, CCL13, CCL18, CXCL11, BRAF, XCL2, CDC42",0.232
"13","NOD-like receptor signaling pathway",0,0.008,0.098,166,28,10,"DNM1L, NAMPT, IRF9, TAB2, JUN, MYD88, BCL2L1, STAT1, MAP3K7, TLR4","TXNIP, GABARAPL2, TICAM1, TAB3, PYDC1, GBP2, IFNA13, IFNA16, IKBKB, ITPR3, MEFV, PLCB4, MAPK13, NLRC4, RELA, GSDMD, RIPK1, NLRP12",0.263
"14","Protein processing in endoplasmic reticulum",0,0.009,0.123,160,27,9,"STUB1, HSPH1, UBE2J2, DAD1, EIF2S1, HSPA5, P4HB, DERL2, HSP90B1","BCAP31, SEC23B, SEC63, ATF6B, SEC31B, SEC61A1, DNAJB2, DNAJA1, PARK2, YOD1, NSFL1C, UBQLN4, BAG1, DNAJC1, VCP, LMAN1L, CALR, CAPN2",0.251
"15","Ras signaling pathway",0.001,0.011,0.171,223,34,11,"RASA4, CSF1R, FGFR3, LAT, GNG4, KRAS, PLCE1, PDGFRB, BCL2L1, PIK3R3, RASAL2","EFNA2, EGFR, FGF7, FGF8, FGF9, FGF10, MRAS, RASA3, FLT4, PLA2G2D, GNG3, GNG10, KSR2, PLA2G4D, IKBKB, NGFR, PLA2G4A, RAP1A, RELA, JMJD7-PLA2G4B, RAPGEF5, GAB2, CDC42",0.238
"16","Aldosterone-regulated sodium reabsorption",0.001,0.013,0.215,37,10,3,"KRAS, ATP1B3, PIK3R3","ATP1B4, SFN, ATP1A3, ATP1B2, PDPK1, SCNN1A, SCNN1G",0.285
"17","Regulation of actin cytoskeleton",0.001,0.014,0.246,210,32,10,"CFL1, FGFR3, ITGB3, KRAS, MOS, PDGFRB, PXN, PIK3R3, CD14, ARHGEF6","ARPC1B, CFL2, EGFR, FGF7, FGF8, FGF9, FGF10, MRAS, CYFIP2, GIT1, MYLPF, PFN3, ITGA5, ITGAM, ITGAV, ITGB1, PFN1, MYL7, BDKRB1, BRAF, MYLK2, CDC42",0.232
"18","Serotonergic synapse",0.001,0.016,0.282,111,20,4,"GABRB2, GNG4, HTR6, KRAS","RAPGEF3, ALOX15, GABRB3, GNAI3, GNAO1, GNG3, GNG10, PLA2G4D, HTR1A, ITPR3, PLA2G4A, PLCB4, SLC18A2, BRAF, CACNA1C, JMJD7-PLA2G4B",0.19
"19","cAMP signaling pathway",0.001,0.018,0.354,197,30,9,"CREB1, DRD5, HTR6, JUN, ATP1B3, PLCE1, GHRL, PIK3R3, CREB3L1","RAPGEF3, GRIN3B, ADCYAP1R1, CNGA1, ADRB2, DRD2, ATP1B4, GNAI3, GRIA3, HTR1A, HCAR2, ATP1A3, ATP1B2, ATP2B3, PDE3B, PDE4C, PTGER2, RAP1A, RELA, BRAF, CACNA1C",0.226
"20","Dopaminergic synapse",0.002,0.018,0.385,130,22,6,"CREB1, DRD5, GNG4, PPP2CB, PPP2R5E, CREB3L1","ATF6B, DRD2, DRD3, GNAI3, GNAO1, GNG3, GNG10, GRIA3, GSK3A, ITPR3, PLCB4, PPP2R5A, MAPK13, SLC6A3, SLC18A2, CACNA1C",0.221
"21","Relaxin signaling pathway",0.002,0.018,0.385,130,22,8,"COL1A2, CREB1, EDN1, GNG4, JUN, KRAS, PIK3R3, CREB3L1","RLN3, COL4A2, ATF6B, EGFR, GNA15, GNAI3, GNAO1, GNG3, GNG10, PLCB4, MAPK13, ACTA2, RELA, RLN2",0.266
"22","Phagosome",0.002,0.018,0.4,147,24,10,"HLA-DQA2, ITGB3, ATP6V0A4, ATP6V1B2, ATP6AP1, TLR2, TLR4, TUBA1A, ATP6V0E1, CD14","TCIRG1, DYNC1H1, DYNC1I1, DYNC1I2, SEC61A1, ITGA5, ITGAM, ITGAV, ITGB1, MSR1, STX18, TAP1, CALR, RILP",0.29
"23","Cytokine-cytokine receptor interaction",0.002,0.024,0.563,266,37,12,"CCR8, CSF1R, IL3, IL3RA, IL12A, PDGFRB, CCL3, CCL7, THPO, TNFRSF1A, CXCR4, PLEKHO2","CXCL13, CX3CR1, EDA, EGFR, EPO, FLT4, GH2, CXCR3, IL19, IFNA13, IFNA16, IL17A, NGFR, IL21R, IL22, PF4, TNFRSF17, CCL13, CCL18, CXCL11, BMP7, BMPR1B, XCL2, TNFRSF4, TNFRSF11A",0.232
"24","Mitophagy - animal",0.002,0.025,0.591,63,13,6,"CSNK2A2, JUN, KRAS, BCL2L1, SP1, UBB","GABARAPL2, PGAM5, MRAS, ATG9B, PARK2, RELA, USP30",0.334
"25","Proximal tubule bicarbonate reclamation",0.002,0.025,0.614,23,7,3,"SLC38A3, SLC25A10, ATP1B3","ATP1B4, ATP1A3, ATP1B2, CA4",0.366
"26","Osteoclast differentiation",0.003,0.025,0.654,127,21,13,"IRF9, CREB1, CSF1R, CYLD, FHL2, TAB2, ITGB3, JUN, SPI1, STAT1, MAP3K7, TNFRSF1A, PIK3R3","SIRPB1, LILRA5, IKBKB, PPP3R2, MAPK13, RELA, TNFRSF11A, GAB2",0.392
"27","Renin secretion",0.003,0.029,0.79,65,13,1,"CREB1","ADCYAP1R1, ADRB2, ACE, GNAI3, GUCY1B3, ITPR3, PDE3B, PDE1B, PLCB4, PPP3R2, PTGER2, CACNA1C",0.138
"28","Long-term depression",0.004,0.035,0.973,59,12,2,"KRAS, PPP2CB","GNAI3, GNAO1, PLA2G4D, GRIA3, GUCY1B3, ITPR3, PLA2G4A, PLCB4, BRAF, JMJD7-PLA2G4B",0.185
"29","GnRH signaling pathway",0.004,0.038,1,91,16,2,"JUN, KRAS","MAP3K2, CGA, EGFR, PTK2B, GNRH2, PLA2G4D, ITPR3, MAP3K3, PLA2G4A, PLCB4, MAPK13, CACNA1C, JMJD7-PLA2G4B, CDC42",0.15
"30","Thyroid hormone signaling pathway",0.005,0.038,1,116,19,10,"RCAN2, SLC16A10, HDAC2, ITGB3, KRAS, ATP1B3, PLCE1, SLC2A1, STAT1, PIK3R3","ATP1B4, ITGAV, MYH6, ATP1A3, ATP1B2, PDPK1, PLCB4, SLCO1C1, NCOA3",0.345
"31","Focal adhesion",0.005,0.041,1,196,28,8,"COL1A2, ITGB3, JUN, PDGFRB, PXN, PIK3R3, CAV3, CCND3","COL4A2, EGFR, FLT4, MYLPF, TNC, ITGA5, ITGAV, ITGB1, LAMA4, ARHGAP5, PDPK1, MYL7, RAP1A, TNN, BRAF, CAPN2, TLN2, MYLK2, CCND2, CDC42",0.214
"32","Ether lipid metabolism",0.01,0.076,1,43,9,2,"CEPT1, LPCAT4","ENPP6, PLA2G2D, PLA2G4D, PAFAH1B3, PLA2G4A, JMJD7-PLA2G4B",0.216
"33","cGMP-PKG signaling pathway",0.011,0.086,1,162,23,4,"CREB1, ADORA3, ATP1B3, CREB3L1","CNGA1, ATF6B, ADRB2, ATP1B4, GNAI3, GUCY1B3, ITPR3, ATP1A3, ATP1B2, ATP2A1, ATP2B3, PDE3B, PLCB4, PPP3R2, TRPC6, CACNA1C, MYLK2, PDE5A",0.158
"34","Insulin secretion",0.012,0.086,1,84,14,4,"CREB1, ATP1B3, SLC2A1, CREB3L1","ADCYAP1R1, ATF6B, ATP1B4, ITPR3, KCNJ11, ATP1A3, ATP1B2, PLCB4, STX1A, CACNA1C",0.226
"35","Citrate cycle (TCA cycle)",0.012,0.086,1,30,7,4,"ACO2, PC, SDHC, SDHD","DLD, IDH3B, PDHA1",0.402
"36","Glucagon signaling pathway",0.013,0.092,1,102,16,4,"CREB1, GYS2, SLC2A1, CREB3L1","PPARGC1A, G6PC, ITPR3, LDHB, PDE3B, PDHA1, PHKB, PLCB4, PPP4C, PPP3R2, PYGM, LDHAL6B",0.203
"37","mRNA surveillance pathway",0.015,0.098,1,86,14,6,"NXF1, ACIN1, PCF11, PPP2CB, PPP2R5E, RBM8A","SRRM1, PAPOLA, PABPC5, SSU72, NXT1, PABPC1L2A, PPP2R5A, PABPC4",0.296
"38","Notch signaling pathway",0.017,0.111,1,47,9,4,"SNW1, NCSTN, HDAC2, APH1A","JAG1, DTX1, RBPJ, MFNG, NUMBL",0.318
"39","Endocrine and other factor-regulated calcium reabsorption",0.017,0.111,1,47,9,1,"ATP1B3","CLTA, CLTC, DNM1, ATP1B4, ATP1A3, ATP1B2, PLCB4, TRPV5",0.151
"40","Adrenergic signaling in cardiomyocytes",0.021,0.128,1,143,20,6,"CREB1, ATP1B3, PPP2CB, PPP2R5E, CACNA2D1, CREB3L1","RAPGEF3, ATF6B, ADRB2, ATP1B4, GNAI3, MYH6, ATP1A3, ATP1B2, ATP2B3, PLCB4, PPP2R5A, MAPK13, CACNA1C, CACNB4",0.22
"41","AGE-RAGE signaling pathway in diabetic complications",0.022,0.132,1,99,15,10,"COL1A2, EDN1, EGR1, ICAM1, JUN, KRAS, SMAD4, PLCE1, STAT1, PIK3R3","COL4A2, PLCB4, MAPK13, RELA, CDC42",0.409
"42","Sphingolipid signaling pathway",0.024,0.139,1,118,17,10,"SGPP2, ADORA3, KRAS, ASAH1, PPP2CB, PPP2R5E, SMPD2, TNFRSF1A, PIK3R3, SGPL1","GNAI3, PDPK1, PLCB4, PPP2R5A, MAPK13, RELA, GAB2",0.366
"43","Apoptosis",0.024,0.139,1,136,19,11,"EIF2S1, IL3, IL3RA, JUN, KRAS, PMAIP1, BCL2L1, TNFRSF1A, TUBA1A, PIK3R3, CFLAR","ENDOG, BIRC5, IKBKB, ITPR3, PDPK1, RELA, CAPN2, RIPK1",0.359
"44","Other types of O-glycan biosynthesis",0.024,0.139,1,20,5,2,"POFUT1, PLOD3","MFNG, OGT",0.325
"45","VEGF signaling pathway",0.025,0.139,1,58,10,3,"KRAS, PXN, PIK3R3","PLA2G4D, PLA2G4A, PPP3R2, MAPK13, MAPKAPK3, JMJD7-PLA2G4B, CDC42",0.236
"46","Platelet activation",0.03,0.162,1,121,17,3,"COL1A2, ITGB3, PIK3R3","FGA, GNAI3, PLA2G4D, GUCY1B3, ITGB1, ITPR3, PLA2G4A, PLCB4, MAPK13, PTGIR, RAP1A, TLN2, MYLK2, JMJD7-PLA2G4B",0.158
"47","RIG-I-like receptor signaling pathway",0.036,0.191,1,70,11,3,"CYLD, IL12A, MAP3K7","DDX3X, IFNA13, IFNA16, IKBKB, OTUD5, MAPK13, RELA, RIPK1",0.215
"48","Phospholipase D signaling pathway",0.04,0.2,1,144,19,3,"KRAS, PDGFRB, PIK3R3","RAPGEF3, DNM1, EGFR, PTK2B, MRAS, PLA2G4D, LPAR4, PLA2G4A, PLCB4, AVPR1A, DGKZ, DGKE, JMJD7-PLA2G4B, CYTH1, GAB2",0.145
"49","Th17 cell differentiation",0.04,0.2,1,107,15,7,"LAT, HLA-DQA2, JUN, SMAD4, NFKBIE, STAT1, RUNX1","GATA3, IKBKB, IL17A, IL21R, IL22, PPP3R2, MAPK13, RELA",0.303
"50","Apelin signaling pathway",0.041,0.2,1,135,18,4,"EGR1, GNG4, KRAS, SMAD4","PPARGC1A, GABARAPL2, CTGF, JAG1, MRAS, GNAI3, GNG3, GNG10, ITPR3, PDE3B, PLCB4, ACTA2, MYLK2",0.178
"51","Estrogen signaling pathway",0.041,0.2,1,98,14,7,"CREB1, JUN, KRAS, SP1, HSP90B1, PIK3R3, CREB3L1","ATF6B, EGFR, GNAI3, GNAO1, ITPR3, OPRM1, PLCB4",0.321
