"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"2836",140497,"Cd300c2","HighConf","Yes",NA,"Ms4a6d, Mpeg1, Ms4a7, Clec4n, Slamf8, Ctss, Fcgr1, Ccr5, Havcr2","Phagosome (2), Hematopoietic cell lineage (1), Chemokine signaling pathway (1), Cytokine-cytokine receptor interaction (1)"
"3124",12630,"Cfi","HighConf","Yes","Complement and coagulation cascades","Uox, Kng2","Complement and coagulation cascades (1), Caffeine metabolism (1)"
"3332",17474,"Clec4d","HighConf","Yes",NA,"Ms4a6d, Ctss, Fcgr1, Clec4n","Phagosome (2), Hematopoietic cell lineage (1)"
"3336",56620,"Clec4n","HighConf","Yes",NA,"Clec4d, Ctss, Mpeg1, Ccr5, Ms4a6d, Ms4a7, Fcgr1, Cd300c2","Phagosome (2), Hematopoietic cell lineage (1), Chemokine signaling pathway (1), Cytokine-cytokine receptor interaction (1)"
"3478",12816,"Col12a1","MedConf","Yes","Protein digestion and absorption","Col3a1, Col5a1, Col5a2, Col14a1, Col1a1","Protein digestion and absorption (5), AGE-RAGE signaling pathway in diabetic complications (2), Relaxin signaling pathway (2), PI3K-Akt signaling pathway (1), Focal adhesion (1), ECM-receptor interaction (1)"
"3480",12818,"Col14a1","MedConf","Yes","Protein digestion and absorption","Col5a2, Col12a1, Col3a1, Col5a1, Mmp10, Mmp2, Mmp3, Col1a1, Mmp13","Protein digestion and absorption (5), Relaxin signaling pathway (4), AGE-RAGE signaling pathway in diabetic complications (3), IL-17 signaling pathway (2), PI3K-Akt signaling pathway (1), Focal adhesion (1), ECM-receptor interaction (1), TNF signaling pathway (1)"
"3486",12842,"Col1a1","MedConf","Yes","Protein digestion and absorption, ECM-receptor interaction, Focal adhesion, PI3K-Akt signaling pathway, Relaxin signaling pathway, AGE-RAGE signaling pathway in diabetic complications","Col14a1, Col5a2, Col12a1, Col3a1, Col5a1, Efemp2, Fbln2, Postn, Fstl1, P3h1, Thbs2, Mmp2, Itga11, Lum","Protein digestion and absorption (5), PI3K-Akt signaling pathway (2), Focal adhesion (2), ECM-receptor interaction (2), AGE-RAGE signaling pathway in diabetic complications (2), Relaxin signaling pathway (2), Phagosome (1)"
"3494",12825,"Col3a1","HighConf","Yes","Protein digestion and absorption, Relaxin signaling pathway, AGE-RAGE signaling pathway in diabetic complications","Col5a1, Postn, Fstl1, P3h1, Aspn, Mmp2, Col1a1, Itga11, Col5a2, Col12a1, Lum, Col14a1","Protein digestion and absorption (5), AGE-RAGE signaling pathway in diabetic complications (2), Relaxin signaling pathway (2), PI3K-Akt signaling pathway (2), Focal adhesion (2), ECM-receptor interaction (2)"
"3502",12831,"Col5a1","HighConf","Yes","Protein digestion and absorption","Efemp2, Fbln2, Fstl1, Aebp1, Col5a2, Mmp2, Col1a1, Thbs2, Col3a1, Col14a1, Col12a1, Itga11","Protein digestion and absorption (5), AGE-RAGE signaling pathway in diabetic complications (3), Relaxin signaling pathway (3), PI3K-Akt signaling pathway (3), Focal adhesion (3), ECM-receptor interaction (3), Phagosome (1)"
"3503",12832,"Col5a2","MedConf","Yes","Protein digestion and absorption","Col12a1, Col3a1, Col5a1, Efemp2, Postn, Fstl1, Loxl2, Col14a1, Itga11, Col1a1","Protein digestion and absorption (5), AGE-RAGE signaling pathway in diabetic complications (2), Relaxin signaling pathway (2), PI3K-Akt signaling pathway (2), Focal adhesion (2), ECM-receptor interaction (2)"
"3839",13040,"Ctss","MedConf","Yes","Phagosome","Apobec1, Havcr2, Cd300c2, Ms4a6d, Mpeg1, Ms4a7, Clec4n, Slamf8, Clec4d, Abcg1, Fcgr1","Phagosome (1), Hematopoietic cell lineage (1)"
"3871",15945,"Cxcl10","HighConf","Yes","IL-17 signaling pathway, Cytosolic DNA-sensing pathway, Cytokine-cytokine receptor interaction, TNF signaling pathway, Chemokine signaling pathway","Fcgr1, Zbp1, Iigp1, Fam26f, Cxcl5, Slamf8, Tgtp2, Ccr5, Agtr2, Saa2, Saa1, Bdkrb1, Bcl3, Kng2, Socs1","Complement and coagulation cascades (2), Chemokine signaling pathway (2), Cytokine-cytokine receptor interaction (2), Renin-angiotensin system (1), TNF signaling pathway (1), IL-17 signaling pathway (1), Cytosolic DNA-sensing pathway (1), Phagosome (1), Hematopoietic cell lineage (1)"
"3881",20311,"Cxcl5","HighConf","Yes","IL-17 signaling pathway, Cytokine-cytokine receptor interaction, Chemokine signaling pathway","Agtr2, Kng2, Cxcl10, Bdkrb1, Saa2, Ccr5, Saa1","Chemokine signaling pathway (2), Cytokine-cytokine receptor interaction (2), Complement and coagulation cascades (2), TNF signaling pathway (1), Cytosolic DNA-sensing pathway (1), IL-17 signaling pathway (1), Renin-angiotensin system (1)"
"4721",58859,"Efemp2","MedConf","Yes",NA,"Fbln2, Fstl1, Aebp1, Col5a1, Col1a1, Col5a2","Protein digestion and absorption (3), AGE-RAGE signaling pathway in diabetic complications (1), Relaxin signaling pathway (1), PI3K-Akt signaling pathway (1), Focal adhesion (1), ECM-receptor interaction (1)"
"4842",13717,"Eln","MedConf","Yes","Protein digestion and absorption",NA,NA
"5284",215900,"Fam26f","HighConf","Yes",NA,"Slamf8, Fcgr1, Mpeg1, Cxcl10, Iigp1, Ms4a6d, Zbp1","Cytosolic DNA-sensing pathway (2), Phagosome (1), Hematopoietic cell lineage (1), Chemokine signaling pathway (1), TNF signaling pathway (1), Cytokine-cytokine receptor interaction (1), IL-17 signaling pathway (1)"
"5371",14115,"Fbln2","HighConf","Yes",NA,"Fstl1, Col5a1, Col1a1, Efemp2","Protein digestion and absorption (2), AGE-RAGE signaling pathway in diabetic complications (1), Relaxin signaling pathway (1), PI3K-Akt signaling pathway (1), Focal adhesion (1), ECM-receptor interaction (1)"
"5450",14129,"Fcgr1","MedConf","Yes","Hematopoietic cell lineage, Phagosome","Zbp1, Ctss, Ccl8, Cd300c2, Ms4a6d, Mpeg1, Ms4a7, Clec4n, Fam26f, Slamf8, Mt2, Clec4d, Cxcl10, Ccr5","Chemokine signaling pathway (3), Cytokine-cytokine receptor interaction (3), Cytosolic DNA-sensing pathway (2), TNF signaling pathway (1), IL-17 signaling pathway (1), Phagosome (1)"
"5707",14314,"Fstl1","MedConf","Yes",NA,"Col5a2, Col1a1, Mmp2, Lamb1, Fbln2, Efemp2, Col5a1, Col3a1","Protein digestion and absorption (4), AGE-RAGE signaling pathway in diabetic complications (3), Relaxin signaling pathway (3), PI3K-Akt signaling pathway (2), Focal adhesion (2), ECM-receptor interaction (2)"
"5854",14456,"Gas6","MedConf","Yes",NA,"Timp1, Kng2","Complement and coagulation cascades (1), HIF-1 signaling pathway (1)"
"6605",171285,"Havcr2","MedConf","Yes",NA,"Cd300c2, Ms4a6d, Mpeg1, Ctss","Phagosome (1)"
"6712",15251,"Hif1a","MedConf","Yes","HIF-1 signaling pathway","Mmp14, Nos2","Arginine and proline metabolism (1), HIF-1 signaling pathway (1), Relaxin signaling pathway (1), TNF signaling pathway (1)"
"7113",16000,"Igf1","MedConf","Yes","Focal adhesion, PI3K-Akt signaling pathway, HIF-1 signaling pathway",NA,NA
"7146",60440,"Iigp1","HighConf","Yes",NA,"Fam26f, Tgtp2, Zbp1, Cxcl10","Cytosolic DNA-sensing pathway (2), Chemokine signaling pathway (1), TNF signaling pathway (1), Cytokine-cytokine receptor interaction (1), IL-17 signaling pathway (1)"
"7161",16156,"Il11","HighConf","Yes","Hematopoietic cell lineage, Cytokine-cytokine receptor interaction","Il4ra","Cytokine-cytokine receptor interaction (1), Hematopoietic cell lineage (1), PI3K-Akt signaling pathway (1)"
"7220",77125,"Il33","HighConf","Yes","Cytosolic DNA-sensing pathway",NA,NA
"7225",16190,"Il4ra","HighConf","Yes","PI3K-Akt signaling pathway, Hematopoietic cell lineage, Cytokine-cytokine receptor interaction","Socs1, Il11","Cytokine-cytokine receptor interaction (1), Hematopoietic cell lineage (1)"
"7383",319480,"Itga11","MedConf","Yes","ECM-receptor interaction, Focal adhesion, PI3K-Akt signaling pathway","Col1a1, Col5a2, Col3a1, Col5a1, Tnn, Thbs4, Thbs2, Lamb1","PI3K-Akt signaling pathway (5), Focal adhesion (5), ECM-receptor interaction (5), Protein digestion and absorption (4), Phagosome (2), AGE-RAGE signaling pathway in diabetic complications (2), Relaxin signaling pathway (2)"
"7805",385643,"Kng2","HighConf","Yes","Complement and coagulation cascades","Agtr2, Cxcl10, Cfi, Cxcl5, Tacr1, Uox, Gas6, Saa2, Bdkrb1, Ccr5, Nos2, Saa1, Timp1","Chemokine signaling pathway (3), Cytokine-cytokine receptor interaction (3), Complement and coagulation cascades (2), HIF-1 signaling pathway (2), IL-17 signaling pathway (2), Arginine and proline metabolism (1), Relaxin signaling pathway (1), Caffeine metabolism (1), TNF signaling pathway (1), Cytosolic DNA-sensing pathway (1), Renin-angiotensin system (1)"
"7898",16777,"Lamb1","MedConf","Yes","ECM-receptor interaction, Focal adhesion, PI3K-Akt signaling pathway","Itga11, Mmp14, Fstl1","TNF signaling pathway (1), PI3K-Akt signaling pathway (1), Focal adhesion (1), ECM-receptor interaction (1)"
"8126",94352,"Loxl2","MedConf","Yes",NA,"Col5a2","Protein digestion and absorption (1)"
"8277",17022,"Lum","MedConf","Yes",NA,"Col1a1, Col3a1, Postn, Mmp2","AGE-RAGE signaling pathway in diabetic complications (3), Relaxin signaling pathway (3), Protein digestion and absorption (2), PI3K-Akt signaling pathway (1), Focal adhesion (1), ECM-receptor interaction (1)"
"8490",17174,"Masp1","HighConf","Yes","Complement and coagulation cascades",NA,NA
"8816",17384,"Mmp10","HighConf","Yes",NA,"Mmp3, Mmp13, Col14a1, Mmp14, Timp1, Mmp2","Relaxin signaling pathway (2), TNF signaling pathway (2), IL-17 signaling pathway (2), HIF-1 signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Protein digestion and absorption (1)"
"8819",17386,"Mmp13","HighConf","Yes","Relaxin signaling pathway, IL-17 signaling pathway","Col14a1, Mmp14, Mmp10, Mmp3, Mmp2","TNF signaling pathway (2), IL-17 signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Relaxin signaling pathway (1), Protein digestion and absorption (1)"
"8820",17387,"Mmp14","MedConf","Yes","TNF signaling pathway","Mmp10, Mmp13, Hif1a, Mmp3, Mmp2, Lamb1, Timp1","IL-17 signaling pathway (2), Relaxin signaling pathway (2), HIF-1 signaling pathway (2), TNF signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), PI3K-Akt signaling pathway (1), Focal adhesion (1), ECM-receptor interaction (1)"
"8827",17390,"Mmp2","HighConf","Yes","Relaxin signaling pathway, AGE-RAGE signaling pathway in diabetic complications","Mmp10, Mmp3, Thbs2, Lum, Mmp13, Col1a1, Col14a1, Col3a1, Col5a1, Mmp14, Fstl1, Aebp1","Protein digestion and absorption (4), Relaxin signaling pathway (3), TNF signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), PI3K-Akt signaling pathway (2), Focal adhesion (2), ECM-receptor interaction (2), IL-17 signaling pathway (2), Phagosome (1)"
"8835",17392,"Mmp3","HighConf","Yes","IL-17 signaling pathway, TNF signaling pathway","Mmp13, Col14a1, Mmp14, Mmp10, Timp1, Mmp2","Relaxin signaling pathway (2), HIF-1 signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), Protein digestion and absorption (1), IL-17 signaling pathway (1)"
"8886",17476,"Mpeg1","HighConf","Yes",NA,"Ms4a7, Clec4n, Fam26f, Slamf8, Fcgr1, Apobec1, Havcr2, Ctss, Cd300c2, Ms4a6d","Phagosome (2), Hematopoietic cell lineage (1)"
"9035",68774,"Ms4a6d","MedConf","Yes",NA,"Mpeg1, Ms4a7, Clec4n, Fam26f, Slamf8, Clec4d, Fcgr1, Cd300c2, Havcr2, Ccl8, Ctss, Ccr5","Chemokine signaling pathway (2), Cytokine-cytokine receptor interaction (2), Phagosome (2), Hematopoietic cell lineage (1)"
"9036",109225,"Ms4a7","HighConf","Yes",NA,"Clec4n, Ms4a6d, Mpeg1, Ctss, Ccl8, Fcgr1, Cd300c2","Phagosome (2), Chemokine signaling pathway (1), Cytokine-cytokine receptor interaction (1), Hematopoietic cell lineage (1)"
"9072",17750,"Mt2","MedConf","Yes",NA,"Fcgr1","Phagosome (1), Hematopoietic cell lineage (1)"
"9676",18126,"Nos2","HighConf","Yes","Relaxin signaling pathway, HIF-1 signaling pathway, Arginine and proline metabolism","Hif1a, Kng2","Complement and coagulation cascades (1), HIF-1 signaling pathway (1)"
"9690",50490,"Nox4","HighConf","Yes","AGE-RAGE signaling pathway in diabetic complications",NA,NA
"11119",56401,"P3h1","MedConf","Yes",NA,"Col1a1, Col3a1","AGE-RAGE signaling pathway in diabetic complications (2), Relaxin signaling pathway (2), Protein digestion and absorption (2), PI3K-Akt signaling pathway (1), Focal adhesion (1), ECM-receptor interaction (1)"
"11125",320452,"P4ha3","HighConf","Yes","Arginine and proline metabolism",NA,NA
"11980",50706,"Postn","HighConf","Yes",NA,"Aspn, Col3a1, Col5a2, Col1a1, Lum","Protein digestion and absorption (3), AGE-RAGE signaling pathway in diabetic complications (2), Relaxin signaling pathway (2), PI3K-Akt signaling pathway (1), Focal adhesion (1), ECM-receptor interaction (1)"
"13396",20208,"Saa1","HighConf","Yes",NA,"Kng2, Agtr2, Cxcl10, Cxcl5, Tacr1, Bdkrb1, Saa2, Ccr5","Chemokine signaling pathway (3), Cytokine-cytokine receptor interaction (3), Complement and coagulation cascades (2), IL-17 signaling pathway (2), TNF signaling pathway (1), Cytosolic DNA-sensing pathway (1), Renin-angiotensin system (1)"
"13397",20209,"Saa2","HighConf","Yes",NA,"Bdkrb1, Saa1, Kng2, Agtr2, Cxcl10, Cxcl5, Tacr1, Ccr5","Chemokine signaling pathway (3), Cytokine-cytokine receptor interaction (3), IL-17 signaling pathway (2), Complement and coagulation cascades (2), TNF signaling pathway (1), Cytosolic DNA-sensing pathway (1), Renin-angiotensin system (1)"
"13453",216161,"Sbno2","MedConf","Yes",NA,"Bcl3","TNF signaling pathway (1)"
"13921",74748,"Slamf8","HighConf","Yes",NA,"Ctss, Cxcl10, Fam26f, Ms4a6d, Mpeg1, Cd300c2, Fcgr1","Phagosome (2), Hematopoietic cell lineage (1), Chemokine signaling pathway (1), TNF signaling pathway (1), Cytokine-cytokine receptor interaction (1), Cytosolic DNA-sensing pathway (1), IL-17 signaling pathway (1)"
"14471",12703,"Socs1","MedConf","Yes",NA,"Cxcl10, Il4ra","Cytokine-cytokine receptor interaction (2), Hematopoietic cell lineage (1), PI3K-Akt signaling pathway (1), Chemokine signaling pathway (1), TNF signaling pathway (1), Cytosolic DNA-sensing pathway (1), IL-17 signaling pathway (1)"
"15074",21336,"Tacr1","MedConf","Yes",NA,"Saa2, Saa1, Kng2, Bdkrb1","Complement and coagulation cascades (2)"
"15418",100039796,"Tgtp2","MedConf","Yes",NA,"Cxcl10, Iigp1","Chemokine signaling pathway (1), TNF signaling pathway (1), Cytokine-cytokine receptor interaction (1), Cytosolic DNA-sensing pathway (1), IL-17 signaling pathway (1)"
"15430",21826,"Thbs2","MedConf","Yes","ECM-receptor interaction, Focal adhesion, PI3K-Akt signaling pathway, Phagosome","Itga11, Col1a1, Col5a1, Thbs4, Mmp2","PI3K-Akt signaling pathway (3), Focal adhesion (3), ECM-receptor interaction (3), AGE-RAGE signaling pathway in diabetic complications (2), Relaxin signaling pathway (2), Protein digestion and absorption (2), Phagosome (1)"
"15432",21828,"Thbs4","MedConf","Yes","ECM-receptor interaction, Focal adhesion, PI3K-Akt signaling pathway, Phagosome","Thbs2, Itga11","PI3K-Akt signaling pathway (2), Focal adhesion (2), ECM-receptor interaction (2), Phagosome (1)"
"15493",21857,"Timp1","HighConf","Yes","HIF-1 signaling pathway","Kng2, Mmp10, Mmp3, Mmp14, Gas6","TNF signaling pathway (2), IL-17 signaling pathway (1), Complement and coagulation cascades (1)"
"15863",329278,"Tnn","HighConf","Yes","ECM-receptor interaction, Focal adhesion, PI3K-Akt signaling pathway","Itga11","PI3K-Akt signaling pathway (1), Focal adhesion (1), ECM-receptor interaction (1)"
"16496",22262,"Uox","HighConf","Yes","Caffeine metabolism","Cfi, Kng2","Complement and coagulation cascades (2)"
"17102",58203,"Zbp1","MedConf","Yes","Cytosolic DNA-sensing pathway","Iigp1, Fam26f, Cxcl10, Fcgr1","Phagosome (1), Hematopoietic cell lineage (1), Chemokine signaling pathway (1), TNF signaling pathway (1), Cytokine-cytokine receptor interaction (1), Cytosolic DNA-sensing pathway (1), IL-17 signaling pathway (1)"
