"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Gastric acid secretion",0.203,0.919,1,68,4,"ITPR1, ITPR3, PLCB2, MYLK2"
"Hepatitis C",0.212,0.938,1,117,6,"EGF, PPARA, PPP2R2B, MAPK10, PPP2R2D, OCLN"
"Endometrial cancer",0.217,0.943,1,47,3,"APC, EGF, TCF7L2"
"Alzheimer's disease",0.249,1,1,149,7,"ATP5B, CACNA1D, GRIN2B, ITPR1, ITPR3, PLCB2, COX7A2L"
"Basal cell carcinoma",0.254,1,1,51,3,"APC, TCF7L2, STK36"
"Endocytosis",0.255,1,1,176,8,"EGF, HSPA1L, HSPA2, HSPA8, PLD2, PRKCI, SH3GL1, GIT1"
"Leishmaniasis",0.263,1,1,52,3,"IL1A, ITGB1, TAB2"
"Fc epsilon RI signaling pathway",0.27,1,1,77,4,"FYN, MAPK10, MAP2K3, PLA2G4B"
"Ether lipid metabolism",0.275,1,1,30,2,"PLD2, PLA2G4B"
"Prion diseases",0.3,1,1,32,2,"FYN, IL1A"
"Wnt signaling pathway",0.341,1,1,139,6,"APC, CREBBP, PLCB2, MAPK10, TCF7L2, ROCK2"
"Fc gamma R-mediated phagocytosis",0.348,1,1,87,4,"PLD2, ARPC3, ARPC2, PLA2G4B"
"Renal cell carcinoma",0.348,1,1,61,3,"CREBBP, HIF1A, RAP1B"
"Nucleotide excision repair",0.364,1,1,37,2,"POLE, RFC1"
"Amoebiasis",0.404,1,1,94,4,"ACTN4, COL1A1, COL5A1, PLCB2"
"Pantothenate and CoA biosynthesis",0.408,1,1,15,1,"DPYS"
"Salivary secretion",0.423,1,1,69,3,"ITPR1, ITPR3, PLCB2"
"Graft-versus-host disease",0.428,1,1,16,1,"IL1A"
"Chagas disease (American trypanosomiasis)",0.435,1,1,98,4,"PLCB2, PPP2R2B, MAPK10, PPP2R2D"
"Phosphatidylinositol signaling system",0.451,1,1,72,3,"ITPR1, ITPR3, PLCB2"
"alpha-Linolenic acid metabolism",0.467,1,1,18,1,"PLA2G4B"
"Linoleic acid metabolism",0.485,1,1,19,1,"PLA2G4B"
"Type I diabetes mellitus",0.485,1,1,19,1,"IL1A"
"Progesterone-mediated oocyte maturation",0.495,1,1,77,3,"HSP90AA1, HSP90AB1, MAPK10"
"Parkinson's disease",0.496,1,1,106,4,"SLC25A5, ATP5B, UBB, COX7A2L"
"ErbB signaling pathway",0.513,1,1,79,3,"EGF, MTOR, MAPK10"
"Amyotrophic lateral sclerosis (ALS)",0.527,1,1,51,2,"GRIN2B, MAP2K3"
"beta-Alanine metabolism",0.537,1,1,22,1,"DPYS"
"Glycolysis / Gluconeogenesis",0.537,1,1,52,2,"HK1, PKLR"
"Phagosome",0.547,1,1,113,4,"CANX, ITGB1, TUBB4A, TUBB4B"
"Galactose metabolism",0.552,1,1,23,1,"HK1"
"Maturity onset diabetes of the young",0.552,1,1,23,1,"PKLR"
"Acute myeloid leukemia",0.558,1,1,54,2,"MTOR, TCF7L2"
"Autoimmune thyroid disease",0.583,1,1,25,1,"CGA"
"Regulation of autophagy",0.583,1,1,25,1,"PRKAA1"
"RNA degradation",0.588,1,1,57,2,"HSPA9, PABPC4L"
"Glioma",0.597,1,1,58,2,"EGF, MTOR"
"Systemic lupus erythematosus",0.606,1,1,59,2,"ACTN4, GRIN2B"
"RIG-I-like receptor signaling pathway",0.606,1,1,59,2,"DDX3X, MAPK10"
"African trypanosomiasis",0.611,1,1,27,1,"PLCB2"
"Base excision repair",0.624,1,1,28,1,"POLE"
"Glycerophospholipid metabolism",0.634,1,1,62,2,"PLD2, PLA2G4B"
"Melanogenesis",0.639,1,1,95,3,"CREBBP, PLCB2, TCF7L2"
"Toll-like receptor signaling pathway",0.639,1,1,95,3,"MAPK10, MAP2K3, TAB2"
"Epithelial cell signaling in Helicobacter pylori infection",0.651,1,1,64,2,"MAPK10, GIT1"
"Fatty acid metabolism",0.662,1,1,31,1,"ACSL4"
"Starch and sucrose metabolism",0.662,1,1,31,1,"HK1"
"Cell adhesion molecules (CAMs)",0.667,1,1,99,3,"ITGB1, ITGB8, OCLN"
"Pancreatic cancer",0.668,1,1,66,2,"EGF, MAPK10"
"Protein digestion and absorption",0.684,1,1,68,2,"COL1A1, COL5A1"
"Fructose and mannose metabolism",0.685,1,1,33,1,"HK1"
"Pyruvate metabolism",0.706,1,1,35,1,"PKLR"
"Bladder cancer",0.716,1,1,36,1,"EGF"
"Neurotrophin signaling pathway",0.746,1,1,112,3,"MAPK10, RAP1B, RPS6KA4"
"Fat digestion and absorption",0.754,1,1,40,1,"PLA2G4B"
"Apoptosis",0.754,1,1,78,2,"BIRC2, IL1A"
"Amino sugar and nucleotide sugar metabolism",0.77,1,1,42,1,"HK1"
"Axon guidance",0.772,1,1,117,3,"FYN, ITGB1, ROCK2"
"TGF-beta signaling pathway",0.773,1,1,81,2,"CREBBP, ROCK2"
"Small cell lung cancer",0.773,1,1,81,2,"BIRC2, ITGB1"
"Cytosolic DNA-sensing pathway",0.778,1,1,43,1,"POLR3A"
"Arachidonic acid metabolism",0.778,1,1,43,1,"PLA2G4B"
"Notch signaling pathway",0.801,1,1,46,1,"CREBBP"
"Non-small cell lung cancer",0.827,1,1,50,1,"EGF"
"Natural killer cell mediated cytotoxicity",0.839,1,1,94,2,"FYN, KLRC3"
"Hedgehog signaling pathway",0.839,1,1,52,1,"STK36"
"Jak-STAT signaling pathway",0.845,1,1,134,3,"CREBBP, SOCS1, SOCS2"
"Inositol phosphate metabolism",0.855,1,1,55,1,"PLCB2"
"Oocyte meiosis",0.856,1,1,98,2,"ITPR1, ITPR3"
"p53 signaling pathway",0.887,1,1,62,1,"TSC2"
"Oxidative phosphorylation",0.897,1,1,110,2,"ATP5B, COX7A2L"
"Hematopoietic cell lineage",0.898,1,1,65,1,"IL1A"
"Melanoma",0.902,1,1,66,1,"EGF"
"Cell cycle",0.911,1,1,115,2,"CREBBP, MCM3"
"Rheumatoid arthritis",0.911,1,1,69,1,"IL1A"
"Ubiquitin mediated proteolysis",0.911,1,1,115,2,"BIRC2, SOCS1"
"VEGF signaling pathway",0.923,1,1,73,1,"PLA2G4B"
"Chemokine signaling pathway",0.93,1,1,166,3,"PLCB2, RAP1B, ROCK2"
"Peroxisome",0.931,1,1,76,1,"ACSL4"
"T cell receptor signaling pathway",0.971,1,1,100,1,"FYN"
"Neuroactive ligand-receptor interaction",0.992,1,1,245,3,"CGA, CHRM4, GRIN2B"
"Cytokine-cytokine receptor interaction",0.997,1,1,222,2,"EGF, IL1A"
"Complement and coagulation cascades",1,1,1,59,0,""
"Caffeine metabolism",1,1,1,4,0,""
"Tryptophan metabolism",1,1,1,37,0,""
"Aminoacyl-tRNA biosynthesis",1,1,1,39,0,""
"Alanine, aspartate and glutamate metabolism",1,1,1,29,0,""
"Valine, leucine and isoleucine degradation",1,1,1,38,0,""
"Propanoate metabolism",1,1,1,29,0,""
"Butanoate metabolism",1,1,1,27,0,""
"ABC transporters",1,1,1,37,0,""
"Lysosome",1,1,1,117,0,""
"Chronic myeloid leukemia",1,1,1,66,0,""
"Arginine and proline metabolism",1,1,1,46,0,""
"Histidine metabolism",1,1,1,24,0,""
"Glycosphingolipid biosynthesis - lacto and neolacto series",1,1,1,23,0,""
"Biosynthesis of unsaturated fatty acids",1,1,1,18,0,""
"Fatty acid biosynthesis",1,1,1,6,0,""
"Synthesis and degradation of ketone bodies",1,1,1,8,0,""
"Lysine degradation",1,1,1,37,0,""
"Glyoxylate and dicarboxylate metabolism",1,1,1,16,0,""
"Terpenoid backbone biosynthesis",1,1,1,14,0,""
"Citrate cycle (TCA cycle)",1,1,1,26,0,""
"Riboflavin metabolism",1,1,1,10,0,""
"Vibrio cholerae infection",1,1,1,50,0,""
"Primary immunodeficiency",1,1,1,32,0,""
"Bile secretion",1,1,1,58,0,""
"Olfactory transduction",1,1,1,23,0,""
"Vasopressin-regulated water reabsorption",1,1,1,41,0,""
"Tyrosine metabolism",1,1,1,33,0,""
"Retinol metabolism",1,1,1,31,0,""
"Metabolism of xenobiotics by cytochrome P450",1,1,1,38,0,""
"Drug metabolism - cytochrome P450",1,1,1,41,0,""
"Other glycan degradation",1,1,1,17,0,""
"Renin-angiotensin system",1,1,1,14,0,""
"Glycine, serine and threonine metabolism",1,1,1,32,0,""
"Cysteine and methionine metabolism",1,1,1,34,0,""
"B cell receptor signaling pathway",1,1,1,72,0,""
"Porphyrin and chlorophyll metabolism",1,1,1,29,0,""
"Pentose and glucuronate interconversions",1,1,1,17,0,""
"Ascorbate and aldarate metabolism",1,1,1,14,0,""
"Glycerolipid metabolism",1,1,1,38,0,""
"Phenylalanine metabolism",1,1,1,16,0,""
"Pentose phosphate pathway",1,1,1,24,0,""
"Folate biosynthesis",1,1,1,9,0,""
"One carbon pool by folate",1,1,1,15,0,""
"Nitrogen metabolism",1,1,1,7,0,""
"Glutathione metabolism",1,1,1,45,0,""
"Vitamin B6 metabolism",1,1,1,6,0,""
"Nicotinate and nicotinamide metabolism",1,1,1,22,0,""
"Vitamin digestion and absorption",1,1,1,21,0,""
"Allograft rejection",1,1,1,16,0,""
"Proximal tubule bicarbonate reclamation",1,1,1,15,0,""
"Circadian rhythm - mammal",1,1,1,21,0,""
"Phototransduction",1,1,1,22,0,""
"Sphingolipid metabolism",1,1,1,35,0,""
"Glycosaminoglycan degradation",1,1,1,17,0,""
"Steroid hormone biosynthesis",1,1,1,33,0,""
"Aldosterone-regulated sodium reabsorption",1,1,1,38,0,""
"Collecting duct acid secretion",1,1,1,25,0,""
"Lysine biosynthesis",1,1,1,3,0,""
"Primary bile acid biosynthesis",1,1,1,15,0,""
"Taurine and hypotaurine metabolism",1,1,1,10,0,""
"Valine, leucine and isoleucine biosynthesis",1,1,1,11,0,""
"Intestinal immune network for IgA production",1,1,1,31,0,""
"Staphylococcus aureus infection",1,1,1,29,0,""
"Homologous recombination",1,1,1,24,0,""
"SNARE interactions in vesicular transport",1,1,1,32,0,""
"Biotin metabolism",1,1,1,2,0,""
"Selenocompound metabolism",1,1,1,14,0,""
"Malaria",1,1,1,42,0,""
"Asthma",1,1,1,15,0,""
"Steroid biosynthesis",1,1,1,17,0,""
"N-Glycan biosynthesis",1,1,1,46,0,""
"D-Arginine and D-ornithine metabolism",1,1,1,1,0,""
"Non-homologous end-joining",1,1,1,12,0,""
"Fatty acid elongation in mitochondria",1,1,1,8,0,""
"Dorso-ventral axis formation",1,1,1,19,0,""
"Glycosaminoglycan biosynthesis - heparan sulfate",1,1,1,24,0,""
"Glycosphingolipid biosynthesis - globo series",1,1,1,14,0,""
"Other types of O-glycan biosynthesis",1,1,1,32,0,""
"Glycosaminoglycan biosynthesis - keratan sulfate",1,1,1,14,0,""
"Glycosphingolipid biosynthesis - ganglio series",1,1,1,15,0,""
"Mucin type O-Glycan biosynthesis",1,1,1,27,0,""
"Cyanoamino acid metabolism",1,1,1,6,0,""
"D-Glutamine and D-glutamate metabolism",1,1,1,2,0,""
"Phenylalanine, tyrosine and tryptophan biosynthesis",1,1,1,5,0,""
"Glycosylphosphatidylinositol(GPI)-anchor biosynthesis",1,1,1,23,0,""
"Basal transcription factors",1,1,1,28,0,""
"Ubiquinone and other terpenoid-quinone biosynthesis",1,1,1,7,0,""
"Protein export",1,1,1,19,0,""
"Proteasome",1,1,1,42,0,""
"Sulfur relay system",1,1,1,9,0,""
"Sulfur metabolism",1,1,1,9,0,""
"Thiamine metabolism",1,1,1,4,0,""
"Glycosaminoglycan biosynthesis - chondroitin sulfate",1,1,1,19,0,""
"Lipoic acid metabolism",1,1,1,2,0,""
