"","Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HighScoreGenes","HighScoreGenesNames","MedScoreGenesNames","EnrichScore"
"11","mTOR signaling pathway",0,0.01,0.119,147,53,23,"LPIN1, RICTOR, LRP6, NRAS, PIK3CD, WNT4, DDIT4, LAMTOR1, PRR5, PRKAA1, PRKCA, PRKCB, MAP2K2, RPS6, RPS6KA2, RPS6KB1, WNT3, WNT7A, MAPKAP1, FZD3, WNT5B, WDR24, ATP6V1E2","FZD10, DVL2, DVL3, AKT1, MTOR, HRAS, LAMTOR4, ATP6V1D, ATP6V1B1, ATP6V1E1, PIK3CB, ATP6V1G2, MIOS, PRKAA2, RRAGD, RPS6KA3, RPS6KB2, RRAGC, MLST8, DEPTOR, WNT1, WNT6, WNT8A, WNT2B, FZD1, FZD6, FZD9, LAMTOR3, FNIP1, TTI1",0.397
"12","Natural killer cell mediated cytotoxicity",0.001,0.01,0.135,124,46,22,"RAET1E, FCGR3A, HLA-A, ICAM2, IFNA5, IFNA6, IFNG, ITGB2, KLRC1, MICB, NFATC1, NRAS, PIK3CD, PPP3R1, PRKCA, PRKCB, MAP2K2, RAC1, RAC3, ZAP70, TNFRSF10B, CD48","SH2D1B, GZMB, HLA-C, HLA-E, HRAS, IFNA1, IFNA4, IFNA10, IFNAR1, IFNAR2, IFNGR2, ARAF, KLRC3, KLRD1, NFATC2, PAK1, PIK3CB, PLCG2, PPP3CB, VAV1, ULBP3, ULBP2, TNFSF10, CD247",0.425
"13","Axon guidance",0.001,0.01,0.141,172,60,30,"PLXNC1, SEMA6B, SEMA4D, DCC, EFNA3, EPHB3, NTNG1, ARHGEF12, ABL1, RND1, ILK, NCK1, NRAS, PIK3CD, WNT4, PPP3R1, PRKCA, DPYSL5, RAC1, RAC3, ROBO1, CXCL12, SLIT3, TRPC4, FZD3, WNT5B, CAMK2D, CAMK2G, BOC, SRGAP3","SEMA6C, GDF7, EFNA1, EFNA5, EFNB1, EPHA7, EPHA8, EPHB2, FES, RHOD, HRAS, LIMK1, NFATC2, NFATC3, PAK1, PAK3, PIK3CB, PLCG2, PPP3CB, PTK2, SEMA6A, SEMA4G, SEMA4A, SRC, TRPC1, SEMA3B, SEMA6D, NCK2, NTN1",0.424
"14","cAMP signaling pathway",0.001,0.01,0.155,197,67,33,"ADCY3, ADCY9, CNGA3, ADORA1, CREB3L4, ADRB1, FSHR, GHSR, GLI1, GLI3, GRIN2B, HTR1E, LIPE, PPP1R12A, NFATC1, NFKBIA, ATP1A4, ATP2B1, PDE3A, PDE4B, PIK3CD, PPP1CA, MAPK9, MAP2K2, RAC1, RAC3, HCN2, SOX9, CAMK2D, CAMK2G, PPP1R1B, HCAR3, GABBR2","HCN4, ABCC4, ADCY2, ADCY5, ADCY6, ADCY7, ADCY8, CNGA2, GPR119, AKT1, F2R, RRAS2, FOS, GABBR1, HCAR1, GRIA1, GRIA2, GRIA4, GRIN1, HTR1D, ATP1A2, PAK1, PIK3CB, PLD2, PPP1CB, ADCY10, MAPK10, SUCNR1, CREB3L2, SSTR2, TIAM1, TSHR, VAV1, CALML3",0.416
"15","Aldosterone synthesis and secretion",0.001,0.01,0.157,82,33,16,"ADCY3, ADCY9, CREB3L4, PRKD3, ITPR2, LIPE, ATF1, ATF4, NR4A2, PDE2A, PRKCA, PRKCB, STAR, CAMK2D, CAMK2G, SCARB1","ADCY2, ADCY5, ADCY6, ADCY7, ADCY8, CYP11A1, CYP11B2, PLCB1, PRKD2, HSD3B1, KCNK3, PRKCE, CREB3L2, DAGLA, CALML3, CACNA1H, CACNA1G",0.444
"16","Endocrine resistance",0.001,0.01,0.16,95,37,14,"CARM1, DLL3, ADCY3, ADCY9, MAPK14, ESR1, NRAS, PIK3CD, MAPK11, MAPK9, MAP2K2, CCND1, BCL2, RPS6KB1","CDKN2C, ADCY2, ADCY5, ADCY6, ADCY7, ADCY8, CYP2D6, E2F1, ERBB2, AKT1, ESR2, FOS, MTOR, HRAS, ARAF, MDM2, MMP2, PIK3CB, MAPK10, PTK2, RPS6KB2, SRC, NCOR1",0.384
"17","Insulin resistance",0.001,0.012,0.207,106,40,15,"CPT1A, CREB3L4, NFKBIA, PCK1, PIK3CD, PPP1CA, PRKAA1, PRKCB, MAPK9, PYGB, PYGL, RPS6KA2, RPS6KB1, NR1H2, PPP1R3B","MGEA5, SLC27A4, SLC27A3, CRTC2, AKT1, FOXO1, MTOR, SLC27A6, SLC27A1, PIK3CB, PPP1CB, PPP1R3A, PRKAA2, PRKCD, PRKCE, MAPK10, PTPN1, RPS6KA3, RPS6KB2, CREB3L2, STAT3, IRS2, G6PC3, GFPT2",0.376
"18","Th17 cell differentiation",0.001,0.014,0.256,107,40,20,"MAPK14, HLA-DMB, HLA-DPA1, HSP90AA1, IFNG, IL2RA, IL4R, IL6ST, NFATC1, NFKBIA, IL23A, IL17D, PPP3R1, MAPK11, MAPK9, RORC, STAT6, TGFBR2, ZAP70, CD3E","IL17F, FOS, MTOR, TBX21, HIF1A, HLA-DQA1, IFNGR2, IL2RG, JAK2, JAK3, SMAD2, NFATC2, NFATC3, FOXP3, PPP3CB, MAPK10, STAT3, STAT5A, TGFB1, CD247",0.437
"19","PI3K-Akt signaling pathway",0.001,0.016,0.299,336,104,50,"LAMC3, GNB5, CDC37, COL4A4, COL6A2, COL9A2, CSH2, CREB3L4, EFNA3, FGFR2, FOXO3, GNB1, GNGT1, HGF, HSP90AA1, IFNA5, IFNA6, IL2RA, IL4R, ITGA6, ITGB4, MYC, ATF4, NRAS, PCK1, PIK3CD, DDIT4, PPP2CA, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R5C, PRKAA1, PRKCA, MAP2K2, RAC1, CCND1, BCL2, RPS6, RPS6KB1, BRCA1, THBS1, VEGFA, YWHAE, TCL1A, CASP9, ITGA10, FGF18, LPAR2, OSMR","CDK2, PIK3AP1, COL4A1, COMP, CSF3R, EFNA1, EFNA5, CRTC2, EPOR, AKT1, F2R, FGF2, FGF5, LAMB4, PHLPP2, FN1, MTOR, GHR, FGF22, PPP2R3B, ANGPT1, HRAS, IFNA1, IFNA4, IFNA10, IFNAR1, IFNAR2, IL2RG, ITGA3, ITGA7, JAK2, JAK3, KDR, LAMB1, LAMB2, MDM2, MTCP1, OSM, ANGPT4, PIK3CB, GNG2, PPP2R2C, PPP2R5D, PRKAA2, GNG12, PRLR, PTK2, RBL2, RPS6KB2, MLST8, CREB3L2, FGF16, G6PC3",0.395
"20","Adrenergic signaling in cardiomyocytes",0.001,0.019,0.372,143,50,30,"ADCY3, ADCY9, MAPK14, ADRA1D, ADRA1B, CREB3L4, ADRB1, AGTR2, CACNG5, MYH7, ATF4, ATP1A4, ATP2B1, PPP1CA, PPP1R1A, PPP2CA, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R5C, PRKCA, MAPK11, CACNG6, BCL2, SCN1B, TPM1, CACNB2, CAMK2D, CAMK2G, CACNA2D4","ADCY2, ADCY5, ADCY6, ADCY7, ADCY8, AKT1, PLCB1, PPP2R3B, ATP1A2, PPP1CB, PPP2R2C, PPP2R5D, CACNG7, CREB3L2, SLC8A1, ACTC1, TNNC1, CACNB1, CALML3, RPS6KA5",0.475
"21","Cytokine-cytokine receptor interaction",0.002,0.022,0.459,266,84,43,"IFNLR1, CLCF1, CXCL1, HGF, IFNE, IFNA5, IFNA6, IFNG, IL2RA, IL4R, IL5, IL5RA, IL6ST, CXCR1, MPL, TNFRSF11B, IL23A, PF4V1, IL17D, IL22RA1, CCL1, CCL19, CCL20, CCL25, CXCL6, CXCL12, BMP2, BMPR1A, TGFB3, TGFBR2, TNFSF4, VEGFA, IL1R2, RELT, TNFRSF25, TNFSF14, TNFSF9, TNFRSF6B, TNFRSF10B, IL18RAP, OSMR, CD40, CD70","CCL27, IL24, IL17F, IL22RA2, CCR1, CCR7, IL17RE, CSF3R, EPOR, GHR, TNFRSF21, CCR10, IFNL2, IFNA1, IFNA4, IFNA10, IFNAR1, IFNAR2, IFNGR2, IL2RG, IL9R, IL13RA1, KDR, CCL4L1, LTBR, OSM, PPBP, PRLR, IFNK, EDA2R, CCL8, CCL14, CCL16, CXCL5, CRLF2, TGFB1, GDF5, TNFSF11, TNFSF13, TNFSF10",0.414
"22","Oocyte meiosis",0.002,0.023,0.527,114,41,21,"ADCY3, ADCY9, FBXO5, SPDYE1, ITPR2, PGR, PPP1CA, PPP2CA, PPP2R1A, PPP2R1B, PPP2R5C, PPP3R1, RPS6KA2, YWHAE, CAMK2D, CAMK2G, SMC1A, BTRC, SMC3, CDC20, RBX1","CDK2, ADCY2, ADCY5, ADCY6, ADCY7, ADCY8, CPEB3, CDC26, ANAPC2, MAD2L1, PPP1CB, PPP2R5D, PPP3CB, RPS6KA3, CPEB1, BUB1, CPEB4, CALML3, CDC23, ESPL1",0.436
"23","VEGF signaling pathway",0.002,0.023,0.535,58,24,14,"MAPK14, HSPB1, NRAS, PIK3CD, PPP3R1, PRKCA, PRKCB, MAPK11, MAP2K2, RAC1, RAC3, VEGFA, CASP9, SH2D2A","AKT1, HRAS, KDR, NFATC2, PIK3CB, PLCG2, PPP3CB, PTK2, SRC, PLA2G4C",0.499
"24","Apelin signaling pathway",0.002,0.023,0.562,135,47,18,"GNB5, ADCY3, ADCY9, GABARAPL1, GNB1, GNGT1, ITPR2, LIPE, MEF2A, NRAS, PRKAA1, MAP2K2, CCND1, RPS6, RPS6KB1, SLC8A3, TFAM, BECN1","ADCY2, ADCY5, ADCY6, ADCY7, GABARAP, ADCY8, APLNR, AKT1, RRAS2, PLCB1, MTOR, HRAS, SMAD2, NOS1, NRF1, SERPINE1, PIK3C3, GNG2, PRKAA2, PRKCE, ADCY10, GNG12, RPS6KB2, RYR3, SLC8A1, CALML3, APLN, MYLK3, CDH1",0.366
"25","Signaling pathways regulating pluripotency of stem cells",0.003,0.027,0.665,136,47,21,"APC2, MAPK14, ESRRB, FGFR2, ID3, IL6ST, MYC, NRAS, PIK3CD, WNT4, MAPK11, MAP2K2, BMPR1A, WNT3, WNT7A, FZD3, KAT6A, WNT5B, AXIN2, PCGF1, HESX1","PCGF3, FZD10, DVL2, DVL3, AKT1, FGF2, ONECUT1, HRAS, ID1, JAK2, JAK3, SMAD2, NODAL, PIK3CB, SMARCAD1, REST, SOX2, STAT3, WNT1, WNT6, WNT8A, WNT2B, ZIC3, FZD1, FZD6, FZD9",0.396
"26","Relaxin signaling pathway",0.003,0.029,0.782,130,45,20,"GNB5, ADCY3, ADCY9, COL4A4, MAPK14, CREB3L4, GNB1, GNGT1, MMP13, ATF4, NFKBIA, NRAS, PIK3CD, PRKCA, MAPK11, MAPK9, MAP2K2, RLN1, TGFBR2, VEGFA","ADCY2, ADCY5, ADCY6, ADCY7, ADCY8, COL4A1, AKT1, PLCB1, FOS, HRAS, RXFP4, ARRB1, SMAD2, MMP2, NOS1, PIK3CB, GNG2, GNG12, MAPK10, MAP2K7, MAP2K4, CREB3L2, SRC, TGFB1",0.395
"27","Progesterone-mediated oocyte maturation",0.003,0.029,0.792,89,33,12,"ADCY3, ADCY9, MAPK14, SPDYE1, HSP90AA1, PGR, PIK3CD, MAPK11, MAPK9, RPS6KA2, MAD1L1, CDC25A","CDK2, ADCY2, ADCY5, ADCY6, ADCY7, ADCY8, AKT1, CPEB3, CDC26, ANAPC2, ARAF, MAD2L1, FZR1, PIK3CB, MAPK10, RPS6KA3, CPEB1, STK10, BUB1, CPEB4, CDC23",0.367
"28","Jak-STAT signaling pathway",0.003,0.029,0.835,155,52,23,"CSH2, IFNLR1, IFNE, IFNA5, IFNA6, IFNG, IL2RA, IL4R, IL5, IL5RA, IL6ST, MPL, MYC, IL23A, PIK3CD, IL17D, IL22RA1, CCND1, BCL2, STAT6, STAM, OSMR, SOCS6","IL24, CISH, IL22RA2, CSF3R, EPOR, AKT1, MTOR, GHR, IFNL2, HRAS, IFNA1, IFNA4, IFNA10, IFNAR1, IFNAR2, IFNGR2, IL2RG, IL9R, IL13RA1, JAK2, JAK3, OSM, PIK3CB, PIM1, PRLR, IFNK, CRLF2, STAT3, STAT5A",0.389
"29","Inflammatory mediator regulation of TRP channels",0.003,0.029,0.835,96,35,14,"ADCY3, ADCY9, MAPK14, HRH1, ITPR2, PIK3CD, PPP1CA, PRKCA, PRKCB, PRKCH, MAPK11, MAPK9, CAMK2D, CAMK2G","ADCY2, ADCY5, ADCY6, ADCY7, ADCY8, TRPV3, F2RL1, PLCB1, HTR2B, PIK3CB, PLCG2, PPP1CB, PRKCD, PRKCE, MAPK10, PTGER4, TRPV4, SRC, TRPV1, CALML3, PLA2G4C",0.382
"30","Rap1 signaling pathway",0.003,0.029,0.855,209,67,34,"RASGRP2, RGS14, ADCY3, ADCY9, CNR1, MAPK14, EFNA3, FGFR2, PRKD3, RASGRP3, MAGI3, RAPGEF1, GRIN2B, HGF, ITGB2, PFN4, NRAS, P2RY1, PIK3CD, APBB1IP, PRKCA, PRKCB, MAPK11, MAP2K2, RAC1, RAC3, RAP1GAP, THBS1, VASP, VEGFA, FGF18, KRIT1, LPAR2, BCAR1","ADCY2, ADCY5, ADCY6, ADCY7, ADCY8, ADORA2B, CRK, EFNA1, EFNA5, AKT1, F2R, FGF2, FGF5, PLCB1, FPR1, PRKD2, FGF22, ANGPT1, GRIN1, HRAS, ID1, KDR, ANGPT4, RAPGEF6, PIK3CB, SRC, TIAM1, CALML3, RASSF5, FGF16, FARP2, CDH1",0.414
"31","GnRH signaling pathway",0.005,0.038,1,91,33,15,"ADCY3, ADCY9, MAPK14, ELK1, GNRHR, ITPR2, ATF4, NRAS, PRKCA, PRKCB, MAPK11, MAPK9, MAP2K2, CAMK2D, CAMK2G","ADCY2, ADCY5, ADCY6, ADCY7, ADCY8, PLCB1, GNRH1, HRAS, MAP3K4, MMP2, PLD2, PRKCD, MAPK10, MAP2K7, MAP2K4, SRC, CALML3, PLA2G4C",0.409
"32","Purine metabolism",0.005,0.039,1,169,55,30,"POLR3F, POLR3C, ADCY3, ADCY9, NT5C3B, ADK, PRPS1L1, AK5, GUCY1A2, GUCY2F, ENTPD8, ATIC, PNP, NPR2, RRM2B, PDE2A, PDE3A, PDE4B, PDE6G, PDE8A, PKM, NUDT9, POLD2, POLR2E, POLR3B, PRPS2, POLE4, ENTPD1, POLR1C, ENTPD6","ADCY2, ADCY5, ADCY6, ADCY7, ADCY8, ADSSL1, NUDT16, AK8, AK1, AK9, POLR1A, AMPD3, GUCY2C, GUK1, PDE11A, PDE1C, POLE2, PPAT, PRIM1, POLR3E, ADCY10, ALLC, POLR3D, PAPSS2, NT5C1B",0.435
"33","Fc gamma R-mediated phagocytosis",0.005,0.039,1,88,32,12,"ARPC5, WASF2, FCGR1A, FCGR3A, INPPL1, PIK3CD, PRKCA, PRKCB, RAC1, RPS6KB1, VASP, WASF1","ARPC4, WASF3, CRK, DNM2, AKT1, FCGR2A, GSN, HCK, LIMK1, MARCKS, PAK1, PIK3CB, PLCG2, PLD2, PRKCD, PRKCE, RPS6KB2, VAV1, PIP5K1A",0.369
"34","Cholinergic synapse",0.005,0.039,1,112,39,18,"GNB5, ADCY3, CHAT, CHRNB2, ADCY9, CREB3L4, GNB1, GNGT1, ITPR2, ATF4, NRAS, PIK3CD, PRKCA, PRKCB, BCL2, CACNA1A, CAMK2D, CAMK2G","ADCY2, ADCY5, ADCY6, ADCY7, CHRM4, CHRM5, ADCY8, AKT1, PLCB1, FOS, HRAS, JAK2, KCNJ14, KCNQ3, ACHE, PIK3CB, GNG2, GNG12, CREB3L2, CHRNA6, KCNQ4",0.405
"35","cGMP-PKG signaling pathway",0.006,0.039,1,162,53,31,"MRVI1, ADCY3, ADCY9, ADORA1, ADRA1D, ADRA1B, CREB3L4, ADRA2A, ADRB1, KCNMB3, KCNMB4, SLC25A6, GUCY1A2, ITPR2, MEF2A, MYH7, PPP1R12A, ATF4, NFATC1, ATP1A4, NPPB, NPR2, ATP2B1, PDE2A, PDE3A, PPP1CA, PPP3R1, MAP2K2, SLC8A3, VASP, VDAC1","PPIF, ADCY2, ADCY5, ADCY6, ADCY7, ADCY8, ADRA2C, AKT1, PLCB1, SLC25A5, KCNJ8, ATP1A2, NFATC2, NFATC3, PPP1CB, PPP3CB, PRKCE, CREB3L2, SLC8A1, CALML3, IRS2, MYLK3",0.456
"36","Th1 and Th2 cell differentiation",0.006,0.04,1,92,33,17,"DLL3, MAPK14, HLA-DMB, HLA-DPA1, IFNG, IL2RA, IL4R, IL5, NFATC1, NFKBIA, PPP3R1, MAML3, MAPK11, MAPK9, STAT6, ZAP70, CD3E","RBPJL, FOS, TBX21, HLA-DQA1, IFNGR2, IL2RG, JAK2, JAK3, MAF, NFATC2, NFATC3, PPP3CB, MAPK10, STAT5A, RUNX3, CD247",0.437
"37","Circadian entrainment",0.006,0.043,1,96,34,13,"GNB5, ADCY3, ADCY9, GNB1, GNGT1, GRIN2B, GUCY1A2, KCNJ5, PRKCA, PRKCB, CAMK2D, CAMK2G, PER3","ADCY2, ADCY5, ADCY6, ADCY7, ADCY8, PLCB1, FOS, GRIA1, GRIA2, GRIA4, GRIN1, NOS1, PER1, GNG2, ADCY10, GNG12, RYR3, CALML3, CACNA1H, CACNA1G, RPS6KA5",0.368
"38","Chemokine signaling pathway",0.007,0.047,1,182,58,23,"RASGRP2, GNB5, ADCY3, ADCY9, FOXO3, GNB1, GNGT1, CXCL1, CXCR1, NFKBIA, NRAS, PF4V1, PIK3CD, PRKCB, PREX1, RAC1, CCL1, CCL19, CCL20, CCL25, CXCL6, CXCL12, BCAR1","ADCY2, CCL27, ADCY5, ADCY6, ADCY7, ADCY8, CCR1, CCR7, CRK, AKT1, FGR, PLCB1, CCR10, GRK5, HCK, HRAS, JAK2, JAK3, CCL4L1, ARRB1, PAK1, PIK3CB, GNG2, PPBP, PRKCD, GNG12, PTK2, CCL8, CCL14, CCL16, CXCL5, SRC, STAT3, TIAM1, VAV1",0.358
"39","B cell receptor signaling pathway",0.008,0.05,1,70,26,15,"CR2, RASGRP3, INPPL1, NFATC1, NFKBIA, NRAS, PIK3CD, PPP3R1, PRKCB, MAP2K2, RAC1, RAC3, CD79A, CD79B, CD81","PIK3AP1, AKT1, FOS, HRAS, NFATC2, NFATC3, PIK3CB, PLCG2, PPP3CB, VAV1, CD22",0.474
"40","Prolactin signaling pathway",0.008,0.05,1,70,26,11,"MAPK14, ESR1, FOXO3, LHCGR, NRAS, PIK3CD, MAPK11, MAPK9, MAP2K2, CCND1, SOCS6","CISH, AKT1, ESR2, FOS, GCK, HRAS, JAK2, PIK3CB, MAPK10, PRLR, SRC, STAT3, STAT5A, TH, TNFSF11",0.397
"41","HIF-1 signaling pathway",0.009,0.052,1,98,34,17,"IFNG, PDHB, PFKL, PIK3CD, EGLN1, PRKCA, PRKCB, MAP2K2, BCL2, RPS6, RPS6KB1, TCEB2, TIMP1, VEGFA, CAMK2D, CAMK2G, RBX1","EGLN3, ERBB2, AKT1, MTOR, ANGPT1, HIF1A, IFNGR2, LDHA, LTBR, SERPINE1, ANGPT4, PIK3CB, PLCG2, RPS6KB2, STAT3, HKDC1, MKNK1",0.423
