"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all"
"31",109,"ADCY3",986,"HighConf","Novel","Glutamatergic synapse, Olfactory transduction, cAMP signaling pathway, Aldosterone synthesis and secretion, Endocrine resistance, Adrenergic signaling in cardiomyocytes, Oocyte meiosis, Apelin signaling pathway, Relaxin signaling pathway, Progesterone-mediated oocyte maturation, Inflammatory mediator regulation of TRP channels, Rap1 signaling pathway, GnRH signaling pathway, Purine metabolism, Cholinergic synapse, cGMP-PKG signaling pathway, Circadian entrainment, Chemokine signaling pathway, Longevity regulating pathway, Gastric acid secretion, Longevity regulating pathway - multiple species, Melanogenesis, Oxytocin signaling pathway, Calcium signaling pathway, GABAergic synapse, Vascular smooth muscle contraction",124,"NMU, POMC, OPRK1, GPR17, ADRA2A, ADCY8, SST, ADCY9, CXCL5, PPBP, GALR1, C3AR1, FPR1, CCL19, ADCY6, PMCH, NPY2R, TAS2R42, SSTR2, GRM7, S1PR3, CCL20, GRM3, RXFP4, CNR1, AGTR2, GRM4, NPY4R, CNR2, GABBR1, OXER1, CCL25, TAS2R31, TAS2R13, GPR55, CXCL1, LPAR2, ADRA2C, TAS2R39, ADCY5, CASR, TAS2R43, TAS2R46, HCAR3, TAS2R20, PTH2, TAAR8, CRH, LHCGR, PTGER4, PTGDR, ADORA2B, GHRHR, CALCB, VIP, ADRB1, CALCRL, ADM2, GCGR, GCG, PDE4B, ENTPD1, ENTPD8, PDE1C, TAS2R14, SCTR, CALML3, POLR1A, PKM, POLR1C, AKT1, POLR3F, POLR3D, POLR3E, C3, GNGT1, GNG2, GNG12, HEBP1, CAMK2G, GNB5, POLR3C, ANXA1, KNG1, PRKCD, PRKCA, POLR3B, FSHR, PRKCE, CAMK2D, GNAL, HTR1E, SUCNR1, CXCR1, AK9, PDE2A, PRKCB, PDE6G, PDE11A, ADM, PTHLH, GABBR2, ADCY2, PRKAR1B, TSHR, CCR10, AVPR2, CHRM4, CXCL12, CCR7, CCR1, PPY, CXCL6, TAS2R8, TAS2R9, S1PR4, TAS2R3, TAS2R5, PDE3A, GCH1, AVP, TAS2R16, ADCY7, CCL27"
"32",111,"ADCY5",1029,"MedConf","Novel","Glutamatergic synapse, Dopaminergic synapse, cAMP signaling pathway, Aldosterone synthesis and secretion, Endocrine resistance, Adrenergic signaling in cardiomyocytes, Oocyte meiosis, Apelin signaling pathway, Relaxin signaling pathway, Progesterone-mediated oocyte maturation, Inflammatory mediator regulation of TRP channels, Rap1 signaling pathway, GnRH signaling pathway, Purine metabolism, Cholinergic synapse, cGMP-PKG signaling pathway, Circadian entrainment, Chemokine signaling pathway, Longevity regulating pathway, Gastric acid secretion, Longevity regulating pathway - multiple species, Melanogenesis, Oxytocin signaling pathway, GABAergic synapse, Vascular smooth muscle contraction",124,"CASR, TAS2R43, TAS2R46, HCAR3, TAS2R20, PTH2, TAAR8, CRH, LHCGR, PTGER4, PTGDR, ADORA2B, GHRHR, CALCB, VIP, ADRB1, CALCRL, ADM2, GCGR, GCG, PDE4B, ENTPD1, ENTPD8, PDE1C, TAS2R14, SCTR, CALML3, POLR1A, PKM, POLR1C, AKT1, POLR3F, POLR3D, POLR3E, C3, GNGT1, GNG2, GNG12, HEBP1, CAMK2G, GNB5, POLR3C, ANXA1, KNG1, PRKCD, PRKCA, POLR3B, FSHR, PRKCE, CAMK2D, GNAL, HTR1E, SUCNR1, CXCR1, AK9, PDE2A, PRKCB, PDE6G, PDE11A, ADM, PTHLH, GABBR2, ADCY2, PRKAR1B, TSHR, CCR10, AVPR2, CHRM4, CXCL12, CCR7, CCR1, PPY, CXCL6, TAS2R8, TAS2R9, S1PR4, TAS2R3, TAS2R5, PDE3A, GCH1, AVP, TAS2R16, ADCY7, CCL27, ADCY3, NMU, POMC, OPRK1, GPR17, ADRA2A, ADCY8, SST, ADCY9, CXCL5, PPBP, GALR1, C3AR1, FPR1, CCL19, ADCY6, PMCH, NPY2R, TAS2R42, SSTR2, GRM7, S1PR3, CCL20, GRM3, RXFP4, CNR1, AGTR2, GRM4, NPY4R, CNR2, GABBR1, OXER1, CCL25, TAS2R31, TAS2R13, GPR55, CXCL1, LPAR2, ADRA2C, TAS2R39"
"33",112,"ADCY6",1002,"MedConf","Novel","Glutamatergic synapse, cAMP signaling pathway, Aldosterone synthesis and secretion, Endocrine resistance, Adrenergic signaling in cardiomyocytes, Oocyte meiosis, Apelin signaling pathway, Relaxin signaling pathway, Progesterone-mediated oocyte maturation, Inflammatory mediator regulation of TRP channels, Rap1 signaling pathway, GnRH signaling pathway, Purine metabolism, Cholinergic synapse, cGMP-PKG signaling pathway, Circadian entrainment, Chemokine signaling pathway, Longevity regulating pathway, Gastric acid secretion, Longevity regulating pathway - multiple species, Melanogenesis, Oxytocin signaling pathway, Taste transduction, GABAergic synapse, Vascular smooth muscle contraction",124,"PMCH, NPY2R, TAS2R42, SSTR2, GRM7, S1PR3, CCL20, GRM3, RXFP4, CNR1, AGTR2, GRM4, NPY4R, CNR2, GABBR1, OXER1, CCL25, TAS2R31, TAS2R13, GPR55, CXCL1, LPAR2, ADRA2C, TAS2R39, ADCY5, CASR, TAS2R43, TAS2R46, HCAR3, TAS2R20, PTH2, TAAR8, CRH, LHCGR, PTGER4, PTGDR, ADORA2B, GHRHR, CALCB, VIP, ADRB1, CALCRL, ADM2, GCGR, GCG, PDE4B, ENTPD1, ENTPD8, PDE1C, TAS2R14, SCTR, CALML3, POLR1A, PKM, POLR1C, AKT1, POLR3F, POLR3D, POLR3E, C3, GNGT1, GNG2, GNG12, HEBP1, CAMK2G, GNB5, POLR3C, ANXA1, KNG1, PRKCD, PRKCA, POLR3B, FSHR, PRKCE, CAMK2D, GNAL, HTR1E, SUCNR1, CXCR1, AK9, PDE2A, PRKCB, PDE6G, PDE11A, ADM, PTHLH, GABBR2, ADCY2, PRKAR1B, TSHR, CCR10, AVPR2, CHRM4, CXCL12, CCR7, CCR1, PPY, CXCL6, TAS2R8, TAS2R9, S1PR4, TAS2R3, TAS2R5, PDE3A, GCH1, AVP, TAS2R16, ADCY7, CCL27, ADCY3, NMU, POMC, OPRK1, GPR17, ADRA2A, ADCY8, SST, ADCY9, CXCL5, PPBP, GALR1, C3AR1, FPR1, CCL19"
"34",113,"ADCY7",984,"MedConf","Novel","Glutamatergic synapse, cAMP signaling pathway, Aldosterone synthesis and secretion, Endocrine resistance, Adrenergic signaling in cardiomyocytes, Oocyte meiosis, Apelin signaling pathway, Relaxin signaling pathway, Progesterone-mediated oocyte maturation, Inflammatory mediator regulation of TRP channels, Rap1 signaling pathway, GnRH signaling pathway, Purine metabolism, Cholinergic synapse, cGMP-PKG signaling pathway, Circadian entrainment, Chemokine signaling pathway, Longevity regulating pathway, Gastric acid secretion, Longevity regulating pathway - multiple species, Melanogenesis, Oxytocin signaling pathway, Calcium signaling pathway, GABAergic synapse, Vascular smooth muscle contraction",124,"CCL27, ADCY3, NMU, POMC, OPRK1, GPR17, ADRA2A, ADCY8, SST, ADCY9, CXCL5, PPBP, GALR1, C3AR1, FPR1, CCL19, ADCY6, PMCH, NPY2R, TAS2R42, SSTR2, GRM7, S1PR3, CCL20, GRM3, RXFP4, CNR1, AGTR2, GRM4, NPY4R, CNR2, GABBR1, OXER1, CCL25, TAS2R31, TAS2R13, GPR55, CXCL1, LPAR2, ADRA2C, TAS2R39, ADCY5, CASR, TAS2R43, TAS2R46, HCAR3, TAS2R20, PTH2, TAAR8, CRH, LHCGR, PTGER4, PTGDR, ADORA2B, GHRHR, CALCB, VIP, ADRB1, CALCRL, ADM2, GCGR, GCG, PDE4B, ENTPD1, ENTPD8, PDE1C, TAS2R14, SCTR, CALML3, POLR1A, PKM, POLR1C, AKT1, POLR3F, POLR3D, POLR3E, C3, GNGT1, GNG2, GNG12, HEBP1, CAMK2G, GNB5, POLR3C, ANXA1, KNG1, PRKCD, PRKCA, POLR3B, FSHR, PRKCE, CAMK2D, GNAL, HTR1E, SUCNR1, CXCR1, AK9, PDE2A, PRKCB, PDE6G, PDE11A, ADM, PTHLH, GABBR2, ADCY2, PRKAR1B, TSHR, CCR10, AVPR2, CHRM4, CXCL12, CCR7, CCR1, PPY, CXCL6, TAS2R8, TAS2R9, S1PR4, TAS2R3, TAS2R5, PDE3A, GCH1, AVP, TAS2R16"
"35",114,"ADCY8",992,"MedConf","Novel","Glutamatergic synapse, cAMP signaling pathway, Aldosterone synthesis and secretion, Endocrine resistance, Adrenergic signaling in cardiomyocytes, Oocyte meiosis, Apelin signaling pathway, Relaxin signaling pathway, Progesterone-mediated oocyte maturation, Inflammatory mediator regulation of TRP channels, Rap1 signaling pathway, GnRH signaling pathway, Purine metabolism, Cholinergic synapse, cGMP-PKG signaling pathway, Circadian entrainment, Chemokine signaling pathway, Longevity regulating pathway, Gastric acid secretion, Longevity regulating pathway - multiple species, Melanogenesis, Oxytocin signaling pathway, Calcium signaling pathway, Long-term potentiation, Taste transduction, GABAergic synapse, Vascular smooth muscle contraction",124,"SST, ADCY9, CXCL5, PPBP, GALR1, C3AR1, FPR1, CCL19, ADCY6, PMCH, NPY2R, TAS2R42, SSTR2, GRM7, S1PR3, CCL20, GRM3, RXFP4, CNR1, AGTR2, GRM4, NPY4R, CNR2, GABBR1, OXER1, CCL25, TAS2R31, TAS2R13, GPR55, CXCL1, LPAR2, ADRA2C, TAS2R39, ADCY5, CASR, TAS2R43, TAS2R46, HCAR3, TAS2R20, PTH2, TAAR8, CRH, LHCGR, PTGER4, PTGDR, ADORA2B, GHRHR, CALCB, VIP, ADRB1, CALCRL, ADM2, GCGR, GCG, PDE4B, ENTPD1, ENTPD8, PDE1C, TAS2R14, SCTR, CALML3, POLR1A, PKM, POLR1C, AKT1, POLR3F, POLR3D, POLR3E, C3, GNGT1, GNG2, GNG12, HEBP1, CAMK2G, GNB5, POLR3C, ANXA1, KNG1, PRKCD, PRKCA, POLR3B, FSHR, PRKCE, CAMK2D, GNAL, HTR1E, SUCNR1, CXCR1, AK9, PDE2A, PRKCB, PDE6G, PDE11A, ADM, PTHLH, GABBR2, ADCY2, PRKAR1B, TSHR, CCR10, AVPR2, CHRM4, CXCL12, CCR7, CCR1, PPY, CXCL6, TAS2R8, TAS2R9, S1PR4, TAS2R3, TAS2R5, PDE3A, GCH1, AVP, TAS2R16, ADCY7, CCL27, ADCY3, NMU, POMC, OPRK1, GPR17, ADRA2A"
"36",115,"ADCY9",994,"HighConf","Novel","Glutamatergic synapse, cAMP signaling pathway, Aldosterone synthesis and secretion, Endocrine resistance, Adrenergic signaling in cardiomyocytes, Oocyte meiosis, Apelin signaling pathway, Relaxin signaling pathway, Progesterone-mediated oocyte maturation, Inflammatory mediator regulation of TRP channels, Rap1 signaling pathway, GnRH signaling pathway, Purine metabolism, Cholinergic synapse, cGMP-PKG signaling pathway, Circadian entrainment, Chemokine signaling pathway, Longevity regulating pathway, Gastric acid secretion, Longevity regulating pathway - multiple species, Melanogenesis, Oxytocin signaling pathway, Calcium signaling pathway, GABAergic synapse, Vascular smooth muscle contraction",124,"CXCL5, PPBP, GALR1, C3AR1, FPR1, CCL19, ADCY6, PMCH, NPY2R, TAS2R42, SSTR2, GRM7, S1PR3, CCL20, GRM3, RXFP4, CNR1, AGTR2, GRM4, NPY4R, CNR2, GABBR1, OXER1, CCL25, TAS2R31, TAS2R13, GPR55, CXCL1, LPAR2, ADRA2C, TAS2R39, ADCY5, CASR, TAS2R43, TAS2R46, HCAR3, TAS2R20, PTH2, TAAR8, CRH, LHCGR, PTGER4, PTGDR, ADORA2B, GHRHR, CALCB, VIP, ADRB1, CALCRL, ADM2, GCGR, GCG, PDE4B, ENTPD1, ENTPD8, PDE1C, TAS2R14, SCTR, CALML3, POLR1A, PKM, POLR1C, AKT1, POLR3F, POLR3D, POLR3E, C3, GNGT1, GNG2, GNG12, HEBP1, CAMK2G, GNB5, POLR3C, ANXA1, KNG1, PRKCD, PRKCA, POLR3B, FSHR, PRKCE, CAMK2D, GNAL, HTR1E, SUCNR1, CXCR1, AK9, PDE2A, PRKCB, PDE6G, PDE11A, ADM, PTHLH, GABBR2, ADCY2, PRKAR1B, TSHR, CCR10, AVPR2, CHRM4, CXCL12, CCR7, CCR1, PPY, CXCL6, TAS2R8, TAS2R9, S1PR4, TAS2R3, TAS2R5, PDE3A, GCH1, AVP, TAS2R16, ADCY7, CCL27, ADCY3, NMU, POMC, OPRK1, GPR17, ADRA2A, ADCY8, SST"
"37",124,"ADH1A",964,"HighConf","Tyrosine metabolism","Tyrosine metabolism",15,"ALDH3A1, MAOB, PNPLA4, BCO1, GSTK1, ALDH1A2, COMT, MGST3, ALDH3B2, UGT1A10, UGT1A6, CYP26A1, GSTA5, UGT2B17, UGT2B11"
"38",128,"ADH5",709,"MedConf","Tyrosine metabolism","Tyrosine metabolism",16,"ALDH3B2, UGT1A10, UGT1A6, CYP26A1, GSTA5, UGT2B17, UGT2B11, ALDH3A1, MAOB, PNPLA4, BCO1, PHGDH, GSTK1, ALDH1A2, COMT, MGST3"
"39",130,"ADH6",1171,"HighConf","Tyrosine metabolism","Tyrosine metabolism",15,"MAOB, PNPLA4, BCO1, GSTK1, ALDH1A2, COMT, MGST3, ALDH3B2, UGT1A10, UGT1A6, CYP26A1, GSTA5, UGT2B17, UGT2B11, ALDH3A1"
"40",131,"ADH7",1172,"HighConf","Tyrosine metabolism","Tyrosine metabolism",15,"MAOB, PNPLA4, BCO1, GSTK1, ALDH1A2, COMT, MGST3, ALDH3B2, UGT1A10, UGT1A6, CYP26A1, GSTA5, UGT2B17, UGT2B11, ALDH3A1"
"41",9370,"ADIPOQ",1107,"HighConf","Novel","Longevity regulating pathway, AMPK signaling pathway",15,"PPARG, EBF1, ADIPOR1, MED23, NCOR1, PRKAA2, CCNC, NR3C1, MED27, MED29, MED12, MED24, MED13, MED22, MED13L"
"42",51094,"ADIPOR1",2043,"MedConf","Novel","Longevity regulating pathway, AMPK signaling pathway",3,"PRKAA2, APPL1, ADIPOQ"
"43",132,"ADK",521,"HighConf","Novel","Purine metabolism",17,"AK1, AK9, AMPD3, PDE2A, PNP, PDE11A, NT5C3B, PDE3A, AK8, AK5, PDE4B, ENTPD1, ENTPD8, PDE1C, LDHA, ASS1, PITPNB"
"44",133,"ADM",803,"MedConf","Novel",NA,27,"ADCY2, TSHR, AVPR2, ADCY7, ADCY3, POMC, ADCY8, ADCY9, ADCY6, ADCY5, TAAR8, LHCGR, PTGER4, PTGDR, ADORA2B, GHRHR, ADRB1, CALCRL, GCGR, GCG, SCTR, GNGT1, GNG2, GNG12, GNB5, HIF1A, FSHR"
"45",79924,"ADM2",1047,"MedConf","Novel",NA,26,"GCGR, GCG, SCTR, GNGT1, GNG2, GNG12, GNB5, FSHR, ADCY2, TSHR, AVPR2, ADCY7, ADCY3, POMC, ADCY8, ADCY9, ADCY6, ADCY5, TAAR8, LHCGR, PTGER4, PTGDR, ADORA2B, GHRHR, ADRB1, CALCRL"
"46",136,"ADORA2B",1041,"MedConf","Novel","Rap1 signaling pathway, Neuroactive ligand-receptor interaction, Calcium signaling pathway, Vascular smooth muscle contraction",34,"GHRHR, CALCB, VIP, ADRB1, CALCRL, ADM2, GCGR, GCG, SCTR, GNGT1, GNG2, GNG12, GNB5, FSHR, GNAL, ADM, PTHLH, ADCY2, TSHR, AVPR2, AVP, ADCY7, ADCY3, POMC, ADCY8, ADCY9, ADCY6, ADCY5, PTH2, TAAR8, CRH, LHCGR, PTGER4, PTGDR"
"47",83440,"ADPGK",1140,"HighConf","Novel",NA,3,"HKDC1, G6PC3, GCK"
"48",147,"ADRA1B",1069,"HighConf","Novel","Adrenergic signaling in cardiomyocytes, cGMP-PKG signaling pathway, Neuroactive ligand-receptor interaction, Calcium signaling pathway, Vascular smooth muscle contraction",45,"NPFFR2, GPRC6A, FFAR3, GPR132, CCKBR, OPN4, HCRTR1, ADRA1D, CHRM5, GRK5, ARHGEF12, F2, TRIO, HRH1, GNGT1, GNG2, GNG12, GNB5, ANXA1, KNG1, ARRB1, F2R, PLCB1, CXCL12, AVP, NMU, GPR17, FPR1, PMCH, HCRT, LPAR2, CASR, GCGR, ARHGEF1, GCG, P2RY10, GNRHR, GHSR, NTS, HTR2B, GNRH1, NPFFR1, PTGER1, F2RL1, P2RY1"
"49",146,"ADRA1D",1077,"HighConf","Novel","Adrenergic signaling in cardiomyocytes, cGMP-PKG signaling pathway, Neuroactive ligand-receptor interaction, Calcium signaling pathway, Vascular smooth muscle contraction",42,"CHRM5, GRK5, ARHGEF12, F2, TRIO, HRH1, GNGT1, GNG2, GNG12, GNB5, ANXA1, KNG1, F2R, PLCB1, AVP, NMU, GPR17, PMCH, HCRT, LPAR2, CASR, GCGR, ARHGEF1, GCG, P2RY10, GNRHR, GHSR, NTS, HTR2B, GNRH1, NPFFR1, PTGER1, F2RL1, P2RY1, ADRA1B, NPFFR2, GPRC6A, FFAR3, GPR132, CCKBR, OPN4, HCRTR1"
"50",150,"ADRA2A",991,"HighConf","Novel","cGMP-PKG signaling pathway, Neuroactive ligand-receptor interaction",75,"ADCY8, SST, ADCY9, CXCL5, PPBP, GALR1, C3AR1, FPR1, CCL19, ADCY6, PMCH, NPY2R, TAS2R42, SSTR2, GRM7, S1PR3, CCL20, GRM3, RXFP4, CNR1, AGTR2, GRM4, NPY4R, CNR2, GABBR1, OXER1, CCL25, TAS2R31, TAS2R13, GPR55, CXCL1, LPAR2, ADRA2C, TAS2R39, ADCY5, CASR, TAS2R43, TAS2R46, HCAR3, TAS2R20, TAS2R14, GPSM1, C3, GNGT1, GNG2, GNG12, HEBP1, GNB5, ANXA1, KNG1, HTR1E, SUCNR1, CXCR1, GABBR2, ADCY2, CCR10, CHRM4, CXCL12, CCR7, CCR1, PPY, CXCL6, TAS2R8, TAS2R9, S1PR4, TAS2R3, TAS2R5, TAS2R16, ADCY7, CCL27, ADCY3, NMU, POMC, OPRK1, GPR17"
"51",152,"ADRA2C",1027,"MedConf","Novel","cGMP-PKG signaling pathway, Neuroactive ligand-receptor interaction",75,"TAS2R39, ADCY5, CASR, TAS2R43, TAS2R46, HCAR3, TAS2R20, TAS2R14, GPSM1, C3, GNGT1, GNG2, GNG12, HEBP1, GNB5, ANXA1, KNG1, HTR1E, SUCNR1, CXCR1, GABBR2, ADCY2, CCR10, CHRM4, CXCL12, CCR7, CCR1, PPY, CXCL6, TAS2R8, TAS2R9, S1PR4, TAS2R3, TAS2R5, TAS2R16, ADCY7, CCL27, ADCY3, NMU, POMC, OPRK1, GPR17, ADRA2A, ADCY8, SST, ADCY9, CXCL5, PPBP, GALR1, C3AR1, FPR1, CCL19, ADCY6, PMCH, NPY2R, TAS2R42, SSTR2, GRM7, S1PR3, CCL20, GRM3, RXFP4, CNR1, AGTR2, GRM4, NPY4R, CNR2, GABBR1, OXER1, CCL25, TAS2R31, TAS2R13, GPR55, CXCL1, LPAR2"
"52",153,"ADRB1",1045,"HighConf","Novel","cAMP signaling pathway, Adrenergic signaling in cardiomyocytes, cGMP-PKG signaling pathway, Neuroactive ligand-receptor interaction, Calcium signaling pathway",36,"CALCRL, ADM2, GCGR, GCG, GRK5, SCTR, GNGT1, GNG2, GNG12, GNB5, ARRB1, FSHR, GNAL, ADM, PTHLH, ADCY2, TSHR, AVPR2, AVP, ADCY7, ADCY3, POMC, ADCY8, ADCY9, ADCY6, ADCY5, PTH2, TAAR8, CRH, LHCGR, PTGER4, PTGDR, ADORA2B, GHRHR, CALCB, VIP"
"53",122622,"ADSSL1",1191,"MedConf","Novel","Purine metabolism, Alanine, aspartate and glutamate metabolism",12,"ENTPD1, ENTPD8, ENTPD6, NUDT16, CAD, ASPA, ASS1, ATIC, GOT1, AMPD3, GAD1, NT5C3B"
"54",166,"AES",1872,"MedConf","Novel",NA,1,"CCND1"
"55",4299,"AFF1",1565,"MedConf","Novel",NA,1,"TCEB2"
"56",116986,"AGAP2",1876,"HighConf","Novel","FoxO signaling pathway",1,"CCND1"
"57",178,"AGL",88,"MedConf","Novel",NA,5,"GCK, PKM, PYGB, CAT, PYGL"
"58",26523,"AGO1",834,"HighConf","Novel",NA,12,"HIST2H2AC, HIST1H2AJ, CDKN2D, MAPK14, MAPK11, E2F1, CCND1, H2AFV, FOXO3, TFDP2, TFDP1, H2AFZ"
"59",27161,"AGO2",1085,"HighConf","Novel",NA,9,"HIST1H2AJ, E2F1, CCND1, H2AFV, FOXO3, TFDP2, TFDP1, H2AFZ, HIST2H2AC"
"60",56894,"AGPAT3",1919,"MedConf","Novel",NA,7,"DGKA, PPAP2C, PLD2, LPIN1, DGKD, CDS1, CDS2"
"61",55326,"AGPAT5",2036,"MedConf","Novel",NA,7,"DGKA, PPAP2C, PLD2, LPIN1, DGKD, CDS1, CDS2"
