"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"cGMP-PKG signaling pathway",0.021,0.175,1,167,12,"Adra1b, Adra2b, Myh7, Ins1, Kcnma1, Mef2b, Mef2c, Nos3, Prkce, Ppp3r1, Creb3l3, Creb3l4"
"Vasopressin-regulated water reabsorption",0.021,0.175,1,43,5,"Arhgdig, Prkaca, Creb3l3, Dync1li1, Creb3l4"
"Purine metabolism",0.03,0.243,1,176,12,"Polr2a, Ppat, Polr2b, Nme6, Nme4, Polr2g, Ak8, Polr2d, Polr2f, Cant1, Nme3, Allc"
"Glucagon signaling pathway",0.033,0.259,1,101,8,"Cpt1a, Pfkfb1, Prkaca, Ppp3r1, Prkag1, Creb3l3, Ep300, Creb3l4"
"Neurotrophin signaling pathway",0.035,0.259,1,121,9,"Irak2, Arhgdig, Ngfr, Pdpk1, Pik3ca, Mapk13, Irak4, Foxo3, Pik3cb"
"HIF-1 signaling pathway",0.035,0.259,1,102,8,"Aldoa, Arnt, Ins1, Nos3, Pik3ca, Vegfa, Ep300, Pik3cb"
"Ras signaling pathway",0.042,0.301,1,227,14,"Fgf12, Ikbkg, Ins1, Ngfr, Pik3ca, Prkaca, Pla2g1b, Vegfa, Vegfb, Rasgrp4, Pla2g4f, Foxo4, Pla2g12b, Pik3cb"
"MAPK signaling pathway",0.047,0.322,1,252,15,"Fgf12, Hspa8, Ikbkg, Il1a, Jund, Mef2c, Prkaca, Ppp3r1, Ppp5c, Ptprr, Rasgrp4, Mapk13, Pla2g4f, Tab1, Cacng8"
"Vascular smooth muscle contraction",0.048,0.322,1,128,9,"Adra1b, Kcnma1, Prkaca, Prkce, Pla2g1b, Avpr1b, Pla2g4f, Cyp4a12a, Pla2g12b"
"Aldosterone-regulated sodium reabsorption",0.051,0.333,1,38,4,"Ins1, Pdpk1, Pik3ca, Pik3cb"
"Cholinergic synapse",0.056,0.347,1,112,8,"Chrm4, Fyn, Gnao1, Pik3ca, Prkaca, Creb3l3, Pik3cb, Creb3l4"
"Oxytocin signaling pathway",0.056,0.347,1,152,10,"Gnao1, Kcnj5, Mef2c, Nos3, Prkaca, Ppp3r1, Prkag1, Camk1g, Pla2g4f, Cacng8"
"Thyroid hormone signaling pathway",0.063,0.37,1,115,8,"Kat2a, Itgav, Pdpk1, Pik3ca, Prkaca, Rxrg, Ep300, Pik3cb"
"Focal adhesion",0.064,0.37,1,198,12,"Cav3, Col2a1, Fyn, Itga5, Itga7, Itgav, Pdpk1, Pik3ca, Vegfa, Vegfb, Pik3cb, Tnxb"
"alpha-Linolenic acid metabolism",0.064,0.37,1,25,3,"Pla2g1b, Pla2g4f, Pla2g12b"
"Natural killer cell mediated cytotoxicity",0.069,0.388,1,117,8,"Fyn, Ifna5, Ifna6, Ifnab, Itgb2l, Pik3ca, Ppp3r1, Pik3cb"
"Cytosolic DNA-sensing pathway",0.075,0.414,1,61,5,"Ifna5, Ifna6, Ifnab, Ikbkg, Polr2f"
"Melanogenesis",0.077,0.418,1,100,7,"Dvl2, Gnao1, Prkaca, Creb3l3, Wnt9b, Ep300, Creb3l4"
"Platelet activation",0.083,0.439,1,122,8,"Fyn, Nos3, Pik3ca, Prkaca, Tbxa2r, Mapk13, Pla2g4f, Pik3cb"
"ECM-receptor interaction",0.087,0.444,1,83,6,"Col2a1, Itga5, Itga7, Itgav, Sdc4, Tnxb"
"T cell receptor signaling pathway",0.087,0.444,1,103,7,"Fyn, Ikbkg, Pdpk1, Pik3ca, Ppp3r1, Mapk13, Pik3cb"
"Rap1 signaling pathway",0.097,0.485,1,213,12,"Arap3, Fgf12, Gnao1, Ins1, Itgb2l, Ngfr, Pik3ca, Vegfa, Vegfb, Mapk13, Lpar3, Pik3cb"
"Type II diabetes mellitus",0.101,0.494,1,48,4,"Ins1, Pik3ca, Prkce, Pik3cb"
"RIG-I-like receptor signaling pathway",0.107,0.512,1,68,5,"Ifna5, Ifna6, Ifnab, Ikbkg, Mapk13"
"Linoleic acid metabolism",0.113,0.532,1,50,4,"Cyp3a13, Pla2g1b, Pla2g4f, Pla2g12b"
"IL-17 signaling pathway",0.121,0.558,1,91,6,"Cebpb, Ikbkg, Il13, Jund, Hsp90b1, Mapk13"
"Prolactin signaling pathway",0.128,0.578,1,72,5,"Ins1, Pik3ca, Mapk13, Foxo3, Pik3cb"
"Oocyte meiosis",0.13,0.578,1,114,7,"Smc3, Ins1, Prkaca, Plk1, Ppp3r1, Cpeb2, Smc1a"
"Calcium signaling pathway",0.138,0.604,1,182,10,"Adra1b, Cckbr, Gnal, Nos1, Nos3, Prkaca, Ppp3r1, Tbxa2r, Avpr1b, Cysltr1"
"Arginine biosynthesis",0.155,0.666,1,19,2,"Nos1, Nos3"
"Sphingolipid signaling pathway",0.167,0.7,1,122,7,"Fyn, Nos3, Pdpk1, Pik3ca, Prkce, Mapk13, Pik3cb"
"Wnt signaling pathway",0.17,0.7,1,145,8,"Dvl2, Prkaca, Ppard, Ppp3r1, Wnt9b, Ep300, Bambi, Nkd2"
"Cell cycle",0.172,0.7,1,123,7,"Smc3, Mad1l1, Plk1, Rad21, Wee1, Smc1a, Ep300"
"Inflammatory mediator regulation of TRP channels",0.176,0.709,1,124,7,"Pik3ca, Prkaca, Prkce, Mapk13, Pla2g4f, Cyp4a12a, Pik3cb"
"Olfactory transduction",0.195,0.766,1,1120,47,"Gnal, Olfr78, Olfr2, Olfr31, Prkaca, Olfr1089, Olfr1028, Olfr1318, Olfr566, Olfr624, Olfr506, Olfr1412, Olfr113, Olfr518, Olfr1145, Olfr186, Olfr1350, Olfr462, Olfr887, Olfr450, Olfr694, Olfr716, Olfr972, Olfr736, Olfr1441, Olfr262, Olfr398, Olfr433, Olfr599, Olfr1408, Olfr1502, Olfr665, Olfr640, Olfr975, Olfr1341, Olfr985, Olfr898, Olfr802, Olfr352, Olfr457, Olfr394, Olfr520, Olfr549, Olfr570, Olfr670, Olfr592, Olfr480"
"Phagosome",0.197,0.766,1,174,9,"C3, Itga5, Itgav, Itgb2l, Nos1, Dync1li1, Atp6v1g3, Sec61a1, Sec61a2"
"Insulin secretion",0.207,0.793,1,85,5,"Ins1, Kcnma1, Prkaca, Creb3l3, Creb3l4"
"Aldosterone synthesis and secretion",0.214,0.806,1,86,5,"Prkaca, Prkce, Creb3l3, Camk1g, Creb3l4"
"Dopaminergic synapse",0.218,0.81,1,132,7,"Gnal, Gnao1, Kcnj5, Prkaca, Creb3l3, Mapk13, Creb3l4"
"Jak-STAT signaling pathway",0.232,0.839,1,158,8,"Ifna5, Ifna6, Ifnab, Il10ra, Il13, Pik3ca, Ep300, Pik3cb"
"Ether lipid metabolism",0.232,0.839,1,45,3,"Pla2g1b, Pla2g4f, Pla2g12b"
"Apelin signaling pathway",0.246,0.874,1,137,7,"Mef2b, Mef2c, Nos1, Nos3, Prkaca, Prkce, Prkag1"
"B cell receptor signaling pathway",0.261,0.893,1,70,4,"Ikbkg, Pik3ca, Ppp3r1, Pik3cb"
"Riboflavin metabolism",0.261,0.893,1,8,1,"Acp5"
"Regulation of actin cytoskeleton",0.266,0.893,1,213,10,"Chrm4, Fgf12, Ins1, Itga5, Itga7, Itgav, Itgb2l, Pik3ca, Arhgef7, Pik3cb"
"Chemokine signaling pathway",0.273,0.893,1,190,9,"Cxcr4, Ikbkg, Xcl1, Pik3ca, Prkaca, Prex1, Foxo3, Ppbp, Pik3cb"
"Fatty acid degradation",0.273,0.893,1,49,3,"Cpt1a, Acsl6, Cyp4a12a"
"Notch signaling pathway",0.273,0.893,1,49,3,"Dvl2, Kat2a, Ep300"
"Thyroid hormone synthesis",0.286,0.915,1,73,4,"Prkaca, Creb3l3, Hsp90b1, Creb3l4"
"Glycerophospholipid metabolism",0.291,0.915,1,97,5,"Pla2g1b, Ptdss1, Pla2g4f, Pla2g12b, Mboat7"
"Drug metabolism - other enzymes",0.293,0.915,1,51,3,"Tk1, Ugt1a9, Uck2"
"Adrenergic signaling in cardiomyocytes",0.298,0.915,1,146,7,"Adra1b, Myh7, Prkaca, Creb3l3, Mapk13, Creb3l4, Cacng8"
"Phospholipase D signaling pathway",0.298,0.915,1,146,7,"Fyn, Ins1, Pik3ca, Avpr1b, Pla2g4f, Lpar3, Pik3cb"
"Fatty acid metabolism",0.303,0.921,1,52,3,"Cpt1a, Scd1, Acsl6"
"Salivary secretion",0.328,0.984,1,78,4,"Adra1b, Kcnma1, Nos1, Prkaca"
"Pentose phosphate pathway",0.334,0.986,1,32,2,"Aldoa, G6pdx"
"EGFR tyrosine kinase inhibitor resistance",0.336,0.986,1,79,4,"Pik3ca, Vegfa, Foxo3, Pik3cb"
"Cellular senescence",0.357,1,1,181,8,"Foxm1, Il1a, Mre11a, Pik3ca, Ppp3r1, Mapk13, Foxo3, Pik3cb"
"Ovarian steroidogenesis",0.365,1,1,58,3,"Ins1, Prkaca, Pla2g4f"
"Fructose and mannose metabolism",0.375,1,1,35,2,"Aldoa, Pfkfb1"
"Long-term depression",0.385,1,1,60,3,"Gnao1, Nos1, Pla2g4f"
"Non-homologous end-joining",0.388,1,1,13,1,"Mre11a"
"Th1 and Th2 cell differentiation",0.396,1,1,86,4,"Ikbkg, Il13, Ppp3r1, Mapk13"
"Fatty acid biosynthesis",0.411,1,1,14,1,"Acsl6"
"Insulin signaling pathway",0.412,1,1,139,6,"Ins1, Pdpk1, Pik3ca, Prkaca, Prkag1, Pik3cb"
"Arachidonic acid metabolism",0.421,1,1,89,4,"Pla2g1b, Pla2g4f, Cyp4a12a, Pla2g12b"
"Leukocyte transendothelial migration",0.424,1,1,115,5,"Cxcr4, Itgb2l, Pik3ca, Mapk13, Pik3cb"
"NOD-like receptor signaling pathway",0.431,1,1,168,7,"Ifna5, Ifna6, Ifnab, Ikbkg, Mapk13, Irak4, Tab1"
"Thiamine metabolism",0.433,1,1,15,1,"Ak8"
"Fat digestion and absorption",0.44,1,1,40,2,"Pla2g1b, Pla2g12b"
"Ferroptosis",0.44,1,1,40,2,"Ftl1, Acsl6"
"Long-term potentiation",0.445,1,1,66,3,"Prkaca, Ppp3r1, Ep300"
"Endocrine resistance",0.455,1,1,93,4,"Pik3ca, Prkaca, Mapk13, Pik3cb"
"Non-alcoholic fatty liver disease (NAFLD)",0.471,1,1,148,6,"Il1a, Ins1, Pik3ca, Prkag1, Adipor1, Pik3cb"
"Carbohydrate digestion and absorption",0.477,1,1,43,2,"Pik3ca, Pik3cb"
"Basal transcription factors",0.477,1,1,43,2,"Taf5l, Taf6l"
"Circadian entrainment",0.487,1,1,97,4,"Gnao1, Kcnj5, Nos1, Prkaca"
"Renin secretion",0.503,1,1,72,3,"Kcnma1, Prkaca, Ppp3r1"
"NF-kappa B signaling pathway",0.511,1,1,100,4,"Tirap, Ikbkg, Irak4, Tab1"
"Th17 cell differentiation",0.519,1,1,101,4,"Ikbkg, Ppp3r1, Rxrg, Mapk13"
"Autophagy - animal",0.525,1,1,129,5,"Ins1, Pdpk1, Pik3ca, Prkaca, Pik3cb"
"Platinum drug resistance",0.539,1,1,76,3,"Pdpk1, Pik3ca, Pik3cb"
"Arginine and proline metabolism",0.547,1,1,49,2,"Nos1, Nos3"
"Protein processing in endoplasmic reticulum",0.572,1,1,164,6,"Hspa8, Rpn2, Hsp90b1, Sec61a1, Sec61a2, Dnajb1"
"Apoptosis",0.572,1,1,136,5,"Ctsk, Ikbkg, Pdpk1, Pik3ca, Pik3cb"
"Signaling pathways regulating pluripotency of stem cells",0.579,1,1,137,5,"Dvl2, Pik3ca, Wnt9b, Mapk13, Pik3cb"
"cAMP signaling pathway",0.595,1,1,196,7,"Arap3, Pik3ca, Prkaca, Creb3l3, Ep300, Pik3cb, Creb3l4"
"Glutamatergic synapse",0.609,1,1,113,4,"Gnao1, Prkaca, Ppp3r1, Pla2g4f"
"Fc gamma R-mediated phagocytosis",0.616,1,1,85,3,"Pik3ca, Prkce, Pik3cb"
"Necroptosis",0.625,1,1,173,6,"Ftl1, Ifna5, Ifna6, Ifnab, Il1a, Pla2g4f"
"Complement and coagulation cascades",0.632,1,1,87,3,"C3, Itgb2l, Serpina1d"
"Ascorbate and aldarate metabolism",0.64,1,1,27,1,"Ugt1a9"
"Maturity onset diabetes of the young",0.64,1,1,27,1,"Ins1"
"Collecting duct acid secretion",0.64,1,1,27,1,"Atp6v1g3"
"Retinol metabolism",0.647,1,1,89,3,"Cyp3a13, Cyp4a12a, Ugt1a9"
"GnRH signaling pathway",0.647,1,1,89,3,"Prkaca, Mapk13, Pla2g4f"
"Biosynthesis of unsaturated fatty acids",0.653,1,1,28,1,"Scd1"
"Glycerolipid metabolism",0.667,1,1,61,2,"Gk, Pnpla2"
"Circadian rhythm",0.679,1,1,30,1,"Prkag1"
"Antifolate resistance",0.679,1,1,30,1,"Ikbkg"
"Type I diabetes mellitus",0.701,1,1,65,2,"Il1a, Ins1"
"Apoptosis - multiple species",0.702,1,1,32,1,"Ngfr"
"Serotonergic synapse",0.722,1,1,131,4,"Gnao1, Kcnj5, Prkaca, Pla2g4f"
"Pentose and glucuronate interconversions",0.724,1,1,34,1,"Ugt1a9"
"Pancreatic secretion",0.736,1,1,102,3,"Kcnma1, Pla2g1b, Pla2g12b"
"Inositol phosphate metabolism",0.753,1,1,72,2,"Pik3ca, Pik3cb"
"Adherens junction",0.753,1,1,72,2,"Fyn, Ep300"
"Alanine, aspartate and glutamate metabolism",0.754,1,1,37,1,"Ppat"
"Gastric acid secretion",0.766,1,1,74,2,"Cckbr, Prkaca"
"Axon guidance",0.784,1,1,175,5,"Cxcr4, Fyn, Pik3ca, Ppp3r1, Pik3cb"
"Porphyrin and chlorophyll metabolism",0.788,1,1,41,1,"Ugt1a9"
"Homologous recombination",0.788,1,1,41,1,"Mre11a"
"Intestinal immune network for IgA production",0.788,1,1,41,1,"Cxcr4"
"Cardiac muscle contraction",0.791,1,1,78,2,"Myh7, Cacng8"
"Retrograde endocannabinoid signaling",0.796,1,1,146,4,"Gnao1, Kcnj5, Prkaca, Mapk13"
"RNA degradation",0.797,1,1,79,2,"Patl1, Lsm5"
"Hedgehog signaling pathway",0.811,1,1,44,1,"Prkaca"
"Mineral absorption",0.811,1,1,44,1,"Ftl1"
"Peroxisome",0.819,1,1,83,2,"Acsl6, Slc27a2"
"TGF-beta signaling pathway",0.824,1,1,84,2,"Ep300, Bambi"
"ErbB signaling pathway",0.829,1,1,85,2,"Pik3ca, Pik3cb"
"Antigen processing and presentation",0.834,1,1,86,2,"Ciita, Hspa8"
"Neuroactive ligand-receptor interaction",0.837,1,1,285,8,"Adra1b, Adra2b, Cckbr, Chrm4, Tbxa2r, Avpr1b, Cysltr1, Lpar3"
"Steroid hormone biosynthesis",0.839,1,1,87,2,"Cyp3a13, Ugt1a9"
"GABAergic synapse",0.839,1,1,87,2,"Gnao1, Prkaca"
"N-Glycan biosynthesis",0.844,1,1,49,1,"Rpn2"
"Taste transduction",0.844,1,1,88,2,"Prkaca, Tas2r113"
"Fanconi anemia pathway",0.855,1,1,51,1,"Telo2"
"Hematopoietic cell lineage",0.861,1,1,92,2,"Il1a, Itga5"
"Ribosome",0.867,1,1,130,3,"Rpl26, Rps3a1, Rplp1"
"Endocrine and other factor-regulated calcium reabsorption",0.871,1,1,54,1,"Prkaca"
"Phosphatidylinositol signaling system",0.884,1,1,98,2,"Pik3ca, Pik3cb"
"Glutathione metabolism",0.897,1,1,60,1,"G6pdx"
"Synaptic vesicle cycle",0.905,1,1,62,1,"Atp6v1g3"
"Mitophagy - animal",0.908,1,1,63,1,"Foxo3"
"Metabolism of xenobiotics by cytochrome P450",0.915,1,1,65,1,"Ugt1a9"
"Glycolysis / Gluconeogenesis",0.915,1,1,65,1,"Aldoa"
"Drug metabolism - cytochrome P450",0.921,1,1,67,1,"Ugt1a9"
"p53 signaling pathway",0.921,1,1,67,1,"Sesn2"
"Hippo signaling pathway",0.928,1,1,153,3,"Dvl2, Itgb2l, Wnt9b"
"Bile secretion",0.932,1,1,71,1,"Prkaca"
"Carbon metabolism",0.937,1,1,118,2,"Aldoa, G6pdx"
"Biosynthesis of amino acids",0.942,1,1,75,1,"Aldoa"
"Cell adhesion molecules (CAMs)",0.947,1,1,164,3,"Itgav, Itgb2l, Sdc4"
"Lysosome",0.948,1,1,124,2,"Acp5, Ctsk"
"Tight junction",0.951,1,1,167,3,"Prkaca, Prkce, Prkag1"
"Gap junction",0.962,1,1,86,1,"Prkaca"
"Protein digestion and absorption",0.967,1,1,90,1,"Col2a1"
"Endocytosis",0.991,1,1,266,4,"Arap3, Cav3, Cxcr4, Hspa8"
"Oxidative phosphorylation",0.993,1,1,131,1,"Atp6v1g3"
"Ubiquitin mediated proteolysis",0.995,1,1,137,1,"Ube2c"
"Metabolic pathways",0.999,1,1,1308,30,"Acp5, Aldoa, Cyp3a13, G6pdx, Gk, Nos1, Nos3, Pla2g1b, Ptdss1, Rpn2, Polr2a, Acsl6, Tk1, Ppat, Polr2b, Pla2g4f, Cyp4a12a, Atp6v1g3, Ugt1a9, Nme6, Nme4, Pnpla2, Polr2g, Ak8, Polr2d, Polr2f, Pla2g12b, Nme3, Uck2, Allc"
"One carbon pool by folate",1,1,1,19,0,""
"Starch and sucrose metabolism",1,1,1,33,0,""
"Cysteine and methionine metabolism",1,1,1,47,0,""
"Valine, leucine and isoleucine degradation",1,1,1,56,0,""
"Tyrosine metabolism",1,1,1,39,0,""
"Phenylalanine metabolism",1,1,1,23,0,""
"Tryptophan metabolism",1,1,1,46,0,""
"Phenylalanine, tyrosine and tryptophan biosynthesis",1,1,1,8,0,""
"Glycine, serine and threonine metabolism",1,1,1,40,0,""
"Pyruvate metabolism",1,1,1,38,0,""
"Propanoate metabolism",1,1,1,31,0,""
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",1,1,1,20,0,""
"Other types of O-glycan biosynthesis",1,1,1,22,0,""
"Primary bile acid biosynthesis",1,1,1,16,0,""
"Hippo signaling pathway - multiple species",1,1,1,26,0,""
"Aminoacyl-tRNA biosynthesis",1,1,1,44,0,""
"Terpenoid backbone biosynthesis",1,1,1,23,0,""
"Glycosphingolipid biosynthesis - lacto and neolacto series",1,1,1,27,0,""
"beta-Alanine metabolism",1,1,1,32,0,""
"Pantothenate and CoA biosynthesis",1,1,1,18,0,""
"Vitamin B6 metabolism",1,1,1,9,0,""
"Nicotinate and nicotinamide metabolism",1,1,1,35,0,""
"Galactose metabolism",1,1,1,32,0,""
"Amino sugar and nucleotide sugar metabolism",1,1,1,49,0,""
"Neomycin, kanamycin and gentamicin biosynthesis",1,1,1,5,0,""
"Citrate cycle (TCA cycle)",1,1,1,32,0,""
"Glyoxylate and dicarboxylate metabolism",1,1,1,29,0,""
"Proximal tubule bicarbonate reclamation",1,1,1,22,0,""
"DNA replication",1,1,1,35,0,""
"Nucleotide excision repair",1,1,1,43,0,""
"Mismatch repair",1,1,1,22,0,""
"Fatty acid elongation",1,1,1,27,0,""
"Histidine metabolism",1,1,1,25,0,""
"Lysine degradation",1,1,1,59,0,""
"Phototransduction",1,1,1,27,0,""
"Selenocompound metabolism",1,1,1,17,0,""
"Mucin type O-glycan biosynthesis",1,1,1,28,0,""
"2-Oxocarboxylic acid metabolism",1,1,1,19,0,""
"Mannose type O-glycan biosynthesis",1,1,1,23,0,""
"Glycosaminoglycan degradation",1,1,1,21,0,""
"Other glycan degradation",1,1,1,18,0,""
"Folate biosynthesis",1,1,1,26,0,""
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",1,1,1,25,0,""
"Synthesis and degradation of ketone bodies",1,1,1,11,0,""
"Butanoate metabolism",1,1,1,27,0,""
"Biotin metabolism",1,1,1,3,0,""
"ABC transporters",1,1,1,47,0,""
"Glycosphingolipid biosynthesis - ganglio series",1,1,1,15,0,""
"Renin-angiotensin system",1,1,1,35,0,""
"Base excision repair",1,1,1,33,0,""
"Sphingolipid metabolism",1,1,1,48,0,""
"Glycosphingolipid biosynthesis - globo and isoglobo series",1,1,1,16,0,""
"Vitamin digestion and absorption",1,1,1,24,0,""
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin",1,1,1,24,0,""
"Autophagy - other",1,1,1,32,0,""
"Taurine and hypotaurine metabolism",1,1,1,11,0,""
"Valine, leucine and isoleucine biosynthesis",1,1,1,4,0,""
"SNARE interactions in vesicular transport",1,1,1,33,0,""
"Nitrogen metabolism",1,1,1,17,0,""
"Steroid biosynthesis",1,1,1,19,0,""
"Ubiquinone and other terpenoid-quinone biosynthesis",1,1,1,11,0,""
"Phosphonate and phosphinate metabolism",1,1,1,6,0,""
"Sulfur metabolism",1,1,1,11,0,""
"Caffeine metabolism",1,1,1,6,0,""
"D-Arginine and D-ornithine metabolism",1,1,1,1,0,""
"Glycosaminoglycan biosynthesis - keratan sulfate",1,1,1,14,0,""
"D-Glutamine and D-glutamate metabolism",1,1,1,3,0,""
"Sulfur relay system",1,1,1,8,0,""
"Lipoic acid metabolism",1,1,1,3,0,""
