"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Longevity regulating pathway",0,0.009,0.103,90,10,"Ins1, Pik3ca, Prkaca, Prkag1, Creb3l3, Sesn2, Foxo3, Adipor1, Pik3cb, Creb3l4"
"Insulin resistance",0,0.01,0.114,108,11,"Cpt1a, Ins1, Nos3, Pdpk1, Pik3ca, Prkce, Prkag1, Creb3l3, Slc27a2, Pik3cb, Creb3l4"
"mRNA surveillance pathway",0.001,0.011,0.146,94,10,"Nxf7, Magoh, Casc3, Rnps1, Cpsf7, Cpsf6, Nxf1, Ddx39b, Pabpn1, Rbm8a"
"Relaxin signaling pathway",0.001,0.011,0.156,130,12,"Gnao1, Nos1, Nos3, Pik3ca, Prkaca, Creb3l3, Vegfa, Vegfb, Insl5, Mapk13, Pik3cb, Creb3l4"
"Estrogen signaling pathway",0.001,0.012,0.173,96,10,"Gnao1, Hspa8, Kcnj5, Nos3, Pik3ca, Prkaca, Creb3l3, Hsp90b1, Pik3cb, Creb3l4"
"mTOR signaling pathway",0.001,0.012,0.194,152,13,"Prr5, Dvl2, Ins1, Pdpk1, Pik3ca, Slc7a5, Wnt9b, Sesn2, Atp6v1g3, Telo2, Seh1l, Strada, Pik3cb"
"RNA polymerase",0.001,0.021,0.362,28,5,"Polr2a, Polr2b, Polr2g, Polr2d, Polr2f"
"VEGF signaling pathway",0.002,0.026,0.468,58,7,"Nos3, Pik3ca, Ppp3r1, Vegfa, Mapk13, Pla2g4f, Pik3cb"
"FoxO signaling pathway",0.002,0.032,0.6,132,11,"Plk3, Ins1, Pdpk1, Pik3ca, Plk1, Prkag1, Mapk13, Ep300, Foxo4, Foxo3, Pik3cb"
"Longevity regulating pathway - multiple species",0.003,0.035,0.69,62,7,"Hspa8, Ins1, Pik3ca, Prkaca, Prkag1, Foxo3, Pik3cb"
"Cytokine-cytokine receptor interaction",0.003,0.04,0.867,267,17,"Cxcr4, Ifna5, Ifna6, Ifnab, Il10ra, Il13, Il1a, Xcl1, Ngfr, Tnfrsf1b, Cd27, Tnfsf12, Cd70, Vegfa, Vegfb, Tnfrsf12a, Ppbp"
"AGE-RAGE signaling pathway in diabetic complications",0.004,0.04,0.878,100,9,"Il1a, Nos3, Pik3ca, Prkce, Vegfa, Vegfb, Mapk13, Nox4, Pik3cb"
"Fc epsilon RI signaling pathway",0.004,0.043,0.986,66,7,"Fyn, Il13, Pdpk1, Pik3ca, Mapk13, Pla2g4f, Pik3cb"
"cGMP-PKG signaling pathway",0.005,0.055,1,167,12,"Adra1b, Adra2b, Myh7, Ins1, Kcnma1, Mef2b, Mef2c, Nos3, Prkce, Ppp3r1, Creb3l3, Creb3l4"
"Adipocytokine signaling pathway",0.006,0.057,1,71,7,"Cpt1a, Ikbkg, Prkag1, Rxrg, Acsl6, Tnfrsf1b, Adipor1"
"TNF signaling pathway",0.006,0.057,1,108,9,"Cebpb, Ikbkg, Pik3ca, Creb3l3, Tnfrsf1b, Mapk13, Tab1, Pik3cb, Creb3l4"
"Progesterone-mediated oocyte maturation",0.006,0.058,1,90,8,"Ins1, Mad1l1, Pik3ca, Prkaca, Plk1, Cpeb2, Mapk13, Pik3cb"
"Regulation of lipolysis in adipocytes",0.007,0.058,1,55,6,"Fabp4, Ins1, Pik3ca, Prkaca, Pnpla2, Pik3cb"
"Purine metabolism",0.008,0.066,1,176,12,"Polr2a, Ppat, Polr2b, Nme6, Nme4, Polr2g, Ak8, Polr2d, Polr2f, Cant1, Nme3, Allc"
"Focal adhesion",0.008,0.066,1,198,13,"Cav3, Col2a1, Fyn, Itga5, Itga7, Itgav, Myl2, Pdpk1, Pik3ca, Vegfa, Vegfb, Pik3cb, Tnxb"
"Protein export",0.01,0.076,1,28,4,"Srp68, Sec61a1, Sec11a, Sec61a2"
"Ras signaling pathway",0.01,0.076,1,227,14,"Fgf12, Ikbkg, Ins1, Ngfr, Pik3ca, Prkaca, Pla2g1b, Vegfa, Vegfb, Rasgrp4, Pla2g4f, Foxo4, Pla2g12b, Pik3cb"
"Vasopressin-regulated water reabsorption",0.01,0.076,1,43,5,"Arhgdig, Prkaca, Creb3l3, Dync1li1, Creb3l4"
"MAPK signaling pathway",0.011,0.079,1,252,15,"Fgf12, Hspa8, Ikbkg, Il1a, Jund, Mef2c, Prkaca, Ppp3r1, Ppp5c, Ptprr, Rasgrp4, Mapk13, Pla2g4f, Tab1, Cacng8"
"Glucagon signaling pathway",0.012,0.085,1,101,8,"Cpt1a, Pfkfb1, Prkaca, Ppp3r1, Prkag1, Creb3l3, Ep300, Creb3l4"
"Neurotrophin signaling pathway",0.012,0.085,1,121,9,"Irak2, Arhgdig, Ngfr, Pdpk1, Pik3ca, Mapk13, Irak4, Foxo3, Pik3cb"
"HIF-1 signaling pathway",0.013,0.088,1,102,8,"Aldoa, Arnt, Ins1, Nos3, Pik3ca, Vegfa, Ep300, Pik3cb"
"Vascular smooth muscle contraction",0.017,0.111,1,128,9,"Adra1b, Kcnma1, Prkaca, Prkce, Pla2g1b, Avpr1b, Pla2g4f, Cyp4a12a, Pla2g12b"
"Oxytocin signaling pathway",0.019,0.119,1,152,10,"Gnao1, Kcnj5, Mef2c, Nos3, Prkaca, Ppp3r1, Prkag1, Camk1g, Pla2g4f, Cacng8"
"Cholinergic synapse",0.022,0.136,1,112,8,"Chrm4, Fyn, Gnao1, Pik3ca, Prkaca, Creb3l3, Pik3cb, Creb3l4"
"Thyroid hormone signaling pathway",0.025,0.152,1,115,8,"Kat2a, Itgav, Pdpk1, Pik3ca, Prkaca, Rxrg, Ep300, Pik3cb"
"Natural killer cell mediated cytotoxicity",0.027,0.163,1,117,8,"Fyn, Ifna5, Ifna6, Ifnab, Itgb2l, Pik3ca, Ppp3r1, Pik3cb"
"Aldosterone-regulated sodium reabsorption",0.028,0.165,1,38,4,"Ins1, Pdpk1, Pik3ca, Pik3cb"
"Rap1 signaling pathway",0.031,0.177,1,213,12,"Arap3, Fgf12, Gnao1, Ins1, Itgb2l, Ngfr, Pik3ca, Vegfa, Vegfb, Mapk13, Lpar3, Pik3cb"
"Platelet activation",0.034,0.184,1,122,8,"Fyn, Nos3, Pik3ca, Prkaca, Tbxa2r, Mapk13, Pla2g4f, Pik3cb"
"Melanogenesis",0.034,0.184,1,100,7,"Dvl2, Gnao1, Prkaca, Creb3l3, Wnt9b, Ep300, Creb3l4"
"Adrenergic signaling in cardiomyocytes",0.036,0.19,1,146,9,"Adra1b, Myh7, Myl2, Prkaca, Creb3l3, Tpm1, Mapk13, Creb3l4, Cacng8"
"T cell receptor signaling pathway",0.039,0.198,1,103,7,"Fyn, Ikbkg, Pdpk1, Pik3ca, Ppp3r1, Mapk13, Pik3cb"
"Cytosolic DNA-sensing pathway",0.039,0.198,1,61,5,"Ifna5, Ifna6, Ifnab, Ikbkg, Polr2f"
"alpha-Linolenic acid metabolism",0.04,0.2,1,25,3,"Pla2g1b, Pla2g4f, Pla2g12b"
"ECM-receptor interaction",0.042,0.205,1,83,6,"Col2a1, Itga5, Itga7, Itgav, Sdc4, Tnxb"
