"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"AMPK signaling pathway",0.017,0.115,1,118,4,"EEF2K, IRS1, PIK3CA, CREB3L3"
"Adipocytokine signaling pathway",0.02,0.132,1,69,3,"IKBKB, IRS1, ACSBG2"
"Natural killer cell mediated cytotoxicity",0.02,0.132,1,125,4,"IFNA13, NFATC2, PIK3CA, VAV2"
"Thyroid hormone synthesis",0.024,0.151,1,74,3,"ADCY9, PRKACA, CREB3L3"
"Gastric acid secretion",0.024,0.152,1,75,3,"ADCY9, KCNJ2, PRKACA"
"Apelin signaling pathway",0.026,0.153,1,135,4,"MEF2B, ADCY9, GNB2, PRKACA"
"Circadian rhythm",0.026,0.153,1,30,2,"PER3, BTRC"
"Signaling pathways regulating pluripotency of stem cells",0.028,0.164,1,139,4,"PIK3CA, REST, WNT3, ACVR1"
"Aldosterone synthesis and secretion",0.031,0.174,1,82,3,"ADCY9, PRKACA, CREB3L3"
"Non-alcoholic fatty liver disease (NAFLD)",0.032,0.176,1,144,4,"IKBKB, IRS1, PIK3CA, EIF2AK3"
"Protein digestion and absorption",0.037,0.2,1,88,3,"COL6A3, CTRB1, CELA2A"
"Aldosterone-regulated sodium reabsorption",0.038,0.201,1,37,2,"IRS1, PIK3CA"
"NF-kappa B signaling pathway",0.041,0.214,1,92,3,"IKBKB, CCL4L1, BCL10"
"Progesterone-mediated oocyte maturation",0.044,0.221,1,94,3,"ADCY9, PIK3CA, PRKACA"
"Endocrine resistance",0.045,0.223,1,95,3,"ADCY9, PIK3CA, PRKACA"
"Inflammatory mediator regulation of TRP channels",0.046,0.224,1,96,3,"ADCY9, PIK3CA, PRKACA"
