"","Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HighScoreGenes","HighScoreGenesNames","MedScoreGenesNames","EnrichScore"
"11","NOD-like receptor signaling pathway",0,0,0,148,81,66,"Nod1, Birc3, Birc2, Xiap, Bcl2, Casp1, Casp4, Casp8, Gbp2, Ifi204, Ifnar1, Ifnar2, Il18, Il6, Irf9, Itpr1, Itpr2, Jun, Myd88, Naip5, Naip6, Nfkb1, Nfkbia, Nfkbib, P2rx7, Plcb3, Ripk2, Ccl12, Ccl5, Stat1, Stat2, Tank, Mcu, Dhx33, Tnf, Tnfaip3, Traf2, Txn1, Vdac3, Gbp5, Gbp7, Oas1b, Oas3, Oas1a, Nod2, Mapk14, Mapk9, Irak4, Rnf31, Nlrc4, Nlrx1, Trp53bp1, Card9, Aim2, Irf7, Tyk2, Gbp3, Panx1, Tbk1, Nampt, Nek7, Tab1, Tab2, Gsdmd, Dnm1l, Atg16l1","Atg5, Rhoa, Cybb, Fadd, Jak1, Rela, Traf3, Mavs, Map3k7, Mapk8, Irf3, Ikbke, Gabarapl1, Nlrp1b, Pycard",0.681
"12","Prolactin signaling pathway",0,0,0,56,36,30,"Raf1, Akt1, Akt2, Ccnd2, Socs3, Socs1, Galt, Irf1, Jak2, Kras, Nfkb1, Nras, Pik3ca, Pik3cd, Pik3r2, Socs7, Shc1, Sos1, Src, Stat1, Stat3, Stat5a, Tnfrsf11a, Akt3, Map2k1, Mapk14, Mapk9, Socs6, Socs5, Foxo3","Fos, Pik3r1, Rela, Sos2, Stat5b, Mapk8",0.738
"13","Necroptosis",0,0,0,131,62,52,"Camk2d, Parp1, Birc3, Birc2, Xiap, Bcl2, Bid, Camk2g, Casp1, Casp8, Cflar, Fas, Tlr3, Glul, H2afx, Ifnar1, Ifnar2, Ifngr1, Irf9, Jak2, Pla2g4a, Eif2ak2, Stat1, Stat2, Stat3, Stat5a, Stat6, Tnf, Tnfaip3, Tnfrsf10b, Tnfrsf1a, Traf2, Tnfsf10, Vdac3, Ticam2, Parp3, Mapk9, Rnf31, H2afy, Hist3h2a, Parp4, Tyk2, Zbp1, 2610002M06Rik, Chmp1b, Chmp2a, Dnm1l, Cyld, Mlkl, Chmp4b, Chmp5, Il33","Pygl, Capn2, Cybb, Fadd, Jak1, Stat5b, Mapk8, H2afz, Pycard, Ppid",0.656
"14","FoxO signaling pathway",0,0,0,120,67,54,"Prkag2, Raf1, Akt1, Akt2, Atm, Bcl6, Bnip3, Ccnd2, Cdk2, Cdkn1a, Cdkn1b, Cdkn2b, Cdkn2d, Gadd45a, S1pr1, Il10, Il6, Insr, Kras, Sgk3, Smad3, Smad4, Mdm2, Gadd45b, Nlk, Nras, Pdpk1, Pik3ca, Pik3cd, Pik3r2, Plk1, Prkag1, Pten, Rbl2, Sod2, Sos1, Stat3, Tgfbr1, Tnfsf10, Akt3, Gadd45g, Usp7, Map2k1, Mapk14, Mapk9, Homer1, Homer3, Skp2, Foxo4, Foxo1, Foxo3, Fbxo32, Setd7, Sirt1","Prkab2, Araf, Ccng2, Plk3, Egf, Il7r, Pik3r1, Prkab1, Sos2, Stk11, Mapk8, Gabarapl1, Pck2",0.682
"15","Toll-like receptor signaling pathway",0,0,0,85,51,42,"Akt1, Akt2, Casp8, Cd86, Tlr3, Cxcl10, Ifnar1, Ifnar2, Il6, Jun, Tlr7, Tlr8, Cxcl9, Myd88, Nfkb1, Nfkbia, Pik3ca, Pik3cd, Pik3r2, Ccl3, Ccl4, Ccl5, Stat1, Tlr1, Tlr6, Tnf, Cd40, Ticam2, Akt3, Map2k1, Map2k4, Map2k7, Map3k8, Mapk14, Mapk9, Irak4, Irf5, Irf7, Tbk1, Tab1, Tab2, Tlr9","Fadd, Fos, Pik3r1, Rela, Traf3, Map3k7, Mapk8, Irf3, Ikbke",0.712
"16","Neurotrophin signaling pathway",0,0,0,107,56,47,"Camk2d, Irak2, Raf1, Abl1, Akt1, Akt2, Bcl2, Camk2g, Cdc42, Crk, Crkl, Gab1, Jun, Kras, Sh2b3, Zfp369, Mapkapk2, Nfkb1, Nfkbia, Nfkbib, Nras, Pdpk1, Pik3ca, Pik3cd, Pik3r2, Plcg1, Psen1, Ripk2, Rps6ka1, Sh2b1, Shc1, Sort1, Sos1, Rap1b, Ywhae, Akt3, Mapk7, Map2k1, Map2k7, Map3k1, Map3k3, Mapk14, Mapk9, Irak4, Foxo3, Zfp110, Rps6ka5","Rhoa, Matk, Pik3r1, Arhgdia, Rela, Sos2, Mapk8, Frs2, Prdm4",0.681
"17","T cell receptor signaling pathway",0,0,0,94,47,36,"Raf1, Akt1, Akt2, Cdc42, Fyn, Il10, Jun, Kras, Lck, Lcp2, Nck2, Nfatc2, Nfkb1, Nfkbia, Nfkbib, Nras, Pdpk1, Pik3ca, Pik3cd, Pik3r2, Plcg1, Ppp3cb, Ptprc, Sos1, Cblb, Tnf, Vav2, Akt3, Malt1, Map2k1, Map2k7, Map3k8, Mapk14, Mapk9, Map3k14, Pak4","Rhoa, Dlg1, Fos, Nfatc3, Pdcd1, Pik3r1, Ppp3ca, Ppp3r1, Rela, Sos2, Map3k7",0.633
"18","Apoptosis",0,0,0,125,70,58,"Raf1, Actb, Actg1, Parp1, Akt1, Akt2, Apaf1, Birc3, Birc2, Xiap, Atm, Bak1, Bcl2, Bcl2a1d, Bid, Casp2, Casp3, Casp7, Casp8, Casp9, Cflar, Ctsc, Ctss, Cycs, Daxx, Gadd45a, Eif2ak3, Fas, Itpr1, Itpr2, Jun, Kras, Mcl1, Gadd45b, Nfkb1, Nfkbia, Nras, Pdpk1, Pik3ca, Pik3cd, Pik3r2, Spta1, Tnf, Tnfrsf10b, Tnfrsf1a, Traf2, Tnfsf10, Parp3, Akt3, Gadd45g, Map2k1, Mapk9, Parp4, Map3k14, Pmaip1, Ctsz, Dab2ip, Ern1","Bcl2a1b, Capn2, Ctsh, Dffa, Endog, Fadd, Fos, Il3ra, Lmnb2, Pik3r1, Rela, Mapk8",0.694
"19","TNF signaling pathway",0,0,0,106,61,51,"Akt1, Akt2, Birc3, Birc2, Bcl3, Casp3, Casp7, Casp8, Cflar, Socs3, Csf1, Edn1, Fas, Cxcl10, Ifi47, Il15, Il6, Jun, Junb, Nfkb1, Nfkbia, Pik3ca, Pik3cd, Pik3r2, Ptgs2, Ccl12, Ccl5, Creb3l2, Tnf, Tnfaip3, Tnfrsf1a, Tnfrsf1b, Traf2, Creb5, Akt3, Nod2, Map2k1, Map2k4, Map2k7, Map3k8, Mapk14, Mapk9, Gm5431, Map3k14, Tab1, Bag4, Tab2, Dab2ip, Rps6ka5, Dnm1l, Mlkl","Creb3, Fadd, Fos, Icam1, Mmp14, Pik3r1, Rela, Traf3, Map3k7, Mapk8",0.706
"20","Cytosolic DNA-sensing pathway",0,0,0,48,31,24,"Casp1, Cxcl10, Il18, Il6, Nfkb1, Nfkbia, Nfkbib, Ccl4, Ccl5, Mb21d1, Trex1, Ddx58, Polr3e, Aim2, Irf7, Adar, Tbk1, Zbp1, Polr2e, Polr3d, Polr3g, Polr3c, Il33, Polr3h","Rela, Mavs, Polr2h, Irf3, Ikbke, Pycard, Polr3k",0.71
"21","Longevity regulating pathway",0,0,0.001,81,41,32,"Prkag2, Adcy7, Adcy9, Akt1, Akt2, Sesn1, Insr, Kras, Nfkb1, Nras, Pik3ca, Pik3cd, Pik3r2, Prkaca, Prkag1, Sod2, Camkk2, Creb3l2, Ulk1, Sesn2, Creb5, Akt3, Atg13, Foxo1, Foxo3, Tsc1, Akt1s1, Adipor2, Adipor1, Sesn3, Ehmt1, Sirt1","Prkab2, Atg5, Rb1cc1, Creb3, Pik3r1, Prkab1, Rela, Stk11, Atg101",0.643
"22","Ubiquitin mediated proteolysis",0,0,0.002,132,59,47,"Ube3c, Fbxw11, Nhlrc1, Fbxo4, Cdc20, Birc3, Birc2, Xiap, Brca1, Socs3, Socs1, Trip12, Mdm2, Mid1, Pml, Cblb, Ube2d1, Ube2o, Ube2e1, Ube2l3, Uba1, Pias3, Uba6, Herc1, AA414768, Map3k1, Cul3, Ube2z, Skp2, Fbxw7, Keap1, Cdc23, Pias1, Ube2l6, Anapc5, Ube4b, Ube2d3, Smurf2, Cul7, Ube2r2, Rchy1, Trim37, Anapc10, Trim32, Cul2, Syvn1, Uba7","Mgrn1, Pias2, Cdc34, Ube2e2, Ube2m, Ube2g2, Ube2h, Rhobtb2, Ube2k, Anapc7, Ube2s, Cul4a",0.622
"23","Inositol phosphate metabolism",0,0,0.002,66,35,29,"Inpp5f, Synj1, Pip4k2b, Pip4k2c, Inpp1, Inpp5b, Inpp5d, Minpp1, Mtm1, Pik3c2a, Pik3ca, Pik3cd, Pikfyve, Pip5k1c, Plcb3, Plcg1, Inpp5k, Pten, Synj2, Inpp5a, Itpk1, Mtmr6, Pik3c3, Itpkb, Inpp5e, Pi4k2b, Ippk, Pi4k2a, Mtmr14","Mtmr4, Pip5k1b, Ipmk, Isyna1, Plcd3, Sacm1l",0.679
"24","Cell cycle",0,0,0.002,120,55,49,"Cdc20, Abl1, Atm, Bub1b, Ccnd2, Ccne2, Cdc25a, Cdc25b, Cdc7, Cdk2, Cdk7, Cdkn1a, Cdkn1b, Cdkn2b, Cdkn2c, Cdkn2d, Smc3, Gadd45a, E2f1, Smad3, Smad4, Mcm6, Mdm2, Gadd45b, Orc2, Plk1, Prkdc, Rb1, Rbl1, Rbl2, Stag2, Tfdp2, Cdc14b, Ywhae, Ywhaz, Cdc6, Gadd45g, E2f2, Orc5, Dbf4, Skp2, Pttg1, Hdac1, Chek2, Cdc23, Anapc5, Ccnh, Anapc10, Mad2l2","Ccna2, E2f5, Orc1, Ywhag, Orc4, Anapc7",0.675
"25","B cell receptor signaling pathway",0,0,0.002,69,36,27,"Raf1, Akt1, Akt2, Btk, Cd79b, Inpp5d, Jun, Kras, Lyn, Nfatc2, Nfkb1, Nfkbia, Nfkbib, Nras, Pik3ca, Pik3cd, Pik3r2, Pirb, Ppp3cb, Sos1, Vav2, Akt3, Rasgrp3, Malt1, Map2k1, Ifitm1, Pik3ap1","Cr2, Fos, Rac3, Nfatc3, Pik3r1, Ppp3ca, Ppp3r1, Rela, Sos2",0.636
"26","Thyroid hormone signaling pathway",0,0,0.004,100,47,42,"Raf1, Actb, Actg1, Akt1, Akt2, Atp1b3, Casp9, Kras, Mdm2, Ncoa1, Ncoa2, Notch1, Notch2, Nras, Kat2b, Pdpk1, Pfkfb2, Pik3ca, Pik3cd, Pik3r2, Prkaca, Plcb3, Plcg1, Med1, Rxra, Rxrb, Sin3a, Slc9a1, Src, Stat1, Tbc1d4, Thra, Akt3, Map2k1, Med13, Med12l, Hdac1, Rcan1, Pfkp, Foxo1, Med27, Med13l","Hif1a, Itgb3, Ncoa3, Pik3r1, Plcd3",0.682
"27","Autophagy - other",0,0,0.004,31,20,14,"Igbp1, Atg9b, Pik3c3, Atg4d, Atg4c, Ulk2, Atg2a, Atg13, Mlst8, Atg3, Atg7, Wipi2, Atg2b, Atg16l1","Atg5, Ppp2ca, Wipi1, Becn1, Gabarapl1, Atg101",0.673
"28","ErbB signaling pathway",0,0,0.006,77,38,32,"Camk2d, Raf1, Abl1, Akt1, Akt2, Camk2g, Cdkn1a, Cdkn1b, Crk, Crkl, Elk1, Ptk2, Gab1, Jun, Kras, Nck2, Nras, Pik3ca, Pik3cd, Pik3r2, Plcg1, Shc1, Sos1, Src, Stat5a, Cblb, Akt3, Map2k1, Map2k4, Map2k7, Mapk9, Pak4","Araf, Egf, Pik3r1, Sos2, Stat5b, Mapk8",0.668
"29","Sphingolipid signaling pathway",0,0,0.006,107,49,41,"Raf1, Akt1, Akt2, Bcl2, Bid, S1pr1, Fcer1g, Fyn, Gna12, Gna13, S1pr2, Kras, Nfkb1, Nras, Nsmaf, Pdpk1, Pik3ca, Pik3cd, Pik3r2, Plcb3, Pld1, Pten, Rock1, Rock2, Smpd2, Sptlc2, Ppp2r5d, Tnf, Tnfrsf1a, Traf2, Ppp2r5a, Akt3, Cers6, Map2k1, Mapk14, Mapk9, Ppp2r1a, Asah2, Cers4, Cers5, Ppp2r2a","Rhoa, Rac3, Pik3r1, Pld2, Ppp2ca, Rela, Acer2, Mapk8",0.647
"30","Adipocytokine signaling pathway",0,0,0.007,59,31,25,"Prkag2, Npy, Akt1, Akt2, Socs3, Cpt1a, Acsl1, Jak2, Nfkb1, Nfkbia, Nfkbib, Prkag1, Rxra, Rxrb, Camkk2, Stat3, Tnf, Tnfrsf1a, Tnfrsf1b, Traf2, Akt3, Mapk9, Adipor2, Adipor1, Acsl3","Prkab2, Prkab1, Rela, Stk11, Mapk8, Pck2",0.666
"31","Jak-STAT signaling pathway",0,0,0.007,122,54,45,"Raf1, Akt1, Akt2, Bcl2, Ccnd2, Cdkn1a, Socs3, Socs1, Csf3r, Ifnar1, Ifnar2, Ifngr1, Il10, Il10ra, Il10rb, Il13ra1, Il15, Il15ra, Il2ra, Il2rg, Il4ra, Il6, Il6st, Irf9, Jak2, Mcl1, Osm, Pik3ca, Pik3cd, Pik3r2, Pim1, Socs7, Ptpn2, Sos1, Stat1, Stat2, Stat3, Stat5a, Stat6, Pias3, Akt3, Socs6, Tyk2, Socs5, Pias1","Il12rb1, Il3ra, Il7, Il7r, Jak1, Pias2, Pik3r1, Sos2, Stat5b",0.638
"32","Ras signaling pathway",0,0,0.008,178,73,57,"Raf1, Abl1, Angpt1, Angpt2, Akt1, Akt2, Cdc42, Csf1, Elk1, Flt1, Flt4, Gab1, Gnb4, Gnb5, Gng12, Insr, Kdr, Kras, Ksr1, Mras, Nfkb1, Nras, Pik3ca, Pik3cd, Pik3r2, Prkaca, Pla2g4a, Plcg1, Pld1, Rab5b, Rab5c, Rel, Rgl1, Rgl2, Ralbp1, Rras, Shc1, Sos1, Rap1b, Tiam1, Pla2g16, Akt3, Ets1, Ets2, Rasgrp3, Map2k1, Mapk9, Rab5a, Ksr2, Pla2g6, Rasa4, Foxo4, Shoc2, Tbk1, Exoc2, Pak4, Brap","Rhoa, Egf, Gnb1, Htr7, Rac3, Met, Kitl, Pik3r1, Pld2, Rasgrp2, Rasal1, Rela, Sos2, Rasa1, Mapk8, Rasal3",0.595
"33","Platinum drug resistance",0,0,0.01,73,36,33,"Akt1, Akt2, Apaf1, Birc3, Birc2, Xiap, Atm, Atp7a, Bak1, Bcl2, Bid, Brca1, Casp3, Casp8, Casp9, Cdkn1a, Cycs, Fas, Mdm2, Mlh1, Msh2, Msh3, Msh6, Pdpk1, Pik3ca, Pik3cd, Pik3r2, Rev3l, Mgst2, Top2b, Akt3, Pmaip1, Polh","Fadd, Pik3r1, Slc31a1",0.705
"34","Apoptosis - multiple species",0,0,0.01,28,18,15,"Apaf1, Birc3, Birc2, Xiap, Bak1, Bcl2, Bid, Casp3, Casp7, Casp8, Casp9, Cycs, Tnfrsf1a, Mapk9, Pmaip1","Fadd, Mapk8, Becn1",0.738
"35","AGE-RAGE signaling pathway in diabetic complications",0,0.001,0.018,91,42,33,"Akt1, Akt2, Bcl2, Casp3, Cdc42, Cdkn1b, Edn1, Il6, Jak2, Jun, Kras, Smad3, Smad4, Nfkb1, Nras, Pik3ca, Pik3cd, Pik3r2, Pim1, Serpine1, Plcb3, Plcg1, Ccl12, Stat1, Stat3, Stat5a, Tgfbr1, Thbd, Tnf, Akt3, Mapk14, Mapk9, Foxo1","Cybb, Egr1, Icam1, Mmp2, Pik3r1, Rela, Stat5b, Mapk8, Plcd3",0.624
"36","Endocrine resistance",0,0.001,0.021,86,40,33,"Raf1, Adcy7, Adcy9, Akt1, Akt2, Bcl2, Cdkn1a, Cdkn1b, Cdkn2c, Dll1, E2f1, Ptk2, Jun, Kras, Mdm2, Notch1, Notch2, Nras, Pik3ca, Pik3cd, Pik3r2, Prkaca, Med1, Rb1, Shc1, Sos1, Sp1, Src, Akt3, E2f2, Map2k1, Mapk14, Mapk9","Araf, Fos, Mmp2, Ncoa3, Pik3r1, Sos2, Mapk8",0.645
"37","Fc epsilon RI signaling pathway",0,0.001,0.032,60,30,26,"Raf1, Akt1, Akt2, Btk, Fcer1g, Fyn, Inpp5d, Kras, Lcp2, Lyn, Nras, Pdpk1, Pik3ca, Pik3cd, Pik3r2, Pla2g4a, Plcg1, Sos1, Tnf, Vav2, Akt3, Map2k1, Map2k4, Map2k7, Mapk14, Mapk9","Rac3, Pik3r1, Sos2, Mapk8",0.683
"38","NF-kappa B signaling pathway",0,0.001,0.039,88,40,33,"Parp1, Birc3, Birc2, Xiap, Atm, Bcl2, Bcl2a1d, Btk, Cflar, Csnk2b, Lck, Lyn, Gadd45b, Myd88, Nfkb1, Nfkbia, Plcg1, Ptgs2, Ccl4, Trim25, Tnf, Tnfaip3, Tnfrsf11a, Tnfrsf1a, Cd40, Traf2, Ticam2, Ddx58, Malt1, Irak4, Map3k14, Tab1, Tab2","Bcl2a1b, Csnk2a1, Icam1, Nfkb2, Rela, Traf3, Map3k7",0.64
"39","Natural killer cell mediated cytotoxicity",0,0.001,0.042,91,41,34,"Raf1, Bid, Casp3, Cd48, Fas, Fcer1g, Fyn, H2-D1, H2-K1, H2-T23, Ifnar1, Ifnar2, Ifngr1, Kras, Lck, Lcp2, Nfatc2, Nras, Pik3ca, Pik3cd, Pik3r2, Plcg1, Ppp3cb, Ptk2b, Shc1, Sos1, Tnf, Tnfrsf10b, Tnfsf10, Vav2, Sh3bp2, Fcgr4, Map2k1, Klrk1","Araf, Icam1, Rac3, Pik3r1, Ppp3ca, Ppp3r1, Sos2",0.64
"40","Platelet activation",0,0.001,0.051,106,46,37,"Pik3r6, Fermt3, Orai1, Actb, Actg1, Adcy7, Adcy9, Akt1, Akt2, Btk, Fcer1g, Fyn, Gna13, Itpr1, Itpr2, Arhgef1, Lcp2, Lyn, Ppp1r12a, P2ry1, Pik3ca, Pik3cd, Pik3r2, Prkaca, Prkci, Pla2g4a, Plcb3, Ppp1cc, Rock1, Rock2, Src, Rap1b, Vamp8, Akt3, Mapk14, Apbb1ip, P2ry12","Rhoa, Itgb3, Pik3r1, Rasgrp2, Snap23, Stim1, Pik3r5, Myl12a, Arhgef12",0.619
"41","GnRH signaling pathway",0,0.001,0.053,75,35,30,"Camk2d, Raf1, Adcy7, Adcy9, Camk2g, Cdc42, Elk1, Gna11, Itpr1, Itpr2, Jun, Kras, Nras, Prkaca, Pla2g4a, Plcb3, Pld1, Ptk2b, Sos1, Src, Mapk7, Map2k1, Map2k4, Map2k7, Map3k1, Map3k2, Map3k3, Map3k4, Mapk14, Mapk9","Mmp14, Mmp2, Pld2, Sos2, Mapk8",0.662
