"","Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HighScoreGenes","HighScoreGenesNames","MedScoreGenesNames","EnrichScore"
"14","FoxO signaling pathway",0,0,0,120,66,52,"Prkag2, Raf1, Akt2, Atm, Bcl6, Bnip3, Ccnd2, Cdk2, Cdkn1a, Cdkn1b, Cdkn2b, Cdkn2d, Gadd45a, S1pr1, Il10, Insr, Kras, Sgk3, Smad3, Smad4, Mdm2, Gadd45b, Nlk, Nras, Pdpk1, Pik3ca, Pik3cd, Pik3r2, Plk1, Prkag1, Pten, Rbl2, Sod2, Sos1, Stat3, Tgfbr1, Tnfsf10, Akt3, Gadd45g, Usp7, Map2k1, Mapk14, Mapk9, Homer1, Homer3, Skp2, Foxo4, Foxo1, Foxo3, Fbxo32, Setd7, Sirt1","Prkab2, Akt1, Ccng2, Plk3, Egf, Il6, Il7r, Pik3r1, Prkab1, Sos2, Stk11, Mapk8, Gabarapl1, Pck2",0.669
"15","Toll-like receptor signaling pathway",0,0,0,85,50,39,"Akt2, Casp8, Cd86, Tlr3, Cxcl10, Ifnar1, Ifnar2, Tlr7, Tlr8, Cxcl9, Myd88, Nfkb1, Nfkbia, Pik3ca, Pik3cd, Pik3r2, Ccl3, Ccl4, Ccl5, Stat1, Tlr1, Tlr6, Tnf, Cd40, Ticam2, Akt3, Map2k1, Map2k4, Map2k7, Map3k8, Mapk14, Mapk9, Irak4, Irf5, Irf7, Tbk1, Tab1, Tab2, Tlr9","Akt1, Fadd, Il6, Jun, Pik3r1, Rela, Traf3, Map3k7, Mapk8, Irf3, Ikbke",0.684
"16","Neurotrophin signaling pathway",0,0,0,107,55,43,"Camk2d, Irak2, Raf1, Abl1, Akt2, Bcl2, Camk2g, Cdc42, Crk, Crkl, Kras, Sh2b3, Zfp369, Mapkapk2, Nfkb1, Nfkbia, Nfkbib, Nras, Pdpk1, Pik3ca, Pik3cd, Pik3r2, Plcg1, Psen1, Ripk2, Rps6ka1, Shc1, Sort1, Sos1, Rap1b, Ywhae, Akt3, Mapk7, Map2k1, Map2k7, Map3k1, Map3k3, Mapk14, Mapk9, Irak4, Foxo3, Zfp110, Rps6ka5","Akt1, Rhoa, Gab1, Jun, Pik3r1, Arhgdia, Rela, Sh2b1, Sos2, Mapk8, Frs2, Prdm4",0.648
"17","T cell receptor signaling pathway",0,0,0,94,46,33,"Raf1, Akt2, Cdc42, Fyn, Il10, Kras, Lck, Lcp2, Nck2, Nfatc2, Nfkb1, Nfkbia, Nfkbib, Nras, Pdpk1, Pik3ca, Pik3cd, Pik3r2, Plcg1, Ppp3cb, Ptprc, Sos1, Cblb, Tnf, Vav2, Akt3, Malt1, Map2k1, Map2k7, Map3k8, Mapk14, Mapk9, Map3k14","Akt1, Rhoa, Dlg1, Jun, Nfatc3, Pdcd1, Pik3r1, Ppp3ca, Ppp3r1, Rela, Sos2, Map3k7, Pak4",0.603
"18","Apoptosis",0,0,0,125,69,52,"Raf1, Actb, Actg1, Akt2, Apaf1, Birc3, Birc2, Xiap, Atm, Bak1, Bcl2, Bcl2a1d, Bid, Casp2, Casp3, Casp7, Casp8, Casp9, Cflar, Ctsc, Cycs, Daxx, Gadd45a, Eif2ak3, Fas, Itpr1, Itpr2, Kras, Mcl1, Gadd45b, Nfkb1, Nfkbia, Nras, Pdpk1, Pik3ca, Pik3cd, Pik3r2, Tnf, Tnfrsf1a, Traf2, Tnfsf10, Parp3, Akt3, Gadd45g, Map2k1, Mapk9, Parp4, Map3k14, Pmaip1, Ctsz, Dab2ip, Ern1","Parp1, Akt1, Bcl2a1b, Capn2, Ctsh, Ctss, Dffa, Endog, Fadd, Il3ra, Jun, Lmnb2, Pik3r1, Rela, Spta1, Tnfrsf10b, Mapk8",0.653
"19","TNF signaling pathway",0,0,0,106,59,48,"Akt2, Birc3, Birc2, Bcl3, Casp3, Casp7, Casp8, Cflar, Socs3, Csf1, Edn1, Fas, Cxcl10, Ifi47, Il15, Junb, Nfkb1, Nfkbia, Pik3ca, Pik3cd, Pik3r2, Ptgs2, Ccl12, Ccl5, Creb3l2, Tnf, Tnfaip3, Tnfrsf1a, Tnfrsf1b, Traf2, Creb5, Akt3, Nod2, Map2k1, Map2k4, Map2k7, Map3k8, Mapk14, Mapk9, Gm5431, Map3k14, Tab1, Bag4, Tab2, Dab2ip, Rps6ka5, Dnm1l, Mlkl","Akt1, Creb3, Fadd, Il6, Jun, Mmp14, Pik3r1, Rela, Traf3, Map3k7, Mapk8",0.685
"20","Cytosolic DNA-sensing pathway",0,0,0,48,31,22,"Casp1, Cxcl10, Il18, Nfkb1, Nfkbia, Nfkbib, Ccl4, Ccl5, Mb21d1, Trex1, Ddx58, Polr3e, Aim2, Irf7, Adar, Tbk1, Zbp1, Polr2e, Polr3d, Polr3g, Polr3c, Polr3h","Il6, Rela, Mavs, Polr2h, Irf3, Ikbke, Pycard, Polr3k, Il33",0.678
"21","Inositol phosphate metabolism",0,0,0.001,66,35,28,"Inpp5f, Synj1, Pip4k2b, Pip4k2c, Inpp1, Inpp5b, Inpp5d, Minpp1, Mtm1, Pik3c2a, Pik3ca, Pik3cd, Pikfyve, Pip5k1c, Plcb3, Plcg1, Inpp5k, Pten, Synj2, Inpp5a, Mtmr6, Pik3c3, Itpkb, Inpp5e, Pi4k2b, Ippk, Pi4k2a, Mtmr14","Mtmr4, Pip5k1b, Itpk1, Ipmk, Isyna1, Plcd3, Sacm1l",0.665
"22","Longevity regulating pathway",0,0,0.001,81,41,31,"Prkag2, Adcy7, Adcy9, Akt2, Sesn1, Insr, Kras, Nfkb1, Nras, Pik3ca, Pik3cd, Pik3r2, Prkaca, Prkag1, Sod2, Camkk2, Creb3l2, Ulk1, Sesn2, Creb5, Akt3, Atg13, Foxo1, Foxo3, Tsc1, Akt1s1, Adipor2, Adipor1, Sesn3, Ehmt1, Sirt1","Prkab2, Akt1, Atg5, Rb1cc1, Creb3, Pik3r1, Prkab1, Rela, Stk11, Atg101",0.631
"23","Thyroid hormone signaling pathway",0,0,0.001,100,47,40,"Raf1, Actb, Actg1, Akt2, Atp1b3, Casp9, Kras, Mdm2, Ncoa1, Ncoa2, Notch1, Notch2, Nras, Kat2b, Pdpk1, Pfkfb2, Pik3ca, Pik3cd, Pik3r2, Prkaca, Plcb3, Plcg1, Med1, Rxra, Rxrb, Sin3a, Slc9a1, Src, Stat1, Tbc1d4, Thra, Akt3, Map2k1, Med13, Med12l, Hdac1, Rcan1, Pfkp, Foxo1, Med13l","Akt1, Hif1a, Itgb3, Ncoa3, Pik3r1, Med27, Plcd3",0.661
"24","Cell cycle",0,0,0.002,120,54,48,"Cdc20, Abl1, Atm, Bub1b, Ccnd2, Ccne2, Cdc25b, Cdc7, Cdk2, Cdk7, Cdkn1a, Cdkn1b, Cdkn2b, Cdkn2c, Cdkn2d, Smc3, Gadd45a, E2f1, Smad3, Smad4, Mcm6, Mdm2, Gadd45b, Orc2, Plk1, Prkdc, Rb1, Rbl1, Rbl2, Stag2, Tfdp2, Cdc14b, Ywhae, Ywhaz, Cdc6, Gadd45g, E2f2, Orc5, Dbf4, Skp2, Pttg1, Hdac1, Chek2, Cdc23, Anapc5, Ccnh, Anapc10, Mad2l2","Ccna2, Cdc25a, E2f5, Orc1, Ywhag, Orc4",0.669
"25","Sphingolipid signaling pathway",0,0,0.002,107,49,39,"Raf1, Akt2, Bcl2, Bid, S1pr1, Fyn, Gna12, Gna13, S1pr2, Kras, Nfkb1, Nras, Nsmaf, Pdpk1, Pik3ca, Pik3cd, Pik3r2, Plcb3, Pld1, Pten, Rock1, Rock2, Smpd2, Sptlc2, Ppp2r5d, Tnf, Tnfrsf1a, Traf2, Ppp2r5a, Akt3, Cers6, Map2k1, Mapk14, Mapk9, Ppp2r1a, Asah2, Cers4, Cers5, Ppp2r2a","Akt1, Rhoa, Fcer1g, Rac3, Pik3r1, Pld2, Ppp2ca, Rela, Acer2, Mapk8",0.627
"26","Autophagy - other",0,0,0.002,31,20,13,"Igbp1, Atg9b, Pik3c3, Atg4d, Atg4c, Ulk2, Atg2a, Atg13, Mlst8, Atg7, Wipi2, Atg2b, Atg16l1","Atg5, Ppp2ca, Wipi1, Becn1, Gabarapl1, Atg3, Atg101",0.648
"27","B cell receptor signaling pathway",0,0,0.003,69,35,23,"Raf1, Akt2, Inpp5d, Kras, Lyn, Nfatc2, Nfkb1, Nfkbia, Nfkbib, Nras, Pik3ca, Pik3cd, Pik3r2, Pirb, Ppp3cb, Sos1, Vav2, Akt3, Rasgrp3, Malt1, Map2k1, Ifitm1, Pik3ap1","Akt1, Btk, Cr2, Cd79b, Jun, Rac3, Nfatc3, Pik3r1, Ppp3ca, Ppp3r1, Rela, Sos2",0.582
"28","Adipocytokine signaling pathway",0,0,0.004,59,31,24,"Prkag2, Npy, Akt2, Socs3, Cpt1a, Acsl1, Jak2, Nfkb1, Nfkbia, Nfkbib, Prkag1, Rxra, Rxrb, Camkk2, Stat3, Tnf, Tnfrsf1a, Tnfrsf1b, Traf2, Akt3, Mapk9, Adipor2, Adipor1, Acsl3","Prkab2, Akt1, Prkab1, Rela, Stk11, Mapk8, Pck2",0.65
"29","Ras signaling pathway",0,0,0.005,178,72,51,"Raf1, Abl1, Angpt1, Angpt2, Akt2, Cdc42, Csf1, Flt1, Gnb4, Gnb5, Gng12, Insr, Kdr, Kras, Ksr1, Mras, Nfkb1, Nras, Pik3ca, Pik3cd, Pik3r2, Prkaca, Pla2g4a, Plcg1, Pld1, Rab5b, Rab5c, Rel, Rgl1, Rgl2, Ralbp1, Shc1, Sos1, Rap1b, Tiam1, Pla2g16, Akt3, Ets1, Ets2, Rasgrp3, Map2k1, Mapk9, Rab5a, Ksr2, Pla2g6, Rasa4, Foxo4, Shoc2, Tbk1, Exoc2, Brap","Akt1, Rhoa, Egf, Elk1, Flt4, Gab1, Gnb1, Htr7, Rac3, Met, Kitl, Pik3r1, Pld2, Rasgrp2, Rela, Rras, Sos2, Rasa1, Mapk8, Rasal3, Pak4",0.556
"30","Platinum drug resistance",0,0,0.005,73,36,32,"Akt2, Apaf1, Birc3, Birc2, Xiap, Atm, Atp7a, Bak1, Bcl2, Bid, Brca1, Casp3, Casp8, Casp9, Cdkn1a, Cycs, Fas, Mdm2, Mlh1, Msh2, Msh3, Msh6, Pdpk1, Pik3ca, Pik3cd, Pik3r2, Rev3l, Mgst2, Top2b, Akt3, Pmaip1, Polh","Akt1, Fadd, Pik3r1, Slc31a1",0.691
"31","Jak-STAT signaling pathway",0,0,0.007,122,53,41,"Raf1, Akt2, Bcl2, Ccnd2, Cdkn1a, Socs3, Socs1, Csf3r, Ifnar1, Ifnar2, Ifngr1, Il10, Il10ra, Il10rb, Il13ra1, Il15, Il15ra, Il2ra, Il2rg, Il4ra, Irf9, Jak2, Mcl1, Osm, Pik3ca, Pik3cd, Pik3r2, Pim1, Socs7, Ptpn2, Sos1, Stat1, Stat2, Stat3, Stat5a, Stat6, Pias3, Akt3, Tyk2, Socs5, Pias1","Akt1, Il12rb1, Il3ra, Il6, Il6st, Il7, Il7r, Jak1, Pik3r1, Sos2, Stat5b, Socs6",0.604
"32","Apoptosis - multiple species",0,0,0.007,28,18,15,"Apaf1, Birc3, Birc2, Xiap, Bak1, Bcl2, Bid, Casp3, Casp7, Casp8, Casp9, Cycs, Tnfrsf1a, Mapk9, Pmaip1","Fadd, Mapk8, Becn1",0.738
"33","ErbB signaling pathway",0,0,0.008,77,37,27,"Camk2d, Raf1, Abl1, Akt2, Camk2g, Cdkn1a, Cdkn1b, Crk, Crkl, Ptk2, Kras, Nck2, Nras, Pik3ca, Pik3cd, Pik3r2, Plcg1, Shc1, Sos1, Src, Stat5a, Cblb, Akt3, Map2k1, Map2k4, Map2k7, Mapk9","Akt1, Egf, Elk1, Gab1, Jun, Pik3r1, Sos2, Stat5b, Mapk8, Pak4",0.605
"34","Fc epsilon RI signaling pathway",0,0.001,0.017,60,30,23,"Raf1, Akt2, Fyn, Inpp5d, Kras, Lcp2, Lyn, Nras, Pdpk1, Pik3ca, Pik3cd, Pik3r2, Pla2g4a, Plcg1, Sos1, Tnf, Vav2, Akt3, Map2k1, Map2k4, Map2k7, Mapk14, Mapk9","Akt1, Btk, Fcer1g, Rac3, Pik3r1, Sos2, Mapk8",0.633
"35","Platelet activation",0,0.001,0.023,106,46,34,"Pik3r6, Fermt3, Orai1, Actb, Actg1, Adcy7, Adcy9, Akt2, Fyn, Gna13, Itpr1, Itpr2, Arhgef1, Lcp2, Lyn, Ppp1r12a, P2ry1, Pik3ca, Pik3cd, Pik3r2, Prkaca, Prkci, Pla2g4a, Plcb3, Ppp1cc, Rock1, Rock2, Src, Rap1b, Vamp8, Akt3, Mapk14, Apbb1ip, P2ry12","Akt1, Rhoa, Btk, Fcer1g, Itgb3, Pik3r1, Rasgrp2, Snap23, Stim1, Pik3r5, Myl12a, Arhgef12",0.587
"36","GnRH signaling pathway",0,0.001,0.027,75,35,28,"Camk2d, Raf1, Adcy7, Adcy9, Camk2g, Cdc42, Gna11, Itpr1, Itpr2, Kras, Nras, Prkaca, Pla2g4a, Plcb3, Pld1, Ptk2b, Sos1, Src, Mapk7, Map2k1, Map2k4, Map2k7, Map3k1, Map3k2, Map3k3, Map3k4, Mapk14, Mapk9","Elk1, Jun, Mmp14, Mmp2, Pld2, Sos2, Mapk8",0.633
"37","Ubiquitin mediated proteolysis",0,0.001,0.039,132,54,47,"Ube3c, Fbxw11, Nhlrc1, Fbxo4, Cdc20, Birc3, Birc2, Xiap, Brca1, Socs3, Socs1, Trip12, Mdm2, Mid1, Pml, Cblb, Ube2d1, Ube2o, Ube2e1, Ube2l3, Uba1, Pias3, Uba6, Herc1, AA414768, Map3k1, Cul3, Ube2z, Skp2, Fbxw7, Keap1, Cdc23, Pias1, Ube2l6, Anapc5, Ube4b, Ube2d3, Smurf2, Cul7, Ube2r2, Rchy1, Trim37, Anapc10, Trim32, Cul2, Syvn1, Uba7","Mgrn1, Cdc34, Ube2m, Ube2g2, Ube2h, Ube2k, Cul4a",0.64
"38","NF-kappa B signaling pathway",0,0.001,0.045,88,39,31,"Birc3, Birc2, Xiap, Atm, Bcl2, Bcl2a1d, Cflar, Csnk2b, Lck, Lyn, Gadd45b, Myd88, Nfkb1, Nfkbia, Plcg1, Ptgs2, Ccl4, Trim25, Tnf, Tnfaip3, Tnfrsf11a, Tnfrsf1a, Cd40, Traf2, Ticam2, Ddx58, Malt1, Irak4, Map3k14, Tab1, Tab2","Parp1, Bcl2a1b, Btk, Csnk2a1, Nfkb2, Rela, Traf3, Map3k7",0.619
"39","AGE-RAGE signaling pathway in diabetic complications",0,0.001,0.046,91,40,30,"Akt2, Bcl2, Casp3, Cdc42, Cdkn1b, Edn1, Jak2, Kras, Smad3, Smad4, Nfkb1, Nras, Pik3ca, Pik3cd, Pik3r2, Pim1, Serpine1, Plcb3, Plcg1, Ccl12, Stat1, Stat3, Stat5a, Tgfbr1, Thbd, Tnf, Akt3, Mapk14, Mapk9, Foxo1","Akt1, Cybb, Il6, Jun, Mmp2, Pik3r1, Rela, Stat5b, Mapk8, Plcd3",0.595
"40","Fc gamma R-mediated phagocytosis",0,0.001,0.055,80,36,28,"Raf1, Akt2, Cdc42, Cfl2, Crk, Crkl, Fcgr1, Hck, Inpp5d, Limk1, Lyn, Marcks, Pik3ca, Pik3cd, Pik3r2, Pip5k1c, Pla2g4a, Plcg1, Pld1, Ptprc, Asap2, Vav2, Asap3, Akt3, Map2k1, Bin1, Pla2g6, Arpc5","Akt1, Cfl1, Limk2, Pik3r1, Pip5k1b, Pld2, Wasl, Arpc2",0.614
"41","Endocrine resistance",0,0.001,0.059,86,38,31,"Raf1, Adcy7, Adcy9, Akt2, Bcl2, Cdkn1a, Cdkn1b, Cdkn2c, Dll1, E2f1, Ptk2, Kras, Mdm2, Notch1, Notch2, Nras, Pik3ca, Pik3cd, Pik3r2, Prkaca, Med1, Rb1, Shc1, Sos1, Sp1, Src, Akt3, E2f2, Map2k1, Mapk14, Mapk9","Akt1, Jun, Mmp2, Ncoa3, Pik3r1, Sos2, Mapk8",0.629
"42","Insulin resistance",0,0.001,0.063,95,41,28,"Ppp1r3e, Prkag2, Akt2, Socs3, Cpt1a, Gys1, Insr, Nfkb1, Nfkbia, Pdpk1, Pik3ca, Pik3cd, Pik3r2, Ppp1cc, Prkag1, Pten, Rps6ka1, Mlxip, Stat3, Creb3l2, Tbc1d4, Tnf, Tnfrsf1a, Creb5, Akt3, Mapk9, Slc27a4, Foxo1","Prkab2, Ogt, Pygl, Akt1, Creb3, Il6, Pik3r1, Prkab1, Ptprf, Rela, Ppp1r3b, Mapk8, Pck2",0.557
"43","Notch signaling pathway",0,0.002,0.08,45,23,21,"Maml1, Ctbp2, Dll1, Dvl2, Lfng, Mfng, Notch1, Notch2, Numbl, Kat2b, Psen1, Ncor2, Dtx4, Aph1b, Dtx3l, Hdac1, Ncstn, Snw1, Aph1c, Dtx2, Dtx3","Dvl1, Rfng",0.712
