"","GeneSymbol","GeneMappingID","Group","EntrezID","Zscore","Pathway","Ntwrk.all","Allnet.count","Ntwrk.TLR","TLRnet.count","Ntwrk.PROT","PROTnet.count","Ntwrk.SPLICE","SPLICEnet.count","Ntwrk.TLR.hits","TLRhits.net.count","Ntwrk.PROT.hits","PROThits.net.count","Ntwrk.SPLICE.hits","SPLICEhits.net.count","Total_Path_Hits.net.count"
"28","APOB",471,"Novel","338",-1.529,NA,"CALCR, CALR, LDLR, VCP, HSPA5, HSP90B1, UBC",7,NA,0,NA,0,"CALR",1,NA,0,NA,0,"CALR",1,1
"29","ARAF",272,"Regulation of actin cytoskeleton","369",0.872,NA,"TIRAP, RRAS, YWHAH, KRAS, HRAS, MAP2K1, BRAF, MAP2K2",8,"RRAS, MAP2K2, MAP2K1, KRAS, HRAS, BRAF",6,NA,0,NA,0,"RRAS, MAP2K2, MAP2K1, KRAS, HRAS, BRAF",6,NA,0,NA,0,6
"30","ARHGAP32",639,"Novel","9743",-1.299,NA,"CDC42, CRK, RHOA, RAC1, BCAR1",5,"BCAR1, RAC1, CRK, CDC42, RHOA",5,NA,0,NA,0,"BCAR1, RAC1, CRK, CDC42, RHOA",5,NA,0,NA,0,5
"31","ARHGAP35",591,"Regulation of actin cytoskeleton","2909",-0.967,NA,"RHOA",1,"RHOA",1,NA,0,NA,0,"RHOA",1,NA,0,NA,0,1
"32","ARHGAP5",758,"Novel","394",-1.985,"Leukocyte transendothelial migration ; Focal adhesion","RHOA",1,"RHOA",1,NA,0,NA,0,"RHOA",1,NA,0,NA,0,1
"33","ARHGDIB",504,"Novel","397",-1.094,"Vasopressin-regulated water reabsorption ; Neurotrophin signaling pathway","RAC1, RHOA, CDC42, RAC2",4,"RAC2, RAC1, CDC42, RHOA",4,NA,0,NA,0,"RAC2, RAC1, CDC42, RHOA",4,NA,0,NA,0,4
"34","ARHGEF1",359,"Regulation of actin cytoskeleton","9138",1.953,NA,"GNA13, GNA12, UBC",3,"GNA13, GNA12",2,NA,0,NA,0,"GNA13, GNA12",2,NA,0,NA,0,2
"35","ARHGEF12",358,"Regulation of actin cytoskeleton","23365",1.57,NA,"GNA13, GNA12, RHOA",3,"GNA13, GNA12, RHOA",3,NA,0,NA,0,"GNA13, GNA12, RHOA",3,NA,0,NA,0,3
"36","ARHGEF4",528,"Regulation of actin cytoskeleton","50649",0.605,NA,"RAC1, APC",2,"RAC1, APC",2,NA,0,NA,0,"RAC1, APC",2,NA,0,NA,0,2
"37","ARHGEF6",601,"Regulation of actin cytoskeleton","9459",-2.724,"Regulation of actin cytoskeleton ; Pancreatic cancer","ARHGEF7, PAK1, GIT1, CDC42",4,"GIT1, ARHGEF7, PAK1, CDC42",4,NA,0,NA,0,"GIT1, ARHGEF7, PAK1, CDC42",4,NA,0,NA,0,4
"38","ARHGEF7",322,"Regulation of actin cytoskeleton","8874",-0.245,NA,"ARHGEF6, GIT1, CDC42, PAK1, RAC1, PAK2, UBC",7,"GIT1, ARHGEF6, RAC1, PAK2, PAK1, CDC42",6,NA,0,NA,0,"GIT1, ARHGEF6, RAC1, PAK2, PAK1, CDC42",6,NA,0,NA,0,6
"39","ARNT",378,"Novel","405",-2.072,"Pathways in cancer ; Renal cell carcinoma","NPAS4, SIM1, AHRR, EPAS1, PTGES3",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"40","ARPC1A",453,"Regulation of actin cytoskeleton","10552",-0.695,NA,"ARPC3, ARPC4, ARPC5, ARPC2",4,"ARPC2, ARPC3, ARPC4, ARPC5",4,NA,0,NA,0,"ARPC2, ARPC3, ARPC4, ARPC5",4,NA,0,NA,0,4
"41","ARPC1B",432,"Regulation of actin cytoskeleton","10095",-1.299,"Regulation of actin cytoskeleton ; Fc gamma R-mediated phagocytosis ; Shigellosis ; Bacterial invasion of epithelial cells ; Pathogenic Escherichia coli infection","WASL, ARPC2, ARPC3, ARPC5, UBC, ARPC4",6,"ARPC2, ARPC3, ARPC4, ARPC5, WASL",5,NA,0,NA,0,"ARPC2, ARPC3, ARPC4, ARPC5, WASL",5,NA,0,NA,0,5
"42","ARPC2",69,"Regulation of actin cytoskeleton","10109",0.028,NA,"ARPC3, ARPC5, ARPC1B, ARPC1A, UBC, ARPC4, WASL",7,"ARPC1A, ARPC1B, ARPC3, ARPC4, ARPC5, WASL",6,NA,0,NA,0,"ARPC1A, ARPC1B, ARPC3, ARPC4, ARPC5, WASL",6,NA,0,NA,0,6
"43","ARPC3",70,"Regulation of actin cytoskeleton","10094",-0.339,NA,"ARPC5, ARPC1B, ARPC1A, ARPC2, ARPC4, UBC",6,"ARPC1A, ARPC2, ARPC1B, ARPC4, ARPC5",5,NA,0,NA,0,"ARPC1A, ARPC2, ARPC1B, ARPC4, ARPC5",5,NA,0,NA,0,5
"44","ARPC4",68,"Regulation of actin cytoskeleton","10093",0.599,NA,"ARPC2, ARPC3, ARPC5, ARPC1B, ARPC1A, UBC",6,"ARPC1A, ARPC2, ARPC1B, ARPC3, ARPC5",5,NA,0,NA,0,"ARPC1A, ARPC2, ARPC1B, ARPC3, ARPC5",5,NA,0,NA,0,5
"45","ARPC5",193,"Regulation of actin cytoskeleton","10092",1.477,NA,"ARPC1B, ARPC1A, ARPC3, ARPC4, UBC, ARPC2",6,"ARPC1A, ARPC2, ARPC1B, ARPC3, ARPC4",5,NA,0,NA,0,"ARPC1A, ARPC2, ARPC1B, ARPC3, ARPC4",5,NA,0,NA,0,5
"46","ASAP1",556,"Novel","50807",-1.461,"Endocytosis ; Fc gamma R-mediated phagocytosis","CRK, UBC, PTK2",3,"PTK2, CRK",2,NA,0,NA,0,"PTK2, CRK",2,NA,0,NA,0,2
"47","ASAP2",451,"Novel","8853",-1.057,"Endocytosis ; Fc gamma R-mediated phagocytosis","UBC, PXN",2,"PXN",1,NA,0,NA,0,"PXN",1,NA,0,NA,0,1
"48","ASF1A",488,"Novel","25842",-1.313,NA,"ATR, TAF1, ASF1B",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"49","ASF1B",257,"Novel","55723",-1.327,NA,"ASF1A, KAT2B, UBC, ATR, TAF1",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"50","ATF3",397,"Novel","467",-1.17,NA,"UBC, JUN, SMAD3",3,NA,0,NA,0,"SMAD3, JUN",2,NA,0,NA,0,"JUN",1,1
"51","ATP6V1B2",406,"Novel","526",-1.99,"Phagosome ; Rheumatoid arthritis ; Epithelial cell signaling in Helicobacter pylori infection","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"52","ATR",217,"Novel","545",-2.114,"Cell cycle","ASF1B, ASF1A, RAD51, CCNB2, MSH2, XPA, UBC",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"53","BAIAP2",605,"Regulation of actin cytoskeleton","10458",1.56,NA,"CDC42, RAC1, EPS8",3,"RAC1, CDC42",2,NA,0,NA,0,"RAC1, CDC42",2,NA,0,NA,0,2
"54","BCAR1",98,"Regulation of actin cytoskeleton","9564",1.058,NA,"PXN, PTK2, PTK2B, ARHGAP32, CRKL, CRK",6,"PXN, PTK2, CRKL, CRK",4,NA,0,NA,0,"PXN, PTK2, CRKL, CRK",4,NA,0,NA,0,4
"55","BCAS2",413,"Novel","10286",-1.15,"Spliceosome","PLRG1, MFAP1, UBC, CDC5L, EFTUD2, PRPF8",6,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"56","BCL11B",398,"Novel","64919",-1.301,NA,"HDAC2",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"57","BCL2L1",196,"Novel","598",-2.336,"Toxoplasmosis ; Pathways in cancer ; Apoptosis ; Amyotrophic lateral sclerosis (ALS) ; Pancreatic cancer ; Jak-STAT signaling pathway ; Chronic myeloid leukemia","MAPK8, DNM1L, SPATA25, PMAIP1, RAF1, UBC, CASP8, PGAM5",8,"RAF1",1,NA,0,"MAPK8, CASP8",2,"RAF1",1,NA,0,NA,0,1
"58","BCL3",426,"Novel","602",-1.697,NA,"NFKB1, UBC, CHUK, IKBKB, RELA",5,NA,0,NA,0,"RELA, NFKB1, IKBKB, CHUK",4,NA,0,NA,0,"RELA, IKBKB",2,2
"59","BIRC5",447,"Novel","332",-1.758,"Pathways in cancer","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"60","BMP2",100,"Cytokine-cytokine receptor interaction","650",1.556,NA,"TGFB2, SMAD4, ACVR1, BMPR2, BMPR1B, ACVR2B",6,NA,0,"TGFB2, BMPR2, BMPR1B, ACVR2B, ACVR1",5,"TGFB2",1,NA,0,"BMPR1B",1,"TGFB2",1,2
"61","BMP7",243,"Cytokine-cytokine receptor interaction","655",-3.119,"Cytokine-cytokine receptor interaction","BMPR2, BMPR1B, ACVR2A",3,NA,0,"BMPR2, BMPR1B, ACVR2A",3,NA,0,NA,0,"BMPR1B",1,NA,0,1
"62","BMPR1B",305,"Cytokine-cytokine receptor interaction","658",-2,"Cytokine-cytokine receptor interaction","SMAD6, GDF5, BMP7, BMP2, BMPR2",5,NA,0,"GDF5, BMPR2, BMP7, BMP2",4,NA,0,NA,0,"BMP7",1,NA,0,1
"63","BMPR2",256,"Cytokine-cytokine receptor interaction","659",0.181,NA,"BMPR1B, GDF5, ACVR1, BMP2, TGFBR1, BMP7",6,NA,0,"GDF5, TGFBR1, BMPR1B, BMP7, BMP2, ACVR1",6,"TGFBR1",1,NA,0,"BMPR1B, BMP7",2,NA,0,2
"64","BRAF",125,"Regulation of actin cytoskeleton","673",-1.617,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Chemokine signaling pathway ; Focal adhesion ; Hepatitis C ; Pathways in cancer ; Pancreatic cancer ; Prostate cancer ; Long-term depression ; Chronic myeloid leukemia ; Neurotrophin signaling pathway ; Melanoma ; Natural killer cell mediated cytotoxicity ; Progesterone-mediated oocyte maturation ; Renal cell carcinoma","RAF1, AKT1, ARAF, RAP1A, NRAS, CAPN3, MAPK3, SFN, HRAS, MAPK1, IQGAP1, MAP2K2, UBC, YWHAG, YWHAH, MAP2K1",16,"IQGAP1, RAF1, MAP2K2, MAP2K1, MAPK3, MAPK1, NRAS, HRAS, ARAF",9,NA,0,"MAPK3, MAPK1, AKT1",3,"IQGAP1, RAF1, MAP2K2, MAP2K1, MAPK3, MAPK1, NRAS, HRAS, ARAF",9,NA,0,NA,0,9
"65","BRCA2",370,"Novel","675",-1.278,"Pathways in cancer ; Pancreatic cancer","PALB2, RAD51",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"66","BRK1",291,"Regulation of actin cytoskeleton","55845",1.254,NA,"WASF1, NCKAP1, ABI2, UBC",4,"NCKAP1, ABI2, WASF1",3,NA,0,NA,0,"NCKAP1, ABI2, WASF1",3,NA,0,NA,0,3
"67","BRSK2",491,"Novel","9024",-1.244,NA,"CDC25C, CDC25B, UBC",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"68","BUB1B",316,"Novel","701",-1.379,"Cell cycle","CDC20B, MIS12, UBC, PLK1",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"69","C1QA",383,"Chagas disease (American trypanosomiasis)","712",0.162,NA,"C1QB",1,NA,0,NA,0,"C1QB",1,NA,0,NA,0,NA,0,0
"70","C1QB",747,"Chagas disease (American trypanosomiasis)","713",0.104,NA,"C1QA",1,NA,0,NA,0,"C1QA",1,NA,0,NA,0,NA,0,0
"71","C3",493,"Chagas disease (American trypanosomiasis)","718",1.536,NA,"ITGAM, ITGAX",2,"ITGAX, ITGAM",2,NA,0,NA,0,"ITGAX, ITGAM",2,NA,0,NA,0,2
"72","C9orf172",335,"Novel","389813",-1.121,NA,"PARD6G, PDLIM7",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"73","CACNA1C",587,"Novel","775",-1.932,"MAPK signaling pathway ; GnRH signaling pathway ; Arrhythmogenic right ventricular cardiomyopathy (ARVC)","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"74","CALCR",229,"Novel","799",-1.34,"Osteoclast differentiation","APOB",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"75","CALR",173,"Chagas disease (American trypanosomiasis)","811",-1.248,"Chagas disease (American trypanosomiasis) ; Phagosome","HSP90B1, LRP1, APOB, PDIA3, P4HB, UBC",6,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"76","CAMLG",539,"Novel","819",-2.007,NA,"EGFR, TNFRSF13B",2,"EGFR",1,"TNFRSF13B, EGFR",2,NA,0,"EGFR",1,"EGFR",1,NA,0,2
"77","CAPN2",492,"Novel","824",-1.888,"Focal adhesion ; Apoptosis","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"78","CAPN3",614,"Novel","825",-2.3,NA,"BRAF",1,"BRAF",1,NA,0,NA,0,"BRAF",1,NA,0,NA,0,1
"79","CARD11",555,"Novel","84433",-1.812,"T cell receptor signaling pathway","CHUK, MAP3K7, UBC",3,NA,0,NA,0,"CHUK",1,NA,0,NA,0,NA,0,0
"80","CASP8",59,"Chagas disease (American trypanosomiasis)","841",-0.744,NA,"FADD, TNFRSF10B, CFLAR, BCL2L1, TNFSF10, TNFRSF1A, TNFRSF10A, FAS, UBC, FASLG, TRAF6, RIPK1",12,NA,0,"TNFRSF10A, TNFRSF10B, TNFSF10, TNFRSF1A, FASLG, FAS",6,"CFLAR, FADD, TRAF6, TNFRSF1A, FASLG, FAS",6,NA,0,NA,0,"TNFRSF1A, CFLAR",2,2
"81","CBR1",711,"Novel","873",-1.547,"Arachidonic acid metabolism","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"82","CCDC12",431,"Novel","151903",-2.624,"Spliceosome","CDC5L",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"83","CCDC94",445,"Novel","55702",-1.887,NA,"XAB2, PLRG1, CDC5L, SNW1",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"84","CCDC97",466,"Novel","90324",-1.018,NA,"SF3B6, SF3B1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"85","CCL1",670,"Cytokine-cytokine receptor interaction","6346",2.111,NA,"CCR8",1,NA,0,"CCR8",1,NA,0,NA,0,"CCR8",1,NA,0,1
"86","CCL11",625,"Cytokine-cytokine receptor interaction","6356",-0.545,NA,"CCR5, CCR3",2,NA,0,"CCR5, CCR3",2,NA,0,NA,0,NA,0,NA,0,0
"87","CCL13",623,"Cytokine-cytokine receptor interaction","6357",-1.62,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CCR3",1,NA,0,"CCR3",1,NA,0,NA,0,NA,0,NA,0,0
"88","CCL17",671,"Cytokine-cytokine receptor interaction","6361",0.369,NA,"CCR8, CCR4",2,NA,0,"CCR8, CCR4",2,NA,0,NA,0,"CCR8",1,NA,0,1
"89","CCL19",288,"Cytokine-cytokine receptor interaction","6363",1.086,NA,"CCR7",1,NA,0,"CCR7",1,NA,0,NA,0,NA,0,NA,0,0
"90","CCL2",622,"Chagas disease (American trypanosomiasis)","6347",-0.747,NA,"CCR1",1,NA,0,"CCR1",1,NA,0,NA,0,NA,0,NA,0,0
"91","CCL21",289,"Cytokine-cytokine receptor interaction","6366",0.323,NA,"CCR7",1,NA,0,"CCR7",1,NA,0,NA,0,NA,0,NA,0,0
"92","CCL22",683,"Cytokine-cytokine receptor interaction","6367",-0.303,NA,"CCR4",1,NA,0,"CCR4",1,NA,0,NA,0,NA,0,NA,0,0
"93","CCL25",386,"Cytokine-cytokine receptor interaction","6370",1.671,NA,"CCR9",1,NA,0,"CCR9",1,NA,0,NA,0,NA,0,NA,0,0
"94","CCL27",682,"Cytokine-cytokine receptor interaction","10850",0.538,NA,"CCR10",1,NA,0,"CCR10",1,NA,0,NA,0,NA,0,NA,0,0
"95","CCL7",206,"Cytokine-cytokine receptor interaction","6354",-2.185,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CCR1, CCR3",2,NA,0,"CCR3, CCR1",2,NA,0,NA,0,NA,0,NA,0,0
"96","CCL8",624,"Cytokine-cytokine receptor interaction","6355",0.67,NA,"CCR5",1,NA,0,"CCR5",1,NA,0,NA,0,NA,0,NA,0,0
"97","CCNB2",130,"Novel","9133",-1.703,"Cell cycle ; Progesterone-mediated oocyte maturation","ATR, CKS2, UBC",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"98","CCND2",394,"Novel","894",-2.086,"Focal adhesion ; Cell cycle ; Jak-STAT signaling pathway","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"99","CCNE1",149,"Novel","898",-1.362,"Pathways in cancer ; Prostate cancer ; Cell cycle","E2F3, MYBL2, HIST1H1B, FBXW7, UBC",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"100","CCR1",332,"Cytokine-cytokine receptor interaction","1230",0.933,NA,"CCL2, CCL7",2,NA,0,"CCL7, CCL2",2,"CCL2",1,NA,0,"CCL7",1,NA,0,1
"101","CCR10",371,"Cytokine-cytokine receptor interaction","2826",0.65,NA,"CCL27",1,NA,0,"CCL27",1,NA,0,NA,0,NA,0,NA,0,0
"102","CCR3",333,"Cytokine-cytokine receptor interaction","1232",-0.762,NA,"CCL13, CCL11, CCL7",3,NA,0,"CCL13, CCL11, CCL7",3,NA,0,NA,0,"CCL7, CCL13",2,NA,0,2
"103","CCR4",362,"Cytokine-cytokine receptor interaction","1233",0.353,NA,"CCL17, CCL22, CXCL12",3,NA,0,"CXCL12, CCL22, CCL17",3,NA,0,NA,0,NA,0,NA,0,0
"104","CCR5",334,"Cytokine-cytokine receptor interaction","1234",0.15,NA,"CCL8, CCL11, CXCR4",3,NA,0,"CXCR4, CCL11, CCL8",3,NA,0,NA,0,"CXCR4",1,NA,0,1
"105","CCR7",534,"Cytokine-cytokine receptor interaction","1236",0.721,NA,"CCL19, CCL21",2,NA,0,"CCL21, CCL19",2,NA,0,NA,0,NA,0,NA,0,0
"106","CCR8",361,"Cytokine-cytokine receptor interaction","1237",-2.077,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CCL1, CCL17",2,NA,0,"CCL17, CCL1",2,NA,0,NA,0,NA,0,NA,0,0
"107","CCR9",754,"Cytokine-cytokine receptor interaction","10803",-0.247,NA,"CCL25",1,NA,0,"CCL25",1,NA,0,NA,0,NA,0,NA,0,0
"108","CCS",584,"Novel","9973",-1.575,"Amyotrophic lateral sclerosis (ALS)","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"109","CD14",320,"Regulation of actin cytoskeleton","929",-2.638,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Toll-like receptor signaling pathway ; Amoebiasis ; Phagosome ; Hematopoietic cell lineage ; Pathogenic Escherichia coli infection","TLR2",1,NA,0,NA,0,"TLR2",1,NA,0,NA,0,"TLR2",1,1
"110","CD247",171,"Chagas disease (American trypanosomiasis)","919",0.555,NA,"CD3E, CSK, UBC",3,"CSK",1,NA,0,"CD3E",1,"CSK",1,NA,0,NA,0,1
"111","CD27",310,"Cytokine-cytokine receptor interaction","939",-0.131,NA,"CD70",1,NA,0,"CD70",1,NA,0,NA,0,NA,0,NA,0,0
"112","CD28",297,"Novel","940",-1.227,"Rheumatoid arthritis ; Cell adhesion molecules (CAMs) ; T cell receptor signaling pathway","PIK3R2, VAV2",2,"VAV2, PIK3R2",2,NA,0,"PIK3R2",1,"VAV2, PIK3R2",2,NA,0,NA,0,2
"113","CD2BP2",418,"Novel","10421",-1.061,NA,"PRPF8, PPP1CA",2,"PPP1CA",1,NA,0,NA,0,"PPP1CA",1,NA,0,NA,0,1
"114","CD3D",495,"Chagas disease (American trypanosomiasis)","915",-0.093,NA,"VCP, UBC, CD3E",3,NA,0,NA,0,"CD3E",1,NA,0,NA,0,NA,0,0
"115","CD3E",263,"Chagas disease (American trypanosomiasis)","916",1.27,NA,"CD3D, CD3G, SYK, CD247",4,NA,0,NA,0,"CD247, CD3G, CD3D",3,NA,0,NA,0,NA,0,0
"116","CD3G",736,"Chagas disease (American trypanosomiasis)","917",0.154,NA,"CD3E",1,NA,0,NA,0,"CD3E",1,NA,0,NA,0,NA,0,0
"117","CD40",220,"Cytokine-cytokine receptor interaction","958",1.718,NA,"MAP2K4, CD40LG, IKBKB, CHUK, TRAF6, MAP3K7",6,NA,0,"CD40LG",1,"TRAF6, MAP2K4, IKBKB, CHUK",4,NA,0,NA,0,"IKBKB",1,1
"118","CD40LG",740,"Cytokine-cytokine receptor interaction","959",-0.69,NA,"CD40",1,NA,0,"CD40",1,NA,0,NA,0,NA,0,NA,0,0
"119","CD70",576,"Cytokine-cytokine receptor interaction","970",1.832,NA,"CD27",1,NA,0,"CD27",1,NA,0,NA,0,NA,0,NA,0,0
"120","CDC20B",590,"Novel","166979",-1.899,NA,"BUB1B",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"121","CDC25B",258,"Novel","994",-1.728,"MAPK signaling pathway ; Cell cycle ; Progesterone-mediated oocyte maturation","BRSK2, YWHAH, MAPK14, UBC, YWHAG, SFN",6,NA,0,NA,0,"MAPK14",1,NA,0,NA,0,NA,0,0
