EntrezID	GeneSymbol
23266	ADGRL2
23284	ADGRL3
64123	ADGRL4
84059	ADGRV1
124	ADH1A
125	ADH1B
126	ADH1C
127	ADH4
128	ADH5
130	ADH6
131	ADH7
137872	ADHFE1
55256	ADI1
149685	ADIG
9370	ADIPOQ
51094	ADIPOR1
79602	ADIPOR2
10974	ADIRF
132	ADK
133	ADM
79924	ADM2
199800	ADM5
23394	ADNP
22850	ADNP2
84890	ADO
134	ADORA1
135	ADORA2A
136	ADORA2B
140	ADORA3
83440	ADPGK
141	ADPRH
113622	ADPRHL1
54936	ADPRHL2
56985	ADPRM
148	ADRA1A
147	ADRA1B
146	ADRA1D
150	ADRA2A
151	ADRA2B
152	ADRA2C
153	ADRB1
154	ADRB2
155	ADRB3
11047	ADRM1
158	ADSL
159	ADSS
122622	ADSSL1
84830	ADTRP
165	AEBP1
121536	AEBP2
64782	AEN
166	AES
60312	AFAP1
134265	AFAP1L1
84632	AFAP1L2
4301	AFDN
4299	AFF1
2334	AFF2
3899	AFF3
27125	AFF4
246269	AFG1L
10939	AFG3L2
173	AFM
125061	AFMID
174	AFP
54812	AFTPH
175	AGA
116987	AGAP1
116986	AGAP2
116988	AGAP3
119016	AGAP4
729092	AGAP5
414189	AGAP6
642517	AGAP9
123624	AGBL1
79841	AGBL2
340351	AGBL3
84871	AGBL4
60509	AGBL5
177	AGER
3267	AGFG1
3268	AGFG2
55109	AGGF1
55750	AGK
178	AGL
79814	AGMAT
392636	AGMO
26523	AGO1
27161	AGO2
192669	AGO3
192670	AGO4
10554	AGPAT1
10555	AGPAT2
56894	AGPAT3
56895	AGPAT4
55326	AGPAT5
8540	AGPS
10551	AGR2
155465	AGR3
375790	AGRN
181	AGRP
183	AGT
23287	AGTPBP1
185	AGTR1
186	AGTR2
57085	AGTRAP
189	AGXT
64902	AGXT2
25909	AHCTF1
191	AHCY
10768	AHCYL1
23382	AHCYL2
27245	AHDC1
54806	AHI1
79026	AHNAK
113146	AHNAK2
196	AHR
57491	AHRR
10598	AHSA1
197	AHSG
51327	AHSP
57379	AICDA
64853	AIDA
199	AIF1
83543	AIF1L
9131	AIFM1
84883	AIFM2
150209	AIFM3
51390	AIG1
9447	AIM2
9255	AIMP1
7965	AIMP2
9049	AIP
23746	AIPL1
326	AIRE
55966	AJAP1
389813	AJM1
84962	AJUBA
203	AK1
204	AK2
50808	AK3
205	AK4
26289	AK5
102157402	AK6
122481	AK7
158067	AK8
221264	AK9
642597	AKAIN1
8165	AKAP1
11217	AKAP2
10566	AKAP3
8852	AKAP4
9495	AKAP5
9472	AKAP6
9465	AKAP7
10270	AKAP8
26993	AKAP8L
10142	AKAP9
11216	AKAP10
11215	AKAP11
9590	AKAP12
11214	AKAP13
158798	AKAP14
8227	AKAP17A
56672	AKIP1
79647	AKIRIN1
55122	AKIRIN2
80709	AKNA
254268	AKNAD1
10327	AKR1A1
231	AKR1B1
57016	AKR1B10
441282	AKR1B15
1645	AKR1C1
1646	AKR1C2
8644	AKR1C3
1109	AKR1C4
6718	AKR1D1
83592	AKR1E2
8574	AKR7A2
22977	AKR7A3
246181	AKR7L
207	AKT1
84335	AKT1S1
208	AKT2
10000	AKT3
64400	AKTIP
210	ALAD
211	ALAS1
212	ALAS2
213	ALB
214	ALCAM
216	ALDH1A1
8854	ALDH1A2
220	ALDH1A3
219	ALDH1B1
10840	ALDH1L1
160428	ALDH1L2
217	ALDH2
218	ALDH3A1
224	ALDH3A2
221	ALDH3B1
222	ALDH3B2
8659	ALDH4A1
7915	ALDH5A1
4329	ALDH6A1
501	ALDH7A1
64577	ALDH8A1
223	ALDH9A1
126133	ALDH16A1
5832	ALDH18A1
226	ALDOA
229	ALDOB
230	ALDOC
56052	ALG1
200810	ALG1L
644974	ALG1L2
85365	ALG2
10195	ALG3
29880	ALG5
29929	ALG6
79053	ALG8
79796	ALG9
84920	ALG10
144245	ALG10B
440138	ALG11
79087	ALG12
79868	ALG13
199857	ALG14
238	ALK
389658	ALKAL1
285016	ALKAL2
8846	ALKBH1
121642	ALKBH2
221120	ALKBH3
54784	ALKBH4
54890	ALKBH5
84964	ALKBH6
84266	ALKBH7
91801	ALKBH8
55821	ALLC
7840	ALMS1
240	ALOX5
241	ALOX5AP
239	ALOX12
242	ALOX12B
246	ALOX15
247	ALOX15B
59344	ALOXE3
251	ALPG
248	ALPI
80216	ALPK1
115701	ALPK2
57538	ALPK3
249	ALPL
250	ALPP
57679	ALS2
259173	ALS2CL
130540	ALS2CR12
8092	ALX1
257	ALX3
60529	ALX4
10189	ALYREF
23600	AMACR
258	AMBN
259	AMBP
55626	AMBRA1
262	AMD1
144193	AMDHD1
51005	AMDHD2
265	AMELX
266	AMELY
139285	AMER1
219287	AMER2
205147	AMER3
267	AMFR
268	AMH
269	AMHR2
57463	AMIGO1
347902	AMIGO2
386724	AMIGO3
9949	AMMECR1
83607	AMMECR1L
81693	AMN
196394	AMN1
154796	AMOT
154810	AMOTL1
51421	AMOTL2
270	AMPD1
271	AMPD2
272	AMPD3
273	AMPH
275	AMT
401138	AMTN
276	AMY1A
277	AMY1B
278	AMY1C
279	AMY2A
280	AMY2B
155185	AMZ1
51321	AMZ2
64682	ANAPC1
29882	ANAPC2
29945	ANAPC4
51433	ANAPC5
51434	ANAPC7
10393	ANAPC10
51529	ANAPC11
25847	ANAPC13
25906	ANAPC15
119504	ANAPC16
283	ANG
23357	ANGEL1
90806	ANGEL2
284	ANGPT1
285	ANGPT2
51378	ANGPT4
9068	ANGPTL1
23452	ANGPTL2
27329	ANGPTL3
51129	ANGPTL4
253935	ANGPTL5
83854	ANGPTL6
10218	ANGPTL7
55908	ANGPTL8
647589	ANHX
286	ANK1
287	ANK2
288	ANK3
150709	ANKAR
348094	ANKDD1A
728780	ANKDD1B
63926	ANKEF1
162282	ANKFN1
51479	ANKFY1
56172	ANKH
54882	ANKHD1
54467	ANKIB1
255239	ANKK1
126549	ANKLE1
23141	ANKLE2
51281	ANKMY1
57037	ANKMY2
57763	ANKRA2
27063	ANKRD1
26287	ANKRD2
22881	ANKRD6
56311	ANKRD7
122416	ANKRD9
55608	ANKRD10
29123	ANKRD11
23253	ANKRD12
88455	ANKRD13A
124930	ANKRD13B
81573	ANKRD13C
338692	ANKRD13D
54522	ANKRD16
26057	ANKRD17
253650	ANKRD18A
441459	ANKRD18B
84210	ANKRD20A1
441430	ANKRD20A2
441425	ANKRD20A3
728747	ANKRD20A4
118932	ANKRD22
200539	ANKRD23
170961	ANKRD24
22852	ANKRD26
84079	ANKRD27
23243	ANKRD28
147463	ANKRD29
91074	ANKRD30A
374860	ANKRD30B
554226	ANKRD30BL
256006	ANKRD31
341405	ANKRD33
651746	ANKRD33B
284615	ANKRD34A
340120	ANKRD34B
390616	ANKRD34C
148741	ANKRD35
375248	ANKRD36
57730	ANKRD36B
400986	ANKRD36C
353322	ANKRD37
51239	ANKRD39
91369	ANKRD40
338699	ANKRD42
91526	ANKRD44
339416	ANKRD45
157567	ANKRD46
54851	ANKRD49
57182	ANKRD50
283373	ANKRD52
79998	ANKRD53
129138	ANKRD54
79722	ANKRD55
140731	ANKRD60
100310846	ANKRD61
342850	ANKRD62
100131244	ANKRD63
441869	ANKRD65
100287718	ANKRD66
23294	ANKS1A
56899	ANKS1B
124401	ANKS3
257629	ANKS4B
203286	ANKS6
389161	ANKUB1
55139	ANKZF1
54443	ANLN
55107	ANO1
57101	ANO2
63982	ANO3
121601	ANO4
203859	ANO5
196527	ANO6
50636	ANO7
57719	ANO8
338440	ANO9
55129	ANO10
3730	ANOS1
8125	ANP32A
10541	ANP32B
23519	ANP32D
81611	ANP32E
290	ANPEP
84168	ANTXR1
118429	ANTXR2
195977	ANTXRL
301	ANXA1
302	ANXA2
389289	ANXA2R
306	ANXA3
307	ANXA4
308	ANXA5
309	ANXA6
310	ANXA7
653145	ANXA8
728113	ANXA8L1
8416	ANXA9
11199	ANXA10
311	ANXA11
312	ANXA13
313	AOAH
26	AOC1
314	AOC2
8639	AOC3
316	AOX1
55435	AP1AR
162	AP1B1
164	AP1G1
8906	AP1G2
8907	AP1M1
10053	AP1M2
1174	AP1S1
8905	AP1S2
130340	AP1S3
160	AP2A1
161	AP2A2
163	AP2B1
1173	AP2M1
1175	AP2S1
8546	AP3B1
8120	AP3B2
8943	AP3D1
26985	AP3M1
10947	AP3M2
1176	AP3S1
10239	AP3S2
10717	AP4B1
23431	AP4E1
9179	AP4M1
11154	AP4S1
91056	AP5B1
55745	AP5M1
55317	AP5S1
9907	AP5Z1
317	APAF1
320	APBA1
321	APBA2
9546	APBA3
322	APBB1
54518	APBB1IP
323	APBB2
10307	APBB3
324	APC
10297	APC2
147495	APCDD1
164284	APCDD1L
325	APCS
327	APEH
100506013	APELA
328	APEX1
27301	APEX2
51107	APH1A
83464	APH1B
8539	API5
51074	APIP
200558	APLF
8862	APLN
187	APLNR
333	APLP1
334	APLP2
57136	APMAP
335	APOA1
336	APOA2
337	APOA4
116519	APOA5
338	APOB
339	APOBEC1
10930	APOBEC2
200315	APOBEC3A
9582	APOBEC3B
27350	APOBEC3C
140564	APOBEC3D
200316	APOBEC3F
60489	APOBEC3G
164668	APOBEC3H
403314	APOBEC4
55911	APOBR
341	APOC1
344	APOC2
345	APOC3
346	APOC4
347	APOD
348	APOE
319	APOF
350	APOH
8542	APOL1
23780	APOL2
80833	APOL3
80832	APOL4
80831	APOL5
80830	APOL6
81575	APOLD1
55937	APOM
79135	APOO
139322	APOOL
84334	APOPT1
351	APP
10513	APPBP2
26060	APPL1
55198	APPL2
353	APRT
54840	APTX
358	AQP1
359	AQP2
360	AQP3
361	AQP4
362	AQP5
363	AQP6
364	AQP7
343	AQP8
366	AQP9
89872	AQP10
282679	AQP11
375318	AQP12A
653437	AQP12B
9716	AQR
367	AR
369	ARAF
116985	ARAP1
116984	ARAP2
64411	ARAP3
23237	ARC
372	ARCN1
374	AREG
9870	AREL1
375	ARF1
377	ARF3
378	ARF4
381	ARF5
382	ARF6
55738	ARFGAP1
84364	ARFGAP2
26286	ARFGAP3
10565	ARFGEF1
10564	ARFGEF2
57221	ARFGEF3
27236	ARFIP1
23647	ARFIP2
10139	ARFRP1
383	ARG1
384	ARG2
503582	ARGFX
55082	ARGLU1
392	ARHGAP1
393	ARHGAP4
394	ARHGAP5
395	ARHGAP6
23779	ARHGAP8
64333	ARHGAP9
79658	ARHGAP10
9824	ARHGAP11A
89839	ARHGAP11B
94134	ARHGAP12
55843	ARHGAP15
55114	ARHGAP17
93663	ARHGAP18
84986	ARHGAP19
57569	ARHGAP20
57584	ARHGAP21
58504	ARHGAP22
57636	ARHGAP23
83478	ARHGAP24
9938	ARHGAP25
23092	ARHGAP26
201176	ARHGAP27
79822	ARHGAP28
9411	ARHGAP29
257106	ARHGAP30
57514	ARHGAP31
9743	ARHGAP32
115703	ARHGAP33
2909	ARHGAP35
158763	ARHGAP36
80728	ARHGAP39
343578	ARHGAP40
143872	ARHGAP42
9912	ARHGAP44
23526	ARHGAP45
396	ARHGDIA
397	ARHGDIB
398	ARHGDIG
9138	ARHGEF1
9181	ARHGEF2
50650	ARHGEF3
50649	ARHGEF4
7984	ARHGEF5
9459	ARHGEF6
8874	ARHGEF7
23229	ARHGEF9
9639	ARHGEF10
55160	ARHGEF10L
9826	ARHGEF11
23365	ARHGEF12
22899	ARHGEF15
27237	ARHGEF16
9828	ARHGEF17
23370	ARHGEF18
128272	ARHGEF19
115557	ARHGEF25
26084	ARHGEF26
64283	ARHGEF28
100271715	ARHGEF33
445328	ARHGEF35
389337	ARHGEF37
54848	ARHGEF38
84904	ARHGEF39
55701	ARHGEF40
8289	ARID1A
57492	ARID1B
196528	ARID2
1820	ARID3A
10620	ARID3B
138715	ARID3C
5926	ARID4A
51742	ARID4B
10865	ARID5A
84159	ARID5B
25820	ARIH1
10425	ARIH2
646450	ARIH2OS
400	ARL1
402	ARL2
23568	ARL2BP
403	ARL3
10124	ARL4A
10123	ARL4C
379	ARL4D
26225	ARL5A
221079	ARL5B
390790	ARL5C
84100	ARL6
23204	ARL6IP1
51329	ARL6IP4
10550	ARL6IP5
151188	ARL6IP6
127829	ARL8A
55207	ARL8B
132946	ARL9
285598	ARL10
115761	ARL11
392509	ARL13A
200894	ARL13B
80117	ARL14
120534	ARL14EP
644100	ARL14EPL
54622	ARL15
339231	ARL16
51326	ARL17A
100506084	ARL17B
55156	ARMC1
84071	ARMC2
219681	ARMC3
55130	ARMC4
79798	ARMC5
93436	ARMC6
79637	ARMC7
25852	ARMC8
80210	ARMC9
83787	ARMC10
221481	ARMC12
51309	ARMCX1
9823	ARMCX2
51566	ARMCX3
100131755	ARMCX4
64860	ARMCX5
54470	ARMCX6
339541	ARMH1
101928603	ARMH2
79591	ARMH3
145407	ARMH4
387715	ARMS2
79624	ARMT1
405	ARNT
9915	ARNT2
406	ARNTL
56938	ARNTL2
10552	ARPC1A
10095	ARPC1B
10109	ARPC2
10094	ARPC3
10093	ARPC4
10092	ARPC5
81873	ARPC5L
348110	ARPIN
10776	ARPP19
10777	ARPP21
407	ARR3
408	ARRB1
409	ARRB2
92714	ARRDC1
27106	ARRDC2
57561	ARRDC3
91947	ARRDC4
645432	ARRDC5
410	ARSA
411	ARSB
414	ARSD
415	ARSE
416	ARSF
22901	ARSG
347527	ARSH
340075	ARSI
79642	ARSJ
153642	ARSK
417	ART1
419	ART3
420	ART4
116969	ART5
9048	ARTN
64801	ARV1
421	ARVCF
170302	ARX
57412	AS3MT
427	ASAH1
56624	ASAH2
653308	ASAH2B
50807	ASAP1
8853	ASAP2
55616	ASAP3
51665	ASB1
51676	ASB2
51130	ASB3
51666	ASB4
140458	ASB5
140459	ASB6
140460	ASB7
140461	ASB8
140462	ASB9
136371	ASB10
140456	ASB11
142689	ASB12
79754	ASB13
142686	ASB14
142685	ASB15
92591	ASB16
127247	ASB17
401036	ASB18
51008	ASCC1
84164	ASCC2
10973	ASCC3
429	ASCL1
430	ASCL2
56676	ASCL3
121549	ASCL4
647219	ASCL5
110599588	ASDURF
25842	ASF1A
55723	ASF1B
432	ASGR1
433	ASGR2
55870	ASH1L
9070	ASH2L
41	ASIC1
40	ASIC2
9311	ASIC3
55515	ASIC4
51802	ASIC5
434	ASIP
435	ASL
438	ASMT
8623	ASMTL
439	ASNA1
440	ASNS
54529	ASNSD1
443	ASPA
554235	ASPDH
374569	ASPG
444	ASPH
253982	ASPHD1
57168	ASPHD2
259266	ASPM
54829	ASPN
151516	ASPRV1
79058	ASPSCR1
80150	ASRGL1
445	ASS1
28990	ASTE1
431705	ASTL
460	ASTN1
23245	ASTN2
171023	ASXL1
55252	ASXL2
80816	ASXL3
136991	ASZ1
84896	ATAD1
29028	ATAD2
54454	ATAD2B
55210	ATAD3A
83858	ATAD3B
219293	ATAD3C
79915	ATAD5
79969	ATAT1
85300	ATCAY
11101	ATE1
466	ATF1
1386	ATF2
467	ATF3
468	ATF4
22809	ATF5
22926	ATF6
1388	ATF6B
11016	ATF7
55729	ATF7IP
80063	ATF7IP2
23130	ATG2A
55102	ATG2B
64422	ATG3
115201	ATG4A
23192	ATG4B
84938	ATG4C
84971	ATG4D
9474	ATG5
10533	ATG7
79065	ATG9A
285973	ATG9B
83734	ATG10
9140	ATG12
9776	ATG13
22863	ATG14
55054	ATG16L1
89849	ATG16L2
60673	ATG101
471	ATIC
51062	ATL1
64225	ATL2
25923	ATL3
472	ATM
23300	ATMIN
1822	ATN1
474	ATOH1
220202	ATOH7
84913	ATOH8
475	ATOX1
476	ATP1A1
477	ATP1A2
478	ATP1A3
480	ATP1A4
481	ATP1B1
482	ATP1B2
483	ATP1B3
23439	ATP1B4
487	ATP2A1
488	ATP2A2
489	ATP2A3
490	ATP2B1
491	ATP2B2
492	ATP2B3
493	ATP2B4
27032	ATP2C1
9914	ATP2C2
495	ATP4A
496	ATP4B
498	ATP5F1A
506	ATP5F1B
509	ATP5F1C
513	ATP5F1D
514	ATP5F1E
93974	ATP5IF1
516	ATP5MC1
517	ATP5MC2
518	ATP5MC3
84833	ATP5MD
521	ATP5ME
9551	ATP5MF
10632	ATP5MG
267020	ATP5MGL
9556	ATP5MPL
515	ATP5PB
10476	ATP5PD
522	ATP5PF
539	ATP5PO
27109	ATP5S
537	ATP6AP1
92270	ATP6AP1L
10159	ATP6AP2
523	ATP6V1A
525	ATP6V1B1
526	ATP6V1B2
528	ATP6V1C1
245973	ATP6V1C2
51382	ATP6V1D
529	ATP6V1E1
90423	ATP6V1E2
9296	ATP6V1F
100130705	ATP6V1FNB
9550	ATP6V1G1
534	ATP6V1G2
127124	ATP6V1G3
51606	ATP6V1H
535	ATP6V0A1
23545	ATP6V0A2
50617	ATP6V0A4
533	ATP6V0B
527	ATP6V0C
9114	ATP6V0D1
245972	ATP6V0D2
8992	ATP6V0E1
155066	ATP6V0E2
538	ATP7A
540	ATP7B
10396	ATP8A1
51761	ATP8A2
5205	ATP8B1
57198	ATP8B2
148229	ATP8B3
79895	ATP8B4
10079	ATP9A
374868	ATP9B
57194	ATP10A
23120	ATP10B
57205	ATP10D
23250	ATP11A
23200	ATP11B
286410	ATP11C
479	ATP12A
57130	ATP13A1
23400	ATP13A2
79572	ATP13A3
84239	ATP13A4
344905	ATP13A5
91419	ATP23
64756	ATPAF1
91647	ATPAF2
545	ATR
51374	ATRAID
84126	ATRIP
8455	ATRN
26033	ATRNL1
546	ATRX
6310	ATXN1
342371	ATXN1L
6311	ATXN2
11273	ATXN2L
4287	ATXN3
92552	ATXN3L
6314	ATXN7
222255	ATXN7L1
127002	ATXN7L2
56970	ATXN7L3
552889	ATXN7L3B
724066	ATXN8
25814	ATXN10
549	AUH
79000	AUNIP
550	AUP1
6790	AURKA
54998	AURKAIP1
9212	AURKB
6795	AURKC
26053	AUTS2
57099	AVEN
10677	AVIL
23080	AVL9
551	AVP
60370	AVPI1
552	AVPR1A
553	AVPR1B
554	AVPR2
158833	AWAT1
158835	AWAT2
126859	AXDND1
8312	AXIN1
8313	AXIN2
558	AXL
563	AZGP1
64343	AZI2
51582	AZIN1
113451	AZIN2
566	AZU1
567	B2M
8706	B3GALNT1
148789	B3GALNT2
8708	B3GALT1
8707	B3GALT2
8705	B3GALT4
10317	B3GALT5
126792	B3GALT6
27087	B3GAT1
135152	B3GAT2
26229	B3GAT3
145173	B3GLCT
10678	B3GNT2
10331	B3GNT3
79369	B3GNT4
84002	B3GNT5
192134	B3GNT6
93010	B3GNT7
374907	B3GNT8
84752	B3GNT9
146712	B3GNTL1
2583	B4GALNT1
124872	B4GALNT2
283358	B4GALNT3
338707	B4GALNT4
2683	B4GALT1
8704	B4GALT2
8703	B4GALT3
8702	B4GALT4
9334	B4GALT5
9331	B4GALT6
11285	B4GALT7
11041	B4GAT1
27077	B9D1
80776	B9D2
79870	BAALC
570	BAAT
29086	BABAM1
9577	BABAM2
23621	BACE1
25825	BACE2
571	BACH1
60468	BACH2
572	BAD
573	BAG1
9532	BAG2
9531	BAG3
9530	BAG4
9529	BAG5
7917	BAG6
574	BAGE
85318	BAGE3
85317	BAGE4
57597	BAHCC1
22893	BAHD1
10458	BAIAP2
55971	BAIAP2L1
80115	BAIAP2L2
8938	BAIAP3
578	BAK1
25805	BAMBI
8815	BANF1
140836	BANF2
55024	BANK1
54971	BANP
8314	BAP1
580	BARD1
56751	BARHL1
343472	BARHL2
56033	BARX1
8538	BARX2
10409	BASP1
10538	BATF
116071	BATF2
55509	BATF3
581	BAX
11177	BAZ1A
9031	BAZ1B
11176	BAZ2A
29994	BAZ2B
27113	BBC3
92482	BBIP1
80127	BBOF1
8424	BBOX1
582	BBS1
583	BBS2
585	BBS4
129880	BBS5
55212	BBS7
27241	BBS9
79738	BBS10
166379	BBS12
56987	BBX
4059	BCAM
63827	BCAN
55973	BCAP29
10134	BCAP31
9564	BCAR1
8412	BCAR3
8537	BCAS1
10286	BCAS2
54828	BCAS3
55653	BCAS4
586	BCAT1
587	BCAT2
56647	BCCIP
144233	BCDIN3D
590	BCHE
593	BCKDHA
594	BCKDHB
10295	BCKDK
596	BCL2
597	BCL2A1
598	BCL2L1
599	BCL2L2
10017	BCL2L10
10018	BCL2L11
83596	BCL2L12
23786	BCL2L13
79370	BCL2L14
440603	BCL2L15
602	BCL3
604	BCL6
255877	BCL6B
605	BCL7A
9275	BCL7B
9274	BCL7C
607	BCL9
283149	BCL9L
8915	BCL10
53335	BCL11A
64919	BCL11B
9774	BCLAF1
256643	BCLAF3
53630	BCO1
83875	BCO2
54880	BCOR
63035	BCORL1
613	BCR
617	BCS1L
622	BDH1
56898	BDH2
623	BDKRB1
624	BDKRB2
627	BDNF
55814	BDP1
146227	BEAN1
8678	BECN1
441925	BECN2
57596	BEGAIN
139105	BEND2
57673	BEND3
389206	BEND4
79656	BEND5
221336	BEND6
222389	BEND7
7439	BEST1
54831	BEST2
144453	BEST3
266675	BEST4
10282	BET1
51272	BET1L
55859	BEX1
84707	BEX2
27018	BEX3
56271	BEX4
340542	BEX5
51283	BFAR
631	BFSP1
8419	BFSP2
632	BGLAP
633	BGN
727857	BHLHA9
168620	BHLHA15
80823	BHLHB9
27319	BHLHE22
128408	BHLHE23
8553	BHLHE40
79365	BHLHE41
388553	BHMG1
635	BHMT
23743	BHMT2
80114	BICC1
636	BICD1
23299	BICD2
92558	BICDL1
146439	BICDL2
29998	BICRA
23506	BICRAL
637	BID
638	BIK
274	BIN1
51411	BIN2
55909	BIN3
329	BIRC2
330	BIRC3
332	BIRC5
57448	BIRC6
79444	BIRC7
112401	BIRC8
54841	BIVM
10904	BLCAP
414899	BLID
640	BLK
641	BLM
642	BLMH
29760	BLNK
