"","GeneSymbol","GeneMappingID","Group","EntrezID","Zscore","Pathway","Ntwrk.all","Allnet.count","Ntwrk.TLR","TLRnet.count","Ntwrk.PROT","PROTnet.count","Ntwrk.SPLICE","SPLICEnet.count","Ntwrk.TLR.hits","TLRhits.net.count","Ntwrk.PROT.hits","PROThits.net.count","Ntwrk.SPLICE.hits","SPLICEhits.net.count","Total_Path_Hits.net.count"
"11","ACTN4",97,"Regulation of actin cytoskeleton","81",-0.101,NA,"ACTN1, UBE2I, UBC, ACTN2, PSMA6",5,"ACTN2, ACTN1",2,NA,0,"",0,"ACTN2, ACTN1",2,NA,0,"",0,2
"12","ACVR1",217,"Cytokine-cytokine receptor interaction","90",0.493,NA,"BMPR2, ACVR2A, SMAD6, SMAD1, INHBA, BMP2",6,NA,0,"INHBA, BMPR2, BMP2, ACVR2A",4,"",0,NA,0,NA,0,"",0,0
"13","ACVR1B",214,"Cytokine-cytokine receptor interaction","91",-0.169,NA,"INHBB, ACVR2B, ACVR2A, SMAD6, SMAD4, INHBA",6,NA,0,"INHBB, INHBA, ACVR2B, ACVR2A",4,"",0,NA,0,NA,0,"",0,0
"14","ACVR2A",450,"Cytokine-cytokine receptor interaction","92",-0.598,NA,"ACVR1B, INHBA, INHBB, BMP7, ACVR1",5,NA,0,"INHBB, INHBA, BMP7, ACVR1B, ACVR1",5,"",0,NA,0,"BMP7",1,"",0,1
"15","ACVR2B",449,"Cytokine-cytokine receptor interaction","93",-0.558,NA,"ACVR1B, INHBA, BMP2",3,NA,0,"INHBA, BMP2, ACVR1B",3,"",0,NA,0,NA,0,"",0,0
"16","ADRB2",288,"Novel","154",-2.131,"Endocytosis","ADRBK1, UBC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"17","ADRBK1",552,"Novel","156",-1.489,"Chemokine signaling pathway ; Endocytosis","ADRB2, GIT1, UBC",3,"GIT1",1,NA,0,"",0,"GIT1",1,NA,0,"",0,1
"18","AHRR",687,"Novel","57491",-1.182,NA,"ARNT",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"19","AIRE",512,"Novel","326",-2.03,NA,"HDAC2",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"20","ALAS1",614,"Novel","211",-1.075,NA,"UBC, POLD4",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"21","ALCAM",626,"Novel","214",-1.913,"Cell adhesion molecules (CAMs)","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"22","ALDH3A2",679,"Novel","224",-2.21,"Lysine degradation ; Propanoate metabolism ; beta-Alanine metabolism","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"23","ANKRD32",625,"Novel","84250",-1.026,NA,"POLE",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"24","APC",150,"Regulation of actin cytoskeleton","324",0.28,NA,"SMAD4, ARHGEF4, JUP, UBC",4,"ARHGEF4",1,NA,0,"",0,"ARHGEF4",1,NA,0,"",0,1
"25","APOB",442,"Novel","338",-1.529,NA,"HSPA5, LDLR, CALR, HSP90B1, CALCR, UBC, VCP",7,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"26","ARAF",244,"Regulation of actin cytoskeleton","369",0.872,NA,"TIRAP, RRAS, BRAF, MAP2K1, HRAS, MAP2K2, KRAS, YWHAH",8,"RRAS, MAP2K2, MAP2K1, KRAS, HRAS, BRAF",6,NA,0,"",0,"RRAS, MAP2K2, MAP2K1, KRAS, HRAS, BRAF",6,NA,0,"",0,6
"27","ARHGAP32",598,"Novel","9743",-1.299,NA,"RAC1, RHOA, CRK, CDC42, BCAR1",5,"BCAR1, RAC1, CRK, CDC42, RHOA",5,NA,0,"",0,"BCAR1, RAC1, CRK, CDC42, RHOA",5,NA,0,"",0,5
"28","ARHGAP35",554,"Regulation of actin cytoskeleton","2909",-0.967,NA,"RHOA",1,"RHOA",1,NA,0,"",0,"RHOA",1,NA,0,"",0,1
"29","ARHGAP5",713,"Novel","394",-1.985,"Leukocyte transendothelial migration ; Focal adhesion","RHOA",1,"RHOA",1,NA,0,"",0,"RHOA",1,NA,0,"",0,1
"30","ARHGDIB",470,"Novel","397",-1.094,"Vasopressin-regulated water reabsorption ; Neurotrophin signaling pathway","CDC42, RAC1, RAC2, RHOA",4,"RAC2, RAC1, CDC42, RHOA",4,NA,0,"",0,"RAC2, RAC1, CDC42, RHOA",4,NA,0,"",0,4
"31","ARHGEF1",332,"Regulation of actin cytoskeleton","9138",1.953,NA,"GNA13, GNA12, UBC",3,"GNA13, GNA12",2,NA,0,"",0,"GNA13, GNA12",2,NA,0,"",0,2
"32","ARHGEF12",331,"Regulation of actin cytoskeleton","23365",1.57,NA,"GNA13, GNA12, RHOA",3,"GNA13, GNA12, RHOA",3,NA,0,"",0,"GNA13, GNA12, RHOA",3,NA,0,"",0,3
"33","ARHGEF4",493,"Regulation of actin cytoskeleton","50649",0.605,NA,"RAC1, APC",2,"RAC1, APC",2,NA,0,"",0,"RAC1, APC",2,NA,0,"",0,2
"34","ARHGEF6",564,"Regulation of actin cytoskeleton","9459",-2.724,"Regulation of actin cytoskeleton ; Pancreatic cancer","GIT1, CDC42, ARHGEF7, PAK1",4,"GIT1, ARHGEF7, PAK1, CDC42",4,NA,0,"",0,"GIT1, ARHGEF7, PAK1, CDC42",4,NA,0,"",0,4
"35","ARHGEF7",295,"Regulation of actin cytoskeleton","8874",-0.245,NA,"ARHGEF6, UBC, GIT1, PAK1, RAC1, PAK2, CDC42",7,"GIT1, ARHGEF6, RAC1, PAK2, PAK1, CDC42",6,NA,0,"",0,"GIT1, ARHGEF6, RAC1, PAK2, PAK1, CDC42",6,NA,0,"",0,6
"36","ARNT",351,"Novel","405",-2.072,"Pathways in cancer ; Renal cell carcinoma","NPAS4, SIM1, AHRR, EPAS1, PTGES3",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"37","ARPC1A",424,"Regulation of actin cytoskeleton","10552",-0.695,NA,"ARPC4, ARPC5, ARPC3, ARPC2",4,"ARPC2, ARPC3, ARPC4, ARPC5",4,NA,0,"",0,"ARPC2, ARPC3, ARPC4, ARPC5",4,NA,0,"",0,4
"38","ARPC1B",403,"Regulation of actin cytoskeleton","10095",-1.299,"Regulation of actin cytoskeleton ; Fc gamma R-mediated phagocytosis ; Shigellosis ; Bacterial invasion of epithelial cells ; Pathogenic Escherichia coli infection","UBC, ARPC3, ARPC2, ARPC5, WASL, ARPC4",6,"ARPC2, ARPC3, ARPC4, ARPC5, WASL",5,NA,0,"",0,"ARPC2, ARPC3, ARPC4, ARPC5, WASL",5,NA,0,"",0,5
"39","ARPC2",59,"Regulation of actin cytoskeleton","10109",0.028,NA,"ARPC3, ARPC5, ARPC1B, ARPC1A, UBC, WASL, ARPC4",7,"ARPC1A, ARPC1B, ARPC3, ARPC4, ARPC5, WASL",6,NA,0,"",0,"ARPC1A, ARPC1B, ARPC3, ARPC4, ARPC5, WASL",6,NA,0,"",0,6
"40","ARPC3",60,"Regulation of actin cytoskeleton","10094",-0.339,NA,"ARPC5, ARPC1B, ARPC1A, ARPC4, UBC, ARPC2",6,"ARPC1A, ARPC2, ARPC1B, ARPC4, ARPC5",5,NA,0,"",0,"ARPC1A, ARPC2, ARPC1B, ARPC4, ARPC5",5,NA,0,"",0,5
"41","ARPC4",58,"Regulation of actin cytoskeleton","10093",0.599,NA,"ARPC2, ARPC3, ARPC5, ARPC1B, ARPC1A, UBC",6,"ARPC1A, ARPC2, ARPC1B, ARPC3, ARPC5",5,NA,0,"",0,"ARPC1A, ARPC2, ARPC1B, ARPC3, ARPC5",5,NA,0,"",0,5
"42","ARPC5",175,"Regulation of actin cytoskeleton","10092",1.477,NA,"ARPC1B, ARPC1A, ARPC4, UBC, ARPC2, ARPC3",6,"ARPC1A, ARPC2, ARPC1B, ARPC3, ARPC4",5,NA,0,"",0,"ARPC1A, ARPC2, ARPC1B, ARPC3, ARPC4",5,NA,0,"",0,5
"43","ASAP1",519,"Novel","50807",-1.461,"Endocytosis ; Fc gamma R-mediated phagocytosis","CRK, PTK2, UBC",3,"PTK2, CRK",2,NA,0,"",0,"PTK2, CRK",2,NA,0,"",0,2
"44","ASAP2",422,"Novel","8853",-1.057,"Endocytosis ; Fc gamma R-mediated phagocytosis","UBC, PXN",2,"PXN",1,NA,0,"",0,"PXN",1,NA,0,"",0,1
"45","ASF1A",457,"Novel","25842",-1.313,NA,"TAF1, ATR, ASF1B",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"46","ASF1B",232,"Novel","55723",-1.327,NA,"ASF1A, UBC, TAF1, KAT2B, ATR",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"47","ATF3",372,"Novel","467",-1.17,NA,"JUN, UBC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"48","ATP6V1B2",381,"Novel","526",-1.99,"Phagosome ; Rheumatoid arthritis ; Epithelial cell signaling in Helicobacter pylori infection","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"49","ATR",198,"Novel","545",-2.114,"Cell cycle","ASF1B, ASF1A, MSH2, CCNB2, XPA, RAD51, UBC",7,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"50","BAIAP2",568,"Regulation of actin cytoskeleton","10458",1.56,NA,"EPS8, RAC1, CDC42",3,"RAC1, CDC42",2,NA,0,"",0,"RAC1, CDC42",2,NA,0,"",0,2
"51","BCAR1",85,"Regulation of actin cytoskeleton","9564",1.058,NA,"PXN, PTK2, PTK2B, ARHGAP32, CRKL, CRK",6,"PXN, PTK2, CRKL, CRK",4,NA,0,"",0,"PXN, PTK2, CRKL, CRK",4,NA,0,"",0,4
"52","BCAS2",387,"Novel","10286",-1.15,"Spliceosome","EFTUD2, PLRG1, UBC, CDC5L, MFAP1, PRPF8",6,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"53","BCL11B",373,"Novel","64919",-1.301,NA,"HDAC2",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"54","BCL2L1",178,"Novel","598",-2.336,"Toxoplasmosis ; Pathways in cancer ; Apoptosis ; Amyotrophic lateral sclerosis (ALS) ; Pancreatic cancer ; Jak-STAT signaling pathway ; Chronic myeloid leukemia","DNM1L, SPATA25, PMAIP1, UBC, PGAM5, RAF1",6,"RAF1",1,NA,0,"",0,"RAF1",1,NA,0,"",0,1
"55","BCL3",397,"Novel","602",-1.697,NA,"RELA, IKBKB, UBC",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"56","BIRC5",418,"Novel","332",-1.758,"Pathways in cancer","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"57","BMP2",87,"Cytokine-cytokine receptor interaction","650",1.556,NA,"TGFB2, SMAD4, ACVR1, BMPR2, BMPR1B, ACVR2B",6,NA,0,"TGFB2, BMPR2, BMPR1B, ACVR2B, ACVR1",5,"",0,NA,0,"TGFB2, BMPR1B",2,"",0,2
"58","BMP7",218,"Cytokine-cytokine receptor interaction","655",-3.119,"Cytokine-cytokine receptor interaction","BMPR2, BMPR1B, ACVR2A",3,NA,0,"BMPR2, BMPR1B, ACVR2A",3,"",0,NA,0,"BMPR1B",1,"",0,1
"59","BMPR1B",276,"Cytokine-cytokine receptor interaction","658",-2,"Cytokine-cytokine receptor interaction","SMAD6, GDF5, BMP7, BMP2, BMPR2",5,NA,0,"GDF5, BMPR2, BMP7, BMP2",4,"",0,NA,0,"BMP7",1,"",0,1
"60","BMPR2",231,"Cytokine-cytokine receptor interaction","659",0.181,NA,"BMPR1B, GDF5, ACVR1, BMP2, TGFBR1, BMP7",6,NA,0,"GDF5, TGFBR1, BMPR1B, BMP7, BMP2, ACVR1",6,"",0,NA,0,"BMPR1B, BMP7",2,"",0,2
"61","BRAF",112,"Regulation of actin cytoskeleton","673",-1.617,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Chemokine signaling pathway ; Focal adhesion ; Hepatitis C ; Pathways in cancer ; Pancreatic cancer ; Prostate cancer ; Long-term depression ; Chronic myeloid leukemia ; Neurotrophin signaling pathway ; Melanoma ; Natural killer cell mediated cytotoxicity ; Progesterone-mediated oocyte maturation ; Renal cell carcinoma","RAF1, ARAF, RAP1A, NRAS, CAPN3, YWHAH, MAP2K2, IQGAP1, YWHAG, SFN, MAPK1, MAP2K1, UBC, MAPK3, HRAS",15,"IQGAP1, RAF1, MAP2K2, MAP2K1, MAPK3, MAPK1, NRAS, HRAS, ARAF",9,NA,0,"",0,"IQGAP1, RAF1, MAP2K2, MAP2K1, MAPK3, MAPK1, NRAS, HRAS, ARAF",9,NA,0,"",0,9
"62","BRCA2",343,"Novel","675",-1.278,"Pathways in cancer ; Pancreatic cancer","PALB2, RAD51",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"63","BRK1",263,"Regulation of actin cytoskeleton","55845",1.254,NA,"WASF1, NCKAP1, ABI2, UBC",4,"NCKAP1, ABI2, WASF1",3,NA,0,"",0,"NCKAP1, ABI2, WASF1",3,NA,0,"",0,3
"64","BRSK2",460,"Novel","9024",-1.244,NA,"UBC, CDC25B, CDC25C",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"65","BUB1B",289,"Novel","701",-1.379,"Cell cycle","CDC20B, UBC, PLK1, MIS12",4,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"66","C9orf172",308,"Novel","389813",-1.121,NA,"PARD6G, PDLIM7",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"67","CACNA1C",550,"Novel","775",-1.932,"MAPK signaling pathway ; GnRH signaling pathway ; Arrhythmogenic right ventricular cardiomyopathy (ARVC)","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"68","CALCR",207,"Novel","799",-1.34,"Osteoclast differentiation","APOB",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"69","CALR",155,"Novel","811",-1.248,"Chagas disease (American trypanosomiasis) ; Phagosome","HSP90B1, LRP1, APOB, PDIA3, UBC, P4HB",6,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"70","CAMLG",503,"Novel","819",-2.007,NA,"EGFR, TNFRSF13B",2,"EGFR",1,"TNFRSF13B, EGFR",2,"",0,"EGFR",1,"EGFR",1,"",0,2
"71","CAPN2",461,"Novel","824",-1.888,"Focal adhesion ; Apoptosis","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"72","CAPN3",576,"Novel","825",-2.3,NA,"BRAF",1,"BRAF",1,NA,0,"",0,"BRAF",1,NA,0,"",0,1
"73","CARD11",518,"Novel","84433",-1.812,"T cell receptor signaling pathway","MAP3K7, UBC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"74","CBR1",669,"Novel","873",-1.547,"Arachidonic acid metabolism","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"75","CCDC12",402,"Novel","151903",-2.624,"Spliceosome","CDC5L",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"76","CCDC94",416,"Novel","55702",-1.887,NA,"SNW1, XAB2, CDC5L, PLRG1",4,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"77","CCDC97",437,"Novel","90324",-1.018,NA,"SF3B1, SF3B6",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"78","CCL1",628,"Cytokine-cytokine receptor interaction","6346",2.111,NA,"CCR8",1,NA,0,"CCR8",1,"",0,NA,0,"CCR8",1,"",0,1
"79","CCL11",585,"Cytokine-cytokine receptor interaction","6356",-0.545,NA,"CCR5, CCR3",2,NA,0,"CCR5, CCR3",2,"",0,NA,0,NA,0,"",0,0
"80","CCL13",583,"Cytokine-cytokine receptor interaction","6357",-1.62,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CCR3",1,NA,0,"CCR3",1,"",0,NA,0,NA,0,"",0,0
"81","CCL17",629,"Cytokine-cytokine receptor interaction","6361",0.369,NA,"CCR8, CCR4",2,NA,0,"CCR8, CCR4",2,"",0,NA,0,"CCR8",1,"",0,1
"82","CCL19",260,"Cytokine-cytokine receptor interaction","6363",1.086,NA,"CCR7",1,NA,0,"CCR7",1,"",0,NA,0,NA,0,"",0,0
"83","CCL2",582,"Cytokine-cytokine receptor interaction","6347",-0.747,NA,"CCR1",1,NA,0,"CCR1",1,"",0,NA,0,NA,0,"",0,0
"84","CCL21",261,"Cytokine-cytokine receptor interaction","6366",0.323,NA,"CCR7",1,NA,0,"CCR7",1,"",0,NA,0,NA,0,"",0,0
"85","CCL22",641,"Cytokine-cytokine receptor interaction","6367",-0.303,NA,"CCR4",1,NA,0,"CCR4",1,"",0,NA,0,NA,0,"",0,0
"86","CCL25",360,"Cytokine-cytokine receptor interaction","6370",1.671,NA,"CCR9",1,NA,0,"CCR9",1,"",0,NA,0,NA,0,"",0,0
"87","CCL27",640,"Cytokine-cytokine receptor interaction","10850",0.538,NA,"CCR10",1,NA,0,"CCR10",1,"",0,NA,0,NA,0,"",0,0
"88","CCL7",187,"Cytokine-cytokine receptor interaction","6354",-2.185,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CCR1, CCR3",2,NA,0,"CCR3, CCR1",2,"",0,NA,0,NA,0,"",0,0
"89","CCL8",584,"Cytokine-cytokine receptor interaction","6355",0.67,NA,"CCR5",1,NA,0,"CCR5",1,"",0,NA,0,NA,0,"",0,0
"90","CCNB2",117,"Novel","9133",-1.703,"Cell cycle ; Progesterone-mediated oocyte maturation","ATR, CKS2, UBC",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"91","CCND2",368,"Novel","894",-2.086,"Focal adhesion ; Cell cycle ; Jak-STAT signaling pathway","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"92","CCNE1",134,"Novel","898",-1.362,"Pathways in cancer ; Prostate cancer ; Cell cycle","E2F3, MYBL2, HIST1H1B, UBC, FBXW7",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"93","CCR1",305,"Cytokine-cytokine receptor interaction","1230",0.933,NA,"CCL2, CCL7",2,NA,0,"CCL7, CCL2",2,"",0,NA,0,"CCL7",1,"",0,1
"94","CCR10",344,"Cytokine-cytokine receptor interaction","2826",0.65,NA,"CCL27",1,NA,0,"CCL27",1,"",0,NA,0,NA,0,"",0,0
"95","CCR3",306,"Cytokine-cytokine receptor interaction","1232",-0.762,NA,"CCL13, CCL11, CCL7",3,NA,0,"CCL13, CCL11, CCL7",3,"",0,NA,0,"CCL7, CCL13",2,"",0,2
"96","CCR4",335,"Cytokine-cytokine receptor interaction","1233",0.353,NA,"CCL17, CCL22, CXCL12",3,NA,0,"CXCL12, CCL22, CCL17",3,"",0,NA,0,NA,0,"",0,0
"97","CCR5",307,"Cytokine-cytokine receptor interaction","1234",0.15,NA,"CCL8, CCL11, CXCR4",3,NA,0,"CXCR4, CCL11, CCL8",3,"",0,NA,0,"CXCR4",1,"",0,1
"98","CCR7",498,"Cytokine-cytokine receptor interaction","1236",0.721,NA,"CCL21, CCL19",2,NA,0,"CCL21, CCL19",2,"",0,NA,0,NA,0,"",0,0
"99","CCR8",334,"Cytokine-cytokine receptor interaction","1237",-2.077,"Cytokine-cytokine receptor interaction ; Chemokine signaling pathway","CCL1, CCL17",2,NA,0,"CCL17, CCL1",2,"",0,NA,0,NA,0,"",0,0
"100","CCR9",709,"Cytokine-cytokine receptor interaction","10803",-0.247,NA,"CCL25",1,NA,0,"CCL25",1,"",0,NA,0,NA,0,"",0,0
"101","CCS",547,"Novel","9973",-1.575,"Amyotrophic lateral sclerosis (ALS)","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"102","CD14",293,"Regulation of actin cytoskeleton","929",-2.638,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Toll-like receptor signaling pathway ; Amoebiasis ; Phagosome ; Hematopoietic cell lineage ; Pathogenic Escherichia coli infection","TLR2",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"103","CD27",283,"Cytokine-cytokine receptor interaction","939",-0.131,NA,"CD70",1,NA,0,"CD70",1,"",0,NA,0,NA,0,"",0,0
"104","CD28",269,"Novel","940",-1.227,"Rheumatoid arthritis ; Cell adhesion molecules (CAMs) ; T cell receptor signaling pathway","PIK3R2, VAV2",2,"VAV2, PIK3R2",2,NA,0,"",0,"VAV2, PIK3R2",2,NA,0,"",0,2
"105","CD2BP2",392,"Novel","10421",-1.061,NA,"PPP1CA, PRPF8",2,"PPP1CA",1,NA,0,"",0,"PPP1CA",1,NA,0,"",0,1
"106","CD40",355,"Cytokine-cytokine receptor interaction","958",1.718,NA,"CD40LG, IKBKB, MAP3K7",3,NA,0,"CD40LG",1,"",0,NA,0,NA,0,"",0,0
"107","CD40LG",696,"Cytokine-cytokine receptor interaction","959",-0.69,NA,"CD40",1,NA,0,"CD40",1,"",0,NA,0,NA,0,"",0,0
"108","CD70",539,"Cytokine-cytokine receptor interaction","970",1.832,NA,"CD27",1,NA,0,"CD27",1,"",0,NA,0,NA,0,"",0,0
"109","CDC20B",553,"Novel","166979",-1.899,NA,"BUB1B",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"110","CDC25B",233,"Novel","994",-1.728,"MAPK signaling pathway ; Cell cycle ; Progesterone-mediated oocyte maturation","BRSK2, SFN, YWHAH, YWHAG, UBC",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"111","CDC25C",234,"Novel","995",-3.027,"Cell cycle ; Progesterone-mediated oocyte maturation","BRSK2, UBC, YWHAH, PCNA, PLK1",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"112","CDC42",149,"Regulation of actin cytoskeleton","998",-1.64,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Leukocyte transendothelial migration ; Chemokine signaling pathway ; Endocytosis ; Focal adhesion ; Tight junction ; Fc gamma R-mediated phagocytosis ; Pathways in cancer ; Shigellosis ; Bacterial invasion of epithelial cells ; GnRH signaling pathway ; Pancreatic cancer ; Epithelial cell signaling in Helicobacter pylori infection ; T cell receptor signaling pathway ; Neurotrophin signaling pathway ; Pathogenic Escherichia coli infection ; VEGF signaling pathway ; Renal cell carcinoma","PIK3CB, PAK2, RAP1A, ARHGEF7, ARHGDIB, IQGAP2, ARHGEF6, BAIAP2, PARD6G, ARHGAP32, PAK6, CDC42EP3, PAK4, PAK7, VAV1, PAK1, UBC, WASL, IQGAP1",19,"PAK7, PAK6, IQGAP2, BAIAP2, PAK4, ARHGEF6, WASL, ARHGEF7, IQGAP1, VAV1, PIK3CB, PAK2, PAK1",13,NA,0,"",0,"PAK7, PAK6, IQGAP2, BAIAP2, PAK4, ARHGEF6, WASL, ARHGEF7, IQGAP1, VAV1, PIK3CB, PAK2, PAK1",13,NA,0,"",0,13
"113","CDC42EP3",617,"Novel","10602",-1.875,NA,"CDC42",1,"CDC42",1,NA,0,"",0,"CDC42",1,NA,0,"",0,1
"114","CDC5L",69,"Novel","988",-1.652,"Spliceosome","PRPF8, PLRG1, SNW1, SF3B1, XAB2, SF3B2, SNRPD3, EFTUD2, SRSF1, DYNC1H1, TOP2A, BCAS2, SRRM1, CCDC12, CCDC94, SFPQ, UBC, PPP1CA",18,"PPP1CA",1,NA,0,"",0,"PPP1CA",1,NA,0,"",0,1
"115","CDH5",223,"Novel","1003",-1.293,"Leukocyte transendothelial migration ; Cell adhesion molecules (CAMs)","KDR, CTNND1, PARD6G, PARD3",4,NA,0,"KDR",1,"",0,NA,0,NA,0,"",0,0
"116","CDX2",365,"Novel","1045",-1.225,NA,"PSMD2, PSMA5, PSMC4",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"117","CFL1",200,"Regulation of actin cytoskeleton","1072",-2.126,"Regulation of actin cytoskeleton ; Fc gamma R-mediated phagocytosis","CFL2, SSH1, LIMK2, ACTG1, ACTA2, UBC, ACTB",7,"SSH1, LIMK2, CFL2, ACTG1, ACTB",5,NA,0,"",0,"SSH1, LIMK2, CFL2, ACTG1, ACTB",5,NA,0,"",0,5
"118","CFL2",429,"Regulation of actin cytoskeleton","1073",-1.655,"Regulation of actin cytoskeleton ; Fc gamma R-mediated phagocytosis","CFL1, ACTB, UBC, ACTG1",4,"CFL1, ACTG1, ACTB",3,NA,0,"",0,"CFL1, ACTG1, ACTB",3,NA,0,"",0,3
"119","CFLAR",157,"Novel","8837",-3.35,"Chagas disease (American trypanosomiasis) ; Apoptosis","TNFSF10, TNFRSF10A, FAS, RIPK1, TNFRSF10B, RAF1, UBC",7,"RAF1",1,"TNFRSF10A, TNFRSF10B, TNFSF10, FAS",4,"",0,"RAF1",1,NA,0,"",0,1
"120","CHD4",251,"Novel","1108",-1.844,NA,"MBD3, HDAC2, UBC, MTA2",4,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"121","CHMP2A",390,"Novel","27243",-1.819,"Endocytosis","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
