GeneSymbol	EntrezID
Cyld	74256
Tspan17	74257
Rnf138rt1	74264
Iqcf1	74267
Aven	74268
Usp20	74270
Cldnd2	74276
Chic2	74277
1700080O16Rik	74279
Spatc1	74281
1700086D15Rik	74282
Tbc1d21	74286
Kcmf1	74287
Spem1	74288
Tex24	541463
Ccdc182	74297
Mtmr3	74302
Prss46	74306
1700092M07Rik	74307
Osbp2	74309
Rnf145	74315
Isca2	74316
Mettl23	74319
Wdr33	74320
Tipin	66131
Cxxc1	74322
Cltb	74325
Inava	67313
Dnajc14	74330
Snx19	102607
Moxd1	59012
Ranbp10	74334
Xrcc3	74335
Tmed5	73130
Palm3	74337
Slc6a19	74338
Ahcyl2	74340
Tmem102	380705
Crtc2	74343
Meak7	74347
Fam160a2	74349
Ddx23	74351
Lrguk	74354
Smchd1	74355
4931428F04Rik	74356
Efhd1	98363
4931414P19Rik	74359
4931429L15Rik	74361
Spag17	74362
Lonrf3	74365
Rptor	74370
Ulk4	209012
Clec16a	74374
Gcc1	74375
Myo18b	74376
Hsf2bp	74377
Ubap2l	74383
Ap5m1	74385
Rmi1	74386
4932438H23Rik	74387
Dpp8	74388
Specc1l	74392
Map10	74393
Duxf3	74399
Zfp819	74400
Terb2	74401
Efhc2	74405
Ttc25	74407
Hyal6	74409
Ttll11	74410
Plpp6	74411
Gle1	74412
Tc2n	74413
Polr3c	74414
4932442E05Rik	null
Tktl2	74419
Tmc5	74424
4933402D24Rik	74426
Eaf1	74427
Zfp558	72230
Fam90a1b	631145
Sohlh2	74434
Lrriq3	74435
4933402E13Rik	74437
Clvs1	74438
Cmip	74440
Slco6c1	74441
Sgms2	74442
P4htm	74443
Tasor	218850
Slc9b1	74446
Arl13a	74448
Pank2	74450
Pgs1	74451
Cfap53	74453
Nsun6	74455
Exoc3l2	74463
Zswim5	74464
Mfsd13b	74466
Pus10	74467
Hyal5	74468
Taf7l	74469
Cep72	74470
4933440N22Rik	74471
Stpg3	74472
4933427D14Rik	74477
Snx29	74478
Snx11	74479
Samd4	74480
Batf2	74481
Ifitm7	74482
Ankhd1	108857
Rbm31y	74484
Lrrc71	74485
Osbpl10	74486
Lrrc15	74488
Mamstr	74490
Kbtbd13	74492
Tnks2	74493
Zfp710	209225
Gorasp1	74498
Sost	74499
Lrrc17	74511
Neto2	74513
Cdkal1	68916
A730049H05Rik	74516
Cyp2j9	74519
Ppp4r4	74521
Morc2a	74522
Fam234b	74525
Mgme1	74528
Gzf1	74533
Zfp871	208292
Tmem168	101118
Gsdmc4	74548
Mau2	74549
Nipal3	74552
Themis3	74556
Ppp6r3	52036
Gvin1	74558
Elovl7	74559
Nkx6-3	74561
Fer1l4	74562
Rasgef1c	74563
Mlkl	74568
Ttc17	74569
Zkscan1	74570
Kcnk16	74571
Lvrn	74574
Glb1l	74577
Pyroxd2	74580
Sbf2	319934
Ankrd10	102334
Cds1	74596
Mrpl47	74600
Cd200r3	74603
Ttll10	330010
Ocstamp	74614
Scrn3	74616
Scpep1	74617
Ptar1	72351
Tmem81	74626
Shpk	74637
Tent5c	74645
Spsb1	74646
S100pbp	74648
Cpa5	74649
Pomk	74653
4930455H04Rik	74654
Mroh2b	223825
Tex55	74663
Drc3	74665
4930432K21Rik	74666
Zfp943	74670
4930449A18Rik	null
Spdye4a	74673
Ptchd3	74675
Wdr35	74682
4930451G09Rik	74684
Lrrc74b	74685
Slc25a54	74686
Tdrd9	74691
Tbc1d30	74694
Ccdc7a	74703
Pih1d3	74708
Wbp2nl	74716
Spata17	74717
Snx16	74718
Tmem114	74720
4930519P11Rik	null
Setmar	74729
Cnep1r1	382030
Stx11	74732
Rhoh	74734
Trim14	74735
C2cd5	74741
Ddit4	74747
Slamf8	74748
Trmo	74753
Dhcr24	74754
Ralgps1	241308
Rab3il1	74760
Mxra8	74761
Mdga1	74762
Naa60	74763
Klc4	74764
Yipf2	74766
Pik3cb	74769
Hhatl	74770
Rita1	100764
Atp13a2	74772
Ppa2	74776
Rrp7a	74778
Glt8d2	74782
Fbf1	217335
Miga2	108958
E2f8	108961
4930503L19Rik	269033
4930555G01Rik	108978
Tmem106a	217203
Eva1b	230752
Tpr	108989
Tbc1d10c	108995
Senp6	215351
Rnf185	193670
Slc45a3	212980
Ciapin1	109006
Naa15	74838
Manf	74840
Usp38	74841
Mss51	74843
Meikin	74847
Spin2d	100504429
4930402F06Rik	74854
Fam228a	74855
4930447F04Rik	null
Tmem65	74868
4930445K14Rik	105244413
Timmdc1	76916
Morn3	74890
4930447A16Rik	74892
Ccdc181	74895
Kbtbd11	74901
Ccdc171	320226
4930480E11Rik	74910
Cylc2	74914
Atp6v1e2	74915
Iqca	74918
Slc35f6	74919
Pmis2	74927
Tex50	100502590
Armc4	74934
Qtrt2	106248
4930503E14Rik	74954
Cfap54	380654
Lrriq1	74978
Cldn34d	74987
Zfp184	193452
Usp47	74996
Syce1l	668110
Rab11fip2	74998
Stk38l	232533
Tmprss12	75002
Mindy1	75007
4930486L24Rik	214639
Naa30	70646
4930502E18Rik	75013
4930503B20Rik	75015
Rnase10	75019
Purg	75029
Mei4	75033
Efcab10	75040
Kif27	75050
Tmbim7	75010
Sf3a3	75062
Zcchc13	75064
4930524N10Rik	75071
Zbtb49	75079
Usp50	75083
4930505A04Rik	75087
Ube2dnl2	75097
Lysmd4	75099
Mmd2	75104
4930512M02Rik	102631730
Lrrc8d	231549
Zc2hc1b	75122
Nxnl2	75124
4930513O06Rik	75125
4930524J08Rik	null
Rsph10b	null
Rprd2	75137
Slxl1	75140
Rasd2	75141
Pdzd2	68070
Mfsd13a	75146
Lemd1	213409
Plb1	665270
Ccdc146	75172
Tex38	75173
Meiob	75178
Tmem269	75180
Camsap2	67886
Samt4	75185
Ankrd7	75196
Rhox2a	75199
Spaca6	75202
Sv2c	75209
Prr3	75210
Rnf121	75212
Ccdc33	382077
Cep128	75216
Dusp18	75219
4930535I16Rik	null
Dpp3	75221
Rnf19b	75234
Exd2	97827
4930563M21Rik	75258
Tomm20l	75266
4930564D02Rik	75269
H2al3	385317
Erich6b	75272
Pelp1	75273
Tmco5b	75275
Bcdin3d	75284
Slc35f4	75288
Zbtb3	75291
Prkd3	75292
Fgfr1op	75296
Asxl2	75302
Ankrd53	75305
4930550C14Rik	75311
Taf1d	75316
Parpbp	75317
Etnk1	75320
Fam243	75328
Atf7ip2	75329
Mphosph8	75339
4930564C03Rik	75341
4930556J24Rik	null
Slamf7	75345
4930550L24Rik	75352
4930558K02Rik	75368
Sirt4	75387
Boll	75388
Spp2	75396
Arhgap24	231532
Defb29	75400
Arhgap36	75404
Ndufs7	75406
Dph3	105638
Ccdc191	212153
2610021A01Rik	668572
Ccnl1	56706
Arhgap12	75415
Nop14	75416
Rspo2	239405
Secisbp2	75420
Mettl5	75422
Arl5a	75423
Zfp820	75424
Tti1	75425
Fam183b	75429
Anapc15	75430
1700001C02Rik	75434
Cfap97d1	75437
Cypt12	75439
1700011M02Rik	75443
Ccdc192	75444
Ascc2	75452
Ccdc7b	75453
Phpt1	75454
Prps1l1	75456
Cklf	75458
Syce3	75459
1700001C19Rik	75462
Dynlrb2	75465
Stpg4	75467
Spata19	75469
Iqcf5	75470
1700009N14Rik	75471
Cfap126	75472
Oplah	75475
1700003F12Rik	75480
Hspb9	75482
Cox8c	75483
1700010B08Rik	75485
Morn5	75495
Fabp12	75497
1700013F07Rik	75504
Pou5f2	75507
1700020N15Rik	75509
Izumo2	75510
Gpx6	75512
1700013H16Rik	75514
Ttc32	75516
1700024B05Rik	100503856
Tex48	75524
Eppin	75526
Tex29	75528
1700015G11Rik	100503036
Lyrm7	75530
Nme5	75533
Fam71e1	75538
Fpgt	75540
Nat8f4	75541
Dnajb8	56691
Paqr9	75552
1700020D05Rik	75555
Cfap161	75556
Spata45	75558
Dnali1	75563
Rsph9	75564
Sgf29	75565
Ing5	66262
Capsl	75568
Nhej1	75570
Spata9	75571
Acyp2	75572
Prr29	75573
Dynap	75577
Fggy	75578
Zbtb4	75580
Yipf7	75581
Relch	227446
Trir	68544
Krtap9-3	75586
Malsu1	75593
Mzt2	72083
Prl7b1	75596
Ndufaf2	75597
Calml4	75600
Ppp1r35	69871
Tm4sf5	75604
Kdm5b	75605
Smlr1	100504474
Wnk2	75607
Chmp4b	75608
2010109A12Rik	75610
Gns	75612
Med25	75613
Zfp933	242747
Smim15	75616
Rps25	75617
Fastkd2	75619
Kxd1	75620
Spaca3	75622
Tex30	75623
Metap1	75624
Mageh1	75625
Snapc1	75627
Thap8	null
Spata25	75642
Ccdc172	75645
Rai14	75646
Ssmem1	75647
Psmg2	107047
Ttll8	239591
1700020A23Rik	75656
Speer4a	75657
Pabpc1l	381404
Wdr54	75659
Lin37	75660
Bicdl1	75665
Tmem225	75667
Rasl10a	75668
Pik3r4	75669
Ushbp1	234395
Tex22	75671
Mfsd6	98682
Cldn22	75677
Ippk	75678
Tmem238	664968
Nudt16	75686
Ripor1	75687
Higd1b	75689
Vsig10l	75690
Anks6	75691
Nr2c2ap	75692
Rilpl1	75695
Prpf6	68879
C2cd4b	75697
Shld2	75698
Ces1h	75704
Krt24	75706
Rbm12	75710
Tmem14a	75712
Cul5	75717
Vwa5b1	75718
4932414N04Rik	75721
Amotl1	75723
Ccdc18	73254
Fam227a	75729
Idnk	75731
Iqcd	75732
Mff	75734
Pank1	75735
Bcl2l12	75736
Mpp7	75739
Egfem1	75740
Svip	75744
Morc4	75746
Sesn3	75747
Slc10a6	75750
Ipo4	75751
9130401M01Rik	75758
Apol7a	75761
Aftph	216549
Dcaf17	75763
Dcstamp	75766
Rab11fip1	75767
Plppr5	75769
Brsk2	75770
Pnpla5	75772
Adad2	75773
4930402K13Rik	75775
Ttc23l	75777
Them4	75778
4930402H24Rik	228602
Lca5	75782
Klhl24	75785
Ckap5	75786
Smurf1	75788
Fbxw8	231672
Wdr95	381693
Cdyl2	75796
4930444P10Rik	75799
4930447C04Rik	75801
Nln	75805
4930467E23Rik	626415
Saxo1	75811
Tasp1	75812
Wdr64	75820
Fam227b	75823
Senp2	75826
Hormad2	75828
Prame	75829
Daw1	71227
Rnf139	75841
Crppa	75847
Nupr1l	69034
Ccdc173	75051
4930568D16Rik	75859
Tex26	75860
Clec4g	75863
Arl5b	75869
Tcam1	75870
Zfp821	75871
Gstt4	75886
Adal	75894
Dcp1a	75901
Dipk2b	75905
Fam184a	75906
Vmp1	75909
Exoc6b	75914
Dnttip2	99480
4930578L24Rik	105246496
Ppp1r1c	75276
4930579G24Rik	75939
Tmem56	99887
4930578G10Rik	102638670
Samd7	75953
Srrm2	75956
Zdhhc20	75965
Sugct	192136
Ccdc162	75973
Dock11	75974
Mon1b	270096
Rab30	75985
Agmat	75986
Treml4	224840
Slain2	75991
Ms4a18	76002
Zmym2	76007
Nabp1	109019
Zc3h18	76014
Teddm2	240817
Cant1	76025
Ccdc125	76041
Ncapg2	76044
Ganc	76051
Prrc2b	227723
Isy1	57905
Jakmip1	76071
Rnf183	76072
Gbp8	76074
Ttpal	76080
Ptbp3	230257
5830473C10Rik	622307
Kdm3b	277250
Lpo	76113
Sp110	109032
Zfp444	72667
Arhgap15	76117
Gpsm2	76123
Las1l	76130
Depdc1a	76131
Faxc	76132
Prex2	109294
Mcur1	76137
Ccdc138	76138
Haus6	230376
Ppp1r14c	76142
Stx16	228960
Klhl15	236904
Cep76	225659
Utp18	217109
Fam131b	76156
Slc35d3	76157
Tmem125	230678
Lamp5	76161
Cplane2	76166
Snrnp35	76167
Tmem29	382245
Cavin3	109042
Coa5	76178
Usp31	76179
Zfp790	233056
Celf6	76183
Abca6	76184
Adhfe1	76187
Abhd12	76192
Nkain2	432450
Zdhhc2	70546
Stard3nl	76205
Gpr165	76206
Tmem98	103743
Jakmip2	76217
Arxes1	76219
Agbl3	76223
Vmn2r29	76229
Tmed8	382620
Igsf10	242050
Dnttip1	76233
Magi3	99470
Dtd2	328092
6430628N08Rik	76237
Grhpr	76238
Rph3al	380714
Inka2	109050
Krt75	109052
Ercc6l2	76251
Atp6v0e2	76252
Pcgf5	76073
Slc38a3	76257
Ttc8	76260
0610040J01Rik	76261
Pfdn4	109054
Gstk1	76263
Tsen54	76265
Fads1	76267
Fam49b	223601
Ndfip2	76273
Cyp2d26	76279
Tax1bp3	76281
Phf14	75725
Asb5	76294
Atp11b	76295
Kti12	100087
Erp44	76299
Trafd1	231712
Pcnp	76302
Nap1l5	58243
Slc18b1	76306
Rab1b	76308
Steap4	117167
Dnaaf2	109065
Zdhhc5	228136
Exosc4	109075
Ints5	109077
Sephs1	109079
Cog2	76332
Fbxw17	109082
Rab2b	76338
Rars2	109093
Rbm15b	109095
Tgds	76355
Trmt5	76357
Tbx18	76365
Mtif3	76366
Txndc11	106200
Zfp773	76373
Det1	76375
Slc24a2	76376
Ropn1	76378
1700001O22Rik	73598
1700012A03Rik	76382
H2al1m	76383
1700003H04Rik	384775
Ankrd36	76389
Zfp735	76390
Nfxl1	100978
Il31	76399
Pbp2	76400
1700018B08Rik	76405
Tex45	76406
Sun5	76407
Abcc3	76408
1700025B11Rik	76409
Ift43	76411
1700016D06Rik	76413
Fam187b	76415
Znrd1as	76416
Pifo	100503311
1700028K03Rik	76421
Mroh3	76422
Cep112	76380
Gid8	76425
Fam209	76426
Lhpp	76429
Churc1	211151
Tufm	233870
Rftn1	76438
Slc30a9	109108
Daam2	76441
Slamf9	98365
Krtap4-7	76444
Wdr62	233064
Ppp1r18	76448
Zfp180	210135
Prss23	76453
Ccdc134	76457
Car12	76459
Anxa9	71790
Knl1	76464
Msrb2	76467
Uhrf2	109113
Cmya5	76469
Supt3	109115
Spon2	100689
Tmem182	381339
Pcolce2	76477
Haus8	76478
Smndc1	76479
Eif4a3	192170
Lmf1	76483
Kndc1	76484
Glt8d1	76485
Ly6k	76486
Ppp1r3g	76487
Kctd13	233877
Abhd14b	76491
Ppp1r11	76497
Paqr4	76498
Clasp2	76499
Ip6k2	76500
Commd9	76501
1500009C09Rik	76505
Aoc1	76507
Plet1	76509
Trappc9	76510
Tmub1	64295
Kdelc2	68304
Lsm8	76522
Gatc	384281
Il34	76527
Osbpl9	100273
Mmadhc	109129
Hibch	227095
Tmem101	76547
Cecr2	330409
Cenpo	52504
Ccdc6	76551
Plekha5	109135
Mmaa	109136
Atg2b	76559
Prss8	76560
Snx7	76561
Qrsl1	76563
Rflnb	76566
Ift46	76568
Tbata	65971
Styxl1	76571
Rbmxl2	76572
Spatc1l	76573
Mfsd2a	76574
Wdr26	226757
Faf2	76577
2210008N01Rik	105244150
Wipi2	74781
Lce1i	76585
Unc5cl	76589
Dnajc18	76594
Gins4	109145
Gtf2f1	98053
Llcfc1	76606
Hectd3	76608
Lrrc27	76612
Immt	76614
Got1l1	76615
Msi2	76626
Prr30	76627
Tmem270	76629
Stambpl1	76630
Lrmda	76633
1700113H08Rik	76640
Wdr38	76646
Wfdc3	71856
1700122O11Rik	76651
Actrt3	76652
Cby3	null
Upp2	76654
1700123K08Rik	76658
Majin	622554
Mdh1b	76668
Cfap70	76670
Pcmtd2	245867
Tmem67	329795
5330417C22Rik	229722
Trim12a	76681
Eif4g3	230861
Clip3	76686
Spcs3	76687
Arfrp1	76688
Tceal6	66104
Ctrc	76701
Cpb1	76703
Clasp1	76707
Arpc2	76709
Slc6a21	76713
Cntd1	68107
Catsperg2	76718
Kansl1	76719
Ckmt2	76722
Creld2	76737
Paf1	54624
Efr3a	76740
Snx27	76742
Gje1	76743
Dapl1	76747
Pbrm1	66923
Chd9	109151
Trdn	76757
Zfp846	244721
Mospd2	76763
Mlec	109154
Alpi	76768
Csta2	76770
Wdyhv1	76773
Slc10a7	76775
Cluap1	76779
Mettl4	76781
Mtif2	76784
Ppfia3	76787
Klhdc10	76788
Mzt1	76789
2410131K14Rik	76792
Tbc1d9b	76795
2410137M14Rik	76797
Tmem234	76799
Usp42	76800
2410141K09Rik	76803
Kdm4c	76804
Phf12	268448
Rpl18a	76808
Bri3bp	76809
Armc6	76813
Sdccag8	76816
Mfap3	216760
Mtfr1l	76824
Nubpl	76826
Dok5	76829
Hyls1	76832
Polr3f	70408
Dtl	76843
Eid2b	434156
Rps9	76846
Ago4	76850
Gper1	76854
Slc17a5	235504
Catsper3	76856
Spopl	76857
Nlrp14	76858
Dcun1d5	76863
Morn1	76866
Rhbdd1	76867
Lrrc52	240899
Ccdc116	76872
4930516K23Rik	null
Rab36	76877
Cyfip2	76884
Fam81a	76886
Coq8b	76889
Memo1	76890
Rnft1	76892
Cers2	76893
Mettl15	76894
Bicd2	76895
Ralyl	76897
B3gat1	76898
Golga1	76899
Ssbp4	76900
Jade2	76901
Lrg1	76905
Brd1	223770
Mup10	100039008
Mnd1	76915
Flywch2	76917
Arrdc5	76920
1700013D24Rik	76921
Spata46	76925
Tsacc	76927
Arfip2	76932
Ifi27l2a	76933
Rbm17	76938
Lypd5	76942
Psapl1	76943
Ndufaf6	76947
Rnf225	381845
Emsy	233545
2210418O10Rik	100504263
Chmp5	76959
Bcas1	76960
2610028H24Rik	76964
2700049A03Rik	76967
2310046K23Rik	null
Chst1	76969
Sult2a8	76971
Fbxo21	231670
Arxes2	76976
Ube2ql1	76980
Vxn	76982
Scfd1	76983
Katnal2	71206
Hdhd2	76987
Rdh10	98711
Fbxw27	76998
Ddrgk1	77006
Ppp1r12c	232807
Ticrr	77011
Mpped2	77015
Col25a1	77018
Atl3	109168
Igip	109169
Slc9a8	77031
Tstd3	77032
2510039O18Rik	77034
Kdm8	77035
1700109H08Rik	77036
Mrap	77037
Arfgap2	77038
Atg16l1	77040
Arsk	77041
Hyal4	77042
Arid2	77044
Bcl7a	77045
Cep83	77048
Os9	216440
Sun1	77053
Krt76	77055
Tmco4	77056
Ston1	77057
Ccdc183	77058
4931406P16Rik	233103
Ints7	77065
Cacfd1	381356
Ankrd11	77087
Ocel1	77090
Adat3	100113398
5730585A16Rik	null
Colgalt1	234407
Tmem181a	77106
Gpbp1l1	77110
Klhl2	77113
Mtmr2	77116
Zfp934	77117
Il33	77125
Crebrf	77128
Hnrnpa0	77134
Cep78	208518
Trip11	109181
Pacs2	217893
Dpcd	226162
Coq6	217707
Atp6v0d2	242341
8030423J24Rik	77166
Sobp	109205
Pimreg	109212
Tmem139	109218
Nxnl1	234404
5430403G16Rik	null
Atp13a4	224079
Rarres1	109222
Wipf2	68524
Krtap5-3	77215
Rspo4	228770
Tmem200a	77220
Fam118b	109229
Sccpdh	109232
Cc2d2a	231214
Nipal2	223473
Tmem44	224090
9430038I01Rik	77252
Yif1b	77254
Zfp142	77264
Nkrf	77286
Fam162b	77296
Raph1	77300
Wdr82	77305
Lrrc39	109245
Tspan9	109246
Miga1	215708
Ankrd55	77318
Sorbs2	234214
Akr1c21	77337
Adtrp	109254
Zbtb5	230119
Axdnd1	77352
9430069I07Rik	77358
Sec24a	77371
Kcnt1	227632
9530003J23Rik	77397
Rab35	77407
Esrp2	77411
Wdr17	244484
C330018D20Rik	77422
Spinkl	77424
9530002B09Rik	77432
Heg1	77446
Rlf	109263
Ssc4d	109267
Tmem116	77462
Prr5	109270
Kidins220	77480
Stk31	77485
Actr5	109275
Ppfia1	233977
Alg9	102580
Dnhd1	77505
Zfyve26	211978
Zfp266	77519
Tmem213	77522
Anks1b	77531
Jrkl	77532
Gprin3	243385
Nxpe4	244853
Shisa4	77552
Agl	77559
R3hdm4	109284
Tram2	170829
Limch1	77569
Vps33a	77573
Kmt2e	69188
Spns3	77577
Bcl9	77578
5730596B20Rik	77580
Mboat7	77582
Notum	77583
Spidr	224008
Mthfd1l	270685
Chst15	77590
Ddx10	77591
Nup210l	77595
Adgrf1	77596
Rbm12b2	77604
H2afv	77605
Ccdc151	77609
Prss36	77613
Prelid2	77619
Apex2	77622
Smpd4	77626
Efcab6	77627
Sphkap	77629
Prdm8	77630
Pramef12	77632
Socs6	54607
Ric1	226089
C330007P06Rik	77644
Trat1	77647
Ap5z1	231855
Slc25a36	192287
Arhgef38	77669
Defb41	77673
Defb12	77674
9230102O04Rik	77682
Ehmt1	77683
Bsph2	77684
Kcnq5	226922
Mmab	77697
Lcn12	77701
Lcn9	77704
Cstdc2	77705
Abcb5	77706
Peli3	240518
Slf2	226151
Mrps5	77721
6030468B19Rik	77727
Rnf170	77733
Adamtsl1	77739
Fbxo42	213499
Bora	77744
Lcn10	332578
Prune2	353211
Krtap10-4	100191037
Elp4	77766
Ermn	77767
Csrnp3	77771
Dcst1	77772
Ulbp1	77777
Epm2aip1	77781
Gramd1b	235283
Adamtsl2	77794
A930009A15Rik	77798
Sla2	77799
Shisal2b	77803
Esco1	77805
Lrrc42	77809
Dstyk	213452
A930018O16Rik	105245580
Lhfpl3	269629
Krba1	77827
Tchp	77832
Msl2	77853
Ankrd66	100043332
Thyn1	77862
Ypel2	77864
E130116L18Rik	null
Zbtb44	235132
6030458C11Rik	77877
6030498E09Rik	77883
Lbh	77889
Ube2s	77891
Prickle2	243548
Prune1	229589
Fate1	77905
Pate13	77908
A030003K21Rik	null
Krtap17-1	77914
A030014E15Rik	null
Krtap19-3	77918
A030005L19Rik	null
Ccdc88a	108686
Yipf6	77929
Sh2d4b	328381
Fam53b	77938
A930004D18Rik	77940
Cyp20a1	77951
Scaf8	106583
Hook1	77963
Trmt13	229780
Rdh12	77974
Tmem50b	77975
Nuak1	77976
Sbf1	77980
Ascc3	77987
Cutal	77996
Grifin	77998
Prr15	78004
Rrn3	106298
Ccdc150	78016
4930522L14Rik	100041734
Mccc2	78038
Them6	223626
Tmem190	78052
4930583I09Rik	78057
4930595D18Rik	78062
Crisp4	78081
Sowahb	78088
4921511M17Rik	667256
Cep162	382090
Atrip	235610
Msantd4	78100
4930451I11Rik	78118
Dnajc21	78244
Spata31	78124
Spag11a	78128
Lpar4	78134
4930404H24Rik	78151
Cox7b2	78174
Ninl	78177
4930539E08Rik	207819
Tmem210	78217
Trappc6b	78232
Spint4	78239
Cst11	78240
Batf3	381319
Spink12	78242
9230112D13Rik	78243
Acbd7	78245
Phf23	78246
Armcx1	78248
Adgrf4	78249
Iqch	78250
Zfp712	78251
Nxpe2	78252
Map4k5	399510
Ralgps2	78255
Lrrc9	78257
Mroh9	78258
Zfp687	78266
Klhdc8b	78267
Ddo	70503
Rbsn	78287
Orai1	109305
Tbcel	272589
Rps27a	78294
Hist3h2ba	78303
Naa38	78304
Tsga10ip	78306
Gpr108	78308
Cul9	78309
1810024B03Rik	329509
Ccdc88b	78317
Ankrd23	78321
Fam219b	78323
Prpf40b	54614
Cdk19	78334
Ttyh3	78339
2210407C18Rik	78354
Gng13	64337
Icam4	78369
Snrnp25	78372
Nudt17	78373
1700016D08Rik	null
Lce6a	78382
Mvp	78388
Pla2g4d	78390
Fnbp1l	214459
Ddx52	78394
Fam131a	78408
Cyren	78412
1700034E13Rik	78414
Rnase6	78416
Pgm5	226041
Pym1	78428
Prr9	109314
Pgpep1l	78444
Helz	78455
1700057G04Rik	78459
Ccdc190	78465
Tmem247	78469
Skap1	78473
Antxrl	239029
Tmsb15a	78478
1700123L14Rik	78482
Itih5	209378
Tmem159	233806
Micu3	78506
Arhgap10	78514
B230219D22Rik	78521
Asb8	78541
Htra3	78558
Adgra2	78560
Cnih4	98417
Utp23	78581
Jade1	269424
Srbd1	78586
Nrip3	78593
Fhod3	225288
Pde6h	78600
Cstdc1	78609
Uvrag	78610
Btbd19	78611
Cstad	78617
Acap2	78618
Zfp449	78619
1700061G19Rik	78625
Spaca7	78634
Lsm6	78651
Ccdc166	223648
Bola3	78653
Eif3j1	78655
Brd8	78656
C1qtnf7	109323
Arhgef19	213649
March2	224703
Plekhj1	78670
Rnf20	109331
Nol3	78688
Naa35	78689
C030006K11Rik	223665
Pus7	78697
Zfp972	78703
Spink8	78709
Ly6g6g	78725
Scaper	244891
Troap	78733
Rassf10	78748
Filip1l	78749
Zc3h6	78751
Csgalnact2	78752
Lipm	78753
Galnt15	78754
Fam122b	78755
Cpxm2	55987
Rictor	78757
Fbxo22	71999
Efcab11	78767
Arl14ep	212772
Mctp1	78771
Hhipl2	78772
Cfap61	78774
Tepsin	78777
Spata2l	78779
Zc3hav1	78781
Brpf1	78783
Celf3	78784
Usp54	78787
Vsig1	78789
Armc9	78795
Zcchc4	78796
Ndor1	78797
Eml4	78798
Ak7	78801
Ttc30a1	78802
Fbxo43	78803
Stpg1	78806
Stxbp5	78808
4930562C15Rik	78809
Nckap1l	105855
Gmip	78816
Ubash3a	328795
Desi2	78825
P2ry10	78826
Rhot1	59040
Tsc22d4	78829
Slc25a12	78830
Ncln	103425
Cacul1	78832
Gins3	78833
Zfp623	78834
Slc5a10	109342
Prima1	170952
Zfp536	243937
Fam163b	109349
Abraxas2	109359
Pdk1	228026
Arid1b	239985
Zdhhc3	69035
Coro7	78885
Sfi1	78887
Wsb1	78889
Trmt44	78890
Crispld2	78892
Cnot10	78893
Aacs	78894
Pus7l	78895
1500015O10Rik	78896
Wrnip1	78903
4930452B06Rik	74430
Misp	78906
Atf6	226641
Igsf3	78908
Mdn1	100019
Asb15	78910
Trim42	78911
Sp2	78912
Ltn1	78913
Nadsyn1	78914
Fndc8	78919
Dlst	78920
9130019O22Rik	78921
Chsy3	78923
Gas2l1	78926
Pigt	78928
Polr3h	78929
Saal1	78935
Wdr76	241627
Avl9	78937
Fbxo34	78938
Emilin1	100952
Stap1	56792
Tnip1	57783
Ylpm1	56531
Dek	110052
Cenpk	60411
Trappc4	60409
Med12	59024
Rnase4	58809
Cysltr1	58861
Rbfox1	268859
Slc22a17	59049
Nup160	59015
Serinc1	56442
Treh	58866
Tdh	58865
Srsf7	225027
Fibp	58249
Cltrn	57394
Stx6	58244
Dexi	58239
Mrps30	59054
Ube2j1	56228
Car5b	56078
Doc2g	60425
Gipc1	67903
Iigp1	60440
Irgm2	54396
Gbp3	55932
Tspan6	56496
Mrpl37	56280
Mrpl38	60441
Mrpl12	56282
Mrpl19	56284
Tmem8	60455
Plac1	56096
Postn	50706
Ppp2r1a	51792
Sult1d1	53315
Sult2b1	54200
Syt5	53420
Syt9	60510
Rassf5	54354
Cdon	57810
Wtap	60532
Tcerg1	56070
Nelfcd	57314
Cd274	60533
Hnrnph3	432467
Hnrnpm	76936
Fancg	60534
Lat2	56743
Nectin1	58235
Npvf	60531
Mapk8ip2	60597
Gucy1a1	60596
P2ry4	57385
Trp53inp1	60599
Tagln3	56370
Apip	56369
Fzr1	56371
Kcnq4	60613
Foxj2	60611
Tmeff1	230157
Fn3k	63828
Impg1	63859
Taf8	63856
Huwe1	59026
Bco1	63857
Atp12a	192113
Calcrl	54598
Trpv4	63873
Zfp236	329002
Cyb5a	109672
Ctdp1	67655
Zfp296	63872
Eif3c	56347
Hsd17b12	56348
Cables1	63955
Dusp10	63953
Ppp1r15a	17872
Slc29a1	63959
Ube4b	63958
Myo1g	246177
Cyp39a1	56050
Rplp1	56040
Tmem131	56030
Ccnl2	56036
Dmrtb1	56296
Slc5a7	63993
Slc35g3	56293
Gmfb	63985
Gmfg	63986
Arl6	56297
Net1	56349
Sv2a	64051
Git1	216963
Sav1	64010
Syne1	64009
Clptm1	56457
Mettl3	56335
Chst11	58250
Morf4l2	56397
Dusp14	56405
B4galt5	56336
Spata5	57815
Nrgn	64011
Chp1	56398
Nt5c3	107569
Shoc2	56392
Gosr2	56494
Diaph3	56419
Pard6a	56513
Yeats4	64050
Tbc1d8	54610
Ctsm	64139
Trio	223435
Zmym3	56364
Rab13	68328
Suclg1	56451
Mbtps1	56453
Cgn	70737
Mllt1	64144
Zbtb21	114565
Wdr12	57750
Rala	56044
Ralb	64143
Zfp326	54367
Kcnj1	56379
Trpv6	64177
Zbtb33	56805
Sv2b	64176
Mpp5	56217
Mpp6	56524
Rps6kb2	58988
