EntrezID,GeneSymbol,Score
1749,DLX5,0
175,AGA,0
1750,DLX6,0
1755,DMBT1,0
1756,DMD,0
1757,SARDH,0
1758,DMP1,0
1759,DNM1,0.5
176,ACAN,0
1760,DMPK,0.5
1761,DMRT1,0
1762,DMWD,0
1763,DNA2,0.5
1767,DNAH5,0
1769,DNAH8,0
177,AGER,0.5
1770,DNAH9,0
1773,DNASE1,0
1774,DNASE1L1,0
1775,DNASE1L2,0
1776,DNASE1L3,0.5
1777,DNASE2,0
1778,DYNC1H1,0.5
178,AGL,0
1780,DYNC1I1,0.5
1781,DYNC1I2,0.5
1783,DYNC1LI2,0
1785,DNM2,0
1786,DNMT1,0
1787,TRDMT1,0
1789,DNMT3B,0
1791,DNTT,0.5
1793,DOCK1,0
1794,DOCK2,0
1795,DOCK3,0
1796,DOK1,0
1797,DXO,0.5
1798,DPAGT1,0
18,ABAT,1
1800,DPEP1,0
1801,DPH1,0
1802,DPH2,0
1803,DPP4,0
1804,DPP6,0
1805,DPT,0
1806,DPYD,0
1807,DPYS,0.5
1808,DPYSL2,0.5
1809,DPYSL3,0
181,AGRP,0
1810,DR1,0
1811,SLC26A3,0
1812,DRD1,0
1813,DRD2,0.5
1814,DRD3,0
1815,DRD4,0
1816,DRD5,0.5
1819,DRG2,0
182,JAG1,1
1820,ARID3A,0
1821,DRP2,0
1822,ATN1,0
1823,DSC1,0
1824,DSC2,0
1825,DSC3,1
1826,DSCAM,0
1827,RCAN1,0
1828,DSG1,0
1829,DSG2,1
183,AGT,0.5
1830,DSG3,0
1831,TSC22D3,0
1832,DSP,0
1833,EPYC,0
1834,DSPP,0
1836,SLC26A2,1
1837,DTNA,1
1838,DTNB,1
1839,HBEGF,0
1840,DTX1,1
1841,DTYMK,0.5
1842,ECM2,0
1843,DUSP1,0
1844,DUSP2,0
1845,DUSP3,0
1846,DUSP4,0
1847,DUSP5,1
1848,DUSP6,1
1849,DUSP7,0.5
185,AGTR1,0
1850,DUSP8,0
1852,DUSP9,0
1854,DUT,0
1855,DVL1,0
1856,DVL2,0
1857,DVL3,0
1859,DYRK1A,0
186,AGTR2,0
1861,TOR1A,0
1869,E2F1,0
187,APLNR,0
1870,E2F2,0
1871,E2F3,0.5
1874,E2F4,0
1875,E2F5,0
1876,E2F6,0
1877,E4F1,1
1879,EBF1,0
1880,GPR183,0
1889,ECE1,0
189,AGXT,0.5
1890,TYMP,0.5
1891,ECH1,0
1892,ECHS1,0
1893,ECM1,0.5
1894,ECT2,0
1896,EDA,0.5
19,ABCA1,0
190,NR0B1,0
1901,S1PR1,0
1902,LPAR1,0
1903,S1PR3,0
1906,EDN1,0.5
1907,EDN2,0
1908,EDN3,0
1909,EDNRA,0
191,AHCY,0
1910,EDNRB,0
1911,PHC1,0
1912,PHC2,1
1915,EEF1A1,0
191585,PLAC4,0.5
1917,EEF1A2,0
192111,PGAM5,0.5
192134,B3GNT6,0
192286,HIGD2A,0
192666,KRT24,0
192668,CYS1,1
192669,AGO3,0
192670,AGO4,0
192683,SCAMP5,0
1933,EEF1B2,0
1936,EEF1D,0
1937,EEF1G,0
1938,EEF2,0
1939,EIF2D,0
1942,EFNA1,0
1943,EFNA2,0.5
1944,EFNA3,0
1945,EFNA4,0
1946,EFNA5,0
1947,EFNB1,0
1948,EFNB2,0
1949,EFNB3,0
1950,EGF,0
1951,CELSR3,0
1952,CELSR2,0.5
1953,MEGF6,1
1954,MEGF8,0
1955,MEGF9,0
1956,EGFR,0.5
1958,EGR1,1
195814,SDR16C5,0
195827,AAED1,0
195828,ZNF367,0
1959,EGR2,1
196,AHR,0
1960,EGR3,0
196051,PPAPDC1A,0
196074,METTL15,0
1961,EGR4,0
1962,EHHADH,0
196264,MPZL3,0
196294,IMMP1L,0
196296,NA,0
196335,OR56B4,0
196346,NA,0
196374,KRT78,0.5
196383,RILPL2,0
196385,DNAH10,0
196394,AMN1,0
1964,EIF1AX,0
196403,DTX3,0
196410,METTL7B,0
196441,ZFC3H1,0.5
196446,MYRFL,0
196463,PLBD2,0
196472,FAM71C,0
196477,CCER1,0
196483,FAM86A,0
1965,EIF2S1,1
196500,PIANP,0
196513,DCP1B,0
196527,ANO6,0
196528,ARID2,0
196541,METTL21C,0
1967,EIF2B1,0
196740,VSTM4,0
196743,PAOX,0.5
196792,FAM24B,0
1968,EIF2S3,0.5
196883,ADCY4,0
1969,EPHA2,0
196913,C14orf183,0
196951,FAM227B,0
196996,GRAMD2,0.5
197,AHSG,0
197021,LCTL,0
197131,UBR1,0
197257,LDHD,0
197258,FUK,0.5
197259,MLKL,0
1973,EIF4A1,0.5
197322,ACSF3,0
197335,WDR90,0.5
197342,EME2,0
197358,NLRC3,0
197370,NSMCE1,0
1974,EIF4A2,0
197407,ZNF48,0.5
1975,EIF4B,0.5
1977,EIF4E,0
1978,EIF4EBP1,0
1979,EIF4EBP2,0
1981,EIF4G1,1
1982,EIF4G2,1
1983,EIF5,0
1984,EIF5A,0
198437,LKAAEAR1,1
199,AIF1,0
1990,CELA1,0
1991,ELANE,0
1992,SERPINB1,1
199221,DZIP1L,0
199223,TTC21A,0
1993,ELAVL2,0
1994,ELAVL1,0
1995,ELAVL3,1
1996,ELAVL4,0
199675,MCEMP1,0
199692,ZNF627,0
199699,DAND5,0
1997,ELF1,0
199704,ZNF585A,0
199713,NLRP7,0
199720,GGN,0
199731,CADM4,0
199745,THAP8,0
199746,U2AF1L4,0
199777,ZNF626,0
199786,FAM129C,0
1998,ELF2,0
199834,LCE4A,0
199857,ALG14,0
199870,FAM76A,0
1999,ELF3,0
199920,C1orf168,0
199953,TMEM201,0
199964,TMEM61,0
199974,CYP4Z1,0
199990,C1orf86,0
2,A2M,1
20,ABCA2,0.5
2000,ELF4,1
200008,CDCP2,0
200010,SLC5A9,0
200014,CC2D1B,0
200030,NBPF11,0
200035,NUDT17,1
200081,TXLNA,0
2001,ELF5,0
200132,TCTEX1D1,1
200150,PLD5,1
200159,C1orf100,0
200162,SPAG17,0
200172,SLFNL1,0
200185,KRTCAP2,0
200186,CRTC2,0
2002,ELK1,0
200205,IBA57,0.5
200232,FAM209A,0.5
200312,RNF215,0
200315,APOBEC3A,0
200350,FOXD4L1,0.5
200373,CFAP221,0
2004,ELK3,0
200403,VWA3B,0
200407,CREG2,0
2005,ELK4,1
200504,GKN2,0
200523,TEX37,0
200539,ANKRD23,0
200558,APLF,0
200576,PIKFYVE,0
2006,ELN,0
200634,KRTCAP3,0.5
200728,TMEM17,0
200734,SPRED2,0.5
200765,TIGD1,0
200810,ALG1L,0
200844,C3orf67,0
200845,KCTD6,0
200879,LIPH,0
200894,ARL13B,0
200895,DHFRL1,0
2009,EML1,0.5
200909,HTR3D,0
200931,SLC51A,0
200933,FBXO45,0
200942,KLHDC8B,0
200958,MUC20,0
200959,GABRR3,0
2010,EMD,0
2011,MARK2,0
201134,CEP112,0
201158,TVP23C,1
201161,CENPV,0
201163,FLCN,0.5
201164,PLD6,0
201175,NA,0
201176,ARHGAP27,0
201181,ZNF385C,0
201191,SAMD14,0
2012,EMP1,0
201229,LYRM9,0
201232,SLC16A13,0
201243,C17orf74,0
201254,STRA13,0
201255,LRRC45,0
201266,SLC39A11,0
201292,TRIM65,0.5
201294,UNC13D,0
201299,RDM1,0
2013,EMP2,0
201305,SPNS3,0.5
2014,EMP3,0
201456,FBXO15,0
201475,RAB12,0
2015,EMR1,0
201501,ZBTB7C,0
201514,ZNF584,0
201516,ZSCAN4,0.5
201562,PTPLB,0
201595,STT3B,0
2016,EMX1,0
201626,PDE12,0
201627,DENND6A,0
201633,TIGIT,0
2017,CTTN,0
201725,C4orf46,0
201780,SLC10A4,0
201798,TIGD4,0.5
201799,TMEM154,0
2018,EMX2,0
201895,SMIM14,0
2019,EN1,0
201931,TMEM192,0
201965,RWDD4,0.5
201973,PRIMPOL,0
202,AIM1,0.5
2020,EN2,0
202018,TAPT1,0
202052,DNAJC18,0
2021,ENDOG,0.5
202134,FAM153B,0
202151,RANBP3L,0
2022,ENG,0
202243,CCDC125,0
2023,ENO1,0
202309,GAPT,0
202333,CMYA5,0
202374,STK32A,0
202459,OSTCP1,0
202500,TCTE1,0
202559,KHDRBS2,0
2026,ENO2,0
2027,ENO3,0
2028,ENPEP,0
202865,C7orf33,0
2029,ENSA,1
202915,TMEM184A,0
203,AK1,0
2030,SLC29A1,1
203054,ADCK5,0
203062,TSNARE1,0.5
203068,TUBB,0
203074,PRSS55,0
203076,C8orf74,1
203100,HTRA4,0.5
203102,ADAM32,0
203111,ERICH5,0
203190,LGI3,0
203197,C9orf91,0
203228,C9orf72,1
203238,CCDC171,0
203245,NAIF1,0
203259,FAM219A,0
203260,CCDC107,0
203286,ANKS6,0
2033,EP300,0
203328,SUSD3,0
2034,EPAS1,1
203413,CT83,0.5
203427,SLC25A43,0
203430,ZCCHC5,0
203447,NRK,0
2035,EPB41,0
203522,DDX26B,0
203523,ZNF449,0
203547,VMA21,0
203562,TMEM31,0.5
203569,PAGE2,0
2036,EPB41L1,0
203611,CDY2B,0
2037,EPB41L2,0
2038,EPB42,0
203859,ANO5,0
2039,DMTN,0
204,AK2,0
2040,STOM,0.5
2041,EPHA1,0
2042,EPHA3,0
204219,CERS3,0.5
2043,EPHA4,0
2044,EPHA5,0
204474,PDILT,0
2045,EPHA7,0
2046,EPHA8,0
2047,EPHB1,0
2048,EPHB2,0
204801,NLRP11,0
204851,HIPK1,0
2049,EPHB3,0
204962,SLC44A5,0
205,AK4,1
2050,EPHB4,0
2051,EPHB6,0.5
205147,AMER3,0
2052,EPHX1,0
2053,EPHX2,0
205327,C2orf69,0
2054,STX2,0
205428,C3orf58,0
2055,CLN8,0
205564,SENP5,0
2056,EPO,0.5
2057,EPOR,0
205717,KIAA2018,0.5
2058,EPRS,0
205860,TRIML2,0.5
2059,EPS8,0.5
2060,EPS15,0
2063,NR2F6,0
206338,AQPEP,0
206358,SLC36A1,0
2064,ERBB2,0
206412,C6orf163,0
2065,ERBB3,0
2066,ERBB4,0
2067,ERCC1,0
2068,ERCC2,0
2069,EREG,0
207,AKT1,0
2070,EYA4,0
207063,DHRSX,0
2071,ERCC3,0
2072,ERCC4,0
2073,ERCC5,0
2074,ERCC6,0
2077,ERF,0
2078,ERG,0.5
2079,ERH,1
208,AKT2,0
2081,ERN1,0
2086,ERV3-1,0
2091,FBL,0
2098,ESD,0
2099,ESR1,0
21,ABCA3,0
210,ALAD,0
2100,ESR2,0
2101,ESRRA,0.5
2103,ESRRB,0
2104,ESRRG,0
2107,ETF1,0
2108,ETFA,0
2109,ETFB,0
211,ALAS1,0.5
2110,ETFDH,0
2113,ETS1,0
2114,ETS2,0
2115,ETV1,0
2116,ETV2,0
2117,ETV3,0
2118,ETV4,0
2119,ETV5,0
212,ALAS2,0.5
2120,ETV6,0
2121,EVC,0
2122,MECOM,0
2123,EVI2A,0
2124,EVI2B,0
2125,EVPL,0
2128,EVX1,0.5
213,ALB,0
2130,EWSR1,0
2131,EXT1,0
2132,EXT2,1
2134,EXTL1,0
2135,EXTL2,0
2137,EXTL3,0
2138,EYA1,0
2139,EYA2,0
214,ALCAM,0.5
2140,EYA3,0
2145,EZH1,0.5
2146,EZH2,0
2147,F2,0
2149,F2R,0
215,ABCD1,0
2150,F2RL1,0
2151,F2RL2,0
2152,F3,0
2153,F5,0
2155,F7,0
2157,F8,0
2158,F9,0
2159,F10,0
216,ALDH1A1,0
2160,F11,0
2161,F12,0
2162,F13A1,0
2165,F13B,0
2166,FAAH,0
2167,FABP4,0
2168,FABP1,0
2169,FABP2,0
217,ALDH2,0.5
2170,FABP3,0
2171,FABP5,0
2172,FABP6,0.5
2173,FABP7,0
2175,FANCA,0
2176,FANCC,0
2177,FANCD2,0
2178,FANCE,0.5
218,ALDH3A1,0
2180,ACSL1,0
2181,ACSL3,0
2182,ACSL4,0
2184,FAH,0
2185,PTK2B,0.5
2186,BPTF,0
2187,FANCB,0
2188,FANCF,0
2189,FANCG,1
219,ALDH1B1,0
2191,FAP,0
2192,FBLN1,0
219285,SAMD9L,0
219287,AMER2,0
219293,ATAD3C,0
2193,FARSA,0
219333,USP12,0
219348,PLAC9,0.5
2194,FASN,0
219402,MTIF3,0
219409,GSX1,0
219417,OR8U1,0
219428,OR4C16,0
219429,OR4C11,0
219431,OR4S2,0
219432,OR4C6,0
219436,OR5D14,0
219437,OR5L1,0
219438,OR5D18,0
219447,OR5AS1,0
219453,OR8K5,0
219464,OR5T2,0
219469,OR8H1,0
219473,OR8K3,0
219477,OR8J1,0
219479,OR5R1,0
219482,OR5M3,0
219484,OR5M8,0
219487,OR5M11,0
219493,OR5AR1,0
2195,FAT1,0
219527,LRRC55,0
219539,YPEL4,0
219541,MED19,0.5
219557,C7orf62,0
219578,ZNF804B,0
219595,FOLH1B,0
2196,FAT2,0.5
219621,C10orf107,0
219623,TMEM26,0
219654,ZCCHC24,0
219670,ENKUR,0
219681,ARMC3,0
219699,UNC5B,0
2197,FAU,0
219736,STOX1,0
219738,C10orf35,0.5
219743,TYSND1,0
219749,ZNF25,0
219770,GJD4,0
219771,CCNY,0
219790,RTKN2,0
219793,TBATA,0
219833,C11orf45,0
219844,HYLS1,0
219854,TMEM218,0.5
219855,SLC37A2,0
219858,OR8B12,0
219865,OR8G5,0
219869,OR10G8,0
219870,OR10G9,0
219873,OR10S1,0
219874,OR6T1,0
219875,OR4D5,0
219899,TBCEL,0
2199,FBLN2,0
219902,TMEM136,0
219927,MRPL21,0
219928,NA,0
219931,TPCN2,0
219938,SPATA19,1
219952,OR6Q1,0.5
219954,OR9I1,0
219956,OR9Q1,0
219957,OR9Q2,0
219960,OR10Q1,1
219965,OR5B17,0.5
219968,OR5B21,0
219970,GLYATL2,0
219972,MPEG1,0
219981,OR5A2,0
219982,OR5A1,0
219983,OR4D6,0
219986,OR4D11,0
219988,PATL1,0
219990,OOSP2,0
219995,MS4A15,0
22,ABCB7,0
220,ALDH1A3,0
2200,FBN1,0
220001,VWCE,0
220002,CYB561A3,0
220004,PPP1R32,0
220032,GDPD4,0
220042,DDIAS,0
220047,CCDC83,0
220064,ORAOV1,0
220074,LRTOMT,0
220082,SPERT,0
2201,FBN2,0
220107,DLEU7,0
220108,FAM124A,0
220134,SKA1,0
220136,CFAP53,0
220164,DOK6,0
2202,EFEMP1,0
220202,ATOH7,0
220296,HEPACAM,0
2203,FBP1,0.5
220323,OAF,0
220359,TIGD3,0
220382,FAM181B,0
220388,CCDC89,0
220416,LRRC63,0.5
220441,RNF152,1
2205,FCER1A,0
2206,MS4A2,0
2207,FCER1G,0
2208,FCER2,0
220869,CBWD5,0
2209,FCGR1A,0
220929,ZNF438,0.5
220963,SLC16A9,0
220965,FAM13C,0
220972,8-Mar,0
220979,C10orf25,0
220988,HNRNPA3,0
220992,ZNF485,0
221,ALDH3B1,0
2210,FCGR1B,0
221002,RASGEF1A,0
221016,NA,0
221035,REEP3,0
221037,JMJD1C,0
221044,UCMA,0
221060,C10orf111,0
221061,FAM171A1,0
221074,SLC39A12,0
221078,NSUN6,0.5
221079,ARL5B,0.5
221091,LRRN4CL,0.5
221092,HNRNPUL2,0
221120,ALKBH3,0
221143,N6AMT2,0.5
221150,SKA3,0.5
221154,MICU2,0
221178,SPATA13,0.5
221184,CPNE2,0
221188,GPR114,0
221191,PRSS54,0
2212,FCGR2A,0
221223,CES5A,0
221264,AK9,0
221294,NT5DC1,0
2213,FCGR2B,0
221301,FAM26D,0
221302,ZUFSP,0
221322,TBC1D32,0
221336,BEND6,0
221357,GSTA5,0
221391,OPN5,0
221393,GPR115,0
221395,GPR116,0
2214,FCGR3A,0
221400,TDRD6,0
221409,SPATS1,0
221416,C6orf223,0
221421,RSPH9,0
221424,LRRC73,0.5
221443,OARD1,0
221458,KIF6,0
221468,TMEM217,0
221472,FGD2,0
221476,PI16,0.5
221477,C6orf89,0
221481,ARMC12,0
221491,C6orf1,0
221496,LEMD2,0
2215,FCGR3B,0
221504,ZBTB9,0
221527,ZBTB12,0
221545,C6orf136,0.5
221613,HIST1H2AA,0
221656,KDM1B,0
221662,RBM24,0.5
221687,RNF182,0
221692,PHACTR1,0
2217,FCGRT,0
221711,SYCP2L,0
221718,LINC00518,0.5
221749,PXDC1,0
221786,FAM200A,0
2218,FKTN,0
221823,PRPS1L1,0
221830,TWISTNB,0.5
221833,SP8,0
2219,FCN1,0
221908,PPP1R35,0
221914,GPC2,0.5
221927,BRAT1,0
221935,SDK1,0
221937,FOXK1,0
221938,MMD2,0
221955,DAGLB,0
221960,CCZ1B,0
222,ALDH3B2,0
2220,FCN2,0
222008,VSTM2A,0
222068,TMED4,1
222166,MTURN,0
222171,PRR15,0
222183,SRRM3,0.5
222194,RSBN1L,0
2222,FDFT1,0
222223,KIAA1324L,0
222229,LRWD1,0.5
222235,FBXL13,0
222236,NAPEPLD,0
222255,ATXN7L1,0
222256,CDHR3,0
222389,BEND7,0
2224,FDPS,0.5
222484,LNX2,0
222487,GPR97,0
222521,NA,0
222537,HS3ST5,0
222545,GPRC6A,0
222546,RFX6,0
222553,SLC35F1,0
222584,FAM83B,0
222611,GPR111,0
222642,TSPO2,0
222643,UNC5CL,0
222658,KCTD20,0
222659,PXT1,0
222662,LHFPL5,0
222663,SCUBE3,0
222698,NKAPL,0
222826,FAM217A,0
222865,TMEM130,0
222894,FERD3L,1
222950,NYAP1,0
222962,SLC29A4,0
222967,RSPH10B,0.5
223,ALDH9A1,0
2230,FDX1,1
223075,CCDC129,0
223082,ZNRF2,0
223117,SEMA3D,0
2232,FDXR,0
2235,FECH,1
2237,FEN1,0
2239,GPC4,0
224,ALDH3A2,1
2241,FER,0
2242,FES,0
2243,FGA,0.5
2244,FGB,0
2245,FGD1,0
2246,FGF1,0
2247,FGF2,0
2248,FGF3,0
2249,FGF4,0
225,ABCD2,0
2250,FGF5,0
2251,FGF6,0
2252,FGF7,1
2253,FGF8,0.5
2254,FGF9,0.5
2255,FGF10,0.5
2256,FGF11,0
225689,MAPK15,0
2257,FGF12,0.5
2258,FGF13,0
2259,FGF14,0
226,ALDOA,1
2260,FGFR1,0
2261,FGFR3,1
2262,GPC5,0
2263,FGFR2,0
2264,FGFR4,0
2266,FGG,0
2267,FGL1,0
2268,FGR,0
2271,FH,0
2272,FHIT,0
2273,FHL1,0
2274,FHL2,1
2275,FHL3,0
2277,FIGF,0
22794,CASC3,0
22795,NID2,0
22796,COG2,0
22797,TFEC,0
22798,LAMB4,0
2280,FKBP1A,0
22800,RRAS2,0
22801,ITGA11,0
22802,CLCA4,0
22803,XRN2,0
22806,IKZF3,0
22807,IKZF2,0
22808,MRAS,0.5
22809,ATF5,0
2281,FKBP1B,0
22818,COPZ1,0
22820,COPG1,0
22821,RASA3,0.5
22822,PHLDA1,0
22823,MTF2,0.5
22824,HSPA4L,0
22826,DNAJC8,0
22827,PUF60,0
22828,SCAF8,0
22829,NLGN4Y,0
22832,CEP162,0
22834,ZNF652,0
22835,ZFP30,0
22836,RHOBTB3,0
22837,COBLL1,0
22838,RNF44,0
22839,DLGAP4,0.5
22841,RAB11FIP2,0
22843,PPM1E,0
22844,FRMPD1,0
22845,DOLK,0
22846,VASH1,0
22847,ZNF507,0
22848,AAK1,0.5
22849,CPEB3,0
22850,ADNP2,0
22852,ANKRD26,0
22853,LMTK2,0
22854,NTNG1,0
22856,CHSY1,0
22858,ICK,0
22859,LPHN1,0
2286,FKBP2,0
22861,NLRP1,0
22862,FNDC3A,0
22863,ATG14,0
22864,R3HDM2,0.5
22865,SLITRK3,0
22866,CNKSR2,0
22868,FASTKD2,0
22869,ZNF510,0
2287,FKBP3,0
22870,PPP6R1,0
22871,NLGN1,0.5
22872,SEC31A,0
22873,DZIP1,0
22874,PLEKHA6,0
22875,ENPP4,0
22876,INPP5F,0
22877,MLXIP,0
22878,TRAPPC8,0
22879,MON1B,0
2288,FKBP4,0
22880,MORC2,0
22881,ANKRD6,0.5
22882,ZHX2,0
22883,CLSTN1,0
22884,WDR37,0.5
22885,ABLIM3,0
22887,FOXJ3,0
22888,UBOX5,0
22889,KIAA0907,0
2289,FKBP5,0
22890,ZBTB1,0
22893,BAHD1,0.5
22894,DIS3,0
22895,RPH3A,0
22897,CEP164,0
22898,DENND3,0
22899,ARHGEF15,0
229,ALDOB,0
2290,FOXG1,0
22900,CARD8,0
22901,ARSG,0
22902,RUFY3,0
22903,BTBD3,0
22904,SBNO2,0
22905,EPN2,0
22906,TRAK1,0
22907,DHX30,0
22908,SACM1L,0
22909,FAN1,0
22911,WDR47,0
22913,RALY,0
22914,KLRK1,0
22915,MMRN1,0
22916,NCBP2,0
22917,ZP1,0
22918,CD93,0
22919,MAPRE1,0
22920,KIFAP3,0
22921,MSRB2,0
22924,MAPRE3,0
22925,PLA2R1,0
22926,ATF6,0
22927,HABP4,0
22928,SEPHS2,0
22929,SEPHS1,0
22930,RAB3GAP1,0
22931,RAB18,0
22932,POMZP3,0
22933,SIRT2,0
22934,RPIA,0
22936,ELL2,0
22937,SCAP,0
22938,SNW1,1
2294,FOXF1,0.5
22941,SHANK2,0
22943,DKK1,0
22944,KIN,0
22947,DUX4L1,0
22948,CCT5,0
22949,PTGR1,0
2295,FOXF2,0
22950,SLC4A1AP,0
22953,P2RX2,0
22954,TRIM32,0
22955,SCMH1,0
2296,FOXC1,0
2297,FOXD1,0
22974,TPX2,0
22976,PAXIP1,0
22977,AKR7A3,0
22978,NT5C2,0
2298,FOXD4,0
22980,TCF25,0
22981,NINL,0
22982,DIP2C,0
22983,MAST1,0
22984,PDCD11,0
22985,ACIN1,1
22986,SORCS3,0
22987,SV2C,0
2299,FOXI1,0
22990,PCNX,0
22992,KDM2A,0.5
22994,CEP131,0
22995,CEP152,0.5
22996,TTC39A,0
22998,LIMCH1,0
22999,RIMS1,0
23,ABCF1,0
230,ALDOC,0
2300,FOXL1,0
23002,DAAM1,0
23007,PLCH1,0
23008,KLHDC10,0
2301,FOXE3,0
23011,RAB21,0
23012,STK38L,0
23013,SPEN,0.5
23014,FBXO21,1
23015,GOLGA8A,0
23016,EXOSC7,0
23017,FAIM2,0
23019,CNOT1,0
2302,FOXJ1,0
23020,SNRNP200,0
23022,PALLD,1
23023,TMCC1,0
23024,PDZRN3,0
23025,UNC13A,0
23026,MYO16,0
23028,KDM1A,0
23029,RBM34,0.5
23031,MAST3,0.5
23032,USP33,0
23033,DOPEY1,0
23034,SAMD4A,0
23035,PHLPP2,0
23037,PDZD2,0
23038,WDTC1,0
23039,XPO7,0
2304,FOXE1,0
23040,MYT1L,0
23041,MON2,0
23042,PDXDC1,0.5
23043,TNIK,0
23046,KIF21B,0.5
23047,PDS5B,0
23048,FNBP1,0
23049,SMG1,0
2305,FOXM1,0
23053,ZSWIM8,0
23054,NCOA6,1
23057,NMNAT2,0
23059,CLUAP1,0
2306,FOXD2,0
23060,ZNF609,0.5
23061,TBC1D9B,0
23062,GGA2,0
23063,WAPAL,0
23064,SETX,0
23065,EMC1,0
23066,CAND2,0
2307,FOXS1,0
23070,CMTR1,0
23071,ERP44,0
23072,HECW1,0.5
23074,UHRF1BP1L,0
23075,SWAP70,0
23076,RRP1B,0
23077,MYCBP2,0.5
23078,VWA8,0
2308,FOXO1,0
23080,AVL9,0
23081,KDM4C,0
23082,PPRC1,0
23085,ERC1,1
23086,EXPH5,0
23087,TRIM35,1
23089,PEG10,0
2309,FOXO3,0
23090,ZNF423,0
23091,ZC3H13,0
23092,ARHGAP26,0
23093,TTLL5,0
23094,SIPA1L3,0
23095,KIF1B,0
23096,IQSEC2,0
23097,CDK19,0
23098,SARM1,0
23099,ZBTB43,0
231,AKR1B1,0
23101,MCF2L2,0
23102,TBC1D2B,0.5
23105,FSTL4,0
23107,MRPS27,0.5
23108,RAP1GAP2,0
23109,DDN,0
23111,SPG20,0
23112,TNRC6B,0
23113,CUL9,0
23114,NFASC,0
23116,FAM179B,0
23118,TAB2,1
23119,HIC2,0
2312,FLG,0.5
23120,ATP10B,0
23122,CLASP2,0
23125,CAMTA2,0
23126,POGZ,0
23127,COLGALT2,0
23129,PLXND1,0
2313,FLI1,0
23130,ATG2A,0
23131,GPATCH8,0
23132,RAD54L2,0
23133,PHF8,0
23135,KDM6B,0
23136,EPB41L3,0
23137,SMC5,0
23138,N4BP3,0.5
23139,MAST2,0
2314,FLII,0
23140,ZZEF1,0
23142,DCUN1D4,0
23143,LRCH1,0
23144,ZC3H3,0
23145,SSPO,0
23149,FCHO1,0
2315,MLANA,0
23151,GRAMD4,0
23152,CIC,0
23154,NCDN,0
23155,CLCC1,0
23157,6-Sep,0
23158,TBC1D9,0
2316,FLNA,0
23161,SNX13,0
23162,MAPK8IP3,0
23163,GGA3,0
23164,MPRIP,0
23165,NUP205,0
23166,STAB1,0
23167,EFR3A,0
23168,RTF1,0
23169,SLC35D1,0
2317,FLNB,0
23170,TTLL12,0
23171,GPD1L,0
23172,FAM175B,0
23173,METAP1,0
23174,ZCCHC14,0
23175,LPIN1,0
23177,CEP68,0.5
23178,PASK,0
23179,RGL1,0
2318,FLNC,0
23180,RFTN1,0
23181,DIP2A,0
23184,MESDC2,0
23185,LARP4B,1
23186,RCOR1,0
23187,PHLDB1,0
23189,KANK1,0
2319,FLOT2,0.5
23190,UBXN4,0
23191,CYFIP1,0
23192,ATG4B,0
23193,GANAB,0
23194,FBXL7,0
23195,MDN1,0.5
23196,FAM120A,0
23197,FAF2,0
23198,PSME4,0
23199,GSE1,0
23200,ATP11B,0
23201,FAM168A,0
23203,PMPCA,0
23204,ARL6IP1,0
23205,ACSBG1,0
23208,SYT11,0
23209,MLC1,0
2321,FLT1,0
23210,JMJD6,0
23211,ZC3H4,0.5
23212,RRS1,0
23213,SULF1,0
23214,XPO6,0
23215,PRRC2C,0
23216,TBC1D1,0
23217,ZFR2,0
23219,FBXO28,0
2322,FLT3,0
23220,DTX4,0
23221,RHOBTB2,0
23223,RRP12,0
23224,SYNE2,0.5
23225,NUP210,0
23228,PLCL2,0
23229,ARHGEF9,0
2323,FLT3LG,0
23230,VPS13A,0
23231,SEL1L3,0
23234,DNAJC9,0
23235,SIK2,0
23236,PLCB1,0
23237,ARC,0
23239,PHLPP1,0
2324,FLT4,0.5
23240,KIAA0922,0
23241,PACS2,0
23242,COBL,0
23243,ANKRD28,0
23244,PDS5A,0
23245,ASTN2,0.5
23246,BOP1,0
23247,KIAA0556,0
23248,RPRD2,1
23250,ATP11A,0
23251,KIAA1024,0
23252,OTUD3,0
23253,ANKRD12,0
23254,KAZN,0
23255,MTCL1,0
23256,SCFD1,0
23258,DENND5A,0
23259,DDHD2,0
2326,FMO1,0
23261,CAMTA1,0
23262,PPIP5K2,0
23263,MCF2L,0
23264,ZC3H7B,0
23265,EXOC7,0.5
23266,LPHN2,0
23268,DNMBP,0
23269,MGA,0
2327,FMO2,0
23270,TSPYL4,0
23271,CAMSAP2,0.5
23272,FAM208A,0
23274,CLEC16A,0
23275,POFUT2,0
23276,KLHL18,0
23277,CLUH,0
23279,NUP160,0
2328,FMO3,0
23281,MTUS2,0
23283,CSTF2T,0
23284,LPHN3,0
23286,WWC1,0
23287,AGTPBP1,0
23288,IQCE,0
2329,FMO4,0
23291,FBXW11,0
23293,SMG6,0
23294,ANKS1A,0.5
23295,MGRN1,0
23299,BICD2,0
2330,FMO5,1
23300,ATMIN,0.5
23301,EHBP1,0
23302,WSCD1,0.5
23303,KIF13B,0
23304,UBR2,0
23305,ACSL6,0
23306,TMEM194A,0
23307,FKBP15,0
23308,ICOSLG,0
23309,SIN3B,0.5
2331,FMOD,0
23310,NCAPD3,0
23312,DMXL2,0
23313,KIAA0930,0.5
23314,SATB2,0
23315,SLC9A8,0
23316,CUX2,0
23317,DNAJC13,0
23318,ZCCHC11,0
