"","GeneSymbol","GeneMappingID","Group","EntrezID","Zscore","Pathway","Ntwrk.all","Allnet.count","Ntwrk.TLR","TLRnet.count","Ntwrk.PROT","PROTnet.count","Ntwrk.SPLICE","SPLICEnet.count","Ntwrk.TLR.hits","TLRhits.net.count","Ntwrk.PROT.hits","PROThits.net.count","Ntwrk.SPLICE.hits","SPLICEhits.net.count","Total_Path_Hits.net.count"
"19","ARF6",464,"TLRpathway","382",-0.426,NA,"UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"20","ARHGAP32",540,"Novel","9743",-1.299,NA,"RAC1, CDC42",2,"RAC1",1,NA,0,NA,0,"RAC1",1,NA,0,NA,0,1
"21","ARHGDIB",450,"Novel","397",-1.094,"Vasopressin-regulated water reabsorption ; Neurotrophin signaling pathway","CDC42, RAC1",2,"RAC1",1,NA,0,NA,0,"RAC1",1,NA,0,NA,0,1
"22","ARHGEF6",520,"Novel","9459",-2.724,"Regulation of actin cytoskeleton ; Pancreatic cancer","CDC42, GIT1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"23","ARNT",341,"Novel","405",-2.072,"Pathways in cancer ; Renal cell carcinoma","NPAS4, SIM1, AHRR, PTGES3, EPAS1",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"24","ARPC1B",392,"Novel","10095",-1.299,"Regulation of actin cytoskeleton ; Fc gamma R-mediated phagocytosis ; Shigellosis ; Bacterial invasion of epithelial cells ; Pathogenic Escherichia coli infection","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"25","ASAP1",492,"Novel","50807",-1.461,"Endocytosis ; Fc gamma R-mediated phagocytosis","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"26","ASAP2",411,"Novel","8853",-1.057,"Endocytosis ; Fc gamma R-mediated phagocytosis","PXN, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"27","ASF1A",438,"Novel","25842",-1.313,NA,"TAF1, ASF1B, ATR",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"28","ASF1B",279,"Novel","55723",-1.327,NA,"ASF1A, TAF1, KAT2B, ATR, UBC",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"29","ATF2",152,"TLRpathway","1386",-0.527,NA,"MAPK3, FOS, MAPK8, MAPK11, IRF3, MAPK9, MAPK10, MAPK13, MAPK14, JUN, ATF3, MAPK1, CREBBP",13,"JUN, FOS, IRF3, MAPK13, MAPK10, MAPK9, MAPK8, MAPK11, MAPK14, MAPK1, MAPK3",11,NA,0,NA,0,"JUN, FOS, IRF3, MAPK13, MAPK10, MAPK9, MAPK8, MAPK11, MAPK14, MAPK1, MAPK3",11,NA,0,NA,0,11
"30","ATF3",108,"Novel","467",-1.17,NA,"ATF2, UBC, JUN",3,"ATF2, JUN",2,NA,0,NA,0,"ATF2, JUN",2,NA,0,NA,0,2
"31","ATP6V1B2",365,"Novel","526",-1.99,"Phagosome ; Rheumatoid arthritis ; Epithelial cell signaling in Helicobacter pylori infection","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"32","ATR",256,"Novel","545",-2.114,"Cell cycle","ASF1B, ASF1A, RAD51, UBC, XPA, MSH2, CCNB2",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"33","BCAS2",213,"Spliceosome","10286",-1.15,"Spliceosome","CTNNBL1, SNRNP200, UBC, PRPF8, SF3A2, PRPF19, PLRG1, CDC5L, HSPA8, EFTUD2, CDC40, MFAP1, MAGOH, BUD31",14,NA,0,NA,0,"CTNNBL1, CDC40, PRPF19, SNRNP200, PRPF8, EFTUD2, BUD31, SF3A2, PLRG1, MAGOH, HSPA8, CDC5L",12,NA,0,NA,0,"PRPF8, PLRG1, EFTUD2, CDC5L",4,4
"34","BCL11B",355,"Novel","64919",-1.301,NA,"HDAC2",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"35","BCL2L1",237,"Novel","598",-2.336,"Toxoplasmosis ; Pathways in cancer ; Apoptosis ; Amyotrophic lateral sclerosis (ALS) ; Pancreatic cancer ; Jak-STAT signaling pathway ; Chronic myeloid leukemia","MAPK8, DNM1L, SPATA25, PMAIP1, CASP8, PGAM5, UBC",7,"CASP8, MAPK8",2,NA,0,NA,0,"CASP8, MAPK8",2,NA,0,NA,0,2
"36","BCL3",382,"Novel","602",-1.697,NA,"UBC, CHUK, RELB, IKBKB, NFKB2, RELA, NFKB1, REL",8,"REL, RELB, RELA, NFKB2, NFKB1, IKBKB, CHUK",7,NA,0,NA,0,"REL, RELB, RELA, NFKB2, NFKB1, IKBKB, CHUK",7,NA,0,NA,0,7
"37","BIRC5",407,"Novel","332",-1.758,"Pathways in cancer","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"38","BMP7",278,"Novel","655",-3.119,"Cytokine-cytokine receptor interaction","BMPR1B",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"39","BMPR1B",313,"Novel","658",-2,"Cytokine-cytokine receptor interaction","SMAD6, BMP7",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"40","BRAF",197,"Novel","673",-1.617,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Chemokine signaling pathway ; Focal adhesion ; Hepatitis C ; Pathways in cancer ; Pancreatic cancer ; Prostate cancer ; Long-term depression ; Chronic myeloid leukemia ; Neurotrophin signaling pathway ; Melanoma ; Natural killer cell mediated cytotoxicity ; Progesterone-mediated oocyte maturation ; Renal cell carcinoma","AKT1, RAP1A, CAPN3, SFN, MAP2K1, MAPK3, YWHAG, MAPK1, UBC, MAP2K2, YWHAH, MAP3K1",12,"AKT1, MAPK1, MAPK3, MAP2K2, MAP2K1, MAP3K1",6,NA,0,NA,0,"AKT1, MAPK1, MAPK3, MAP2K2, MAP2K1, MAP3K1",6,NA,0,NA,0,6
"41","BRCA2",188,"Novel","675",-1.278,"Pathways in cancer ; Pancreatic cancer","SHFM1, PALB2, RAD51",3,NA,0,"SHFM1",1,NA,0,NA,0,NA,0,NA,0,0
"42","BRSK2",441,"Novel","9024",-1.244,NA,"CDC25B, UBC, CDC25C",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"43","BUB1B",319,"Novel","701",-1.379,"Cell cycle","CDC20B, UBC, MIS12, PLK1",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"44","BUD31",57,"Spliceosome","8896",-0.001,NA,"CDC5L, RBM22, SLU7, DHX8, PRPF8, CRNKL1, SNRPA1, PLRG1, SF3B3, SF3A3, SNRNP200, SNW1, XAB2, SNRPG, SF3B2, RBM39, SF3A2, SNRPB, SNRPD3, EFTUD2, SNRPE, SF3B5, BCAS2, SYF2, SNRNP40, CTNNBL1, PHF5A, CCDC12, PPIL1, ISY1, CDC40, PRPF19, UBC, AQR",34,NA,0,NA,0,"CCDC12, PHF5A, SF3B5, ISY1, XAB2, CTNNBL1, RBM22, PPIL1, CDC40, CRNKL1, PRPF19, SYF2, SF3B3, SNRNP200, SNW1, SF3B2, SF3A3, PRPF8, SLU7, BCAS2, AQR, SNRNP40, EFTUD2, SF3A2, SNRPG, SNRPE, SNRPD3, SNRPB, SNRPA1, PLRG1, DHX8, CDC5L",32,NA,0,NA,0,"XAB2, SNW1, SNRPD3, SF3B2, PRPF8, PLRG1, PHF5A, EFTUD2, CDC5L, CCDC12, BCAS2",11,11
"45","C9orf172",328,"Novel","389813",-1.121,NA,"PARD6G, PDLIM7",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"46","CACNA1C",511,"Novel","775",-1.932,"MAPK signaling pathway ; GnRH signaling pathway ; Arrhythmogenic right ventricular cardiomyopathy (ARVC)","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"47","CALCR",267,"Novel","799",-1.34,"Osteoclast differentiation","APOB",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"48","CALR",203,"Novel","811",-1.248,"Chagas disease (American trypanosomiasis) ; Phagosome","HSP90B1, LRP1, APOB, PDIA3, P4HB, UBC",6,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"49","CAMLG",476,"Novel","819",-2.007,NA,"EGFR",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"50","CAPN2",442,"Novel","824",-1.888,"Focal adhesion ; Apoptosis","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"51","CAPN3",526,"Novel","825",-2.3,NA,"BRAF, MAP3K1",2,"MAP3K1",1,NA,0,NA,0,"MAP3K1",1,NA,0,NA,0,1
"52","CARD11",491,"Novel","84433",-1.812,"T cell receptor signaling pathway","UBC, MAP3K7, CHUK",3,"CHUK, MAP3K7",2,NA,0,NA,0,"CHUK, MAP3K7",2,NA,0,NA,0,2
"53","CASP8",68,"TLRpathway","841",-0.744,NA,"FADD, BCL2L1, CFLAR, TNFRSF1A, RIPK3, RIPK1, UBC, TRADD, TRAF6",9,"RIPK3, TRADD, FADD, RIPK1, TRAF6",5,NA,0,NA,0,"RIPK3, TRADD, FADD, RIPK1, TRAF6",5,NA,0,NA,0,5
"54","CBR1",580,"Novel","873",-1.547,"Arachidonic acid metabolism","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"55","CCDC12",389,"Spliceosome","151903",-2.624,"Spliceosome","BUD31, PRPF19, CDC5L, CRNKL1, CDC40",5,NA,0,NA,0,"CDC40, CRNKL1, PRPF19, BUD31, CDC5L",5,NA,0,NA,0,"CDC5L",1,1
"56","CCDC94",405,"Novel","55702",-1.887,NA,"SNRPA1, PRPF19, PLRG1, CRNKL1, CDC40, SNW1, NCBP2, XAB2, CDC5L",9,NA,0,NA,0,"XAB2, CDC40, CRNKL1, PRPF19, SNW1, NCBP2, SNRPA1, PLRG1, CDC5L",9,NA,0,NA,0,"XAB2, SNW1, PLRG1, CDC5L",4,4
"57","CCDC97",423,"Novel","90324",-1.018,NA,"SF3B6, SF3B5, SF3B3, SF3B1",4,NA,0,NA,0,"SF3B5, SF3B1, SF3B3",3,NA,0,NA,0,"SF3B1",1,1
"58","CCNB2",164,"Novel","9133",-1.703,"Cell cycle ; Progesterone-mediated oocyte maturation","ATR, CKS2, UBC",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"59","CCND2",351,"Novel","894",-2.086,"Focal adhesion ; Cell cycle ; Jak-STAT signaling pathway","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"60","CCNE1",182,"Novel","898",-1.362,"Pathways in cancer ; Prostate cancer ; Cell cycle","E2F3, MYBL2, HIST1H1B, FBXW7, UBC",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"61","CCS",510,"Novel","9973",-1.575,"Amyotrophic lateral sclerosis (ALS)","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"62","CD14",320,"TLRpathway","929",-2.638,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Toll-like receptor signaling pathway ; Amoebiasis ; Phagosome ; Hematopoietic cell lineage ; Pathogenic Escherichia coli infection","TLR2, LBP",2,"LBP, TLR2",2,NA,0,NA,0,"LBP, TLR2",2,NA,0,NA,0,2
"63","CD180",298,"TLRpathway","4064",0.738,NA,"LY86",1,"LY86",1,NA,0,NA,0,"LY86",1,NA,0,NA,0,1
"64","CD28",307,"Novel","940",-1.227,"Rheumatoid arthritis ; Cell adhesion molecules (CAMs) ; T cell receptor signaling pathway","PIK3R2",1,"PIK3R2",1,NA,0,NA,0,"PIK3R2",1,NA,0,NA,0,1
"65","CD2BP2",234,"Novel","10421",-1.061,NA,"SNRNP40, USP39, SF3A2, SNRNP200, TXNL4A, PRPF6, PQBP1, SNRPB, PRPF8",9,NA,0,NA,0,"PRPF6, SNRNP200, TXNL4A, USP39, PRPF8, PQBP1, SNRNP40, SF3A2, SNRPB",9,NA,0,NA,0,"PRPF8",1,1
"66","CDC20B",514,"Novel","166979",-1.899,NA,"BUB1B",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"67","CDC25B",280,"Novel","994",-1.728,"MAPK signaling pathway ; Cell cycle ; Progesterone-mediated oocyte maturation","BRSK2, YWHAG, YWHAH, MAPK14, UBC, SFN",6,"MAPK14",1,NA,0,NA,0,"MAPK14",1,NA,0,NA,0,1
"68","CDC25C",281,"Novel","995",-3.027,"Cell cycle ; Progesterone-mediated oocyte maturation","BRSK2, PCNA, PLK1, UBC, YWHAH, MAPK14",6,"MAPK14",1,NA,0,NA,0,"MAPK14",1,NA,0,NA,0,1
"69","CDC40",56,"Spliceosome","51362",-0.324,NA,"BUD31, CDC5L, RBM22, SLU7, UBL5, DHX8, SNRPF, PRPF8, CRNKL1, SNRPA1, PLRG1, SF3B3, SF3A3, SNRNP200, SNW1, SF3B1, XAB2, SNRPG, SF3B2, SF3A2, SNRPB, SNRPD3, SNRPD1, EFTUD2, NCBP2, LUC7L, SNRPE, SF3B5, BCAS2, SYF2, SNRNP40, PPIE, SF3A1, PHF5A, CCDC12, PPIL1, ISY1, CCDC94, DHX38, PRPF18, PRPF19, AQR, MAGOH",43,NA,0,NA,0,"CCDC12, PHF5A, SF3B5, ISY1, XAB2, RBM22, PPIL1, CRNKL1, PRPF19, SYF2, SF3B1, SF3B3, SNRNP200, SNW1, NCBP2, SF3B2, SF3A3, PRPF8, SLU7, PPIE, SF3A1, BCAS2, DHX38, AQR, SNRNP40, EFTUD2, BUD31, PRPF18, SF3A2, SNRPG, SNRPF, SNRPE, SNRPD3, SNRPD1, SNRPB, SNRPA1, PLRG1, MAGOH, DHX8, CDC5L",40,NA,0,NA,0,"XAB2, SNW1, SNRPD3, SF3B2, SF3B1, PRPF8, PLRG1, PHF5A, EFTUD2, CDC5L, CCDC12, BCAS2",12,12
"70","CDC42",198,"Novel","998",-1.64,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Leukocyte transendothelial migration ; Chemokine signaling pathway ; Endocytosis ; Focal adhesion ; Tight junction ; Fc gamma R-mediated phagocytosis ; Pathways in cancer ; Shigellosis ; Bacterial invasion of epithelial cells ; GnRH signaling pathway ; Pancreatic cancer ; Epithelial cell signaling in Helicobacter pylori infection ; T cell receptor signaling pathway ; Neurotrophin signaling pathway ; Pathogenic Escherichia coli infection ; VEGF signaling pathway ; Renal cell carcinoma","MAPK8, PIK3CB, RAP1A, MAPK9, ARHGDIB, ARHGEF6, PARD6G, ARHGAP32, CDC42EP3, UBC",10,"PIK3CB, MAPK9, MAPK8",3,NA,0,NA,0,"PIK3CB, MAPK9, MAPK8",3,NA,0,NA,0,3
"71","CDC42EP3",554,"Novel","10602",-1.875,NA,"CDC42",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"72","CDC5L",58,"Spliceosome","988",-1.652,"Spliceosome","RBM22, SLU7, SART1, DHX8, SNRPF, PRPF8, CRNKL1, SNRPA1, PLRG1, SF3B3, SF3A3, SNRNP200, SNW1, SF3B1, DHX15, XAB2, SNRPG, SF3B2, SF3A2, SNRPB, SNRPD3, SNRPD1, EFTUD2, NCBP2, LSM8, SNRPA, BCAS2, SRRM1, SRSF1, SNRPB2, U2AF2, SYF2, SNRNP40, CTNNBL1, RBMX, DYNC1H1, TOP2A, SF3A1, CCDC12, ISY1, CCDC94, SFPQ, EIF4A3, MAGOH, PRPF19, BUD31, CDC40, AQR, HSPA8, UBC",50,NA,0,NA,0,"CCDC12, ISY1, XAB2, CTNNBL1, RBM22, CDC40, CRNKL1, PRPF19, RBMX, SYF2, SF3B1, SF3B3, SNRNP200, SNW1, NCBP2, U2AF2, SF3B2, SF3A3, PRPF8, SLU7, SF3A1, BCAS2, EIF4A3, AQR, SNRNP40, EFTUD2, SART1, BUD31, SF3A2, SNRPG, SNRPF, SNRPD3, SNRPD1, SNRPB2, SNRPB, SNRPA1, SNRPA, SRSF1, PLRG1, MAGOH, HSPA8, DHX15, DHX8",43,NA,0,NA,0,"XAB2, SRSF1, SNW1, SNRPD3, SF3B2, SF3B1, PRPF8, PLRG1, EFTUD2, CCDC12, BCAS2",11,11
"73","CDH5",305,"Novel","1003",-1.293,"Leukocyte transendothelial migration ; Cell adhesion molecules (CAMs)","CTNND1, PARD6G, PARD3",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"74","CDX2",348,"Novel","1045",-1.225,NA,"PSMA5, PSMD4, PSMC4, PSMD2",4,NA,0,"PSMD4, PSMD2, PSMC4, PSMA5",4,NA,0,NA,0,"PSMD2, PSMC4, PSMA5",3,NA,0,3
"75","CFL1",261,"Novel","1072",-2.126,"Regulation of actin cytoskeleton ; Fc gamma R-mediated phagocytosis","CFL2, UBC, ACTA2",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"76","CFL2",420,"Novel","1073",-1.655,"Regulation of actin cytoskeleton ; Fc gamma R-mediated phagocytosis","CFL1, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"77","CFLAR",380,"Novel","8837",-3.35,"Chagas disease (American trypanosomiasis) ; Apoptosis","RIPK1, UBC, FADD, CASP8",4,"CASP8, FADD, RIPK1",3,NA,0,NA,0,"CASP8, FADD, RIPK1",3,NA,0,NA,0,3
"78","CHD4",297,"Novel","1108",-1.844,NA,"MBD3, MTA2, UBC, HDAC2",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"79","CHERP",293,"Spliceosome","10523",0.308,NA,"PRPF38A, SNRNP27, LUC7L, SNRNP70, GNB2L1, U2AF1, SART1, U2AF2, RBM39, SF3A2, DHX8, UBC",12,NA,0,NA,0,"PRPF38A, U2AF2, SNRNP27, SART1, SF3A2, U2AF1, SNRNP70, DHX8",8,NA,0,NA,0,"PRPF38A",1,1
"80","CHMP2A",372,"Novel","27243",-1.819,"Endocytosis","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"81","CHUK",69,"TLRpathway","1147",-0.492,NA,"IKBKB, NFKB2, NFKB1, MAP3K7, EIF2AK2, RELA, CREBBP, MAP3K1, COPS5, AKT1, AKT2, MAP3K3, BCL3, TNFRSF1A, CNTN2, CARD11, NFKBIB, UBC, NFKBIA",19,"AKT2, AKT1, MAP3K1, RELA, NFKB2, NFKB1, NFKBIB, NFKBIA, IKBKB, MAP3K7",10,NA,0,NA,0,"AKT2, AKT1, MAP3K1, RELA, NFKB2, NFKB1, NFKBIB, NFKBIA, IKBKB, MAP3K7",10,NA,0,NA,0,10
"82","CKS2",106,"Novel","1164",-1.092,NA,"CCNB2, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"83","CLINT1",505,"Novel","9685",-1.876,NA,"CLTC, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"84","CLK1",472,"Novel","1195",-1.182,NA,"SRSF1",1,NA,0,NA,0,"SRSF1",1,NA,0,NA,0,"SRSF1",1,1
"85","CLTA",459,"Novel","1211",-1.61,"Endocytosis ; Bacterial invasion of epithelial cells","UBC, CLTC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"86","CLTC",292,"Novel","1213",-1.058,"Endocytosis ; Bacterial invasion of epithelial cells","SNX9, CLTA, CLINT1, EPN1, UBC, IKBKB, MAP3K7",7,"IKBKB, MAP3K7",2,NA,0,NA,0,"IKBKB, MAP3K7",2,NA,0,NA,0,2
"87","CNTN2",485,"Novel","6900",-2.347,"Cell adhesion molecules (CAMs)","UBC, IKBKB, CHUK, CREBBP, KAT2B, EP300",6,"IKBKB, CHUK",2,NA,0,NA,0,"IKBKB, CHUK",2,NA,0,NA,0,2
"88","COPS2",285,"Novel","9318",-1.959,NA,"SIN3B, UBC, PSMA6, JUN, PSMD4, PSMC5, PSMC1, COPS5, COPS6, SIN3A",10,"JUN",1,"PSMD4, PSMC5, PSMC1, PSMA6",4,NA,0,"JUN",1,"PSMC5, PSMC1, PSMA6",3,NA,0,4
"89","COPS5",184,"Novel","10987",-1.853,NA,"SMAD4, COPS2, TOP2A, COPS6, IKBKB, CHUK, PSMD12, JUN, PSMA6, UBC",10,"JUN, IKBKB, CHUK",3,"PSMD12, PSMA6",2,NA,0,"JUN, IKBKB, CHUK",3,"PSMD12, PSMA6",2,NA,0,5
"90","COPS6",109,"Novel","10980",-1.741,NA,"COPS5, RAE1, COPS2, KLHL8, UBC",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"91","CREB1",416,"Novel","1385",-2.462,"Vasopressin-regulated water reabsorption ; Osteoclast differentiation ; Prostate cancer","MAPK14, CREBBP, EP300, UBC, HDAC2",5,"MAPK14",1,NA,0,NA,0,"MAPK14",1,NA,0,NA,0,1
"92","CREBBP",107,"Novel","1387",-0.667,NA,"ATF2, FOS, KAT2B, AKT1, STAT1, IRF3, RUNX1, ETS1, MYBL2, CREB1, IRF5, CNTN2, AIRE, KLF4, SMAD1, IKBKB, UBC, CHUK, EP300, HDAC2, RELA, SP1, JUN",23,"ATF2, SP1, ETS1, JUN, FOS, STAT1, IRF5, AKT1, IRF3, RELA, IKBKB, CHUK",12,NA,0,NA,0,"ATF2, SP1, ETS1, JUN, FOS, STAT1, IRF5, AKT1, IRF3, RELA, IKBKB, CHUK",12,NA,0,NA,0,12
"93","CRNKL1",93,"Spliceosome","51340",0.684,NA,"SNRPA1, PLRG1, SF3B3, SF3A3, SNRNP200, SNW1, SF3B1, XAB2, SF3B2, SNRPB, SNRPD3, SNRPD1, EFTUD2, NCBP2, LSM7, LSM2, NCBP1, SNRPE, LSM3, LSM6, DDX23, U2AF2, SYF2, SF3A1, LSM5, CCDC12, ISY1, CCDC94, CDC5L, MAGOH, SLU7, PRPF8, MFAP1, PRPF19, SNRPF, BUD31, RBM22, CDC40, DHX8, SART1",40,NA,0,NA,0,"CCDC12, LSM2, ISY1, XAB2, RBM22, LSM7, CDC40, PRPF19, LSM3, SYF2, LSM5, SF3B1, SF3B3, SNRNP200, SNW1, NCBP2, U2AF2, LSM6, SF3B2, SF3A3, PRPF8, SLU7, SF3A1, DDX23, EFTUD2, SART1, BUD31, SNRPF, SNRPE, SNRPD3, SNRPD1, SNRPB, SNRPA1, PLRG1, NCBP1, MAGOH, DHX8, CDC5L",38,NA,0,NA,0,"XAB2, SNW1, SNRPD3, SF3B2, SF3B1, PRPF8, PLRG1, LSM6, EFTUD2, CDC5L, CCDC12",11,11
"94","CSF1R",498,"Novel","1436",-4.202,"Cytokine-cytokine receptor interaction ; Endocytosis ; Osteoclast differentiation ; Pathways in cancer ; Hematopoietic cell lineage","RPS27A, UBC",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"95","CSNK2A2",185,"Novel","1459",-3.103,"Tight junction","TOP2A, MAF1, RRP1, HADHA, UBC",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"96","CTNNBL1",263,"Spliceosome","56259",0.268,NA,"SRPK2, IK, SNW1, BUD31, WBP11, HNRNPK, BCAS2, SF3A2, LUC7L, CDC5L",10,NA,0,NA,0,"WBP11, SNW1, BCAS2, BUD31, SF3A2, HNRNPK, CDC5L",7,NA,0,NA,0,"SNW1, CDC5L, BCAS2",3,3
"97","CTNND1",477,"Novel","1500",-2.577,"Leukocyte transendothelial migration","CDH5, EGFR, UBC",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
