"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all"
"126",6357,"CCL13",987,"MedConf","NF-kappa B signaling pathway","NF-kappa B signaling pathway, Cytokine-cytokine receptor interaction, Chemokine signaling pathway",5,"CXCR5, CCR8, CXCR3, CXCR4, CX3CR1"
"127",6354,"CCL7",988,"HighConf","Novel","Cytokine-cytokine receptor interaction, Chemokine signaling pathway",5,"CXCR5, CCR8, CXCR3, CXCR4, CX3CR1"
"128",9133,"CCNB2",322,"MedConf","Novel",NA,11,"PPP2R5A, RANBP2, PPP2R5E, RANGAP1, PPP2CB, RAE1, NUP43, SFN, NUP155, CDC25B, NUP188"
"129",894,"CCND2",59,"HighConf","Novel","PI3K-Akt signaling pathway, Focal adhesion",16,"CCND3, IKBKB, NMI, TAF12, MAX, CCNE1, CDK12, ERC1, PHKB, ATG13, CDK14, PYDC1, SP1, E2F3, CCNL2, PCNA"
"130",896,"CCND3",67,"HighConf","Novel","PI3K-Akt signaling pathway, Focal adhesion",14,"IKBKB, NMI, CCNE1, CDK12, ERC1, PHKB, ATG13, CDK14, PYDC1, GAB2, E2F3, CCNL2, PCNA, CCND2"
"131",898,"CCNE1",266,"MedConf","Novel","PI3K-Akt signaling pathway",33,"PSMF1, UBC, E2F3, PTK6, PSMC4, PSMA3, PSMD7, PSMC1, PSMA6, PSMD11, PSMB1, PSMD3, PSMA5, PSMB4, PSMC2, PSMD6, PSMD1, PSMD2, PSMC5, PSMD12, PSMB5, PSMA7, PSMB2, PSMB9, PSMA1, PCNA, CCND2, PSMA4, CCND3, RPS27A, UBB, CCT2, NMI"
"132",81669,"CCNL2",855,"HighConf","Novel",NA,5,"CCND2, CCND3, IKBKB, ERC1, PYDC1"
"133",1237,"CCR8",474,"HighConf","Novel","Cytokine-cytokine receptor interaction, Chemokine signaling pathway",36,"CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, S1PR2, XCL2, CCL13, CCL7, GRK4, ADRBK1, GNG3, GNG10, C5, GNAI3, AGT, DRD2, CXCL8, CXCR5, CHRM2"
"134",9973,"CCS",772,"MedConf","Novel",NA,1,"RAE1"
"135",10576,"CCT2",236,"HighConf","Novel",NA,7,"GNG3, CCNE1, GNG10, TUBA1A, PSMC2, TUBA4A, PPP2CB"
"136",929,"CD14",412,"HighConf","NF-kappa B signaling pathway","NF-kappa B signaling pathway, Toll-like receptor signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Phagosome, Hematopoietic cell lineage",18,"DNM1, TLR2, TLR4, MYD88, LY96, RIPK1, IKBKB, EIF2AK2, RPS27A, UBB, MAP3K7, ITGB1, NDUFS4, ITGAM, TICAM1, TOLLIP, UBC, TIRAP"
"137",940,"CD28",971,"MedConf","Novel",NA,5,"PIK3R3, CDC42, SYK, PDPK1, GAB2"
"138",10421,"CD2BP2",207,"MedConf","Novel",NA,25,"SNRPD3, PHF5A, SNRPC, TRA2B, LSM4, PPIH, PRPF8, PRPF31, POMP, XAB2, HNRNPM, SNW1, SF3B2, SF3B1, SRSF1, CDC5L, PLRG1, LSM6, EFTUD2, BCAS2, SF3B6, SRRM1, SRSF2, PRPF38A, SRSF3"
"139",994,"CDC25B",269,"MedConf","Novel","MAPK signaling pathway",8,"HCLS1, CCNB2, CDC25C, MAPK13, YWHAH, SFN, PLK1, YWHAG"
"140",995,"CDC25C",914,"HighConf","Novel",NA,6,"YWHAH, SFN, YWHAG, CDC25B, PKN2, PDPK1"
"141",997,"CDC34",826,"MedConf","Novel",NA,2,"IKBKB, RELA"
"142",998,"CDC42",201,"MedConf","Leukocyte transendothelial migration","Regulation of actin cytoskeleton, Leukocyte transendothelial migration, MAPK signaling pathway, Rap1 signaling pathway, Chemokine signaling pathway, AGE-RAGE signaling pathway in diabetic complications, Focal adhesion, Ras signaling pathway, GnRH signaling pathway",71,"NGFR, WIPF2, ABI1, EGFR, ARPC1B, STMN1, BUB1B, ARHGDIB, RAP1A, UBC, RHOB, LAMA5, MIS12, ITGB3BP, CENPH, CENPP, ITSN2, PPP2R5A, GNAI3, SYK, MAP2K6, CTNND1, ARHGEF6, KIF18A, RAB14, GNAO1, KALRN, CXCR4, AGRN, RHOV, RHOF, BIRC5, ITGA1, PFN1, EXOC7, DOCK5, EPS8, CDCA8, PLXNB1, PARD6G, GIT1, ARHGAP5, ARHGAP20, ARHGEF19, ARHGAP15, ARHGAP32, ARHGEF3, ARHGAP9, FMNL2, CD28, SPATA13, MUSK, MAP3K9, DOCK10, RANBP2, PPP2R5E, ACTR2, RANGAP1, PPP2CB, PIK3R3, RPS27A, NUP43, PXN, UBB, MAPKAPK3, MAPK13, ITGB1, CENPO, PLK1, A2M, PARD3"
"143",988,"CDC5L",129,"MedConf","Novel","Spliceosome",42,"PLRG1, LSM6, EFTUD2, HNRNPH1, BCAS2, SF3B6, SRRM1, EIF2S2, SRSF2, PRPF38A, SRSF3, POLR2J, POLR2F, CD2BP2, SNRPD3, PHF5A, SNRPC, TRA2B, LSM4, TOP2A, PPIH, SON, GPKOW, PCF11, PRPF8, PRPF31, YBX1, CCAR1, HNRNPA2B1, PAPOLA, XAB2, DYNC1H1, HNRNPM, PTBP1, SNW1, SF3B2, SF3B1, EAPP, RBM39, NOP2, SRSF1, SFPQ"
"144",55143,"CDCA8",790,"HighConf","Novel",NA,13,"RANBP2, PPP2R5E, SUMO3, PSMA3, RANGAP1, PPP2CB, RAE1, NUP43, UBE2I, CDC42, NUP155, NUP188, PPP2R5A"
"145",1016,"CDH18",856,"MedConf","Novel",NA,2,"CDH5, CTNND1"
"146",1003,"CDH5",196,"MedConf","Leukocyte transendothelial migration","Leukocyte transendothelial migration",5,"PARD3, CTNND1, PARD6G, CDH18, JUP"
"147",51755,"CDK12",298,"MedConf","Novel",NA,5,"ERC1, PYDC1, CCND2, CCND3, IKBKB"
"148",5218,"CDK14",523,"HighConf","Novel",NA,5,"PYDC1, CCND2, CCND3, IKBKB, ERC1"
"149",4680,"CEACAM6",353,"MedConf","Novel",NA,2,"ITGA5, ITGB1"
"150",1052,"CEBPD",625,"MedConf","Novel",NA,3,"G6PC, CREB1, MAX"
"151",64946,"CENPH",323,"MedConf","Novel",NA,7,"PPP2R5A, RANBP2, PPP2R5E, RANGAP1, PPP2CB, NUP43, CDC42"
"152",79172,"CENPO",197,"HighConf","Novel",NA,7,"CDC42, PPP2R5A, RANBP2, PPP2R5E, RANGAP1, PPP2CB, NUP43"
"153",401541,"CENPP",324,"MedConf","Novel",NA,7,"PPP2R5A, RANBP2, PPP2R5E, RANGAP1, PPP2CB, NUP43, CDC42"
"154",22995,"CEP152",773,"MedConf","Novel",NA,6,"DYNC1H1, TUBA4A, DYNC1I2, DYNLL1, YWHAG, TUBA1A"
