"","Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HighScoreGenes","HighScoreGenesNames","MedScoreGenesNames","EnrichScore"
"11","NOD-like receptor signaling pathway",0,0,0.001,166,34,11,"DNM1L, NAMPT, IRF9, TAB2, GBP2, JUN, MYD88, BCL2L1, STAT1, MAP3K7, TLR4","TXNIP, GABARAPL2, ANTXR2, TICAM1, TAB3, PYDC1, IFNA13, IFNA14, IFNA16, IKBKB, IL1B, CXCL8, ITPR3, MEFV, NFKBIB, PLCB4, MAPK13, NLRC4, RELA, NLRX1, GSDMD, RIPK1, NLRP12",0.264
"12","cAMP signaling pathway",0,0,0.002,197,38,11,"CREB1, ADRB2, GRIA3, HTR1A, HTR6, JUN, ATP1B3, PLCE1, GHRL, RAP1A, PIK3R3","RAPGEF3, CREB3, CFTR, CHRM2, GRIN3A, GRIN3B, ADCYAP1R1, CNGA1, DRD2, DRD5, ATP1B4, GNAI3, GRIN2D, HCAR2, MC2R, ATP1A3, ATP1B2, NPY, ATP2B3, PDE3B, PDE4C, PTGER2, RELA, BRAF, CACNA1C, ORAI1, CREB3L1",0.241
"13","Chemokine signaling pathway",0,0,0.002,182,36,9,"CCR8, GNG4, KRAS, PXN, RAP1A, CCL7, STAT1, CXCR4, PIK3R3","CXCL13, CX3CR1, PTK2B, SHC2, GNAI3, GNG3, GNG10, CXCR3, GRK4, GSK3A, IKBKB, CXCL8, NFKBIB, PF4, PLCB4, PARD3, RELA, CCL3, CCL13, CCL15, CCL18, CXCL11, CXCR5, BRAF, XCL2, CDC42",0.224
"14","TNF signaling pathway",0,0,0.002,108,25,10,"DNM1L, CREB1, JAG1, TAB2, ICAM1, JUN, MAP3K7, TNFRSF1A, PIK3R3, CFLAR","CREB3, MAP3K8, ATF6B, CSF2, EDN1, PGAM5, TAB3, IKBKB, IL1B, MAPK13, MAP2K6, RELA, BCL3, RIPK1, CREB3L1",0.316
"15","Leukocyte transendothelial migration",0,0,0.002,107,25,8,"CTNND1, CLDN14, ICAM1, ARHGAP5, PXN, RAP1A, CXCR4, PIK3R3","CDH5, RAPGEF3, CLDN19, PTK2B, CLDN15, GNAI3, MYLPF, ITGAM, ITGB1, CLDN11, MAPK13, MYL7, VCL, JAM3, CLDN6, CLDN2, CDC42",0.277
"16","Thyroid hormone synthesis",0,0,0.002,74,20,4,"CREB1, HSPA5, ATP1B3, HSP90B1","CREB3, CGA, ATF6B, ATP1B4, GPX1, GPX3, ITPR3, ASGR1, ATP1A3, ATP1B2, SLC26A4, PLCB4, SLC5A5, TTR, CREB3L1, PDIA4",0.235
"17","Focal adhesion",0,0,0.003,196,37,11,"COL1A2, ITGB3, JUN, ARHGAP5, PDGFRB, PXN, RAP1A, PIK3R3, MYLK2, CCND2, CCND3","COL4A2, COL4A3, COL6A1, DIAPH1, EGFR, FLT4, PIP5K1C, SHC2, MYLPF, TNC, ITGA1, ITGA5, ITGAV, ITGB1, LAMA4, LAMA5, PDGFRA, PDPK1, MYL7, TNN, BRAF, VCL, CAPN2, TLN2, CAV3, CDC42",0.243
"18","Ras signaling pathway",0,0,0.006,223,40,13,"RASA4, CSF1R, FGF7, FGFR3, GNG4, KRAS, PLCE1, PDGFRB, RAP1A, BCL2L1, PIK3R3, JMJD7-PLA2G4B, RASAL2","EFNA2, EGFR, FGF8, FGF9, FGF10, FGF12, MRAS, RASA3, FLT4, SHC2, PLA2G2D, LAT, GNG3, GNG10, KSR2, PLA2G4D, IKBKB, NGFR, PDGFRA, PLA2G4A, RAB5A, RELA, BRAP, PLA2G6, RAPGEF5, GAB2, CDC42",0.252
"19","Osteoclast differentiation",0,0,0.006,127,27,13,"IRF9, CREB1, CSF1R, CYLD, FHL2, TAB2, ITGB3, JUN, SPI1, STAT1, MAP3K7, TNFRSF1A, PIK3R3","SIRPB1, LILRA5, IKBKB, IL1A, IL1B, PPP3R2, MAPK13, MAP2K6, RELA, SYK, TGFB2, CALCR, TNFRSF11A, GAB2",0.347
"20","AGE-RAGE signaling pathway in diabetic complications",0,0.001,0.016,99,22,9,"COL1A2, EGR1, ICAM1, JUN, KRAS, SMAD4, PLCE1, STAT1, PIK3R3","COL4A2, COL4A3, DIAPH1, AGER, EDN1, IL1A, IL1B, CXCL8, PLCB4, MAPK13, RELA, TGFB2, CDC42",0.316
"21","Relaxin signaling pathway",0,0.001,0.025,130,26,6,"COL1A2, CREB1, GNG4, JUN, KRAS, PIK3R3","CREB3, RLN3, COL4A2, COL4A3, ATF6B, EDN1, EGFR, SHC2, GNA15, GNAI3, GNAO1, GNG3, GNG10, INSL3, PLCB4, MAPK13, ACTA2, RELA, RLN2, CREB3L1",0.215
"22","RIG-I-like receptor signaling pathway",0,0.002,0.035,70,17,3,"CYLD, IL12A, MAP3K7","DDX3X, IFNA13, IFNA14, IFNA16, IKBKB, CXCL8, NFKBIB, OTUD5, MAPK13, RELA, IFIH1, NLRX1, RIPK1, ISG15",0.21
"23","Tight junction",0,0.003,0.062,160,29,7,"ACTR2, MYL6B, CLDN14, JUN, PPP2CB, RAP1A, TUBA1A","CFTR, CLDN19, CLDN15, HCLS1, ITGB1, CLDN11, PCNA, AMOTL2, PARD3, MYH7B, RAP2C, TUBA4A, MYH14, JAM3, PARD6G, YBX3, RUNX1, MPDZ, CLDN6, CLDN2, CRB3, CDC42",0.211
"24","Thyroid hormone signaling pathway",0,0.003,0.07,116,23,10,"RCAN2, SLC16A10, HDAC2, ITGB3, KRAS, ATP1B3, PLCE1, SLC2A1, STAT1, PIK3R3","ATP1B4, SIN3A, ITGAV, MYH6, ATP1A3, ATP1B2, NOTCH4, PDPK1, PLCB4, SLCO1C1, KAT2B, MED14, TBC1D4",0.317
"25","Serotonergic synapse",0,0.004,0.095,111,22,6,"GABRB2, GNG4, HTR1A, HTR6, KRAS, JMJD7-PLA2G4B","RAPGEF3, ALOX5, ALOX15, GABRB3, GNAI3, GNAO1, GNG3, GNG10, PLA2G4D, HTR3A, ITPR3, PLA2G4A, PLCB4, SLC18A2, BRAF, CACNA1C",0.235
"26","Glutamatergic synapse",0,0.005,0.124,113,22,4,"SLC38A3, GNG4, GRIA3, JMJD7-PLA2G4B","GRIN3A, GRIN3B, SLC17A8, GNAI3, GNAO1, GNG3, GNG10, PLA2G4D, GRIN2D, ITPR3, PLA2G4A, PLCB4, PPP3R2, SLC17A6, SLC1A6, CACNA1C, SLC38A1",0.188
"27","Renin secretion",0.001,0.006,0.154,65,15,2,"CREB1, ADRB2","ADCYAP1R1, ACE, AGT, GNAI3, GUCY1B3, ITPR3, PDE3B, PDE1B, PLCB4, PPP3R2, PTGER2, CACNA1C, ORAI1",0.182
"28","Hematopoietic cell lineage",0.001,0.007,0.182,94,19,7,"CSF1R, HLA-DQA2, IL3, IL3RA, ITGB3, THPO, CD14","CSF2, DNTT, EPO, GP1BA, IL1A, IL1B, ITGA1, ITGA5, ITGAM, MME, CD33, CD37",0.285
"29","Notch signaling pathway",0.001,0.007,0.205,47,12,5,"JAG1, DTX1, SNW1, NCSTN, HDAC2","RBPJ, MFNG, NOTCH4, APH1A, MAML2, KAT2B, NUMBL",0.336
"30","Fc gamma R-mediated phagocytosis",0.001,0.007,0.215,88,18,2,"CFL1, PIK3R3","ARPC1B, CFL2, PIP5K1C, LAT, PLA2G4D, ASAP1, PLA2G4A, ASAP3, PTPRC, MARCKSL1, SYK, PLA2G6, ASAP2, GAB2, CDC42",0.158
"31","Protein digestion and absorption",0.001,0.008,0.248,89,18,5,"SLC16A10, COL1A2, COL17A1, ATP1B3, SLC7A7","SLC7A9, COL4A2, COL4A3, COL6A1, COL10A1, CTRB1, ATP1B4, KCNQ1, MEP1A, MME, ATP1A3, ATP1B2, SLC3A2",0.24
"32","Adrenergic signaling in cardiomyocytes",0.001,0.009,0.28,143,25,7,"CREB1, ADRB2, ATP1B3, PPP2CB, PPP2R5E, CACNA2D1, CACNB4","RAPGEF3, CREB3, ATF6B, ATP1B4, GNAI3, KCNE1, KCNQ1, MYH6, ATP1A3, ATP1B2, ATP2B3, PLCB4, PPP2R5A, MAPK13, TNNT2, CACNA1C, CREB3L1, CACNA2D2",0.227
"33","Ether lipid metabolism",0.001,0.01,0.329,43,11,3,"CEPT1, LPCAT4, JMJD7-PLA2G4B","ENPP6, PLA2G2D, PLA2G4D, PAFAH1B3, PAFAH2, PLA2G4A, PLA2G6",0.264
"34","Insulin secretion",0.001,0.01,0.336,84,17,3,"CREB1, ATP1B3, SLC2A1","CREB3, ADCYAP1R1, ATF6B, ATP1B4, GNA11, ITPR3, KCNJ11, KCNN1, ATP1A3, ATP1B2, PLCB4, STX1A, CACNA1C, CREB3L1",0.189
"35","Mitophagy - animal",0.001,0.01,0.343,63,14,6,"CSNK2A2, JUN, KRAS, BCL2L1, SP1, UBB","GABARAPL2, PGAM5, MRAS, ATG9B, PARK2, RELA, TBC1D15, USP30",0.325
"36","Aldosterone-regulated sodium reabsorption",0.001,0.01,0.344,37,10,3,"KRAS, ATP1B3, PIK3R3","ATP1B4, SFN, ATP1A3, ATP1B2, PDPK1, SCNN1A, SCNN1G",0.285
"37","cGMP-PKG signaling pathway",0.002,0.01,0.38,162,27,5,"CREB1, ADORA3, ADRB2, ATP1B3, MYLK2","CREB3, CNGA1, ATF6B, ATP1B4, GNA11, GNAI3, GUCY1B3, ITPR3, ATP1A3, ATP1B2, ATP2A1, ATP2B3, PDE3B, PLCB4, PPP3R2, BDKRB2, TRPC6, CACNA1C, PDE5A, CREB3L1, GTF2IRD1",0.176
"38","Jak-STAT signaling pathway",0.002,0.011,0.419,155,26,10,"IRF9, IL3, IL3RA, IL12A, BCL2L1, STAT1, THPO, PIK3R3, CCND2, CCND3","CNTFR, CSF2, EPO, GH2, IL19, IFNA13, IFNA14, IFNA16, IL12RB2, IL21R, IL22, PRL, PTPN2, PTPN6, SOCS2, IL27RA",0.276
"39","Calcium signaling pathway",0.002,0.012,0.483,181,29,7,"ADRB2, HTR6, PLCE1, PDGFRB, TACR1, MYLK2, ORAI3","CHRM2, DRD5, EGFR, PTK2B, GNA11, GNA15, GRIN2D, HRH2, ITPR3, ATP2A1, ATP2B3, PDE1B, PDGFRA, PHKB, PLCB4, AVPR1A, PPP3R2, BDKRB1, BDKRB2, TACR3, CACNA1C, ORAI1",0.201
"40","T cell receptor signaling pathway",0.002,0.013,0.505,102,19,5,"JUN, KRAS, NFKBIE, MAP3K7, PIK3R3","MAP3K8, CSF2, LAT, IKBKB, NFKBIB, PDPK1, PPP3R2, MAPK13, PTPN6, PTPRC, RELA, CARD11, CD28, CDC42",0.225
"41","Sphingolipid signaling pathway",0.002,0.013,0.543,118,21,9,"SGPP2, ADORA3, KRAS, ASAH1, PPP2CB, PPP2R5E, TNFRSF1A, PIK3R3, SGPL1","CTSD, CERS3, GNAI3, PDPK1, PLCB4, PPP2R5A, MAPK13, RELA, BDKRB2, SMPD2, S1PR2, GAB2",0.303
"42","Long-term depression",0.002,0.013,0.547,59,13,4,"GRIA3, KRAS, PPP2CB, JMJD7-PLA2G4B","GNA11, GNAI3, GNAO1, PLA2G4D, GUCY1B3, ITPR3, PLA2G4A, PLCB4, BRAF",0.264
"43","Fc epsilon RI signaling pathway",0.002,0.013,0.55,66,14,4,"IL3, KRAS, PIK3R3, JMJD7-PLA2G4B","CSF2, ALOX5, LAT, PLA2G4D, PDPK1, PLA2G4A, MAPK13, MAP2K6, SYK, GAB2",0.249
"44","Phospholipase D signaling pathway",0.003,0.015,0.68,144,24,4,"KRAS, PDGFRB, PIK3R3, JMJD7-PLA2G4B","RAPGEF3, DNM1, EGFR, PTK2B, MRAS, PIP5K1C, SHC2, PLA2G4D, LPAR4, CXCL8, PDGFRA, PLA2G4A, PLCB4, AVPR1A, SYK, DGKZ, DGKE, CYTH1, GAB2",0.167
"45","Apoptosis",0.003,0.015,0.682,136,23,11,"EIF2S1, IL3, IL3RA, JUN, KRAS, PMAIP1, BCL2L1, TNFRSF1A, TUBA1A, PIK3R3, CFLAR","PARP1, CTSD, ENDOG, BIRC5, IKBKB, ITPR3, PDPK1, DIABLO, RELA, TUBA4A, CAPN2, RIPK1",0.324
"46","GnRH signaling pathway",0.003,0.018,0.826,91,17,3,"JUN, KRAS, JMJD7-PLA2G4B","CGA, EGFR, PTK2B, GNA11, GNRH2, PLA2G4D, ITPR3, MAP3K3, PLA2G4A, PLCB4, MAPK13, MAP2K6, CACNA1C, CDC42",0.182
"47","Dopaminergic synapse",0.003,0.018,0.828,130,22,5,"CREB1, GNG4, GRIA3, PPP2CB, PPP2R5E","CREB3, ATF6B, DRD2, DRD5, GNAI3, GNAO1, GNG3, GNG10, GSK3A, ITPR3, PLCB4, PPP2R5A, MAPK13, SLC6A3, SLC18A2, CACNA1C, CREB3L1",0.198
"48","Proximal tubule bicarbonate reclamation",0.003,0.018,0.87,23,7,3,"SLC38A3, ATP1B3, CA4","SLC25A10, ATP1B4, ATP1A3, ATP1B2",0.366
"49","Th17 cell differentiation",0.004,0.018,0.888,107,19,5,"HLA-DQA2, JUN, SMAD4, NFKBIE, STAT1","GATA3, LAT, IKBKB, IL1B, IL17A, NFKBIB, IL21R, IL22, PPP3R2, MAPK13, RELA, RORA, RUNX1, IL27RA",0.22
"50","ECM-receptor interaction",0.005,0.024,1,79,15,3,"COL1A2, ITGB3, AGRN","COL4A2, COL4A3, COL6A1, GP1BA, TNC, ITGA1, ITGA5, ITGAV, ITGB1, LAMA4, LAMA5, TNN",0.195
"51","Lysine degradation",0.006,0.027,1,58,12,6,"EHMT2, ALDH3A2, SUV39H1, SUV39H2, EHMT1, PLOD3","EZH1, ALDH2, HADHA, ASH1L, SETMAR",0.353
"52","Necroptosis",0.006,0.03,1,162,25,8,"DNM1L, IRF9, CYLD, STAT1, TLR4, TNFRSF1A, JMJD7-PLA2G4B, CFLAR","PARP1, TICAM1, PGAM5, ALOX15, CHMP2A, PLA2G4D, IFNA13, IFNA14, IFNA16, IL1A, IL1B, PLA2G4A, H2AFY2, EIF2AK2, PYGM, CAPN2, RIPK1",0.237
"53","Platelet activation",0.007,0.031,1,121,20,6,"COL1A2, ITGB3, RAP1A, PIK3R3, MYLK2, JMJD7-PLA2G4B","FGA, GNAI3, GP1BA, PLA2G4D, GUCY1B3, ITGB1, ITPR3, PLA2G4A, PLCB4, MAPK13, PTGIR, SYK, TLN2, ORAI1",0.233
"54","Aldosterone synthesis and secretion",0.007,0.032,1,82,15,1,"CREB1","CREB3, ATF6B, CYP21A2, GNA11, NR4A1, ITPR3, LDLR, MC2R, PLCB4, PRKD1, CAMK1D, CACNA1C, ORAI1, CREB3L1",0.125
"55","Other types of O-glycan biosynthesis",0.007,0.033,1,20,6,2,"POFUT1, PLOD3","MFNG, OGT, B4GALT3",0.317
"56","Th1 and Th2 cell differentiation",0.009,0.039,1,92,16,6,"JAG1, HLA-DQA2, IL12A, JUN, NFKBIE, STAT1","GATA3, LAT, RBPJ, IKBKB, IL12RB2, NFKBIB, PPP3R2, MAPK13, RELA, MAML2",0.274
"57","Endocrine and other factor-regulated calcium reabsorption",0.009,0.039,1,47,10,1,"ATP1B3","CLTA, CLTC, DNM1, ATP1B4, ATP1A3, ATP1B2, PLCB4, TRPV5, BDKRB2",0.156
"58","mRNA surveillance pathway",0.011,0.046,1,86,15,6,"NXF1, ACIN1, PCF11, PPP2CB, PPP2R5E, RBM8A","SRRM1, SAP18, PAPOLA, PABPC5, SSU72, NXT1, PABPC1L2A, PPP2R5A, PABPC4",0.287
"59","Cholinergic synapse",0.013,0.053,1,112,18,5,"CHRNA4, CREB1, GNG4, KRAS, PIK3R3","CREB3, CHRM2, CHRNB4, GNA11, GNAI3, GNAO1, GNG3, GNG10, ITPR3, KCNQ1, PLCB4, CACNA1C, CREB3L1",0.219
"60","Cardiac muscle contraction",0.013,0.053,1,72,13,4,"COX6B2, ATP1B3, CACNA2D1, CACNB4","COX4I1, ATP1B4, MYH6, ATP1A3, ATP1B2, TNNT2, CACNA1C, COX4I2, CACNA2D2",0.244
"61","VEGF signaling pathway",0.015,0.061,1,58,11,4,"KRAS, PXN, PIK3R3, JMJD7-PLA2G4B","SHC2, PLA2G4D, PLA2G4A, PPP3R2, MAPK13, MAPKAPK3, CDC42",0.277
"62","Estrogen signaling pathway",0.016,0.063,1,98,16,6,"CREB1, JUN, KRAS, SP1, HSP90B1, PIK3R3","CREB3, ATF6B, EGFR, SHC2, GNAI3, GNAO1, ITPR3, OPRM1, PLCB4, CREB3L1",0.269
"63","IL-17 signaling pathway",0.016,0.063,1,90,15,7,"TAB2, JUN, S100A8, CCL7, SRSF1, MAP3K7, HSP90B1","CSF2, TAB3, IKBKB, IL1B, CXCL8, IL17A, MAPK13, RELA",0.317
"64","Cellular senescence",0.017,0.066,1,158,23,8,"LIN9, KRAS, MYBL2, ATR, KIR2DL5A, PIK3R3, CCND2, CCND3","E2F3, MRAS, IGFBP3, IL1A, CXCL8, ITPR3, PPP3R2, MAPK13, MAP2K6, RELA, TGFB2, CAPN2, CCNE1, CCNB2, LIN52",0.247
"65","Natural killer cell mediated cytotoxicity",0.017,0.066,1,124,19,5,"ICAM1, KRAS, KIR2DL5A, ULBP1, PIK3R3","CSF2, PTK2B, SHC2, NCR3, LAT, IFNA13, IFNA14, IFNA16, RAET1G, KIR2DS3, PPP3R2, PTPN6, BRAF, SYK",0.208
"66","Autophagy - animal",0.019,0.071,1,125,19,9,"EIF2S1, WIPI2, KRAS, STX17, PPP2CB, BCL2L1, MAP3K7, PIK3R3, CFLAR","RRAGA, GABARAPL2, CTSD, MRAS, ATG9B, LAMP1, SH3GLB1, PDPK1, WIPI1, ATG13",0.313
"67","Neurotrophin signaling pathway",0.023,0.085,1,119,18,5,"JUN, KRAS, NFKBIE, RAP1A, PIK3R3","SHC2, IKBKB, IRAK1, ARHGDIB, MAP3K3, NFKBIB, NGFR, PDPK1, MAPK13, RELA, BRAF, CDC42",0.215
"68","Apoptosis - multiple species",0.023,0.085,1,32,7,4,"BIRC8, PMAIP1, BCL2L1, TNFRSF1A","BIRC5, NGFR, DIABLO",0.395
"69","Inflammatory mediator regulation of TRP channels",0.028,0.099,1,96,15,2,"PIK3R3, JMJD7-PLA2G4B","PLA2G4D, IL1B, ITPR3, ASIC2, PLA2G4A, PLCB4, MAPK13, MAP2K6, PTGER2, BDKRB1, BDKRB2, TRPM8, PLA2G6",0.145
"70","Insulin resistance",0.031,0.111,1,106,16,5,"CREB1, GYS2, SLC2A1, TNFRSF1A, PIK3R3","CREB3, G6PC, ACACB, IKBKB, MLXIPL, PDPK1, PYGM, RELA, OGT, CREB3L1, TBC1D4",0.232
"71","Linoleic acid metabolism",0.032,0.113,1,27,6,1,"JMJD7-PLA2G4B","ALOX15, PLA2G2D, PLA2G4D, PLA2G4A, PLA2G6",0.194
"72","Carbohydrate digestion and absorption",0.034,0.119,1,42,8,3,"ATP1B3, TAS1R2, PIK3R3","ATP1B4, G6PC, HK2, ATP1A3, ATP1B2",0.283
