"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all"
"63","52717","Anapc16",949,"MedConf","Novel",NA,34,"Anapc5, Rela, Cdkn1a, Ehmt2, Nfkb1, Psmb6, Psmb8, Psmb7, Psma7, Psma1, Psmb10, Psma4, Psma5, Psmb3, Psma2, Cebpb, Anapc2, Psmd4, Rbx1, Ube2e1, Rnf7, Psmb4, Psmc6, Psmc3, Psmc1, Anapc11, Psmb1, Psmd7, Bub3, Psmd3, Psmd2, Cdc26, Psmd11, Psme1"
"64","99152","Anapc2",222,"MedConf","Novel","Oocyte meiosis, Ubiquitin mediated proteolysis, Cell cycle",39,"Psmd4, Ppp3ca, Phc2, Rbx1, Ube2e1, Rnf7, Psmb4, Psmc6, Psmc3, Psmc1, Rnf4, Anapc11, Psmb1, Psmd7, Bub3, Psmd3, Psmd2, Cdc26, Psmd11, Psme1, Aurkaip1, Anapc16, Anapc5, Rela, Cdkn1a, Ehmt2, Nfkb1, Psmb6, Psmb8, Psmb7, Psma7, Psma1, Psmb10, Psma4, Psma5, Psmb3, Psma2, Rnf2, Cebpb"
"65","59008","Anapc5",1382,"MedConf","Novel","Oocyte meiosis, Ubiquitin mediated proteolysis, Cell cycle",39,"Rela, Cdkn1a, Ehmt2, Nfkb1, Psmb6, Psmb8, Psmb7, Psma7, Psma1, Psmb10, Psma4, Psma5, Psmb3, Psma2, Rnf2, Cebpb, Anapc2, Psmd4, Ppp3ca, Phc2, Rbx1, Ube2e1, Rnf7, Psmb4, Psmc6, Psmc3, Psmc1, Rnf4, Anapc11, Psmb1, Psmd7, Bub3, Psmd3, Psmd2, Cdc26, Psmd11, Psme1, Aurkaip1, Anapc16"
"66","11737","Anp32a",378,"MedConf","Novel",NA,2,"Xpo1, Hdac2"
"67","66471","Anp32e",1396,"MedConf","Novel",NA,1,"Ruvbl1"
"68","12306","Anxa2",116,"MedConf","Novel",NA,3,"Sumo1, Plg, Rps27a"
"69","71724","Aox3",782,"MedConf","Novel","Valine, leucine and isoleucine degradation",15,"Abat, Acadm, Cyp2a5, Cyp26b1, Aldh1a1, Dhrs3, Aldh2, Cyp3a11, Adh1, Adh5, Hadh, Hibadh, Pccb, Ugt2b5, Ugt1a1"
"70","11764","Ap1b1",113,"MedConf","Novel","Lysosome",22,"Arf1, Dnm2, Snx9, Snapin, Cltc, Dtnbp1, Clta, Cd74, Ctsz, M6pr, Picalm, Tgoln1, Cpd, Snx5, Pum1, Snx2, Yipf6, Gns, Rab5c, Ap1s2, Hspa8, Arrb1"
"71","108012","Ap1s2",1383,"MedConf","Novel","Lysosome",1,"Ap1b1"
"72","11772","Ap2a2",119,"MedConf","Endocytosis","Endocytosis, Synaptic vesicle cycle, Endocrine and other factor-regulated calcium reabsorption",39,"Dnm2, Cbl, Grb2, Snx9, Arf6, Bin1, Cltc, Ap2m1, Epn1, Ubqln2, Itsn1, Vamp3, Wasl, Actr2, Clta, Arpc2, Arpc3, Apob, Trf, Cd74, Dpysl2, Scarb2, M6pr, Arpc1a, Picalm, Tgoln1, Fcho2, Hip1, Fnbp1, Mapk1, Actr3, Arpc5, Cttn, Numb, Hspa8, Arrb1, Arrb2, Ap2s1, Eps15"
"73","11773","Ap2m1",324,"MedConf","Endocytosis","Endocytosis, Synaptic vesicle cycle, Endocrine and other factor-regulated calcium reabsorption",39,"Epn1, Ubqln2, Itsn1, Vamp3, Wasl, Myo6, Actr2, Clta, Arpc2, Arpc3, Apob, Trf, Cd74, Scarb2, M6pr, Arpc1a, Picalm, Tgoln1, Fcho2, Hip1, Fnbp1, Mapk1, Actr3, Arpc5, Cttn, Hspa8, Gja1, Arrb1, Arrb2, Ap2s1, Eps15, Ap2a2, Dnm2, Cbl, Grb2, Snx9, Arf6, Bin1, Cltc"
"74","232910","Ap2s1",103,"MedConf","Endocytosis","Endocytosis, Synaptic vesicle cycle, Endocrine and other factor-regulated calcium reabsorption",47,"Eps15, Ap2a2, Dnm2, Cbl, Dab2, Grb2, Snx9, Arf6, Bin1, Cltc, Ap2m1, Epn1, Ubqln2, Itsn1, Vamp3, Wasl, Actr2, Clta, Arpc2, Arpc3, Copb2, Cope, Copa, Apob, Scyl1, Trf, Cd74, Scarb2, M6pr, Arpc1a, Picalm, Tgoln1, Synj1, Fcho2, Hip1, Fnbp1, Tmed3, Pank1, Necap2, Aftph, Mapk1, Actr3, Arpc5, Cttn, Hspa8, Arrb1, Arrb2"
"75","11789","Apc",338,"MedConf","Novel","Regulation of actin cytoskeleton, Wnt signaling pathway, Hippo signaling pathway",9,"Csnk1a1, Tbl1x, Scrib, Ctnnb1, Ctnna1, Pxn, Cacybp, Gsk3b, Dlg1"
"76","11804","Aplp2",973,"MedConf","Novel",NA,1,"Cd36"
"77","11806","Apoa1",383,"MedConf","Novel","PPAR signaling pathway",19,"Apob, Abca1, Alb, Sdc4, P4hb, Gpihbp1, Sdc3, Apoa5, Apoc3, Cd36, Apoa2, Abca7, Hp, Scarb1, Nde1, Calr, Hsp90b1, Hspg2, Pafah1b1"
"78","11807","Apoa2",1451,"MedConf","Novel","PPAR signaling pathway",9,"Hspg2, Apoa1, Apob, Sdc4, P4hb, Gpihbp1, Sdc3, Apoa5, Apoc3"
"79","66113","Apoa5",1030,"MedConf","Novel","PPAR signaling pathway",3,"Apoa2, Apoa1, Apob"
"80","238055","Apob",553,"MedConf","Novel",NA,37,"Trf, Plg, Scarb2, M6pr, Arpc1a, P4hb, Apoa5, Apoc3, Cd36, Apoa2, Scarb1, Actr3, Arpc5, Cttn, Hspa8, Arrb1, Arrb2, Ap2s1, Eps15, Ap2a2, Dnm2, Cbl, Calr, Hsp90b1, Grb2, Bin1, Cltc, Ap2m1, Epn1, Apoa1, Ubqln2, Vamp3, Wasl, Actr2, Clta, Arpc2, Arpc3"
"81","11814","Apoc3",1031,"MedConf","Novel","PPAR signaling pathway",3,"Apoa2, Apoa1, Apob"
"82","11818","Apoh",1301,"MedConf","Novel",NA,14,"Actn4, Clu, Tmsb4x, Aldoa, Plg, Kng1, Pros1, Alb, F8, Gas6, Fgg, Fgb, Serpinf2, Fga"
"83","11820","App",88,"MedConf","Novel",NA,41,"Nfkb1, Dnm2, Calr, Dab2, Pik3ca, Cyfip1, Gnaq, Clu, Gnb1, Slc40a1, Tmsb4x, Aldoa, S1pr1, Capza2, Hc, F2, Gnai2, Gna11, Cxcl16, Ccl6, Plg, Ednrb, Kng1, C3, Ccl5, Cxcl10, Pros1, Alb, F8, Gas6, Fgg, Fgb, Serpinf2, Lpar6, Fga, F2r, P2ry1, Cxcl9, Rela, Numb, Actn4"
"84","72993","Appl1",1502,"MedConf","Novel","Longevity regulating pathway",2,"Adipor1, Adipor2"
"85","69710","Arap1",85,"MedConf","Endocytosis","Endocytosis",10,"Rac1, Cdc42, Rhoq, Rhog, Rhoj, Rac2, Rhoc, Dysf, Rhob, S100a10"
"86","106952","Arap3",1359,"MedConf","Endocytosis","Endocytosis, Rap1 signaling pathway, cAMP signaling pathway",11,"Rhob, Rac1, Cdc42, Rhoa, Rhoq, Rap1b, Rhog, Rhoj, Rac2, Rhoc, Rap1a"
"87","213827","Arcn1",560,"MedConf","Novel",NA,8,"Dctn4, Dynll2, Cd55, Cd59a, Dync1i2, Dynll1, Dctn2, Dync1h1"
"88","11840","Arf1",118,"MedConf","Endocytosis","Endocytosis, Phospholipase D signaling pathway",21,"Dnm2, Snx9, Arf6, Snapin, Cltc, Clta, Cd74, Ctsz, M6pr, Picalm, Tgoln1, Cpd, Snx5, Snx2, Yipf6, Gns, Rab5c, Cyth2, Arrb1, Cyth3, Ap1b1"
"89","11843","Arf4",309,"MedConf","Novel",NA,11,"Dync1h1, Asap1, Rab11fip3, Rab11a, Dctn4, Dynll2, Cd55, Cd59a, Dync1i2, Dynll1, Dctn2"
"90","11845","Arf6",290,"MedConf","Endocytosis","Endocytosis, Fc gamma R-mediated phagocytosis, Ras signaling pathway, Phospholipase D signaling pathway",14,"Cltc, Ap2m1, Pip5k1c, Asap1, Itsn1, Ralbp1, Clta, Fcho2, Rac1, Ap2s1, Eps15, Arf1, Ap2a2, Spag9"
"91","11846","Arg1",1043,"MedConf","Novel","Arginine biosynthesis, Biosynthesis of amino acids",5,"Oat, Nos3, Asl, Gatm, Otc"
"92","70497","Arhgap17",536,"MedConf","Novel","Tight junction",9,"Rhog, Rhoj, Rac2, Rhoc, Rhob, Rac1, Cdc42, Fyn, Rhoq"
"93","58996","Arhgap23",478,"MedConf","Novel",NA,5,"Rhoq, Rac2, Rac1, Cdc42, Ntn4"
"94","214137","Arhgap29",1361,"MedConf","Novel",NA,4,"Rac1, Cdc42, Rhoq, Rac2"
"95","12549","Arhgap31",661,"MedConf","Novel",NA,4,"Rac2, Rac1, Cdc42, Rhoq"
"96","11855","Arhgap5",1429,"MedConf","Novel","Focal adhesion, Leukocyte transendothelial migration",1,"Rhoa"
"97","192662","Arhgdia",402,"MedConf","Novel","Vasopressin-regulated water reabsorption, Neurotrophin signaling pathway",15,"Rhoq, Rhog, Rhoj, Gdi1, Prkacb, Rac2, Arhgdib, Rhoc, Rtn4, Prkaca, Rhob, Rac1, Cdc42, Rhoa, Gdi2"
"98","11857","Arhgdib",730,"MedConf","Novel","Vasopressin-regulated water reabsorption, Neurotrophin signaling pathway",14,"Rhoc, Prkaca, Rhob, Rac1, Cdc42, Rhoa, Gdi2, Arhgdia, Rhoq, Rhog, Rhoj, Gdi1, Prkacb, Rac2"
"99","16801","Arhgef1",591,"MedConf","Novel","Regulation of actin cytoskeleton, Platelet activation, Vascular smooth muscle contraction",5,"Arhgef12, Gna12, Cd44, Rhoa, Arhgef7"
"100","69632","Arhgef12",658,"MedConf","Novel","Regulation of actin cytoskeleton, Platelet activation, Axon guidance, Vascular smooth muscle contraction",15,"Gna12, Rac2, Rhoc, Cd44, Rhob, Rac1, Cdc42, Rhoa, Rock1, Arhgef7, Gnb1, Rhoq, Arhgef1, Rhog, Rhoj"
"101","16800","Arhgef2",396,"MedConf","Novel","Tight junction",9,"Asap1, Rhoq, Rhog, Rhoj, Rac2, Rhoc, Rhob, Rac1, Cdc42"
"102","71704","Arhgef3",1362,"MedConf","Novel",NA,4,"Rac1, Cdc42, Rhoq, Rac2"
"103","54126","Arhgef7",361,"MedConf","Novel","Regulation of actin cytoskeleton",19,"Rhoq, Arhgef1, Rhog, Rhoj, Arhgef12, Pak2, Rac2, Ephb4, Rhoc, Ywhab, Pxn, Rhob, Efnb1, Rac1, Cdc42, Cbl, Git1, Itch, Fyn"
"104","93760","Arid1a",92,"MedConf","Novel",NA,3,"Ccnd1, Ubb, Cdk4"
"105","239985","Arid1b",1158,"MedConf","Novel",NA,2,"Cdk4, Ccnd1"
"106","77044","Arid2",1313,"MedConf","Novel",NA,2,"Cdk4, Ccnd1"
"107","23806","Arih1",1258,"MedConf","Novel",NA,5,"Mapk3, Ube2e1, Ube2l3, Flnb, Eif4e2"
