"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Autophagy - animal",0.191,1,1,123,3,"PPP2CA, AMBRA1, ATG4C"
"Pantothenate and CoA biosynthesis",0.199,1,1,18,1,"DPYD"
"RIG-I-like receptor signaling pathway",0.202,1,1,68,2,"CASP8, FADD"
"Biosynthesis of unsaturated fatty acids",0.209,1,1,19,1,"BAAT"
"Steroid biosynthesis",0.219,1,1,20,1,"FDFT1"
"Arginine biosynthesis",0.219,1,1,20,1,"GLS2"
"PPAR signaling pathway",0.22,1,1,72,2,"CYP8B1, GK2"
"Protein export",0.238,1,1,22,1,"SRP68"
"Proximal tubule bicarbonate reclamation",0.247,1,1,23,1,"GLS2"
"Non-alcoholic fatty liver disease (NAFLD)",0.258,1,1,144,3,"FAS, ADIPOR2, CASP8"
"Folate biosynthesis",0.265,1,1,25,1,"MOCOS"
"Pentose and glucuronate interconversions",0.265,1,1,25,1,"SORD"
"mRNA surveillance pathway",0.279,1,1,85,2,"SAP18, PPP2CA"
"Insulin secretion",0.279,1,1,85,2,"ADCYAP1R1, GPR119"
"Hippo signaling pathway - multiple species",0.292,1,1,28,1,"LIMD1"
"Circadian rhythm",0.309,1,1,30,1,"CLOCK"
"beta-Alanine metabolism",0.318,1,1,31,1,"DPYD"
"Endocytosis",0.319,1,1,233,4,"CHMP4B, GRK6, ASAP1, ARAP3"
"Inflammatory mediator regulation of TRP channels",0.329,1,1,96,2,"TRPV2, TRPA1"
"Circadian entrainment",0.329,1,1,96,2,"ADCYAP1R1, RYR1"
"Tryptophan metabolism",0.351,1,1,35,1,"CYP1A1"
"Alanine, aspartate and glutamate metabolism",0.351,1,1,35,1,"GLS2"
"Pyrimidine metabolism",0.352,1,1,101,2,"DPYD, RRM2B"
"Toll-like receptor signaling pathway",0.356,1,1,102,2,"CASP8, FADD"
"Drug metabolism - other enzymes",0.382,1,1,39,1,"DPYD"
"Ferroptosis",0.39,1,1,40,1,"GPX4"
"Type I diabetes mellitus",0.397,1,1,41,1,"FAS"
"ABC transporters",0.419,1,1,44,1,"TAP1"
"Proteasome",0.419,1,1,44,1,"PSME4"
"Cysteine and methionine metabolism",0.419,1,1,44,1,"AHCYL1"
"Hedgehog signaling pathway",0.419,1,1,44,1,"BOC"
"AMPK signaling pathway",0.426,1,1,118,2,"PPP2CA, ADIPOR2"
"Oocyte meiosis",0.426,1,1,118,2,"FBXO5, PPP2CA"
"Intestinal immune network for IgA production",0.427,1,1,45,1,"AICDA"
"Platelet activation",0.443,1,1,122,2,"RASGRP2, VWF"
"N-Glycan biosynthesis",0.448,1,1,48,1,"MAN1A2"
"Notch signaling pathway",0.448,1,1,48,1,"CREBBP"
"Ovarian steroidogenesis",0.454,1,1,49,1,"CYP1A1"
"Mineral absorption",0.461,1,1,50,1,"HMOX2"
"Dopaminergic synapse",0.467,1,1,128,2,"PPP2CA, CLOCK"
"Regulation of actin cytoskeleton",0.477,1,1,210,3,"CHRM2, SPATA13, SSH3"
"Glycerolipid metabolism",0.481,1,1,53,1,"GK2"
"Lysine degradation",0.487,1,1,54,1,"SETD1A"
"Signaling pathways regulating pluripotency of stem cells",0.511,1,1,139,2,"HOXB1, POU5F1B"
"Arachidonic acid metabolism",0.524,1,1,60,1,"GGT1"
"Mitophagy - animal",0.53,1,1,61,1,"AMBRA1"
"Cytosolic DNA-sensing pathway",0.536,1,1,62,1,"IL18"
"Synaptic vesicle cycle",0.541,1,1,63,1,"UNC13C"
"Metabolism of xenobiotics by cytochrome P450",0.553,1,1,65,1,"CYP1A1"
"Renin secretion",0.553,1,1,65,1,"ADCYAP1R1"
"Oxytocin signaling pathway",0.556,1,1,151,2,"CAMK1D, RYR1"
"Hippo signaling pathway",0.556,1,1,151,2,"PPP2CA, LIMD1"
"Olfactory transduction",0.563,1,1,407,5,"OR5B17, OR2K2, OR2A12, OR10G4, OR6A2"
"Adherens junction",0.564,1,1,67,1,"CREBBP"
"Long-term potentiation",0.564,1,1,67,1,"CREBBP"
"Antigen processing and presentation",0.569,1,1,68,1,"TAP1"
"Adipocytokine signaling pathway",0.574,1,1,69,1,"ADIPOR2"
"Protein processing in endoplasmic reticulum",0.584,1,1,159,2,"MAN1A2, BAK1"
"Bile secretion",0.585,1,1,71,1,"BAAT"
"RNA transport",0.591,1,1,161,2,"SAP18, EIF4G1"
"Tight junction",0.611,1,1,167,2,"PPP2CA, CLDN6"
"Complement and coagulation cascades",0.624,1,1,79,1,"VWF"
"Axon guidance",0.627,1,1,172,2,"SSH3, BOC"
"Cytokine-cytokine receptor interaction",0.631,1,1,263,3,"IL17C, FAS, IL18"
"ECM-receptor interaction",0.638,1,1,82,1,"VWF"
"Aldosterone synthesis and secretion",0.638,1,1,82,1,"CAMK1D"
"Chemokine signaling pathway",0.655,1,1,181,2,"RASGRP2, GRK6"
"Neuroactive ligand-receptor interaction",0.659,1,1,274,3,"CHRM2, ADCYAP1R1, RXFP1"
"Fc gamma R-mediated phagocytosis",0.66,1,1,87,1,"ASAP1"
"GABAergic synapse",0.66,1,1,87,1,"GLS2"
"Longevity regulating pathway",0.664,1,1,88,1,"ADIPOR2"
"Salivary secretion",0.672,1,1,90,1,"MUC7"
"HIF-1 signaling pathway",0.7,1,1,97,1,"CREBBP"
"Glucagon signaling pathway",0.711,1,1,100,1,"CREBBP"
"Melanogenesis",0.715,1,1,101,1,"CREBBP"
"Rap1 signaling pathway",0.726,1,1,207,2,"RASGRP2, ARAP3"
"Glutamatergic synapse",0.742,1,1,109,1,"GLS2"
"Leukocyte transendothelial migration",0.745,1,1,110,1,"CLDN6"
"Serotonergic synapse",0.748,1,1,111,1,"SLC6A4"
"Cholinergic synapse",0.751,1,1,112,1,"CHRM2"
"Sphingolipid signaling pathway",0.763,1,1,116,1,"PPP2CA"
"Thyroid hormone signaling pathway",0.763,1,1,116,1,"CREBBP"
"Cell cycle",0.786,1,1,124,1,"CREBBP"
"PI3K-Akt signaling pathway",0.789,1,1,337,3,"CHRM2, PPP2CA, VWF"
"Natural killer cell mediated cytotoxicity",0.789,1,1,125,1,"FAS"
"Relaxin signaling pathway",0.799,1,1,129,1,"RXFP1"
"FoxO signaling pathway",0.802,1,1,130,1,"CREBBP"
"Ubiquitin mediated proteolysis",0.811,1,1,134,1,"HERC2"
"Apelin signaling pathway",0.814,1,1,135,1,"RYR1"
"Cell adhesion molecules (CAMs)",0.818,1,1,137,1,"CLDN6"
"MAPK signaling pathway",0.822,1,1,253,2,"RASGRP2, FAS"
"Adrenergic signaling in cardiomyocytes",0.829,1,1,142,1,"PPP2CA"
"Wnt signaling pathway",0.829,1,1,142,1,"CREBBP"
"Phagosome",0.838,1,1,146,1,"TAP1"
"Jak-STAT signaling pathway",0.85,1,1,152,1,"CREBBP"
"Purine metabolism",0.88,1,1,170,1,"RRM2B"
"Focal adhesion",0.914,1,1,196,1,"VWF"
"Ras signaling pathway",0.937,1,1,221,1,"RASGRP2"
"Caffeine metabolism",1,1,1,5,0,""
"EGFR tyrosine kinase inhibitor resistance",1,1,1,79,0,""
"Endocrine resistance",1,1,1,95,0,""
"ErbB signaling pathway",1,1,1,84,0,""
"cGMP-PKG signaling pathway",1,1,1,161,0,""
"Phospholipase D signaling pathway",1,1,1,140,0,""
"mTOR signaling pathway",1,1,1,150,0,""
"Longevity regulating pathway - multiple species",1,1,1,62,0,""
"Cellular senescence",1,1,1,155,0,""
"VEGF signaling pathway",1,1,1,58,0,""
"Osteoclast differentiation",1,1,1,125,0,""
"T cell receptor signaling pathway",1,1,1,100,0,""
"B cell receptor signaling pathway",1,1,1,70,0,""
"Fc epsilon RI signaling pathway",1,1,1,66,0,""
"Neurotrophin signaling pathway",1,1,1,118,0,""
"Insulin signaling pathway",1,1,1,138,0,""
"Progesterone-mediated oocyte maturation",1,1,1,94,0,""
"Estrogen signaling pathway",1,1,1,98,0,""
"Prolactin signaling pathway",1,1,1,70,0,""
"Regulation of lipolysis in adipocytes",1,1,1,54,0,""
"Insulin resistance",1,1,1,106,0,""
"AGE-RAGE signaling pathway in diabetic complications",1,1,1,97,0,""
"Carbohydrate digestion and absorption",1,1,1,43,0,""
"Protein digestion and absorption",1,1,1,88,0,""
"Hematopoietic cell lineage",1,1,1,91,0,""
"Glycerophospholipid metabolism",1,1,1,87,0,""
"Ether lipid metabolism",1,1,1,39,0,""
"Linoleic acid metabolism",1,1,1,27,0,""
"alpha-Linolenic acid metabolism",1,1,1,23,0,""
"Vascular smooth muscle contraction",1,1,1,119,0,""
"GnRH signaling pathway",1,1,1,91,0,""
"Taste transduction",1,1,1,82,0,""
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",1,1,1,25,0,""
"Base excision repair",1,1,1,33,0,""
"Nicotinate and nicotinamide metabolism",1,1,1,28,0,""
"Ribosome",1,1,1,133,0,""
"One carbon pool by folate",1,1,1,19,0,""
"Mucin type O-glycan biosynthesis",1,1,1,30,0,""
"Lysosome",1,1,1,123,0,""
"Oxidative phosphorylation",1,1,1,120,0,""
"Retrograde endocannabinoid signaling",1,1,1,140,0,""
"Nucleotide excision repair",1,1,1,46,0,""
"Spliceosome",1,1,1,129,0,""
"Aminoacyl-tRNA biosynthesis",1,1,1,43,0,""
"Antifolate resistance",1,1,1,29,0,""
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",1,1,1,20,0,""
"Homologous recombination",1,1,1,37,0,""
"Non-homologous end-joining",1,1,1,12,0,""
"Pancreatic secretion",1,1,1,95,0,""
"RNA degradation",1,1,1,73,0,""
"Renin-angiotensin system",1,1,1,23,0,""
"Glycosaminoglycan biosynthesis - keratan sulfate",1,1,1,14,0,""
"Ribosome biogenesis in eukaryotes",1,1,1,73,0,""
"Basal transcription factors",1,1,1,44,0,""
"SNARE interactions in vesicular transport",1,1,1,32,0,""
"Ubiquinone and other terpenoid-quinone biosynthesis",1,1,1,11,0,""
"Phenylalanine metabolism",1,1,1,17,0,""
"Terpenoid backbone biosynthesis",1,1,1,22,0,""
"Collecting duct acid secretion",1,1,1,27,0,""
"Glycosphingolipid biosynthesis - lacto and neolacto series",1,1,1,27,0,""
"Glycosphingolipid biosynthesis - globo and isoglobo series",1,1,1,15,0,""
"Glycolysis / Gluconeogenesis",1,1,1,66,0,""
"Mannose type O-glycan biosynthesis",1,1,1,19,0,""
"Cardiac muscle contraction",1,1,1,74,0,""
"Gap junction",1,1,1,88,0,""
"Sulfur metabolism",1,1,1,9,0,""
"Phosphonate and phosphinate metabolism",1,1,1,5,0,""
"Fatty acid elongation",1,1,1,21,0,""
"Fatty acid degradation",1,1,1,43,0,""
"Valine, leucine and isoleucine degradation",1,1,1,48,0,""
"Fatty acid metabolism",1,1,1,44,0,""
"NF-kappa B signaling pathway",1,1,1,92,0,""
"Thyroid hormone synthesis",1,1,1,74,0,""
"Vasopressin-regulated water reabsorption",1,1,1,44,0,""
"DNA replication",1,1,1,35,0,""
"Fat digestion and absorption",1,1,1,37,0,""
"Sphingolipid metabolism",1,1,1,44,0,""
"Vitamin digestion and absorption",1,1,1,24,0,""
"Other types of O-glycan biosynthesis",1,1,1,21,0,""
"Selenocompound metabolism",1,1,1,15,0,""
"RNA polymerase",1,1,1,31,0,""
"Th1 and Th2 cell differentiation",1,1,1,90,0,""
"Gastric acid secretion",1,1,1,75,0,""
"Mismatch repair",1,1,1,23,0,""
"Ascorbate and aldarate metabolism",1,1,1,20,0,""
"Drug metabolism - cytochrome P450",1,1,1,61,0,""
"Other glycan degradation",1,1,1,18,0,""
"Histidine metabolism",1,1,1,22,0,""
"Glycosaminoglycan degradation",1,1,1,19,0,""
"Pyruvate metabolism",1,1,1,39,0,""
"Carbon metabolism",1,1,1,113,0,""
"Glycine, serine and threonine metabolism",1,1,1,39,0,""
"Valine, leucine and isoleucine biosynthesis",1,1,1,4,0,""
"Biosynthesis of amino acids",1,1,1,69,0,""
"Lipoic acid metabolism",1,1,1,3,0,""
"Starch and sucrose metabolism",1,1,1,34,0,""
"Endocrine and other factor-regulated calcium reabsorption",1,1,1,47,0,""
"Fanconi anemia pathway",1,1,1,48,0,""
"Nitrogen metabolism",1,1,1,17,0,""
"Arginine and proline metabolism",1,1,1,46,0,""
"Th17 cell differentiation",1,1,1,105,0,""
"Glyoxylate and dicarboxylate metabolism",1,1,1,28,0,""
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin",1,1,1,24,0,""
"Butanoate metabolism",1,1,1,27,0,""
"Thiamine metabolism",1,1,1,15,0,""
"Type II diabetes mellitus",1,1,1,46,0,""
"Tyrosine metabolism",1,1,1,34,0,""
"Phototransduction",1,1,1,28,0,""
"Galactose metabolism",1,1,1,30,0,""
"Pentose phosphate pathway",1,1,1,29,0,""
"Citrate cycle (TCA cycle)",1,1,1,30,0,""
"2-Oxocarboxylic acid metabolism",1,1,1,17,0,""
"Propanoate metabolism",1,1,1,32,0,""
"D-Arginine and D-ornithine metabolism",1,1,1,1,0,""
"Maturity onset diabetes of the young",1,1,1,26,0,""
"Fatty acid biosynthesis",1,1,1,13,0,""
"Aldosterone-regulated sodium reabsorption",1,1,1,37,0,""
"Glycosphingolipid biosynthesis - ganglio series",1,1,1,15,0,""
"Phenylalanine, tyrosine and tryptophan biosynthesis",1,1,1,5,0,""
"Neomycin, kanamycin and gentamicin biosynthesis",1,1,1,5,0,""
"Sulfur relay system",1,1,1,8,0,""
"Vitamin B6 metabolism",1,1,1,6,0,""
"Biotin metabolism",1,1,1,3,0,""
"Synthesis and degradation of ketone bodies",1,1,1,10,0,""
"Riboflavin metabolism",1,1,1,8,0,""
