EntrezID,GeneSymbol,ConfidenceCategory,TRIAGEhit,Pathway,InteractingGenes,NetworkGenePathways
116519,APOA5,MedConf,Yes,,TBL1XR1,Wnt signaling pathway (1)
26060,APPL1,MedConf,Yes,Longevity regulating pathway,"APPL2, SH2D2A, DCC, CASP9","Apoptosis (2), VEGF signaling pathway (2), p53 signaling pathway (1), PI3K-Akt signaling pathway (1), Apoptosis - multiple species (1)"
55198,APPL2,MedConf,Yes,,APPL1,Longevity regulating pathway (1)
366,AQP9,MedConf,Yes,,VDAC1,"Cellular senescence (1), cGMP-PKG signaling pathway (1), Necroptosis (1)"
116984,ARAP2,MedConf,Yes,,"RAC1, RAC3","Sphingolipid signaling pathway (2), Natural killer cell mediated cytotoxicity (2), B cell receptor signaling pathway (2), cAMP signaling pathway (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), VEGF signaling pathway (2), Wnt signaling pathway (2), Osteoclast differentiation (1), AGE-RAGE signaling pathway in diabetic complications (1), PI3K-Akt signaling pathway (1), Neurotrophin signaling pathway (1)"
9870,AREL1,MedConf,Yes,,"BTRC, CDC20, TCEB2, RBX1, CUL3, SMURF1","Hedgehog signaling pathway (3), Oocyte meiosis (3), HIF-1 signaling pathway (2), Wnt signaling pathway (2), Nucleotide excision repair (1), Cellular senescence (1), Hippo signaling pathway (1)"
377,ARF3,MedConf,Yes,,"DCTN1, KIF5B, KIF3A","Hedgehog signaling pathway (1), Dopaminergic synapse (1), Vasopressin-regulated water reabsorption (1)"
23647,ARFIP2,MedConf,Yes,,RAC1,"Sphingolipid signaling pathway (1), Osteoclast differentiation (1), AGE-RAGE signaling pathway in diabetic complications (1), Natural killer cell mediated cytotoxicity (1), B cell receptor signaling pathway (1), PI3K-Akt signaling pathway (1), cAMP signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), VEGF signaling pathway (1), Neurotrophin signaling pathway (1), Wnt signaling pathway (1)"
79658,ARHGAP10,MedConf,Yes,,"RAC3, RAC1","Sphingolipid signaling pathway (2), Natural killer cell mediated cytotoxicity (2), B cell receptor signaling pathway (2), cAMP signaling pathway (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), VEGF signaling pathway (2), Wnt signaling pathway (2), Osteoclast differentiation (1), AGE-RAGE signaling pathway in diabetic complications (1), PI3K-Akt signaling pathway (1), Neurotrophin signaling pathway (1)"
9824,ARHGAP11A,MedConf,Yes,,"RAC3, RAC1","Sphingolipid signaling pathway (2), Natural killer cell mediated cytotoxicity (2), B cell receptor signaling pathway (2), cAMP signaling pathway (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), VEGF signaling pathway (2), Wnt signaling pathway (2), Osteoclast differentiation (1), AGE-RAGE signaling pathway in diabetic complications (1), PI3K-Akt signaling pathway (1), Neurotrophin signaling pathway (1)"
89839,ARHGAP11B,MedConf,Yes,,"RAC1, RAC3","Sphingolipid signaling pathway (2), Natural killer cell mediated cytotoxicity (2), B cell receptor signaling pathway (2), cAMP signaling pathway (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), VEGF signaling pathway (2), Wnt signaling pathway (2), Osteoclast differentiation (1), AGE-RAGE signaling pathway in diabetic complications (1), PI3K-Akt signaling pathway (1), Neurotrophin signaling pathway (1)"
83478,ARHGAP24,MedConf,Yes,,"RAC1, RAC3","Sphingolipid signaling pathway (2), Natural killer cell mediated cytotoxicity (2), B cell receptor signaling pathway (2), cAMP signaling pathway (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), VEGF signaling pathway (2), Wnt signaling pathway (2), Osteoclast differentiation (1), AGE-RAGE signaling pathway in diabetic complications (1), PI3K-Akt signaling pathway (1), Neurotrophin signaling pathway (1)"
23092,ARHGAP26,MedConf,Yes,,"RAC3, ACADS, RAC1","Sphingolipid signaling pathway (2), Natural killer cell mediated cytotoxicity (2), B cell receptor signaling pathway (2), cAMP signaling pathway (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), VEGF signaling pathway (2), Wnt signaling pathway (2), Osteoclast differentiation (1), AGE-RAGE signaling pathway in diabetic complications (1), PI3K-Akt signaling pathway (1), Neurotrophin signaling pathway (1), Fatty acid degradation (1)"
395,ARHGAP6,MedConf,Yes,,"RAC1, RAC3","Sphingolipid signaling pathway (2), Natural killer cell mediated cytotoxicity (2), B cell receptor signaling pathway (2), cAMP signaling pathway (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), VEGF signaling pathway (2), Wnt signaling pathway (2), Osteoclast differentiation (1), AGE-RAGE signaling pathway in diabetic complications (1), PI3K-Akt signaling pathway (1), Neurotrophin signaling pathway (1)"
9138,ARHGEF1,MedConf,Yes,"Vascular smooth muscle contraction, Platelet activation","ADRA1B, ADRA1D, ARHGEF12, RAC1, GNGT1, GNB5","PI3K-Akt signaling pathway (3), Vascular smooth muscle contraction (3), Retrograde endocannabinoid signaling (2), Relaxin signaling pathway (2), Dopaminergic synapse (2), cGMP-PKG signaling pathway (2), Adrenergic signaling in cardiomyocytes (2), Sphingolipid signaling pathway (1), Osteoclast differentiation (1), AGE-RAGE signaling pathway in diabetic complications (1), Natural killer cell mediated cytotoxicity (1), B cell receptor signaling pathway (1), cAMP signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), VEGF signaling pathway (1), Neurotrophin signaling pathway (1), Wnt signaling pathway (1), Platelet activation (1)"
23365,ARHGEF12,MedConf,Yes,"Vascular smooth muscle contraction, Platelet activation","RHOT2, RAC1, GNGT1, GNB5, RHOT1, RAC3, ARHGEF1, ADRA1B, RND1, SEMA4D, ADRA1D, CLEC4M","Vascular smooth muscle contraction (3), PI3K-Akt signaling pathway (3), cGMP-PKG signaling pathway (2), Adrenergic signaling in cardiomyocytes (2), Sphingolipid signaling pathway (2), Natural killer cell mediated cytotoxicity (2), B cell receptor signaling pathway (2), cAMP signaling pathway (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), VEGF signaling pathway (2), Wnt signaling pathway (2), Retrograde endocannabinoid signaling (2), Relaxin signaling pathway (2), Dopaminergic synapse (2), Platelet activation (1), Osteoclast differentiation (1), AGE-RAGE signaling pathway in diabetic complications (1), Neurotrophin signaling pathway (1)"
