"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"9234",51371,"POMP","HighConf","Yes","Proteasome","PSMB4, PSMB1, PSMB2, PSMA4, PSMB6, PSMA2, PSMA1, PSMA3, PSMA7, PSMA6","Proteasome (10)"
"9277",5471,"PPAT","MedConf","Yes","Purine metabolism",NA,NA
"9557",5682,"PSMA1","MedConf","Yes","Proteasome","PSMC4, PSMC5, POMP, PSMD3, PSMB4, PSMB1, PSMB2, PSMA4, UBE2C, PLK1, RPN2, SEC61A1, SEC61A2, DVL2, PSMA7, PSMD11, HSPA8, PSMD14, PSMD6, PSMB6, PSMD2, PSMA2, PSMA6, PSMA3, PSMC1","Proteasome (18), Protein export (2), Spliceosome (1)"
"9558",5683,"PSMA2","HighConf","Yes","Proteasome","PSMD14, PSMA3, PSMD11, PSMD2, PSMA1, PSMC4, PSMC5, POMP, PSMD3, PSMB4, PSMB1, PSMB2, PSMA4, RPN2, VCP, PSMC1, PSMD6, PSMB6, PSMA7, PSMA6","Proteasome (18)"
"9559",5684,"PSMA3","HighConf","Yes","Proteasome","PSMD11, PSMD2, PSMA1, PSMC4, PSMC5, POMP, PSMD3, PSMB4, PSMB1, PSMB2, PSMA4, UBE2C, PLK1, RPN2, SEC61A1, SEC61A2, DVL2, GORASP2, PSMC1, HSPA8, PSMA7, PSMA2, PSMD14, PSMA6, PSMB6, PSMD6","Proteasome (18), Protein export (2), Spliceosome (1)"
"9560",5685,"PSMA4","MedConf","Yes","Proteasome","UBE2C, PLK1, RPN2, SEC61A1, SEC61A2, DVL2, PSMB6, HSPA8, PSMA7, PSMD14, PSMB1, PSMA1, PSMC1, PSMD6, PSMA6, PSMD2, PSMD3, PSMC5, PSMB4, BABAM1, PSMB2, PSMD11, PSMC4, PSMA3, PSMA2, WDR5, POMP","Proteasome (18), Protein export (2), Spliceosome (1)"
"9562",5687,"PSMA6","HighConf","Yes","Proteasome","PSMA7, PSMB6, PSMA2, PSMD14, PSMA3, PSMD11, PSMD2, PSMA1, PSMC4, PSMC5, POMP, PSMD3, PSMB4, PSMB1, PSMB2, PSMA4, UBE2C, PLK1, RPN2, SEC61A1, UBLCP1, SEC61A2, DVL2, GORASP2, HSPA8, PSMD6, PSMC1","Proteasome (18), Protein export (2), Spliceosome (1)"
"9563",5688,"PSMA7","MedConf","Yes","Proteasome","PSMB6, PSMA2, PSMD14, PSMA3, PSMD11, PSMD2, PSMA1, PSMC4, PSMC5, POMP, PSMD3, PSMB4, PSMB1, PSMB2, PSMA4, ACTR3, UBE2C, PLK1, RPN2, SEC61A1, SEC61A2, DVL2, TBXA2R, ARPC1A, PSMC1, PSMA6, HSPA8, PSMD6","Proteasome (18), Protein export (2), Spliceosome (1)"
"9564",5689,"PSMB1","HighConf","Yes","Proteasome","PSMB2, PSMA4, UBE2C, PLK1, RPN2, SEC61A1, SEC61A2, DVL2, PSMB4, POMP, PSMD2, PSMA2, PSMA1, PSMA7, PSMD3, PSMC1, PSMB6, PSMC5, PSMD6, PSMD11, PSMD14, HSPA8, PSMA3, PSMC4, PSMA6","Proteasome (18), Protein export (2), Spliceosome (1)"
"9567",5690,"PSMB2","HighConf","Yes","Proteasome","PSMA4, UBE2C, PLK1, RPN2, SEC61A1, UBLCP1, SEC61A2, DVL2, PSMD14, VCP, PSMB4, PSMB6, HSPA8, PSMA7, PSMB1, POMP, PSMC1, PSMD11, PSMA6, PSMA3, PSMA1, PSMC4, PSMD6, PSMA2, PSMD2, PSMD3, PSMC5","Proteasome (18), Protein export (2), Spliceosome (1)"
"9568",5691,"PSMB3","HighConf","Yes","Proteasome",NA,NA
"9569",5692,"PSMB4","MedConf","Yes","Proteasome","PSMB1, PSMB2, PSMA4, UBE2C, PLK1, RPN2, SEC61A1, SEC61A2, DVL2, PSMD11, PSMA1, PSMD14, HSPA8, PSMA2, PSMA3, PSMC4, PSMD3, PSMB6, PSMC1, POMP, PSMA7, PSMC5, PSMA6, PSMD6, PSMD2","Proteasome (18), Protein export (2), Spliceosome (1)"
"9571",5694,"PSMB6","MedConf","Yes","Proteasome","PSMA2, PSMD14, PSMA3, PSMD11, PSMD2, PSMA1, PSMC4, PSMC5, POMP, PSMD3, PSMB4, PSMB1, PSMB2, PSMA4, UBE2C, PLK1, RPN2, SEC61A1, SEC61A2, DVL2, PSMA7, PSMA6, PSMD6, PSMC1, HSPA8","Proteasome (18), Protein export (2), Spliceosome (1)"
"9575",5700,"PSMC1","HighConf","Yes","Proteasome","PSMA6, PSMA7, PSMB6, PSMA2, PSMD14, PSMA3, PSMD11, PSMD2, PSMA1, PSMC4, PSMC5, PSMD3, PSMB4, PSMB1, PSMB2, PSMA4, UBE2C, PLK1, SEC61A1, UBLCP1, SEC61A2, DVL2, PSMD6, HSPA8","Proteasome (17), Protein export (2), Spliceosome (1)"
"9577",5702,"PSMC3","HighConf","Yes","Proteasome",NA,NA
"9579",5704,"PSMC4","HighConf","Yes","Proteasome","PSMC5, PSMD3, PSMB4, PSMB1, PSMB2, PSMA4, UBE2C, PLK1, SEC61A1, UBLCP1, SEC61A2, DVL2, PSMD6, HSPA8, PSMD11, PSMA1, PSMD2, PSMA3, PSMD14, PSMB6, PSMC1, PSMA6, PSMA2, PSMA7","Proteasome (17), Protein export (2), Spliceosome (1)"
"9580",5705,"PSMC5","HighConf","Yes","Proteasome","PSMD3, PSMB4, PSMB1, PSMB2, PSMA4, UBE2C, PLK1, SEC61A1, UBLCP1, SEC61A2, DVL2, CIITA, PSMD2, PSMA2, HSPA8, PSMC1, PSMD14, PSMA3, PSMA1, PSMA7, PSMD11, PSMD6, PSMB6, PSMA6, PSMC4","Proteasome (17), Protein export (2), Spliceosome (1)"
"9581",5706,"PSMC6","HighConf","Yes","Proteasome",NA,NA
"9583",5717,"PSMD11","MedConf","Yes","Proteasome","PSMD2, PSMA1, PSMC4, PSMC5, PSMD3, PSMB4, PSMB1, PSMB2, PSMA4, UBE2C, PLK1, RPN2, SEC61A1, UBLCP1, SEC61A2, DVL2, PSMA2, PSMA6, PSMA3, PSMD14, PSMA7, PSMC1, HSPA8, PSMB6, PSMD6","Proteasome (17), Protein export (2), Spliceosome (1)"
"9585",10213,"PSMD14","MedConf","Yes","Proteasome","PSMA3, PSMD11, PSMD2, PSMA1, PSMC4, PSMC5, PSMD3, PSMB4, PSMB1, PSMB2, PSMA4, UBE2C, PLK1, RPN2, SEC61A1, SEC61A2, DVL2, PSMA6, PSMD6, PSMA7, HSPA8, PSMA2, PSMC1, PSMB6","Proteasome (17), Protein export (2), Spliceosome (1)"
"9586",5708,"PSMD2","HighConf","Yes","Proteasome","PSMA1, PSMC4, PSMC5, PSMD3, PSMB4, PSMB1, PSMB2, PSMA4, UBE2C, PLK1, SEC61A1, UBLCP1, SEC61A2, DVL2, PSMA3, PSMA2, PSMC1, PSMB6, HSPA8, PSMD11, PSMA7, PSMD14, PSMD6, PSMA6","Proteasome (17), Protein export (2), Spliceosome (1)"
"9587",5709,"PSMD3","MedConf","Yes","Proteasome","PSMB4, PSMB1, PSMB2, PSMA4, UBE2C, PLK1, RPN2, SEC61A1, UBLCP1, SEC61A2, DVL2, PSMA1, PSMA7, PSMA3, PSMB6, PSMC1, PSMD6, PSMA6, PSMD14, PSMD2, PSMD11, HSPA8, PSMA2, PSMC4, PSMC5","Proteasome (17), Protein export (2), Spliceosome (1)"
"9590",9861,"PSMD6","HighConf","Yes","Proteasome","PSMC1, PSMA6, PSMA7, PSMB6, PSMA2, PSMD14, PSMA3, PSMD11, PSMD2, PSMA1, PSMC4, PSMC5, PSMD3, PSMB4, PSMB1, PSMB2, PSMA4, UBE2C, PLK1, SEC61A1, UBLCP1, SEC61A2, DVL2, HSPA8","Proteasome (17), Protein export (2), Spliceosome (1)"
"9829",5885,"RAD21","MedConf","Yes",NA,"NUP107, XPO1, SPC24, PLK1, SMC3","RNA transport (2), Ribosome biogenesis in eukaryotes (1)"
"9863",5901,"RAN","HighConf","Yes","RNA transport, Ribosome biogenesis in eukaryotes",NA,NA
"9962",9939,"RBM8A","HighConf","Yes","RNA transport, Spliceosome, mRNA surveillance pathway",NA,NA
"10267",10921,"RNPS1","HighConf","Yes","RNA transport, mRNA surveillance pathway",NA,NA
"10318",6154,"RPL26","MedConf","Yes",NA,"EIF3F, SRP68, RPN2, CASC3, SEC11A, MAGOH, RPS3A, RPS28, RPSA","RNA transport (3), mRNA surveillance pathway (2), Protein export (2), Spliceosome (1)"
"10347",6185,"RPN2","MedConf","Yes",NA,"SEC61A1, SEC61A2, SEC11A, PSMA7, PSMB1, PSMA1, PSMA6, PSMB4, PSMA2, PSMD14, PSMA3, RPS3A, RPS28, SRP68, PSMD3, RPL26, RPSA, PSMA4, PSMD11, PSMB2, PSMB6","Proteasome (13), Protein export (4)"
"10351",138716,"RPP25L","MedConf","Yes","RNA transport, Ribosome biogenesis in eukaryotes",NA,NA
"10379",6234,"RPS28","MedConf","Yes",NA,"RPL26, EIF3F, SRP68, RPN2, CASC3, SEC11A, RPS3A, RPSA, MAGOH","RNA transport (3), mRNA surveillance pathway (2), Protein export (2), Spliceosome (1)"
"10382",6189,"RPS3A","MedConf","Yes",NA,"RPS28, RPL26, EIF3F, SRP68, RPN2, CASC3, SEC11A, RPSA, MAGOH","RNA transport (3), mRNA surveillance pathway (2), Protein export (2), Spliceosome (1)"
"10399",3921,"RPSA","MedConf","Yes",NA,"RPS3A, RPS28, RPL26, EIF3F, SRP68, RPN2, CASC3, SEC11A, MAGOH","RNA transport (3), mRNA surveillance pathway (2), Protein export (2), Spliceosome (1)"
"10644",23478,"SEC11A","MedConf","Yes","Protein export","RPSA, RPS28, RPN2, RPS3A, SRP68, RPL26","Protein export (1)"
"10661",29927,"SEC61A1","HighConf","Yes","Protein export","SEC61A2, PSMC1, PSMD11, RPN2, PSMD14, PSMD6, PSMA1, PSMD3, PSMD2, PSMA3, PSMA6, PSMA7, PSMC4, PSMB2, PSMB1, PSMB6, PSMB4, PSMC5, PSMA4","Proteasome (17), Protein export (1)"
"10662",55176,"SEC61A2","MedConf","Yes","Protein export","PSMB6, PSMC1, PSMD14, PSMA1, PSMA3, PSMD6, PSMD2, PSMD3, PSMC4, PSMB4, PSMB1, PSMD11, PSMA4, PSMB2, PSMC5, PSMA7, SEC61A1, RPN2, PSMA6","Proteasome (17), Protein export (1)"
"10668",81929,"SEH1L","HighConf","Yes","RNA transport","NUP107, NUP98","RNA transport (2)"
"10777",10291,"SF3A1","HighConf","Yes","Spliceosome","SF3B6, SF3B5, POLR2G, POLR2D, POLR2K, POLR2B, HNRNPA3, PHF5A, SRSF3, CPSF7, PABPN1, NFX1, LSM10, SNRPG, SNRPB, SNRPE, SNRPD1, SF3A3, SNRPD3, SNRPA1, SNRNP200, SF3B2, MAGOH, PLRG1, SF3B3, SF3B1","Spliceosome (18), RNA polymerase (4), Purine metabolism (4), Pyrimidine metabolism (4), mRNA surveillance pathway (3), RNA transport (1)"
"10779",10946,"SF3A3","MedConf","Yes","Spliceosome","SNRPD1, SF3B2, SNRPG, SF3B1, SNRNP200, SNRPE, SF3A1, SF3B6, SF3B5, POLR2G, POLR2D, POLR2K, POLR2B, HNRNPA3, PHF5A, SRSF3, CPSF7, PABPN1, NFX1, SNRPD3, LSM10, SNRPA1, SNRPB, PLRG1, SF3B3, MAGOH","Spliceosome (18), RNA polymerase (4), Purine metabolism (4), Pyrimidine metabolism (4), mRNA surveillance pathway (3), RNA transport (1)"
"10780",23451,"SF3B1","HighConf","Yes","Spliceosome","SNRNP200, SNRPE, SF3A1, SF3B6, SF3B5, POLR2G, POLR2D, POLR2K, POLR2B, HNRNPA3, PHF5A, SRSF3, CPSF7, PABPN1, NFX1, SNRPD1, SNRPD3, SNRPA1, SF3A3, MAGOH, SF3B3, SF3B2, SNRPG, SNRPB, PLRG1","Spliceosome (18), RNA polymerase (4), Purine metabolism (4), Pyrimidine metabolism (4), mRNA surveillance pathway (3), RNA transport (1)"
"10781",10992,"SF3B2","MedConf","Yes","Spliceosome","SNRPG, SF3B1, SNRNP200, SNRPE, SF3A1, SF3B6, SF3B5, POLR2G, POLR2D, POLR2K, POLR2B, HNRNPA3, PHF5A, SRSF3, CPSF7, PABPN1, NFX1, SNRPD1, MAGOH, SNRPD3, SF3B3, SNRPA1, SF3A3, ZNF830, SNRPB, PLRG1, LSM10","Spliceosome (18), RNA polymerase (4), Purine metabolism (4), Pyrimidine metabolism (4), mRNA surveillance pathway (3), RNA transport (1)"
"10782",23450,"SF3B3","MedConf","Yes","Spliceosome","SNRPD3, SF3A3, SNRPD1, SF3B2, SNRPG, SF3B1, SNRNP200, SNRPE, SF3A1, SF3B6, SF3B5, POLR2G, POLR2D, POLR2K, POLR2B, HNRNPA3, PHF5A, SRSF3, CPSF7, PABPN1, NFX1, PLRG1, SNRPA1, MAGOH, SNRPB","Spliceosome (18), RNA polymerase (4), Purine metabolism (4), Pyrimidine metabolism (4), mRNA surveillance pathway (3), RNA transport (1)"
"10784",83443,"SF3B5","HighConf","Yes","Spliceosome","POLR2G, POLR2D, POLR2K, POLR2B, HNRNPA3, PHF5A, SRSF3, CPSF7, PABPN1, NFX1, SF3A1, MAGOH, SNRPD1, SNRPG, SNRPB, SNRPD3, SF3A3, SNRNP200, SF3B1, SNRPA1, SF3B2, SF3B3, SNRPE, SF3B6","Spliceosome (17), RNA polymerase (4), Purine metabolism (4), Pyrimidine metabolism (4), mRNA surveillance pathway (3), RNA transport (1)"
"10785",51639,"SF3B6","HighConf","Yes","Spliceosome","SF3B5, POLR2G, POLR2D, POLR2K, POLR2B, HNRNPA3, PHF5A, SRSF3, CPSF7, PABPN1, NFX1, SNRPB, SF3A1, SNRPD3, SNRPG, SNRPD1, SF3B2, SNRNP200, SF3A3, MAGOH, SF3B1, SNRPA1, SF3B3, SNRPE","Spliceosome (17), RNA polymerase (4), Purine metabolism (4), Pyrimidine metabolism (4), mRNA surveillance pathway (3), RNA transport (1)"
"10828",6449,"SGTA","MedConf","Yes",NA,"HSPA8","Spliceosome (1)"
"11309",9126,"SMC3","HighConf","Yes",NA,"RAD21, NUP107, XPO1, SPC24, PLK1","RNA transport (2), Ribosome biogenesis in eukaryotes (1)"
