EntrezID,GeneSymbol,ConfidenceCategory,TRIAGEhit,Pathway,InteractingGenes,NetworkGenePathways
88,ACTN2,MedConf,Yes,,"HRAS, ACTN1, CAMK2A, ITGB5, TGFB3, ITGA2B, LEFTY2, PIP5K1B, ZYX, RAC1, RHOA, SERPINE1, ACTG1, PIK3CA, TPM3","Focal adhesion (9), Regulation of actin cytoskeleton (9), Rap1 signaling pathway (6), AGE-RAGE signaling pathway in diabetic complications (5), Axon guidance (5), Leukocyte transendothelial migration (5), PI3K-Akt signaling pathway (5), Phospholipase D signaling pathway (4), Platelet activation (4), Ras signaling pathway (4), Sphingolipid signaling pathway (4), Tight junction (4), Apoptosis (3), B cell receptor signaling pathway (3), ErbB signaling pathway (3), Fc epsilon RI signaling pathway (3), HIF-1 signaling pathway (3), Natural killer cell mediated cytotoxicity (3), T cell receptor signaling pathway (3), TGF-beta signaling pathway (3), Thyroid hormone signaling pathway (3), Endocrine resistance (2), Jak-STAT signaling pathway (2), Non-alcoholic fatty liver disease (NAFLD) (2), Prolactin signaling pathway (2), Toll-like receptor signaling pathway (2), AMPK signaling pathway (1), Cardiac muscle contraction (1), Cytokine-cytokine receptor interaction (1), TNF signaling pathway (1), Vascular smooth muscle contraction (1)"
91,ACVR1B,MedConf,Yes,"Cytokine-cytokine receptor interaction, TGF-beta signaling pathway","LEFTY2, NODAL, PRKACB, IKBKB, CAB39, CCNT1, RB1CC1","Ras signaling pathway (2), TGF-beta signaling pathway (2), AMPK signaling pathway (1), Apoptosis (1), B cell receptor signaling pathway (1), Cytosolic DNA-sensing pathway (1), Endocrine resistance (1), NF-kappa B signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (1), PI3K-Akt signaling pathway (1), Platelet activation (1), RIG-I-like receptor signaling pathway (1), T cell receptor signaling pathway (1), Thyroid hormone signaling pathway (1), Tight junction (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), Vascular smooth muscle contraction (1)"
51094,ADIPOR1,HighConf,Yes,"Non-alcoholic fatty liver disease (NAFLD), AMPK signaling pathway",,
10939,AFG3L2,MedConf,Yes,,"NDUFA11, ACER1, UQCRC2","Non-alcoholic fatty liver disease (NAFLD) (2), Oxidative phosphorylation (2), Cardiac muscle contraction (1), Sphingolipid signaling pathway (1)"
10554,AGPAT1,MedConf,Yes,Phospholipase D signaling pathway,"DGKD, DGKZ, SF3A2, DHX15","Phospholipase D signaling pathway (2), Spliceosome (2)"
25909,AHCTF1,HighConf,Yes,,"RANBP2, PPP2R1A, NUP107, NUP35","RNA transport (3), AMPK signaling pathway (1), mRNA surveillance pathway (1), PI3K-Akt signaling pathway (1), Sphingolipid signaling pathway (1), TGF-beta signaling pathway (1), Tight junction (1)"
7965,AIMP2,MedConf,Yes,,PSMD4,Proteasome (1)
11215,AKAP11,MedConf,Yes,,PRKACB,"Endocrine resistance (1), Platelet activation (1), Ras signaling pathway (1), Thyroid hormone signaling pathway (1), Tight junction (1), Vascular smooth muscle contraction (1)"
11214,AKAP13,HighConf,Yes,,"PRKACB, RAC1, RHOA, GNA12","Ras signaling pathway (3), Regulation of actin cytoskeleton (3), Sphingolipid signaling pathway (3), Tight junction (3), Vascular smooth muscle contraction (3), Axon guidance (2), Focal adhesion (2), Leukocyte transendothelial migration (2), Phospholipase D signaling pathway (2), Platelet activation (2), Rap1 signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), B cell receptor signaling pathway (1), Endocrine resistance (1), Fc epsilon RI signaling pathway (1), Natural killer cell mediated cytotoxicity (1), Non-alcoholic fatty liver disease (NAFLD) (1), PI3K-Akt signaling pathway (1), T cell receptor signaling pathway (1), TGF-beta signaling pathway (1), Thyroid hormone signaling pathway (1), Toll-like receptor signaling pathway (1)"
241,ALOX5AP,MedConf,Yes,Fc epsilon RI signaling pathway,,
269,AMHR2,MedConf,Yes,"Cytokine-cytokine receptor interaction, TGF-beta signaling pathway",,
51421,AMOTL2,MedConf,Yes,Tight junction,"YAP1, ASIP, MPDZ",Tight junction (1)
29882,ANAPC2,MedConf,Yes,Ubiquitin mediated proteolysis,"CDC16, CDC23, RELA, UBE2D2, CDC27, ASB9, TRIM69, FBXL3, CBLB, BABAM2, CCNA1, SMURF1, PSMF1, UNKL, RBCK1, BTBD1, MKRN1, UBE2E1, KLHL25, ARIH2, UBE3B, FBXO2, UBE2Q1, HECW2, UBE2R2, SMURF2, UBE2D4, WSB1, UBE2Q2, DTX3L, CBX8, BMI1, ASB5, KLHL11, ASB4, FBXL13, SPSB1, FBXO6, KLHL21, MEX3C, RNF130, PSMC4, PSMA3, PSMD7, PSMB7, PSMB6, PSMD2, PSMD4, PSMA7, PSMD14, UBA52, UBE2B","Ubiquitin mediated proteolysis (15), Proteasome (10), T cell receptor signaling pathway (2), TGF-beta signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), AMPK signaling pathway (1), Apoptosis (1), B cell receptor signaling pathway (1), Cytosolic DNA-sensing pathway (1), ErbB signaling pathway (1), HIF-1 signaling pathway (1), NF-kappa B signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (1), Notch signaling pathway (1), PI3K-Akt signaling pathway (1), Prolactin signaling pathway (1), Ras signaling pathway (1), RIG-I-like receptor signaling pathway (1), Sphingolipid signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1)"
284,ANGPT1,MedConf,Yes,"Ras signaling pathway, Rap1 signaling pathway, PI3K-Akt signaling pathway, HIF-1 signaling pathway","RELA, PIK3CA, HRAS, ETS1, PLG","Ras signaling pathway (4), AGE-RAGE signaling pathway in diabetic complications (3), Apoptosis (3), B cell receptor signaling pathway (3), PI3K-Akt signaling pathway (3), Prolactin signaling pathway (3), Sphingolipid signaling pathway (3), T cell receptor signaling pathway (3), Axon guidance (2), Endocrine resistance (2), ErbB signaling pathway (2), Fc epsilon RI signaling pathway (2), Focal adhesion (2), HIF-1 signaling pathway (2), Jak-STAT signaling pathway (2), Natural killer cell mediated cytotoxicity (2), Non-alcoholic fatty liver disease (NAFLD) (2), Phospholipase D signaling pathway (2), Rap1 signaling pathway (2), Regulation of actin cytoskeleton (2), Thyroid hormone signaling pathway (2), TNF signaling pathway (2), Toll-like receptor signaling pathway (2), AMPK signaling pathway (1), Cytosolic DNA-sensing pathway (1), Leukocyte transendothelial migration (1), NF-kappa B signaling pathway (1), Platelet activation (1), RIG-I-like receptor signaling pathway (1)"
27063,ANKRD1,MedConf,Yes,,"NCOA1, MED1, CARM1","Endocrine resistance (2), Thyroid hormone signaling pathway (2)"
290,ANPEP,MedConf,Yes,,ETS1,Ras signaling pathway (1)
308,ANXA5,MedConf,Yes,,"IQGAP1, PPP2R1A","AMPK signaling pathway (1), mRNA surveillance pathway (1), PI3K-Akt signaling pathway (1), Regulation of actin cytoskeleton (1), Sphingolipid signaling pathway (1), TGF-beta signaling pathway (1), Tight junction (1)"
325,APCS,MedConf,Yes,,PRL,"Cytokine-cytokine receptor interaction (1), Jak-STAT signaling pathway (1), PI3K-Akt signaling pathway (1), Prolactin signaling pathway (1)"
327,APEH,MedConf,Yes,,USP39,Spliceosome (1)
9716,AQR,MedConf,Yes,Spliceosome,"PRPF8, GTF2F1, SF3A2, ISY1, XAB2, HNRNPU, HNRNPH2, SNRPA1, POLR2B, DHX9, SNW1, HNRNPR, SNRPA, SF3B4, SF3B2, SF3B1, PRPF6, SF3B3, USP39, DHX15, SF3A3, PLRG1, LSM7, SNRPG, LSM2, SNRPE, UBA52, SNRPB, SF3A1, SF3B5, CSTF2, SRSF2, PRPF38A, SRSF3, POLR2I, POLR2D, POLR2J, POLR2G, POLR2L, POLR2K, POLR2F, SYF2, EIF4A3, SNRPD3, SNRPC, RBM5, NCBP1, RBM17, TRA2B, POLR2C, SRSF11, CDC40, PABPN1, UPF3B, POLE4, EP300, SLU7, WBP4","Spliceosome (36), Pyrimidine metabolism (10), RNA polymerase (9), mRNA surveillance pathway (5), Cytosolic DNA-sensing pathway (3), RNA transport (3), Notch signaling pathway (2), HIF-1 signaling pathway (1), Jak-STAT signaling pathway (1), TGF-beta signaling pathway (1), Thyroid hormone signaling pathway (1)"
64411,ARAP3,MedConf,Yes,Rap1 signaling pathway,"RHOT2, RAC1, RHOA, RAP1A, RHOF","Focal adhesion (3), Leukocyte transendothelial migration (3), Rap1 signaling pathway (3), Ras signaling pathway (3), Tight junction (3), Axon guidance (2), Platelet activation (2), Regulation of actin cytoskeleton (2), Sphingolipid signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), B cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Natural killer cell mediated cytotoxicity (1), Non-alcoholic fatty liver disease (NAFLD) (1), Phospholipase D signaling pathway (1), PI3K-Akt signaling pathway (1), T cell receptor signaling pathway (1), TGF-beta signaling pathway (1), Toll-like receptor signaling pathway (1), Vascular smooth muscle contraction (1)"
10565,ARFGEF1,MedConf,Yes,,"GNA13, GNA12, RHOA","Phospholipase D signaling pathway (3), Regulation of actin cytoskeleton (3), Sphingolipid signaling pathway (3), Vascular smooth muscle contraction (3), Platelet activation (2), Axon guidance (1), Focal adhesion (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1), Ras signaling pathway (1), T cell receptor signaling pathway (1), TGF-beta signaling pathway (1), Tight junction (1)"
9938,ARHGAP25,MedConf,Yes,,"RAC1, RHOA","Axon guidance (2), Focal adhesion (2), Leukocyte transendothelial migration (2), Rap1 signaling pathway (2), Ras signaling pathway (2), Regulation of actin cytoskeleton (2), Sphingolipid signaling pathway (2), Tight junction (2), AGE-RAGE signaling pathway in diabetic complications (1), B cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Natural killer cell mediated cytotoxicity (1), Non-alcoholic fatty liver disease (NAFLD) (1), Phospholipase D signaling pathway (1), PI3K-Akt signaling pathway (1), Platelet activation (1), T cell receptor signaling pathway (1), TGF-beta signaling pathway (1), Toll-like receptor signaling pathway (1), Vascular smooth muscle contraction (1)"
115703,ARHGAP33,MedConf,Yes,,"RAC1, RHOA","Axon guidance (2), Focal adhesion (2), Leukocyte transendothelial migration (2), Rap1 signaling pathway (2), Ras signaling pathway (2), Regulation of actin cytoskeleton (2), Sphingolipid signaling pathway (2), Tight junction (2), AGE-RAGE signaling pathway in diabetic complications (1), B cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Natural killer cell mediated cytotoxicity (1), Non-alcoholic fatty liver disease (NAFLD) (1), Phospholipase D signaling pathway (1), PI3K-Akt signaling pathway (1), Platelet activation (1), T cell receptor signaling pathway (1), TGF-beta signaling pathway (1), Toll-like receptor signaling pathway (1), Vascular smooth muscle contraction (1)"
343578,ARHGAP40,MedConf,Yes,,"RAC1, RHOA","Axon guidance (2), Focal adhesion (2), Leukocyte transendothelial migration (2), Rap1 signaling pathway (2), Ras signaling pathway (2), Regulation of actin cytoskeleton (2), Sphingolipid signaling pathway (2), Tight junction (2), AGE-RAGE signaling pathway in diabetic complications (1), B cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Natural killer cell mediated cytotoxicity (1), Non-alcoholic fatty liver disease (NAFLD) (1), Phospholipase D signaling pathway (1), PI3K-Akt signaling pathway (1), Platelet activation (1), T cell receptor signaling pathway (1), TGF-beta signaling pathway (1), Toll-like receptor signaling pathway (1), Vascular smooth muscle contraction (1)"
9912,ARHGAP44,MedConf,Yes,,"RAC1, RHOA","Axon guidance (2), Focal adhesion (2), Leukocyte transendothelial migration (2), Rap1 signaling pathway (2), Ras signaling pathway (2), Regulation of actin cytoskeleton (2), Sphingolipid signaling pathway (2), Tight junction (2), AGE-RAGE signaling pathway in diabetic complications (1), B cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Natural killer cell mediated cytotoxicity (1), Non-alcoholic fatty liver disease (NAFLD) (1), Phospholipase D signaling pathway (1), PI3K-Akt signaling pathway (1), Platelet activation (1), T cell receptor signaling pathway (1), TGF-beta signaling pathway (1), Toll-like receptor signaling pathway (1), Vascular smooth muscle contraction (1)"
23365,ARHGEF12,HighConf,Yes,"Regulation of actin cytoskeleton, Axon guidance, Platelet activation, Vascular smooth muscle contraction","GNB4, RHOT2, RAC1, RHOA, ERBB2, GNB3, CD4, GNA13, GNG8, RHOF, GNA12","Ras signaling pathway (5), PI3K-Akt signaling pathway (4), Regulation of actin cytoskeleton (4), Sphingolipid signaling pathway (4), Focal adhesion (3), Phospholipase D signaling pathway (3), Tight junction (3), Vascular smooth muscle contraction (3), Axon guidance (2), Leukocyte transendothelial migration (2), Platelet activation (2), Rap1 signaling pathway (2), T cell receptor signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), B cell receptor signaling pathway (1), Endocrine resistance (1), ErbB signaling pathway (1), Fc epsilon RI signaling pathway (1), HIF-1 signaling pathway (1), Natural killer cell mediated cytotoxicity (1), Non-alcoholic fatty liver disease (NAFLD) (1), TGF-beta signaling pathway (1), Toll-like receptor signaling pathway (1)"
10425,ARIH2,MedConf,Yes,,"UBE3B, FBXO2, UBE2Q1, UBE2R2, SMURF2, UBE2D4, UBE2Q2, DTX3L, UBE2B, ANAPC2, CDC16, CDC23, UBE2D2, CDC27, CBLB, SMURF1, UBE2E1","Ubiquitin mediated proteolysis (16), TGF-beta signaling pathway (2), ErbB signaling pathway (1), Notch signaling pathway (1), T cell receptor signaling pathway (1)"
56624,ASAH2,MedConf,Yes,Sphingolipid signaling pathway,ACER1,Sphingolipid signaling pathway (1)
51666,ASB4,MedConf,Yes,,"UBE2B, ANAPC2, CDC16, CDC23, UBE2D2, CDC27, CBLB, SMURF1, UBE2E1, UBE3B, FBXO2, UBE2Q1, UBE2R2, SMURF2, UBE2D4, UBE2Q2, DTX3L","Ubiquitin mediated proteolysis (16), TGF-beta signaling pathway (2), ErbB signaling pathway (1), Notch signaling pathway (1), T cell receptor signaling pathway (1)"
140458,ASB5,MedConf,Yes,,"UBE2B, ANAPC2, CDC16, CDC23, UBE2D2, CDC27, CBLB, SMURF1, UBE2E1, UBE3B, FBXO2, UBE2Q1, UBE2R2, SMURF2, UBE2D4, UBE2Q2, DTX3L","Ubiquitin mediated proteolysis (16), TGF-beta signaling pathway (2), ErbB signaling pathway (1), Notch signaling pathway (1), T cell receptor signaling pathway (1)"
140462,ASB9,MedConf,Yes,,"CBLB, SMURF1, UBE2E1, UBE3B, FBXO2, UBE2Q1, UBE2R2, SMURF2, UBE2D4, UBE2Q2, DTX3L, UBE2B, ANAPC2, CDC16, CDC23, UBE2D2, CDC27","Ubiquitin mediated proteolysis (16), TGF-beta signaling pathway (2), ErbB signaling pathway (1), Notch signaling pathway (1), T cell receptor signaling pathway (1)"
434,ASIP,MedConf,Yes,,"PARD6A, AMOTL2","Tight junction (2), Axon guidance (1), Rap1 signaling pathway (1)"
54829,ASPN,MedConf,Yes,,TGFB3,"AGE-RAGE signaling pathway in diabetic complications (1), Cytokine-cytokine receptor interaction (1), TGF-beta signaling pathway (1)"
171023,ASXL1,MedConf,Yes,,HDAC2,"Notch signaling pathway (1), Thyroid hormone signaling pathway (1)"
483,ATP1B3,MedConf,Yes,"Thyroid hormone signaling pathway, Cardiac muscle contraction","EEF2, UQCRB, RPL26, QARS, OGDH, FXYD7, PRKACB","AMPK signaling pathway (1), Cardiac muscle contraction (1), Endocrine resistance (1), Non-alcoholic fatty liver disease (NAFLD) (1), Oxidative phosphorylation (1), Platelet activation (1), Ras signaling pathway (1), Thyroid hormone signaling pathway (1), Tight junction (1), Vascular smooth muscle contraction (1)"
,,,,,,
506,ATP5F1B,MedConf,Yes,,"UQCRC2, UQCRC1, ATP6V1F, HSPD1, TUBB, PPA1, CS, TIMM13, IPO4, ATP6V0C","Oxidative phosphorylation (5), Cardiac muscle contraction (2), Non-alcoholic fatty liver disease (NAFLD) (2)"
527,ATP6V0C,MedConf,Yes,Oxidative phosphorylation,"ATP5F1B, ATP6V1F, PPA1",Oxidative phosphorylation (2)
9296,ATP6V1F,MedConf,Yes,Oxidative phosphorylation,"SRSF2, VASP, PPA1, UBR5, ATP6V0C, DDX3X, ATP5F1B, CORO1C, UBE2B","Oxidative phosphorylation (2), Ubiquitin mediated proteolysis (2), Focal adhesion (1), Leukocyte transendothelial migration (1), Platelet activation (1), Rap1 signaling pathway (1), RIG-I-like receptor signaling pathway (1), Spliceosome (1), Tight junction (1)"
538,ATP7A,MedConf,Yes,,ACIN1,"mRNA surveillance pathway (1), RNA transport (1), Spliceosome (1)"
6311,ATXN2,MedConf,Yes,,DHX15,Spliceosome (1)
8313,AXIN2,MedConf,Yes,,"SMURF2, DVL1, PSMC4, PSMA3, PSMD7, PSMB7, PSMB6, PSMD2, PSMD4, PSMA7, PSMD14, PSMF1","Proteasome (10), Notch signaling pathway (1), TGF-beta signaling pathway (1), Ubiquitin mediated proteolysis (1)"
9577,BABAM2,MedConf,Yes,,"CCNA1, ANAPC2, CDC16, CDC23, CDC27","Ubiquitin mediated proteolysis (4), AMPK signaling pathway (1)"
22893,BAHD1,HighConf,Yes,,HDAC2,"Notch signaling pathway (1), Thyroid hormone signaling pathway (1)"
9031,BAZ1B,MedConf,Yes,,"SF3B1, POLR2L, POLR2K, POLR2F, EP300","Cytosolic DNA-sensing pathway (3), Pyrimidine metabolism (3), RNA polymerase (3), HIF-1 signaling pathway (1), Jak-STAT signaling pathway (1), Notch signaling pathway (1), Spliceosome (1), TGF-beta signaling pathway (1), Thyroid hormone signaling pathway (1)"
8915,BCL10,MedConf,Yes,"T cell receptor signaling pathway, NF-kappa B signaling pathway, B cell receptor signaling pathway",,
638,BIK,MedConf,Yes,Endocrine resistance,,
648,BMI1,MedConf,Yes,,"HDAC2, ANAPC2, CDC16, CDC23, CDC27","Ubiquitin mediated proteolysis (4), Notch signaling pathway (1), Thyroid hormone signaling pathway (1)"
388962,BOLA3,MedConf,Yes,,NDUFS6,"Non-alcoholic fatty liver disease (NAFLD) (1), Oxidative phosphorylation (1)"
55845,BRK1,MedConf,Yes,Regulation of actin cytoskeleton,"RAC1, ACTG1, DOCK1, WIPF2, MYO5A, ELMO2, NCKAP1","Regulation of actin cytoskeleton (4), Focal adhesion (3), Leukocyte transendothelial migration (2), Rap1 signaling pathway (2), Tight junction (2), AGE-RAGE signaling pathway in diabetic complications (1), Apoptosis (1), Axon guidance (1), B cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Natural killer cell mediated cytotoxicity (1), Non-alcoholic fatty liver disease (NAFLD) (1), PI3K-Akt signaling pathway (1), Platelet activation (1), Ras signaling pathway (1), Sphingolipid signaling pathway (1), Thyroid hormone signaling pathway (1), Toll-like receptor signaling pathway (1)"
53339,BTBD1,MedConf,Yes,,"UBE2E1, UBE3B, FBXO2, UBE2Q1, UBE2R2, SMURF2, UBE2D4, UBE2Q2, DTX3L, UBE2B, ANAPC2, CDC16, CDC23, UBE2D2, CDC27, CBLB, SMURF1","Ubiquitin mediated proteolysis (16), TGF-beta signaling pathway (2), ErbB signaling pathway (1), Notch signaling pathway (1), T cell receptor signaling pathway (1)"
121551,BTBD11,MedConf,Yes,,FBXO2,Ubiquitin mediated proteolysis (1)
717,C2,MedConf,Yes,,SF3B2,Spliceosome (1)
51719,CAB39,MedConf,Yes,AMPK signaling pathway,"CCNT1, RB1CC1, ACVR1B, TIMM13, SIK1, PRKACB, IKBKB","Ras signaling pathway (2), Apoptosis (1), B cell receptor signaling pathway (1), Cytokine-cytokine receptor interaction (1), Cytosolic DNA-sensing pathway (1), Endocrine resistance (1), NF-kappa B signaling pathway (1), Non-alcoholic fatty liver disease (NAFLD) (1), PI3K-Akt signaling pathway (1), Platelet activation (1), RIG-I-like receptor signaling pathway (1), T cell receptor signaling pathway (1), TGF-beta signaling pathway (1), Thyroid hormone signaling pathway (1), Tight junction (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), Vascular smooth muscle contraction (1)"
55799,CACNA2D3,MedConf,Yes,Cardiac muscle contraction,"PRKACB, PPP2R1A, CAMK2A, CACNA2D4, RASGRP3","Ras signaling pathway (2), Tight junction (2), AMPK signaling pathway (1), Axon guidance (1), B cell receptor signaling pathway (1), Cardiac muscle contraction (1), Endocrine resistance (1), ErbB signaling pathway (1), HIF-1 signaling pathway (1), mRNA surveillance pathway (1), PI3K-Akt signaling pathway (1), Platelet activation (1), Rap1 signaling pathway (1), Sphingolipid signaling pathway (1), TGF-beta signaling pathway (1), Thyroid hormone signaling pathway (1), Vascular smooth muscle contraction (1)"
93589,CACNA2D4,MedConf,Yes,Cardiac muscle contraction,"RASGRP3, CACNA2D3, PRKACB, PPP2R1A, CAMK2A","Ras signaling pathway (2), Tight junction (2), AMPK signaling pathway (1), Axon guidance (1), B cell receptor signaling pathway (1), Cardiac muscle contraction (1), Endocrine resistance (1), ErbB signaling pathway (1), HIF-1 signaling pathway (1), mRNA surveillance pathway (1), PI3K-Akt signaling pathway (1), Platelet activation (1), Rap1 signaling pathway (1), Sphingolipid signaling pathway (1), TGF-beta signaling pathway (1), Thyroid hormone signaling pathway (1), Vascular smooth muscle contraction (1)"
790,CAD,MedConf,Yes,Pyrimidine metabolism,"UQCRC2, RUVBL2, ACTG1, SUPT7L, SUPT3H, UBR5, IPO4, PSMC4, PSMD2, PSMD4, RUVBL1, VARS, DDX3X, TUBA4A","Proteasome (3), Apoptosis (2), Tight junction (2), Cardiac muscle contraction (1), Focal adhesion (1), Leukocyte transendothelial migration (1), Non-alcoholic fatty liver disease (NAFLD) (1), Oxidative phosphorylation (1), Platelet activation (1), Rap1 signaling pathway (1), Regulation of actin cytoskeleton (1), RIG-I-like receptor signaling pathway (1), Thyroid hormone signaling pathway (1), Ubiquitin mediated proteolysis (1)"
10203,CALCRL,MedConf,Yes,Vascular smooth muscle contraction,"GPBAR1, GNB4, GNB3, GNG8, RAMP1, PTH2R, PTGIR, MC5R, GPR20, GPR150, RLN2","PI3K-Akt signaling pathway (3), Ras signaling pathway (3), Vascular smooth muscle contraction (2), Platelet activation (1)"
