name,imports,weights,datasource,Confidence,Color
Endocytosis.Arpc3,Novel.Fnbp1,900,database,Medium,blue
Endocytosis.Arpc3,Novel.Actr3,900,database,Medium,blue
Endocytosis.Arpc3,Novel.Cttn,900,database,Medium,blue
Endocytosis.Arpc3,Endocytosis & Protein processing in endoplasmic reticulum.Hspa8,900,database,Medium,blue
Endocytosis.Arpc3,Novel.Efnb1,900,database,Medium,blue
Endocytosis.Arpc3,Novel.Rac1,900,database,Medium,blue
Endocytosis.Arpc3,Novel.Grb2,900,database,Medium,blue
Endocytosis.Arpc3,Novel.Cyfip1,900,database,Medium,blue
Endocytosis.Arpc3,Novel.Actb,900,database,Medium,blue
Endocytosis.Arpc3,Novel.Snx9,900,database,Medium,blue
Endocytosis.Arpc3,Novel.Itsn1,900,database,Medium,blue
Endocytosis.Arpc3,Novel.Wasf2,900,database,Medium,blue
Endocytosis.Arpc3,Novel.Vamp3,900,database,Medium,blue
Endocytosis.Arpc3,Novel.Abi1,900,database,Medium,blue
Endocytosis.Arpc3,Novel.Actr2,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Cttn,900,database,Medium,blue
Endocytosis.Arpc5,Endocytosis & Protein processing in endoplasmic reticulum.Hspa8,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Efnb1,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Rac1,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Grb2,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Cyfip1,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Actb,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Snx9,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Itsn1,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Wasf2,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Vamp3,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Gmfg,800,experimental,Medium,blue
Endocytosis.Arpc5,Novel.Abi1,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Actr2,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Apob,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Trf,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Nck1,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Myo10,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Nckap1,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Scarb2,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Ephb4,900,database,Medium,blue
Endocytosis.Arpc5,Novel.M6pr,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Nckipsd,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Picalm,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Tgoln1,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Fcho2,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Hip1,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Fnbp1,900,database,Medium,blue
Endocytosis.Arpc5,Novel.Actr3,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Ap1b1,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Mapk3,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Akt1,534,experimental,Medium,blue
Endocytosis.Arrb1,Novel.Grb2,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Fyn,469,experimental,Medium,blue
Endocytosis.Arrb1,Novel.Rnf2,469,experimental,Medium,blue
Endocytosis.Arrb1,Novel.Snx9,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Snapin,900,database,Medium,blue
Endocytosis.Arrb1,Protein processing in endoplasmic reticulum.Ubqln2,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Itsn1,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Vamp3,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Actr2,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Dtnbp1,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Csnk1a1,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Apob,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Trf,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Ctsz,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Slc9a1,535,experimental,Medium,blue
Endocytosis.Arrb1,Novel.Scarb2,900,database,Medium,blue
Endocytosis.Arrb1,Novel.M6pr,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Picalm,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Tgoln1,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Cpd,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Pum1,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Yipf6,900,database,Medium,blue
Endocytosis.Arrb1,Novel.F2r,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Gns,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Card10,535,experimental,Medium,blue
Endocytosis.Arrb1,Novel.Fcho2,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Hip1,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Fnbp1,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Mapk1,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Actr3,900,database,Medium,blue
Endocytosis.Arrb1,Novel.Cttn,900,database,Medium,blue
Endocytosis.Arrb1,Endocytosis & Protein processing in endoplasmic reticulum.Hspa8,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Ppp2cb,800,database,Medium,blue
Endocytosis.Arrb2,Novel.Mapk3,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Ppp2r5e,800,database,Medium,blue
Endocytosis.Arrb2,Novel.Akt1,534,experimental,Medium,blue
Endocytosis.Arrb2,Novel.Grb2,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Ppp2r1a,800,database,Medium,blue
Endocytosis.Arrb2,Novel.Snx9,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Ppp2r5c,800,database,Medium,blue
Endocytosis.Arrb2,Protein processing in endoplasmic reticulum.Ubqln2,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Itsn1,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Vamp3,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Actr2,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Csnk1a1,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Apob,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Trf,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Scarb2,900,database,Medium,blue
Endocytosis.Arrb2,Novel.M6pr,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Picalm,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Tgoln1,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Ppp2r5a,800,database,Medium,blue
Endocytosis.Arrb2,Novel.F2r,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Usp33,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Card10,535,experimental,Medium,blue
Endocytosis.Arrb2,Novel.Fcho2,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Hip1,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Fnbp1,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Mapk1,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Actr3,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Cttn,900,database,Medium,blue
Endocytosis.Arrb2,Endocytosis & Protein processing in endoplasmic reticulum.Hspa8,900,database,Medium,blue
Endocytosis.Arrb2,Novel.Insr,534,experimental,Medium,blue
Endocytosis.Arrb2,Novel.Ppp2ca,800,database,Medium,blue
Endocytosis.Arrb2,Novel.Gsk3b,509,experimental,Medium,blue
Endocytosis.Asap1,Novel.Dtnbp1,461,experimental,Medium,blue
Endocytosis.Asap1,Novel.Exoc4,900,database,Medium,blue
Endocytosis.Asap1,Novel.Exoc1,900,database,Medium,blue
Endocytosis.Asap1,Novel.Arf4,900,database,Medium,blue
Endocytosis.Asap1,Novel.Arhgef2,461,experimental,Medium,blue
Endocytosis.Bin1,Novel.Itsn1,900,database,Medium,blue
Endocytosis.Bin1,Novel.Vamp3,900,database,Medium,blue
Endocytosis.Bin1,Novel.Actr2,900,database,Medium,blue
Endocytosis.Bin1,Novel.Apob,900,database,Medium,blue
Endocytosis.Bin1,Novel.Trf,900,database,Medium,blue
Endocytosis.Bin1,Novel.Scarb2,900,database,Medium,blue
Endocytosis.Bin1,Novel.M6pr,900,database,Medium,blue
Endocytosis.Bin1,Novel.Picalm,900,database,Medium,blue
Endocytosis.Bin1,Novel.Tgoln1,900,database,Medium,blue
Endocytosis.Bin1,Novel.Fcho2,900,database,Medium,blue
Endocytosis.Bin1,Novel.Hip1,900,database,Medium,blue
Endocytosis.Bin1,Novel.Fnbp1,900,database,Medium,blue
Endocytosis.Bin1,Novel.Actr3,900,database,Medium,blue
Endocytosis.Bin1,Novel.Cttn,900,database,Medium,blue
Endocytosis.Bin1,Endocytosis & Protein processing in endoplasmic reticulum.Hspa8,900,database,Medium,blue
Endocytosis.Bin1,Novel.Grb2,900,database,Medium,blue
Endocytosis.Bin1,Novel.Snx9,900,database,Medium,blue
Endocytosis.Capza1,Novel.Add1,720,database,Medium,blue
Endocytosis.Capza1,Novel.Mtpn,720,database,Medium,blue
Endocytosis.Capza2,Novel.Add1,720,database,Medium,blue
Endocytosis.Capza2,Novel.Mtpn,720,database,Medium,blue
Endocytosis.Capza2,Novel.App,900,database,Medium,blue
Endocytosis.Capza2,Novel.Hmgb1,900,database,Medium,blue
Endocytosis.Capzb,Novel.Myo6,535,experimental,Medium,blue
Endocytosis.Capzb,Novel.Add1,720,database,Medium,blue
Endocytosis.Capzb,Novel.Coro1a,535,experimental,Medium,blue
Endocytosis.Capzb,Novel.Mtpn,720,database,Medium,blue
Endocytosis.Cbl,Novel.Lyn,900,database,Medium,blue
Endocytosis.Cbl,Novel.Flt1,800,database,Medium,blue
Endocytosis.Cbl,Novel.Grb2,900,database,Medium,blue
Endocytosis.Cbl,Novel.Pik3ca,900,database,Medium,blue
Endocytosis.Cbl,Novel.Kitl,900,database,Medium,blue
Endocytosis.Cbl,Novel.Ppp2r1a,900,database,Medium,blue
Endocytosis.Cbl,Novel.Fyn,900,database,Medium,blue
Endocytosis.Cbl,Novel.Dlg1,496,experimental,Medium,blue
Endocytosis.Cbl,Novel.Kit,900,database,Medium,blue
Endocytosis.Cbl,Novel.Snx9,900,database,Medium,blue
Endocytosis.Cbl,Novel.Med1,535,experimental,Medium,blue
Endocytosis.Cbl,Novel.Crk,900,database,Medium,blue
Endocytosis.Cbl,Novel.Kdr,800,database,Medium,blue
Endocytosis.Cbl,Novel.Arhgef7,900,database,Medium,blue
Endocytosis.Cbl,Protein processing in endoplasmic reticulum.Ubqln2,900,database,Medium,blue
Endocytosis.Cbl,Novel.Itsn1,900,database,Medium,blue
Endocytosis.Cbl,Novel.Vamp3,900,database,Medium,blue
Endocytosis.Cbl,Novel.Actr2,900,database,Medium,blue
Endocytosis.Cbl,Novel.Apob,900,database,Medium,blue
Endocytosis.Cbl,Novel.Trf,900,database,Medium,blue
Endocytosis.Cbl,Novel.Nck1,900,database,Medium,blue
Endocytosis.Cbl,Novel.Scarb2,900,database,Medium,blue
Endocytosis.Cbl,Novel.M6pr,900,database,Medium,blue
Endocytosis.Cbl,Novel.Picalm,900,database,Medium,blue
Endocytosis.Cbl,Novel.Tgoln1,900,database,Medium,blue
Endocytosis.Cbl,Novel.Ddx58,521,experimental,Medium,blue
Endocytosis.Cbl,Novel.Spry2,900,database,Medium,blue
Endocytosis.Cbl,Novel.Map1lc3b,461,experimental,Medium,blue
Endocytosis.Cbl,Novel.Atxn2,469,experimental,Medium,blue
Endocytosis.Cbl,Novel.Cd2ap,535,experimental,Medium,blue
Endocytosis.Cbl,Novel.Fcho2,900,database,Medium,blue
Endocytosis.Cbl,Novel.Hip1,900,database,Medium,blue
Endocytosis.Cbl,Novel.Fnbp1,900,database,Medium,blue
Endocytosis.Cbl,Novel.Ube2m,900,database,Medium,blue
Endocytosis.Cbl,Novel.Actr3,900,database,Medium,blue
Endocytosis.Cbl,Novel.Cttn,900,database,Medium,blue
Endocytosis.Cbl,Novel.Abl1,800,database,Medium,blue
Endocytosis.Cbl,Endocytosis & Protein processing in endoplasmic reticulum.Hspa8,900,database,Medium,blue
Endocytosis.Cbl,Novel.Pxn,535,experimental,Medium,blue
Endocytosis.Cbl,Novel.Insr,800,database,Medium,blue
Endocytosis.Cbl,Novel.Ppp2ca,900,database,Medium,blue
Endocytosis.Cbl,Novel.Ppp2cb,900,database,Medium,blue
Endocytosis.Cbl,Novel.Rapgef1,900,database,Medium,blue
Endocytosis.Cbl,Novel.Nedd8,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Ppp2cb,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Rps27,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Gdi2,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Ppp2r5e,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Grb2,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Pik3ca,800,database,Medium,blue
Endocytosis.Cdc42,Novel.Pafah1b1,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Ppp2r1a,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Fyn,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Cyfip1,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Iqgap1,900,database,Medium,blue
Endocytosis.Cdc42,Protein processing in endoplasmic reticulum.Mapk9,800,database,Medium,blue
Endocytosis.Cdc42,Novel.Spag9,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Actb,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Ndel1,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Nudc,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Calm1,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Ptk2,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Kdr,800,database,Medium,blue
Endocytosis.Cdc42,Novel.Ppp2r5c,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Arhgef7,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Clip1,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Arhgef2,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Dock1,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Arhgdia,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Xpo1,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Itsn1,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Vasp,800,database,Medium,blue
Endocytosis.Cdc42,Novel.Wasf2,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Abi1,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Srgap1,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Arhgap23,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Rhoq,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Ralbp1,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Actr2,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Vav3,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Arhgap17,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Bub3,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Nck1,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Rhog,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Rhoj,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Myo10,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Rangap1,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Gdi1,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Arhgef12,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Nckap1,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Pak2,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Arhgap31,900,database,Medium,blue
Endocytosis.Cdc42,Novel.Mef2a,900,database,Medium,blue
