"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"217",51099,"ABHD5","HighConf","Yes","Regulation of lipolysis in adipocytes","PLIN1, PRKACG, CAV1, PRKACB","Regulation of lipolysis in adipocytes (3), Vasopressin-regulated water reabsorption (2), Ovarian steroidogenesis (2), Circadian entrainment (2), Longevity regulating pathway (2), Adrenergic signaling in cardiomyocytes (2), Glutamatergic synapse (2), Endocrine and other factor-regulated calcium reabsorption (2), Platelet activation (2), Relaxin signaling pathway (2), Dopaminergic synapse (2), Inflammatory mediator regulation of TRP channels (2), Chemokine signaling pathway (2), MAPK signaling pathway (2), Glucagon signaling pathway (2), cAMP signaling pathway (2), Estrogen signaling pathway (2), Oxytocin signaling pathway (2), Vascular smooth muscle contraction (2), Serotonergic synapse (2), Calcium signaling pathway (2), Melanogenesis (2), Gap junction (2), Renin secretion (2), Olfactory transduction (2), Insulin signaling pathway (2), Thyroid hormone signaling pathway (2), Ras signaling pathway (2), Tight junction (2), Focal adhesion (1), Endocytosis (1)"
"238",32,"ACACB","HighConf","Yes","Insulin signaling pathway, Adipocytokine signaling pathway, Glucagon signaling pathway, AMPK signaling pathway","UBQLN4, PRKAG1, FASN, E2F2, E2F5, SUN2, SUCLG2, PRKAB1, CPT1C, UBQLN2, UBL4B, ZFAND4, RRAGA, HLCS, NDUFAF6, SPAG4, MLYCD, CPT1B, IL4, ISG15, SUCLA2, RPS27A, UBC, E2F3, KIAA0368, NEDD8, RAD23B, UBA52, FDFT1, MLX","AMPK signaling pathway (6), Glucagon signaling pathway (4), Adipocytokine signaling pathway (4), Cellular senescence (3), Insulin signaling pathway (3), Longevity regulating pathway (2), Oxytocin signaling pathway (2), FoxO signaling pathway (2), Tight junction (2), RIG-I-like receptor signaling pathway (1), Jak-STAT signaling pathway (1), T cell receptor signaling pathway (1), PI3K-Akt signaling pathway (1), Cytokine-cytokine receptor interaction (1), mTOR signaling pathway (1)"
"244",34,"ACADM","HighConf","Yes",NA,"GCDH, HADHA, CPT2, CREBBP, HADHB, HELZ2, NCOA1, MED1, NCOA2, USP20","Thyroid hormone signaling pathway (4), Adherens junction (1), Jak-STAT signaling pathway (1), Glucagon signaling pathway (1), cAMP signaling pathway (1), Melanogenesis (1), FoxO signaling pathway (1)"
"249",9744,"ACAP1","HighConf","Yes","Endocytosis","PLD1, CLTC, ARF6, SLC2A4","Endocytosis (3), Fc gamma R-mediated phagocytosis (2), Ras signaling pathway (2), Phospholipase D signaling pathway (2), AMPK signaling pathway (1), Adipocytokine signaling pathway (1), Insulin signaling pathway (1), FoxO signaling pathway (1), Synaptic vesicle cycle (1), Endocrine and other factor-regulated calcium reabsorption (1), Sphingolipid signaling pathway (1), Glycerophospholipid metabolism (1), Glutamatergic synapse (1), cAMP signaling pathway (1), Ether lipid metabolism (1)"
"250",23527,"ACAP2","HighConf","Yes","Endocytosis","ARF6","Fc gamma R-mediated phagocytosis (1), Ras signaling pathway (1), Phospholipase D signaling pathway (1), Endocytosis (1)"
"262",1636,"ACE","HighConf","Yes","Renin secretion","AGT","Renin secretion (1)"
"264",125981,"ACER1","HighConf","Yes","Sphingolipid signaling pathway","SPHK2, CERK, SMPD4, PPAP2B, GBA2, SMPD1, DEGS1, SPHK1","Sphingolipid signaling pathway (4), VEGF signaling pathway (2), Fc gamma R-mediated phagocytosis (2), Calcium signaling pathway (2), Phospholipase D signaling pathway (2)"
"269",2532,"ACKR1","HighConf","Yes",NA,"CCL2, CXCL8","Chemokine signaling pathway (2), Cytokine-cytokine receptor interaction (2), Cellular senescence (1), RIG-I-like receptor signaling pathway (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1), Phospholipase D signaling pathway (1), TNF signaling pathway (1)"
"282",10965,"ACOT2","HighConf","Yes","Ovarian steroidogenesis","UBC",NA
"288",51,"ACOX1","HighConf","Yes","cAMP signaling pathway, alpha-Linolenic acid metabolism","FABP1, GCDH, CREBBP, PEX5, HADHA, PPARGC1A, CPT2, HADHB, LPL, NR1H3, RELA, APOA1, MED1, HSD17B4, EP300, NCOA1","Thyroid hormone signaling pathway (4), Glucagon signaling pathway (3), cAMP signaling pathway (3), Fat digestion and absorption (2), Adherens junction (2), Jak-STAT signaling pathway (2), Melanogenesis (2), FoxO signaling pathway (2), Longevity regulating pathway (2), Adipocytokine signaling pathway (2), Sphingolipid signaling pathway (1), Cellular senescence (1), RIG-I-like receptor signaling pathway (1), Toll-like receptor signaling pathway (1), T cell receptor signaling pathway (1), Relaxin signaling pathway (1), Chemokine signaling pathway (1), MAPK signaling pathway (1), Apoptosis (1), PI3K-Akt signaling pathway (1), NF-kappa B signaling pathway (1), TNF signaling pathway (1), Ras signaling pathway (1), AMPK signaling pathway (1), Insulin signaling pathway (1)"
"303",81616,"ACSBG2","HighConf","Yes","Adipocytokine signaling pathway",NA,NA
"307",2181,"ACSL3","HighConf","Yes","Adipocytokine signaling pathway, Ferroptosis","PNLIP, MGLL, CPT1C, PNPLA3, CPT1B, PNLIPRP3, UBC, LPL","AMPK signaling pathway (2), Glucagon signaling pathway (2), Adipocytokine signaling pathway (2), Regulation of lipolysis in adipocytes (1), Fat digestion and absorption (1), Pancreatic secretion (1)"
"310",23305,"ACSL6","HighConf","Yes","Adipocytokine signaling pathway, Ferroptosis","MGLL, CPT1C, PNPLA3, CPT1B, LPL, PNLIP, PNLIPRP3","AMPK signaling pathway (2), Glucagon signaling pathway (2), Adipocytokine signaling pathway (2), Fat digestion and absorption (1), Pancreatic secretion (1), Regulation of lipolysis in adipocytes (1)"
"326",71,"ACTG1","HighConf","Yes","Tight junction, Thyroid hormone signaling pathway, Oxytocin signaling pathway, Focal adhesion, Apoptosis, Rap1 signaling pathway, Platelet activation, Regulation of actin cytoskeleton, Leukocyte transendothelial migration, Adherens junction","CFL2, CAP1, DSTN, UBC, TRAF2","Sphingolipid signaling pathway (1), RIG-I-like receptor signaling pathway (1), MAPK signaling pathway (1), Apoptosis (1), Adipocytokine signaling pathway (1), NF-kappa B signaling pathway (1), TNF signaling pathway (1), Regulation of actin cytoskeleton (1), Fc gamma R-mediated phagocytosis (1)"
"335",87,"ACTN1","HighConf","Yes","Tight junction, Focal adhesion, Regulation of actin cytoskeleton, Leukocyte transendothelial migration, Adherens junction","ACTN2, SF3A1, UBE2I, LDB3, ITGAV, ITGA8, VCL, TLN1, IGF1, CLU, F13A1, PIP5K1C, PIP5K1B, ITGB6, GAS6, IGF2, SPTBN1, ITGA5, ITGA1, VWF, ITGA2B, F5, TTN, PROS1, ITGB7, ITGA11, PF4, HRG, SERPING1, MYOZ2, MICALL2, CTNNB1, SUMO1, EZR, APP, TGFB2, ACTN4, ITGB1, MAGI1, PKN1, UBC","Focal adhesion (16), Regulation of actin cytoskeleton (14), PI3K-Akt signaling pathway (12), ECM-receptor interaction (10), Rap1 signaling pathway (6), Leukocyte transendothelial migration (5), Tight junction (5), Platelet activation (4), Adherens junction (3), Cytokine-cytokine receptor interaction (2), FoxO signaling pathway (2), RNA transport (2), Thyroid hormone signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (2), Inositol phosphate metabolism (2), Phosphatidylinositol signaling system (2), Fc gamma R-mediated phagocytosis (2), Phospholipase D signaling pathway (2), Endocytosis (2), Cellular senescence (1), MAPK signaling pathway (1), Serotonergic synapse (1), Melanogenesis (1), Chemokine signaling pathway (1), Ovarian steroidogenesis (1), Longevity regulating pathway (1), Long-term depression (1), AMPK signaling pathway (1), Inflammatory mediator regulation of TRP channels (1), mTOR signaling pathway (1), Ras signaling pathway (1), NF-kappa B signaling pathway (1), Spliceosome (1)"
"336",88,"ACTN2","HighConf","Yes",NA,"SF3A1, UBE2I, TPM4, LDB3, DMD, ITGAV, ITGA8, VCL, TLN1, TNNI3, IGF1, CLU, VIM, F13A1, PIP5K1C, PIP5K1B, ITGB6, GAS6, IGF2, TPM3, SPTBN1, ITGA5, ITGA1, VWF, ITGA2B, F5, TTN, GRIN2A, MYBPC3, DES, MYL3, GRIN2D, PROS1, ITGB7, RASGRF2, ITGA11, PF4, HRG, MYL4, TMOD1, GRIN2C, SERPING1, MYOZ2, MICALL2, MYBPC2, KCNA5, APP, UBC, SUMO1, EZR, ACTN1, AKAP9, ACTN4, ITGB1, TGFB2, MAGI1","Focal adhesion (16), Regulation of actin cytoskeleton (15), PI3K-Akt signaling pathway (11), ECM-receptor interaction (10), Tight junction (6), Rap1 signaling pathway (6), Leukocyte transendothelial migration (5), Adrenergic signaling in cardiomyocytes (5), Platelet activation (4), cAMP signaling pathway (4), Adherens junction (3), Circadian entrainment (3), Glutamatergic synapse (3), Calcium signaling pathway (3), Neuroactive ligand-receptor interaction (3), Ras signaling pathway (3), MAPK signaling pathway (2), Cytokine-cytokine receptor interaction (2), FoxO signaling pathway (2), RNA transport (2), EGFR tyrosine kinase inhibitor resistance (2), Inositol phosphate metabolism (2), Phosphatidylinositol signaling system (2), Fc gamma R-mediated phagocytosis (2), Phospholipase D signaling pathway (2), Endocytosis (2), Cellular senescence (1), Serotonergic synapse (1), Chemokine signaling pathway (1), Dopaminergic synapse (1), Ovarian steroidogenesis (1), Longevity regulating pathway (1), Long-term depression (1), AMPK signaling pathway (1), Inflammatory mediator regulation of TRP channels (1), mTOR signaling pathway (1), Thyroid hormone signaling pathway (1), NF-kappa B signaling pathway (1), Spliceosome (1)"
"338",81,"ACTN4","HighConf","Yes","Tight junction, Focal adhesion, Regulation of actin cytoskeleton, Leukocyte transendothelial migration, Adherens junction","ACTN1, ACTN2, SF3A1, UBE2I, HGS, ITGAV, RAB5A, ITGA8, VCL, TLN1, IGF1, CLU, F13A1, PIP5K1C, PIP5K1B, ITGB6, GAS6, IGF2, SPTBN1, ITGA5, ITGA1, VWF, ITGA2B, F5, PROS1, ITGB7, ITGA11, PF4, HRG, USP6NL, SERPING1, TRIM3, MYOZ2, SUMO1, MAGI1, TGFB2, EZR, UBC, CTNNB1, ITGB1, APP","Focal adhesion (16), Regulation of actin cytoskeleton (14), PI3K-Akt signaling pathway (11), ECM-receptor interaction (10), Rap1 signaling pathway (6), Leukocyte transendothelial migration (5), Tight junction (4), Platelet activation (4), Endocytosis (4), Adherens junction (3), Cytokine-cytokine receptor interaction (2), FoxO signaling pathway (2), RNA transport (2), Thyroid hormone signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (2), Inositol phosphate metabolism (2), Phosphatidylinositol signaling system (2), Fc gamma R-mediated phagocytosis (2), Phospholipase D signaling pathway (2), Ras signaling pathway (2), Cellular senescence (1), MAPK signaling pathway (1), Serotonergic synapse (1), Melanogenesis (1), Chemokine signaling pathway (1), Ovarian steroidogenesis (1), Longevity regulating pathway (1), Long-term depression (1), AMPK signaling pathway (1), Inflammatory mediator regulation of TRP channels (1), mTOR signaling pathway (1), Vasopressin-regulated water reabsorption (1), NF-kappa B signaling pathway (1), Spliceosome (1)"
"339",55860,"ACTR10","HighConf","Yes",NA,"DCTN4, UBC","Vasopressin-regulated water reabsorption (1)"
"344",57180,"ACTR3B","HighConf","Yes","Tight junction","ARPC1B, ARPC1A, ARPC3","Regulation of actin cytoskeleton (3), Fc gamma R-mediated phagocytosis (3), Endocytosis (3)"
"351",91,"ACVR1B","HighConf","Yes","Cytokine-cytokine receptor interaction","INHBB, ACVR2B, ACVR2A, SMAD6, BAMBI, TDGF1, INHBE, XIAP, FKBP1A","Cytokine-cytokine receptor interaction (4), Apoptosis (1), Focal adhesion (1), NF-kappa B signaling pathway (1)"
"352",130399,"ACVR1C","HighConf","Yes",NA,"MMS19, TDGF1, PYDC1, PRKAR2A, ACVR2B, ACVR2A, PRKAG1, CDK9, IKBKB, CHUK, INHBB, GTF2H3, PRKACB","Insulin signaling pathway (4), Cytokine-cytokine receptor interaction (3), Adipocytokine signaling pathway (3), FoxO signaling pathway (3), Chemokine signaling pathway (3), MAPK signaling pathway (3), Ras signaling pathway (3), Longevity regulating pathway (2), Glucagon signaling pathway (2), Oxytocin signaling pathway (2), Tight junction (2), RIG-I-like receptor signaling pathway (2), Toll-like receptor signaling pathway (2), T cell receptor signaling pathway (2), Apoptosis (2), mTOR signaling pathway (2), PI3K-Akt signaling pathway (2), NF-kappa B signaling pathway (2), TNF signaling pathway (2), AMPK signaling pathway (1), Vasopressin-regulated water reabsorption (1), Ovarian steroidogenesis (1), Circadian entrainment (1), Adrenergic signaling in cardiomyocytes (1), Glutamatergic synapse (1), Endocrine and other factor-regulated calcium reabsorption (1), Regulation of lipolysis in adipocytes (1), Platelet activation (1), Relaxin signaling pathway (1), Dopaminergic synapse (1), Inflammatory mediator regulation of TRP channels (1), cAMP signaling pathway (1), Estrogen signaling pathway (1), Vascular smooth muscle contraction (1), Serotonergic synapse (1), Calcium signaling pathway (1), Melanogenesis (1), Gap junction (1), Renin secretion (1), Olfactory transduction (1), Thyroid hormone signaling pathway (1)"
"353",92,"ACVR2A","HighConf","Yes","Cytokine-cytokine receptor interaction","SMAD6, ACVR1C, SMAD9, INHA, TDGF1, INHBE, ACVR2B, ACVRL1, ACVR1B, INHBB, TGFBR3, FKBP1A","Cytokine-cytokine receptor interaction (4)"
"354",93,"ACVR2B","HighConf","Yes","Cytokine-cytokine receptor interaction","ACVR2A, SMAD6, ACVR1C, SMAD9, TDGF1, INHBE, MSTN, FKBP1A, ACVR1B, INHBB, ACVRL1","Cytokine-cytokine receptor interaction (4)"
"355",94,"ACVRL1","HighConf","Yes",NA,"TGFBR1, ACVR2B, ACVR2A, SMAD9, CAV1, FKBP1A","Cytokine-cytokine receptor interaction (3), Endocytosis (2), Focal adhesion (1), Adherens junction (1), Cellular senescence (1), Relaxin signaling pathway (1), MAPK signaling pathway (1), FoxO signaling pathway (1)"
"360",100,"ADA","HighConf","Yes",NA,"NT5C2, APRT, NT5E, NT5C, NT5C1A, DCK, MYB, UBC, DPP4","PI3K-Akt signaling pathway (1)"
"366",8038,"ADAM12","HighConf","Yes",NA,"LRIG1, ADAM17, ITGB1, IGFBP3, EGFR, DLL1","Regulation of actin cytoskeleton (2), Rap1 signaling pathway (2), Focal adhesion (2), PI3K-Akt signaling pathway (2), Cellular senescence (1), Adherens junction (1), EGFR tyrosine kinase inhibitor resistance (1), Relaxin signaling pathway (1), MAPK signaling pathway (1), Estrogen signaling pathway (1), Oxytocin signaling pathway (1), Calcium signaling pathway (1), Cytokine-cytokine receptor interaction (1), Gap junction (1), Ras signaling pathway (1), FoxO signaling pathway (1), Phospholipase D signaling pathway (1), Endocytosis (1), Leukocyte transendothelial migration (1), Platelet activation (1), ECM-receptor interaction (1), Tight junction (1)"
"368",6868,"ADAM17","HighConf","Yes",NA,"LRIG1, ADAM12, ZNF274, NRG4, HBEGF, PSEN2, DLL1, EGFR, TNFRSF1B, ERBB4, SORT1, UBC, NOTCH1","Cytokine-cytokine receptor interaction (2), Estrogen signaling pathway (2), Calcium signaling pathway (2), Adipocytokine signaling pathway (1), TNF signaling pathway (1), Thyroid hormone signaling pathway (1), Adherens junction (1), EGFR tyrosine kinase inhibitor resistance (1), Regulation of actin cytoskeleton (1), Rap1 signaling pathway (1), Relaxin signaling pathway (1), MAPK signaling pathway (1), Focal adhesion (1), Oxytocin signaling pathway (1), PI3K-Akt signaling pathway (1), Gap junction (1), Ras signaling pathway (1), FoxO signaling pathway (1), Phospholipase D signaling pathway (1), Endocytosis (1)"
"371",2515,"ADAM2","HighConf","Yes",NA,"ITGB1","Leukocyte transendothelial migration (1), Regulation of actin cytoskeleton (1), Platelet activation (1), Rap1 signaling pathway (1), Focal adhesion (1), ECM-receptor interaction (1), PI3K-Akt signaling pathway (1), Tight junction (1)"
"376",10863,"ADAM28","HighConf","Yes",NA,"ITGB1","Leukocyte transendothelial migration (1), Regulation of actin cytoskeleton (1), Platelet activation (1), Rap1 signaling pathway (1), Focal adhesion (1), ECM-receptor interaction (1), PI3K-Akt signaling pathway (1), Tight junction (1)"
"388",11093,"ADAMTS13","HighConf","Yes",NA,"VWF","Platelet activation (1), Focal adhesion (1), ECM-receptor interaction (1), PI3K-Akt signaling pathway (1)"
"422",107,"ADCY1","HighConf","Yes","Phospholipase D signaling pathway, cGMP-PKG signaling pathway, Gap junction, Melanogenesis, Calcium signaling pathway, Vascular smooth muscle contraction, Oxytocin signaling pathway, Estrogen signaling pathway, cAMP signaling pathway, Chemokine signaling pathway, Pancreatic secretion, Inflammatory mediator regulation of TRP channels, Relaxin signaling pathway, Rap1 signaling pathway, Platelet activation, Regulation of lipolysis in adipocytes, Glutamatergic synapse, Adrenergic signaling in cardiomyocytes, Longevity regulating pathway, Circadian entrainment, Ovarian steroidogenesis","HRH4, P2RY13, OXGR1, GPER1, S1PR5, FPR3, GRM6, NMS, BDKRB1, HTR1F, TAS2R60, CXCL16, C5AR1, LPAR3, MCHR2, HTR5A, PTH2R, ADRB3, VIPR2, HTR7, NPS, PTH, IAPP, MC3R, PTGER2, GLP2R, GNG8, PDE7A, PDE1B, TAS2R40, DRD5, PDE8B, SSTR5, MTNR1B, NPY1R, GALR2, GNAI3, SSTR4, CHRM2, PTGDR2, NPY, CCL28, IL1A, SSTR1, HCAR2, PRKACB, RXFP3, CXCL10, GNG3, GIPR, MTNR1A, NMUR1, PRKACG, GRM8, CCR3, GNB4, CXCR3, RXFP2, MC1R, PDE4D, MCHR1, NPBWR2, CXCL2, PRKAR2A, S1PR1, LPAR1, CCR9, GIP, GNAS, NPY5R, GNAO1, GNAI1, PRKAR2B, FPR2, CXCR5, PTGIR, MC4R, CXCL13, CALCR, CXCL11, AGT, PNOC, S1PR2, CXCL9, CAP1, P2RY14, DRD2, GLP1R, ADORA2A, CXCL8, CXCR2, C5, MC5R, APP, RXFP1, DRD3, EDN1, TAS2R4, NPB, MC2R, OPRM1, SCT, NMUR2","Neuroactive ligand-receptor interaction (53), cAMP signaling pathway (21), Chemokine signaling pathway (20), Cytokine-cytokine receptor interaction (14), Relaxin signaling pathway (13), Serotonergic synapse (13), Dopaminergic synapse (12), Calcium signaling pathway (11), Glutamatergic synapse (11), Circadian entrainment (11), Renin secretion (9), Regulation of lipolysis in adipocytes (8), Estrogen signaling pathway (8), Melanogenesis (8), Rap1 signaling pathway (8), Phospholipase D signaling pathway (7), Gap junction (7), PI3K-Akt signaling pathway (6), Platelet activation (6), Oxytocin signaling pathway (6), Ras signaling pathway (6), Sphingolipid signaling pathway (5), Adrenergic signaling in cardiomyocytes (5), Inflammatory mediator regulation of TRP channels (5), Vascular smooth muscle contraction (5), Insulin signaling pathway (4), Toll-like receptor signaling pathway (4), Long-term depression (4), Vasopressin-regulated water reabsorption (3), Ovarian steroidogenesis (3), Endocrine and other factor-regulated calcium reabsorption (3), MAPK signaling pathway (3), Glucagon signaling pathway (3), Olfactory transduction (3), TNF signaling pathway (3), cGMP-PKG signaling pathway (3), Regulation of actin cytoskeleton (2), Longevity regulating pathway (2), Thyroid hormone signaling pathway (2), Tight junction (2), RIG-I-like receptor signaling pathway (2), Cellular senescence (2), NF-kappa B signaling pathway (2), Leukocyte transendothelial migration (2), FoxO signaling pathway (1), Adipocytokine signaling pathway (1), Endocytosis (1), Pancreatic secretion (1)"
"433",117,"ADCYAP1R1","HighConf","Yes","Neuroactive ligand-receptor interaction, Renin secretion, cAMP signaling pathway, Circadian entrainment",NA,NA
"435",119,"ADD2","HighConf","Yes",NA,"CAPZB, CAPZA1, CAPG","Endocytosis (2)"
"440",127,"ADH4","HighConf","Yes",NA,"LRAT, GSTA3, GSTO2, UGT2B7, UGT2B4, UGT1A1, GSTO1, AOX1, GSTM5, GSTA1, ALDH1B1, UGT1A3, UGT1A9, UGT1A8, ALDH9A1, UGT1A5, GSTP1, UGT1A7, MAOA, ALDH1A1, MGST2, MGST1","Jak-STAT signaling pathway (1), Dopaminergic synapse (1), Serotonergic synapse (1)"
"449",79602,"ADIPOR2","HighConf","Yes","Adipocytokine signaling pathway, AMPK signaling pathway, Longevity regulating pathway",NA,NA
"458",135,"ADORA2A","HighConf","Yes","Neuroactive ligand-receptor interaction, Calcium signaling pathway, Vascular smooth muscle contraction, cAMP signaling pathway, Rap1 signaling pathway","GLP1R, RXFP1, GIP, ADCY1, PTH2R, ADRB3, VIPR2, HTR7, NPS, PTH, IAPP, MC3R, PTGER2, GLP2R, DRD5, DRD2, SCT, PTGIR, GIPR, MC4R, MC5R, RXFP2, MC1R, NTRK1, GNAS, MC2R, CALCR","Neuroactive ligand-receptor interaction (19), cAMP signaling pathway (9), Calcium signaling pathway (5), Relaxin signaling pathway (4), Inflammatory mediator regulation of TRP channels (4), Rap1 signaling pathway (3), Dopaminergic synapse (3), Gap junction (3), Regulation of lipolysis in adipocytes (3), Platelet activation (3), Vascular smooth muscle contraction (3), Melanogenesis (3), Renin secretion (3), Ovarian steroidogenesis (2), Circadian entrainment (2), Adrenergic signaling in cardiomyocytes (2), Glutamatergic synapse (2), Pancreatic secretion (2), Estrogen signaling pathway (2), Oxytocin signaling pathway (2), Serotonergic synapse (2), Phospholipase D signaling pathway (2), cGMP-PKG signaling pathway (2), Vasopressin-regulated water reabsorption (1), Endocrine and other factor-regulated calcium reabsorption (1), Long-term depression (1), Glucagon signaling pathway (1), MAPK signaling pathway (1), Apoptosis (1), Ras signaling pathway (1), Longevity regulating pathway (1), Chemokine signaling pathway (1)"
"465",56985,"ADPRM","HighConf","Yes","Glycerophospholipid metabolism","GPAT2, PGM1, NUDT5","Glycerophospholipid metabolism (1)"
"470",151,"ADRA2B","HighConf","Yes","Neuroactive ligand-receptor interaction, cGMP-PKG signaling pathway",NA,NA
"474",155,"ADRB3","HighConf","Yes","Neuroactive ligand-receptor interaction, cGMP-PKG signaling pathway, Renin secretion, Calcium signaling pathway, Regulation of lipolysis in adipocytes","VIPR2, HTR7, NPS, PTH, IAPP, MC3R, PTGER2, GLP2R, GRK7, GRK4, DRD5, GRK6, GRK1, PTH2R, GNAS, GIP, ADORA2A, MC5R, ADCY1, SCT, RXFP1, RXFP2, GIPR, CALCR, MC4R, MC1R, PTGIR, MC2R, ADRBK1, ARRB2, GLP1R, GNAI3","Neuroactive ligand-receptor interaction (18), cAMP signaling pathway (10), Chemokine signaling pathway (7), Relaxin signaling pathway (6), Calcium signaling pathway (5), Endocytosis (5), Platelet activation (4), Rap1 signaling pathway (4), Vascular smooth muscle contraction (4), Melanogenesis (4), Dopaminergic synapse (4), Circadian entrainment (3), Adrenergic signaling in cardiomyocytes (3), Glutamatergic synapse (3), Regulation of lipolysis in adipocytes (3), Inflammatory mediator regulation of TRP channels (3), Estrogen signaling pathway (3), Oxytocin signaling pathway (3), Gap junction (3), Serotonergic synapse (3), Renin secretion (3), Ovarian steroidogenesis (2), Pancreatic secretion (2), cGMP-PKG signaling pathway (2), Phospholipase D signaling pathway (2), Phototransduction (2), Long-term depression (2), Longevity regulating pathway (1), Vasopressin-regulated water reabsorption (1), Endocrine and other factor-regulated calcium reabsorption (1), Glucagon signaling pathway (1), Sphingolipid signaling pathway (1), Leukocyte transendothelial migration (1), MAPK signaling pathway (1), Olfactory transduction (1), Ras signaling pathway (1)"
