"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"4913",5394,"EXOSC10","MedConf","Yes",NA,"KPNB1","RNA transport (1)"
"5205",51647,"FAM96B","HighConf","Yes",NA,"ERCC2","Nucleotide excision repair (1)"
"5232",10056,"FARSB","HighConf","Yes","Aminoacyl-tRNA biosynthesis",NA,NA
"5249",2091,"FBL","MedConf","Yes","Ribosome biogenesis in eukaryotes","RPL15, NOC4L, DHX15, UTP15, PES1, CEBPZ, HEATR1, RPL17, RPL11, RPL18A, RPS15A, EIF6, RPS11, RPS14, RPS4X, RPS5","Ribosome (12), Ribosome biogenesis in eukaryotes (3), Spliceosome (1)"
"5783",2597,"GAPDH","HighConf","Yes",NA,"RPL13A","Ribosome (1)"
"5877",25929,"GEMIN5","MedConf","Yes","RNA transport","PHAX, NUP153, SNRPF, SNRPG, SNRPD1, NUP93, SNRPD3","Spliceosome (4), RNA transport (3)"
"6432",2987,"GUK1","MedConf","Yes","Purine metabolism",NA,NA
"6557",55127,"HEATR1","MedConf","Yes","Ribosome biogenesis in eukaryotes","UTP15, FBL, NOC4L","Ribosome biogenesis in eukaryotes (2)"
"6797",3183,"HNRNPC","MedConf","Yes","Spliceosome",NA,NA
"6955",3309,"HSPA5","MedConf","Yes","Protein export","NFYC",NA
"6957",3312,"HSPA8","MedConf","Yes","Spliceosome","PSMC1, PSMA6, PRPF19, PSMB4, PSMA4, SF3A2, VCP, RLN1","Proteasome (4), Spliceosome (2)"
"7018",55699,"IARS2","MedConf","Yes","Aminoacyl-tRNA biosynthesis",NA,NA
"7340",10527,"IPO7","MedConf","Yes",NA,"RPL23A, KPNB1","RNA transport (1), Ribosome (1)"
"7926",3837,"KPNB1","MedConf","Yes","RNA transport","NUTF2, RANGAP1, NUP93, NUMA1, IPO7, EXOSC10, NUP153","RNA transport (3)"
"8957",9282,"MED14","MedConf","Yes",NA,"CTDP1, POLR2D, MED9, CCND3, MED17","Cell cycle (1), RNA polymerase (1), Purine metabolism (1), Pyrimidine metabolism (1)"
"8960",9440,"MED17","MedConf","Yes",NA,"MED14, CTDP1, MED9, CCND3","Cell cycle (1)"
"8979",55090,"MED9","MedConf","Yes",NA,"CCND3, MED17, MED14","Cell cycle (1)"
"9311",124995,"MRPL10","MedConf","Yes","Ribosome",NA,NA
"9314",28998,"MRPL13","MedConf","Yes","Ribosome","MRPL3, MRPL39","Ribosome (1)"
"9329",11222,"MRPL3","MedConf","Yes","Ribosome","MRPL13, MRPL39, MRPL36","Ribosome (2)"
"9332",9553,"MRPL33","MedConf","Yes","Ribosome","MRPL36, RPL11, RPL23A","Ribosome (3)"
"9335",64979,"MRPL36","MedConf","Yes","Ribosome","MRPL3, MRPL33, RPL23A, RPL11","Ribosome (4)"
"9338",54148,"MRPL39","MedConf","Yes",NA,"MRPL13, MRPL3","Ribosome (2)"
"9564",4609,"MYC","HighConf","Yes","Cell cycle",NA,NA
"9720",4677,"NARS","MedConf","Yes","Aminoacyl-tRNA biosynthesis",NA,NA
"9794",10403,"NDC80","MedConf","Yes",NA,"BIRC5, SPC24, RANGAP1, CDCA8, CENPI, CDC20, RPS27","Cell cycle (1), Ribosome (1), RNA transport (1)"
"9951",4802,"NFYC","MedConf","Yes",NA,"HSPA5, POLE3","Protein export (1), Base excision repair (1), Nucleotide excision repair (1), Purine metabolism (1), DNA replication (1), Pyrimidine metabolism (1)"
"9977",51388,"NIP7","HighConf","Yes",NA,"EIF6, PES1, CEBPZ","Ribosome biogenesis in eukaryotes (1)"
"9995",79576,"NKAP","MedConf","Yes",NA,"DHX15","Spliceosome (1)"
"10075",79050,"NOC4L","MedConf","Yes",NA,"UTP15, HEATR1, DIMT1, FBL","Ribosome biogenesis in eukaryotes (3)"
"10324",4926,"NUMA1","MedConf","Yes",NA,"BIRC5, KPNB1","RNA transport (1)"
"10329",9972,"NUP153","MedConf","Yes","RNA transport","SRSF2, SRSF7, SRSF1, KPNB1, U2AF2, NUTF2, RANGAP1, NUP93, GEMIN5, PHAX, SNRPF, SNRPD1, SNRPG, SNRPD3","Spliceosome (8), RNA transport (5)"
"10346",9688,"NUP93","MedConf","Yes","RNA transport","GEMIN5, PHAX, KPNB1, SRSF7, NUP153, U2AF2, SNRPG, SNRPD1, SNRPD3, SRSF2, SNRPF, SRSF1","Spliceosome (8), RNA transport (4)"
"10352",10204,"NUTF2","MedConf","Yes",NA,"RANGAP1, KPNB1, NUP153","RNA transport (3)"
"10982",10606,"PAICS","MedConf","Yes","Purine metabolism",NA,NA
"11166",51585,"PCF11","MedConf","Yes",NA,"SF3A2, SNRPG, SNRPD3, POLR2D, YBX1, PRPF4, POLR2L, SRSF1, SF3B1, POLR2I, TXNL4A, SRSF2, SNRPD1, U2AF2, SRSF7, SNRPF","Spliceosome (12), RNA polymerase (3), Purine metabolism (3), Pyrimidine metabolism (3)"
"11181",5111,"PCNA","HighConf","Yes","DNA replication, Nucleotide excision repair, Cell cycle, Mismatch repair, Base excision repair","CCND3, POLE3, CDC45, POLE2, RBL2, PRIM1, RAD9A, POLD3, RPA1, RFC5","DNA replication (6), Nucleotide excision repair (5), Purine metabolism (4), Pyrimidine metabolism (4), Mismatch repair (3), Base excision repair (3), Cell cycle (3)"
"11321",23481,"PES1","MedConf","Yes",NA,"CEBPZ, NIP7, RSL24D1, RPL3, FBL, RPL23A, EIF6","Ribosome (5), Ribosome biogenesis in eukaryotes (2)"
"11399",51808,"PHAX","MedConf","Yes","RNA transport","SNRPD3, NUP153, SNRPG, SNRPF, SNRPD1, GEMIN5, NUP93","Spliceosome (4), RNA transport (3)"
"11569",9088,"PKMYT1","MedConf","Yes","Cell cycle",NA,NA
"11784",10714,"POLD3","MedConf","Yes","Pyrimidine metabolism, DNA replication, Purine metabolism, Nucleotide excision repair, Mismatch repair, Base excision repair","PCNA, CRCP, RPA1, RFC5, POLE3, POLE2, PRIM1","DNA replication (6), Nucleotide excision repair (5), Purine metabolism (3), Pyrimidine metabolism (3), Base excision repair (3), Mismatch repair (3), Cell cycle (1)"
"11789",5427,"POLE2","MedConf","Yes","Pyrimidine metabolism, DNA replication, Purine metabolism, Nucleotide excision repair, Base excision repair","PRIM1, POLD3, POLE3, RPA1, PCNA, CRCP, CDC45, RFC5","DNA replication (6), Nucleotide excision repair (5), Mismatch repair (4), Base excision repair (3), Purine metabolism (3), Pyrimidine metabolism (3), Cell cycle (2)"
"11790",54107,"POLE3","HighConf","Yes","Pyrimidine metabolism, DNA replication, Purine metabolism, Nucleotide excision repair, Base excision repair","CRCP, POLE2, NFYC, POLD3, PCNA","Base excision repair (3), Nucleotide excision repair (3), DNA replication (3), Mismatch repair (2), Purine metabolism (2), Pyrimidine metabolism (2), Cell cycle (1)"
"11809",5433,"POLR2D","MedConf","Yes","Pyrimidine metabolism, Purine metabolism, RNA polymerase","POLR2I, SRSF2, SRSF7, YBX1, SRSF1, U2AF2, ERCC2, PCF11, SF3A2, SNRPG, POLR2L, SF3B1, SNRPD1, CTDP1, TXNL4A, SNRPF, SNRPD3, PRPF4, MED14","Spliceosome (12), RNA polymerase (2), Purine metabolism (2), Pyrimidine metabolism (2), Nucleotide excision repair (1)"
"11810",5434,"POLR2E","HighConf","Yes","Pyrimidine metabolism, Purine metabolism, RNA polymerase",NA,NA
"11814",5438,"POLR2I","HighConf","Yes","Pyrimidine metabolism, Purine metabolism, RNA polymerase","SRSF2, SRSF7, YBX1, SRSF1, U2AF2, ERCC2, PCF11, TXNL4A, POLR2L, POLR2D, SNRPD3, SNRPF, SNRPG, SNRPD1, SF3A2, CTDP1, SF3B1, PRPF4","Spliceosome (12), RNA polymerase (2), Purine metabolism (2), Pyrimidine metabolism (2), Nucleotide excision repair (1)"
"11819",5441,"POLR2L","MedConf","Yes","Pyrimidine metabolism, Purine metabolism, RNA polymerase","CTDP1, POLR2D, POLR2I, SRSF2, SRSF7, YBX1, SRSF1, POLR3K, U2AF2, ERCC2, PCF11, PRPF4, RPA1, SNRPD3, SNRPG, SF3A2, SNRPF, SNRPD1, SF3B1, TXNL4A","Spliceosome (12), RNA polymerase (3), Purine metabolism (3), Pyrimidine metabolism (3), Nucleotide excision repair (2), Mismatch repair (1), DNA replication (1)"
"11830",51728,"POLR3K","MedConf","Yes","Pyrimidine metabolism, Purine metabolism, RNA polymerase","CRCP, POLR2L","RNA polymerase (1), Purine metabolism (1), Pyrimidine metabolism (1)"
"11833",100101267,"POM121C","HighConf","Yes","RNA transport",NA,NA
"11849",51367,"POP5","HighConf","Yes","Ribosome biogenesis in eukaryotes, RNA transport","RPP21","RNA transport (1)"
"11850",10248,"POP7","MedConf","Yes","Ribosome biogenesis in eukaryotes, RNA transport",NA,NA
"12094",5557,"PRIM1","MedConf","Yes","Pyrimidine metabolism, DNA replication, Purine metabolism","POLD3, PCNA, CDC45, POLE2, RPA1, RFC5","Nucleotide excision repair (5), DNA replication (5), Mismatch repair (4), Base excision repair (3), Purine metabolism (2), Pyrimidine metabolism (2), Cell cycle (2)"
"12166",27339,"PRPF19","HighConf","Yes","Spliceosome","PSMB4, BUD31, SNRPF, SF3A2, SNRPD3, PRPF4, SNRPD1, SNW1, SF3B4, SNRPG, DHX15, SF3B1, SF1, HSPA8","Spliceosome (12), Proteasome (1)"
"12170",55119,"PRPF38B","MedConf","Yes","Spliceosome",NA,NA
"12172",9128,"PRPF4","HighConf","Yes","Spliceosome","SNRPD1, SNRPG, SF3B1, POLR2L, POLR2D, POLR2I, SRSF2, SRSF7, YBX1, SRSF1, U2AF2, RBM42, SART3, SNRNP27, PCF11, SNRPF, SF3A2, SNRPD3, PRPF19, TXNL4A","Spliceosome (13), RNA polymerase (3), Purine metabolism (3), Pyrimidine metabolism (3)"
"12281",5685,"PSMA4","MedConf","Yes","Proteasome","CDC20, SEC61A1, CDC16, HSPA8, BAP1, PSMC1, PSMA6, PSMB4","Proteasome (3), Cell cycle (2), Spliceosome (1), Protein export (1)"
"12283",5687,"PSMA6","HighConf","Yes","Proteasome","BAP1, PSMB4, PSMA4, CDC20, SEC61A1, CDC16, HSPA8, PSMC1","Proteasome (3), Cell cycle (2), Spliceosome (1), Protein export (1)"
"12290",5691,"PSMB3","MedConf","Yes","Proteasome",NA,NA
"12291",5692,"PSMB4","MedConf","Yes","Proteasome","PSMA4, CDC20, SEC61A1, CDC16, PSMC1, PRPF19, PSMA6, HSPA8, BAP1","Proteasome (3), Spliceosome (2), Cell cycle (2), Protein export (1)"
"12297",5700,"PSMC1","MedConf","Yes","Proteasome","PSMA6, BAP1, PSMB4, PSMA4, CDC20, SEC61A1, CDC16, HSPA8","Proteasome (3), Cell cycle (2), Spliceosome (1), Protein export (1)"
"12299",5702,"PSMC3","MedConf","Yes","Proteasome",NA,NA
"12608",5883,"RAD9A","MedConf","Yes",NA,"RPA1, RFC5, PCNA","Mismatch repair (3), Nucleotide excision repair (3), DNA replication (3), Base excision repair (1), Cell cycle (1)"
"12635",5901,"RAN","HighConf","Yes","Ribosome biogenesis in eukaryotes, RNA transport",NA,NA
"12644",5905,"RANGAP1","MedConf","Yes","RNA transport","CDCA8, CENPI, BIRC5, NDC80, KPNB1, NUP153, SPC24, NUTF2, CDC20, RPS27","RNA transport (2), Cell cycle (1), Ribosome (1)"
"12728",5934,"RBL2","MedConf","Yes","Cell cycle","DYRK1A, CCND3, PCNA","Cell cycle (2), Base excision repair (1), Mismatch repair (1), Nucleotide excision repair (1), DNA replication (1)"
"12755",79171,"RBM42","MedConf","Yes",NA,"PRPF4","Spliceosome (1)"
"12874",5985,"RFC5","MedConf","Yes","DNA replication, Nucleotide excision repair, Mismatch repair","PCNA, POLE2, PRIM1, RAD9A, POLD3, RPA1","DNA replication (5), Nucleotide excision repair (4), Mismatch repair (3), Base excision repair (3), Purine metabolism (3), Pyrimidine metabolism (3), Cell cycle (1)"
"13017",6013,"RLN1","MedConf","Yes",NA,"RPA1, HSPA8","Mismatch repair (1), Nucleotide excision repair (1), DNA replication (1), Spliceosome (1)"
"13164",6117,"RPA1","MedConf","Yes","DNA replication, Nucleotide excision repair, Mismatch repair","RFC5, PCNA, POLR2L, ERCC2, CDC45, POLE2, PRIM1, RAD9A, POLD3, RLN1","Nucleotide excision repair (5), DNA replication (5), Purine metabolism (4), Pyrimidine metabolism (4), Base excision repair (3), Mismatch repair (3), Cell cycle (2), RNA polymerase (1)"
"13182",6134,"RPL10","HighConf","Yes","Ribosome","RPL29, RPL13, RPL37, RPL34, RPL8, RPL13A, RPL15, RPL37A, RPL36, RPL11, RPL14, RPL19, RPL32, RPL6, RPL21, RPL23A, RPL18A","Ribosome (17)"
"13185",6135,"RPL11","MedConf","Yes","Ribosome","RPS23, RPL32, RPS29, RPL6, RPL17, RPS28, RPS11, RPS14, RPL21, FBL, RPL15, RPL37A, RPL19, RPL36, RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, MRPL33, EIF3K, MRPL36, SRP19, EIF3D, SRP9, RPL23A, RPS3A, RPS5, RPL18A, RPS4X, RPS27, RPS15A, RPLP2, RPS19, RPL14","Ribosome (35), Protein export (2), RNA transport (1), Ribosome biogenesis in eukaryotes (1)"
"13187",6137,"RPL13","HighConf","Yes","Ribosome","RPL37, RPL3, RPL34, RPL8, RPL13A, EIF3K, SRP19, EIF3D, SRP9, RPL36, RPL37A, RPL23A, RPL32, RPL11, RPS5, RPS11, RPL29, RPL10, RPS29, EIF6, RPS28, RPS14, RPS27, RPLP2, RPL21, RPL19, RPS23, RPL15, RPS19, RPL18A, RPL17, RPL6, RPL7A, RPS3A, RPS4X, RPL14, RPS15A","Ribosome (33), Protein export (2), Ribosome biogenesis in eukaryotes (1), RNA transport (1)"
"13188",23521,"RPL13A","MedConf","Yes","Ribosome","EIF3K, SRP19, GAPDH, EIF3D, SRP9, RPL34, RPL36, RPLP2, RPS4X, RPS14, RPS29, RPS3A, RPL32, RPS15A, RPS5, RPL10, RPS23, RPL37A, RPS19, RPL37, RPL7A, RPL19, RPL15, RPL18A, RPL8, RPL11, RPL14, RPL6, RPL21, RPL17, RPL29, RPS28, RPL23A, RPS27, RPS11, RPL3, RPL13","Ribosome (32), Protein export (2), RNA transport (1)"
"13189",9045,"RPL14","MedConf","Yes","Ribosome","RPL23A, RPS4X, RPS19, RPS3A, RPLP2, RPL11, RPS23, RPL32, EIF6, RPS29, RPL6, RPL17, RPS28, RPS11, RPS14, RPL21, RPL15, RPL37A, RPL19, RPL36, RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, EIF3K, SRP19, EIF3D, SRP9, RPS27, RPL18A, RPS15A, RPS5","Ribosome (33), Protein export (2), RNA transport (1), Ribosome biogenesis in eukaryotes (1)"
"13190",6138,"RPL15","MedConf","Yes","Ribosome","RPL37A, RPL19, RPL36, RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, EIF3K, SRP19, EIF3D, SRP9, RPL6, RPL11, RPS5, RPS11, RPL21, RPS3A, RPL14, RPL23A, RPS14, RPS23, RPS27, RPS28, RPS15A, FBL, RPL32, RPS19, RPL17, RPS4X, RPL18A, RPLP2, RPS29","Ribosome (33), Protein export (2), Ribosome biogenesis in eukaryotes (1), RNA transport (1)"
"13191",6139,"RPL17","HighConf","Yes","Ribosome","RPS28, RPS11, RPS14, RPL21, FBL, RPL15, RPL37A, RPL19, RPL36, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, EIF3K, SRP19, EIF3D, SRP9, RPL32, RPL23A, RPS4X, RPS23, RPS27, RPS29, RPS19, RPS15A, RPL18A, EIF6, RPL6, RPL14, RPS5, RPS3A, RPLP2, RPL11","Ribosome (33), Ribosome biogenesis in eukaryotes (2), Protein export (2), RNA transport (1)"
"13194",6142,"RPL18A","HighConf","Yes","Ribosome","RPL14, RPL23A, RPS4X, RPS19, RPS3A, RPLP2, RPL11, RPS23, RPL32, EIF6, RPS29, RPL6, RPL17, RPS28, RPS11, RPS14, RPL21, FBL, RPL15, RPL37A, RPL19, RPL36, RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, EIF3K, SRP19, EIF3D, SRP9, RPS5, RPS15A, RPS27","Ribosome (34), Protein export (2), Ribosome biogenesis in eukaryotes (2), RNA transport (1)"
"13195",6143,"RPL19","HighConf","Yes","Ribosome","RPL36, RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, EIF3K, SRP19, EIF3D, SRP9, RPS29, RPS28, RPL23A, RPS11, RPS14, RPS5, RPS4X, RPLP2, RPL18A, RPL15, RPL37A, RPL32, RPS3A, RPS23, RPL14, RPL11, RPS19, RPS27, RPL21, RPL6, RPL17, RPS15A","Ribosome (32), Protein export (2), RNA transport (1)"
"13196",6144,"RPL21","MedConf","Yes","Ribosome","RPL15, RPL37A, RPL19, RPL36, RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, EIF3K, SRP19, EIF3D, SRP9, RPL14, RPS14, RPL11, RPS11, RPL17, RPS4X, RPS3A, RPS28, RPS19, RPL23A, RPS5, RPS29, RPS15A, RPS27, RPL18A, RPLP2, RPL6, RPS23, RPL32","Ribosome (32), Protein export (2), RNA transport (1)"
"13199",9349,"RPL23","HighConf","Yes","Ribosome",NA,NA
"13200",6147,"RPL23A","HighConf","Yes","Ribosome","RPS4X, RPS19, RPS3A, RPLP2, RPL11, RPS23, RPL32, EIF6, RPS29, RPL6, RPL17, RPS28, RPS11, RPS14, RPL21, RPL15, RPL37A, RPL19, RPL36, RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, MRPL33, EIF3K, PES1, MRPL36, SRP19, EIF3D, SRP9, IPO7, RPL18A, RPS27, RPS5, RPL14, RPS15A","Ribosome (35), Protein export (2), RNA transport (1), Ribosome biogenesis in eukaryotes (1)"
"13206",6158,"RPL28","MedConf","Yes","Ribosome",NA,NA
"13207",6159,"RPL29","MedConf","Yes","Ribosome","RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, EIF3K, SRP19, EIF3D, SRP9, RPL19, RPS3A, RPL17, RPS29, RPLP2, RPS28, RPL32, RPL21, RPS4X, RPL18A, RPL37A, RPS11, RPS19, RPS27, RPS5, RPS14, RPL6, RPL10, RPL11, RPS23, RPL15, RPL36, RPL23A, RPS15A, RPL14","Ribosome (32), Protein export (2), RNA transport (1)"
"13208",6122,"RPL3","HighConf","Yes","Ribosome","RPL34, RPL8, RPL13A, EIF3K, PES1, SRP19, EIF3D, SRP9, RPS3A, RPL37, RPS27, RPS15A, RPL7A, RPS19, RPL13, RPL19, RPS4X, RPL37A, RPL17, RPS11, RPL14, RPS29, RPS5, RPL18A, EIF6, RPL21, RPL32, RPL36, RPLP2, RPS28, RPL6, RPL29, RPL23A, RPL15, RPS14, RPL11, RPS23","Ribosome (32), Protein export (2), Ribosome biogenesis in eukaryotes (1), RNA transport (1)"
"13211",6161,"RPL32","HighConf","Yes","Ribosome","RPS29, RPL6, RPL17, RPS28, RPS11, RPS14, RPL21, RPL15, RPL37A, RPL19, RPL36, RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, EIF3K, SRP19, EIF3D, SRP9, RPS5, RPS3A, RPLP2, RPL18A, RPS4X, RPL14, RPS27, RPL23A, RPS15A, RPL11, RPS23, RPS19","Ribosome (32), Protein export (2), RNA transport (1)"
"13212",6164,"RPL34","MedConf","Yes","Ribosome","RPL8, RPL13A, EIF3K, SRP19, EIF3D, SRP9, RPL18A, RPL11, RPL29, RPLP2, RPS4X, RPS27, RPL13, RPL15, RPS28, RPL36, RPL14, RPL32, EIF6, RPS14, RPL6, RPS19, RPS11, RPL37, RPL3, RPS3A, RPL19, RPL37A, RPS29, RPL10, RPL23A, RPL7A, RPS15A, RPL17, RPS5, RPL21, RPS23","Ribosome (33), Protein export (2), Ribosome biogenesis in eukaryotes (1), RNA transport (1)"
"13215",25873,"RPL36","MedConf","Yes","Ribosome","RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, EIF3K, SRP19, EIF3D, SRP9, RPL14, RPL17, RPS5, RPLP2, RPL15, RPL6, RPS3A, RPS29, EIF6, RPL23A, RPL37A, RPS27, RPL18A, RPS15A, RPS11, RPL11, RPL19, RPS19, RPS14, RPS28, RPL21, RPS4X, RPL32, RPS23","Ribosome (33), Protein export (2), Ribosome biogenesis in eukaryotes (1), RNA transport (1)"
"13218",6167,"RPL37","HighConf","Yes","Ribosome","RPL3, RPL34, RPL8, RPL13A, EIF3K, SRP19, EIF3D, SRP9, RPL19, RPS29, RPS11, RPS28, RPLP2, RPL15, RPL17, RPS15A, RPS5, RPS19, RPL23A, EIF6, RPL6, RPS3A, RPL7A, RPL18A, RPL13, RPL37A, RPL36, RPL10, RPL32, RPL29, RPS27, RPS4X, RPS23, RPL14, RPL21, RPL11, RPS14","Ribosome (33), Protein export (2), Ribosome biogenesis in eukaryotes (1), RNA transport (1)"
"13219",6168,"RPL37A","HighConf","Yes","Ribosome","RPL19, RPL36, RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, EIF3K, SRP19, EIF3D, SRP9, RPS23, RPS15A, RPS5, RPS3A, RPLP2, RPS28, RPL11, RPL14, RPL15, RPS11, RPL21, RPS4X, RPL18A, RPS29, RPS27, RPL23A, RPL6, RPS14, RPL32, RPS19, RPL17, EIF6","Ribosome (33), Protein export (2), Ribosome biogenesis in eukaryotes (1), RNA transport (1)"
"13227",6128,"RPL6","MedConf","Yes","Ribosome","RPL17, RPS28, RPS11, RPS14, RPL21, RPL15, RPL37A, RPL19, RPL36, RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, EIF3K, SRP19, EIF3D, SRP9, RPS19, RPS27, RPS3A, RPS23, RPS15A, RPS29, RPS5, RPL32, RPL11, RPL18A, RPS4X, RPL23A, RPLP2, EIF6, RPL14","Ribosome (33), Protein export (2), Ribosome biogenesis in eukaryotes (1), RNA transport (1)"
"13229",6130,"RPL7A","MedConf","Yes","Ribosome","RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, RPLP2, RPL11, RPL36, RPL29, RPL23A, RPL6, RPL17, RPL21, RPL18A, RPL19, RPL37A, RPL15, RPL14, RPL32","Ribosome (20)"
"13231",6132,"RPL8","HighConf","Yes","Ribosome","RPL13A, EIF3K, SRP19, EIF3D, SRP9, RPL3, RPL10, RPL21, RPL14, RPS29, RPS14, RPS4X, RPL18A, RPL17, RPL15, RPS5, RPS3A, RPL29, RPL37A, RPS28, RPL23A, RPS15A, RPL36, RPL6, RPS19, RPS11, RPL11, RPL37, RPL19, RPS27, RPLP2, RPL13, RPL7A, RPL34, RPL32, RPS23","Ribosome (32), Protein export (2), RNA transport (1)"
