"GeneSymbol","EntrezID","Column1","Cutoff","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Pathway"
"440051",440051,10888,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"445372",445372,10996,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"445815",445815,10999,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"4821",4821,11242,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"4824",4824,11243,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"4825",4825,11244,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"51214",51214,11742,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"51352",51352,11859,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"552891",552891,13098,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"553158",553158,13125,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"57653",57653,14267,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"57830",57830,14360,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"579",579,14371,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"643812",643812,15172,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"649446",649446,15403,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"654364",654364,1353,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"654364",654364,15555,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"692312",692312,15918,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"7080",7080,16029,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"723961",723961,16147,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"81850",81850,17528,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"81851",81851,17529,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"83755",83755,17774,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"83895",83895,17822,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"83896",83896,17823,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"83897",83897,17824,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"83899",83899,17825,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"83900",83900,17828,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"83902",83902,17829,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"84616",84616,18172,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"85026",85026,18427,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"85280",85280,18453,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"85285",85285,18455,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"85289",85289,18457,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"85291",85291,18459,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"85293",85293,18460,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"85294",85294,18461,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"8681",8681,18656,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"92070",92070,19330,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"A1BG",1,2068,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"A1CF",29974,8839,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"A2M",2,5739,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"A2ML1",144568,4543,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"A3GALT2",127550,3941,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"A4GALT",53947,12365,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"A4GNT",51146,11687,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"AAAS",8086,17368,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"AACS",65985,15618,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"AADAC",13,4051,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"AADACL2",344752,9475,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"AADACL4",343066,9431,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"AADAT",51166,11703,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"AAED1",195827,5641,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"AAGAB",79719,16902,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"AAK1",22848,6363,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"AAMDC",28971,8585,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"AAMP",14,4366,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"AANAT",15,4795,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"AAR2",25980,7519,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"AARD",441376,10942,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"AARS",16,569,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"AARS",16,5128,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"AARS2",57505,14157,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"AARSD1",80755,17325,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"AASDH",132949,4161,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"AASDHPPT",60496,14684,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"AASS",10157,2215,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"AATF",26574,7788,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"AATK",9625,19836,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABAT",18,5516,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"ABCA1",19,5595,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCA10",10349,2393,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCA12",26154,7629,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCA13",154664,4992,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCA2",20,5740,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCA3",21,5956,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCA4",24,7044,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCA5",23461,6852,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCA6",23460,6851,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCA7",10347,2392,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCA8",10351,2395,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCA9",10350,2394,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCB1",5243,12190,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCB10",23456,6848,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCB11",8647,18623,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCB4",5244,12191,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCB5",340273,9344,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCB6",10058,2125,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCB7",22,6122,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCB8",11194,3110,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCB9",23457,6849,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCC1",4363,10875,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCC10",89845,18911,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCC11",85320,18474,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCC12",94160,19646,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCC2",1244,3770,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCC3",8714,18683,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCC4",10257,2313,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCC5",10057,2124,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCC6",368,9760,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCC8",6833,15839,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCC9",10060,2128,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCD1",215,5997,0,"Yes",0,"No",0,"Yes",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCD2",225,6298,0,"Yes",0,"No",0,"Yes",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCD3",5825,14406,0,"Yes",0,"No",0,"Yes",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCD4",5826,14407,0,"Yes",0,"No",0,"Yes",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCE1",6059,1485,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABCE1",6059,14696,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABCF1",23,6481,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABCF1",23,1683,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABCF2",10061,2129,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABCF3",55324,13134,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABCG1",9619,19831,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCG2",9429,19664,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCG4",64137,15069,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCG5",64240,15122,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABCG8",64241,15123,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"ABHD1",84696,18233,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABHD10",55347,13158,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABHD10",55347,642,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABHD11",83451,17659,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABHD12",26090,7593,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABHD12",26090,279,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABHD12B",145447,4567,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABHD13",84945,18373,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABHD14A",25864,7407,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABHD14B",84836,815,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABHD14B",84836,18291,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABHD15",116236,3472,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABHD16A",7920,16738,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABHD16B",140701,4409,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABHD17A",81926,17549,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABHD17B",51104,11650,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABHD17C",58489,14430,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABHD2",11057,2983,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"ABHD3",171586,5449,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
