"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"2780",958,"CD40","HighConf","Yes","NF-kappa B signaling pathway, Toll-like receptor signaling pathway, Cell adhesion molecules (CAMs)","TRAF1, STAT5A, NFKB1","Prolactin signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), TNF signaling pathway (2), NF-kappa B signaling pathway (2), ErbB signaling pathway (1), Necroptosis (1), Cellular senescence (1), RIG-I-like receptor signaling pathway (1), Adipocytokine signaling pathway (1), Antifolate resistance (1), Chemokine signaling pathway (1), Cytosolic DNA-sensing pathway (1), HIF-1 signaling pathway (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1)"
"2782",960,"CD44","MedConf","Yes","Hematopoietic cell lineage","MT2A, HLA-B, ICAM1, HLA-A, GBP1, GBP2, GLG1, OAS3, OAS2, PML, IRF5","NOD-like receptor signaling pathway (4), Endocytosis (3), Natural killer cell mediated cytotoxicity (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Phagosome (2), Toll-like receptor signaling pathway (1), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Mineral absorption (1), Cell adhesion molecules (CAMs) (4)"
"2787",962,"CD48","MedConf","Yes","Natural killer cell mediated cytotoxicity",NA,NA
"2800",967,"CD63","MedConf","Yes","Lysosome","CD9","Hematopoietic cell lineage (1)"
"2806",972,"CD74","HighConf","Yes","Antigen processing and presentation","CLTA, CTSB, LGMN","Lysosome (3), Antigen processing and presentation (2), NOD-like receptor signaling pathway (1), Endocytosis (1)"
"2812",975,"CD81","MedConf","Yes",NA,"CD9","Hematopoietic cell lineage (1)"
"2820",928,"CD9","MedConf","Yes","Hematopoietic cell lineage","CD36, CD63, CD81","Lysosome (1), Adipocytokine signaling pathway (1), PPAR signaling pathway (1), Phagosome (1), Hematopoietic cell lineage (1)"
"3419",1211,"CLTA","MedConf","Yes","Lysosome, Endocytosis","CD74, CBL, NCF2","Leukocyte transendothelial migration (1), Osteoclast differentiation (1), Phagosome (1), ErbB signaling pathway (1), Endocytosis (1), Antigen processing and presentation (1)"
"3910",1471,"CST3","HighConf","Yes",NA,"TGFBI, CTSB","Antigen processing and presentation (1), NOD-like receptor signaling pathway (1), Lysosome (1)"
"3921",1476,"CSTB","MedConf","Yes",NA,"CTSB","Antigen processing and presentation (1), NOD-like receptor signaling pathway (1), Lysosome (1)"
"3991",1508,"CTSB","MedConf","Yes","Lysosome, NOD-like receptor signaling pathway, Antigen processing and presentation","CST3, CD74, CSTB","Antigen processing and presentation (1)"
"4001",1512,"CTSH","MedConf","Yes","Lysosome",NA,NA
"4012",1522,"CTSZ","MedConf","Yes","Lysosome",NA,NA
"4190",1601,"DAB2","MedConf","Yes","Endocytosis",NA,NA
"4376",23586,"DDX58","MedConf","Yes","NF-kappa B signaling pathway, Cytosolic DNA-sensing pathway, RIG-I-like receptor signaling pathway","IFIH1, ISG15","RIG-I-like receptor signaling pathway (2)"
"5054",10938,"EHD1","HighConf","Yes","Endocytosis","EHD4","Endocytosis (1)"
"5058",30844,"EHD4","MedConf","Yes","Endocytosis","EHD1","Endocytosis (1)"
"5080",5610,"EIF2AK2","MedConf","Yes","Necroptosis","STAT1","Prolactin signaling pathway (1), Chemokine signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Necroptosis (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1)"
"5527",2167,"FABP4","MedConf","Yes","PPAR signaling pathway","CD36","Adipocytokine signaling pathway (1), PPAR signaling pathway (1), Phagosome (1), Hematopoietic cell lineage (1)"
"5529",2171,"FABP5","HighConf","Yes","PPAR signaling pathway",NA,NA
"5841",8789,"FBP2","HighConf","Yes","Fructose and mannose metabolism","HK2, PFKFB3","Fructose and mannose metabolism (2), HIF-1 signaling pathway (2)"
"5910",2207,"FCER1G","MedConf","Yes","Natural killer cell mediated cytotoxicity","CBL, PLA2G4A, LCP2","Necroptosis (1), Natural killer cell mediated cytotoxicity (1), Osteoclast differentiation (1), ErbB signaling pathway (1), Endocytosis (1)"
"6238",2495,"FTH1","HighConf","Yes","Ferroptosis, Necroptosis, Mineral absorption","FTL","Mineral absorption (1), Necroptosis (1), Ferroptosis (1)"
"6241",2512,"FTL","MedConf","Yes","Ferroptosis, Necroptosis, Mineral absorption","FTH1","Mineral absorption (1), Necroptosis (1), Ferroptosis (1)"
"6315",11337,"GABARAP","MedConf","Yes","NOD-like receptor signaling pathway","SQSTM1","Cellular senescence (1), Necroptosis (1), Osteoclast differentiation (1)"
"6445",2633,"GBP1","HighConf","Yes","NOD-like receptor signaling pathway","GBP2, PML, IRF5, CD44, HLA-B, OAS3, HLA-A, ICAM1, OAS2, MT2A","Natural killer cell mediated cytotoxicity (3), Endocytosis (3), NOD-like receptor signaling pathway (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Phagosome (2), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Mineral absorption (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (3)"
"6448",2634,"GBP2","MedConf","Yes","NOD-like receptor signaling pathway","HLA-A, IFIT1, GBP1, IFIT3, MT2A, CD44, HLA-B, ISG15, IFIT2, MX1, OAS3, PML, ISG20, ICAM1, IRF5, MX2, OAS2","NOD-like receptor signaling pathway (3), Natural killer cell mediated cytotoxicity (3), Endocytosis (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Phagosome (2), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Mineral absorption (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (3)"
"6526",2673,"GFPT1","HighConf","Yes","Alanine, aspartate and glutamate metabolism","HK2, GLS","aspartate and glutamate metabolism (1), Alanine (1), Fructose and mannose metabolism (1), HIF-1 signaling pathway (1)"
"6542",8836,"GGH","MedConf","Yes","Antifolate resistance",NA,NA
"6627",2734,"GLG1","MedConf","Yes","Cell adhesion molecules (CAMs)","CD44","Hematopoietic cell lineage (1)"
"6661",2744,"GLS","HighConf","Yes","Alanine, aspartate and glutamate metabolism","GFPT1","aspartate and glutamate metabolism (1), Alanine (1)"
"6684",2760,"GM2A","MedConf","Yes","Lysosome",NA,NA
"7225",3055,"HCK","MedConf","Yes","Chemokine signaling pathway",NA,NA
"7449",3099,"HK2","MedConf","Yes","HIF-1 signaling pathway, Fructose and mannose metabolism","FBP2, GFPT1, PFKFB3","Fructose and mannose metabolism (2), HIF-1 signaling pathway (1), aspartate and glutamate metabolism (1), Alanine (1)"
"7454",3105,"HLA-A","MedConf","Yes","Phagosome, Cell adhesion molecules (CAMs), Endocytosis, Natural killer cell mediated cytotoxicity, Type I diabetes mellitus, Antigen processing and presentation, Cellular senescence","GBP1, ISG20, MX2, GBP2, IRF5, CBL, MX1, MT2A, OAS3, IFIT2, PML, ISG15, OAS2, LCP2, IFIT1, CD44, IFIT3, ICAM1, HLA-B","NOD-like receptor signaling pathway (4), Natural killer cell mediated cytotoxicity (3), Endocytosis (3), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Cellular senescence (1), Antigen processing and presentation (1), Type I diabetes mellitus (1), Phagosome (1), Mineral absorption (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), RIG-I-like receptor signaling pathway (1), ErbB signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"7458",3106,"HLA-B","MedConf","Yes","Phagosome, Cell adhesion molecules (CAMs), Endocytosis, Natural killer cell mediated cytotoxicity, Type I diabetes mellitus, Antigen processing and presentation, Cellular senescence","ICAM1, IFIT3, IFIT2, MX1, HLA-A, GBP1, ISG20, MX2, GBP2, MT2A, PML, ISG15, CD44, OAS2, IRF5, IFIT1, OAS3","NOD-like receptor signaling pathway (4), Endocytosis (2), Natural killer cell mediated cytotoxicity (2), Mineral absorption (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Cellular senescence (1), Antigen processing and presentation (1), Type I diabetes mellitus (1), Phagosome (1), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"7531",3162,"HMOX1","HighConf","Yes","Ferroptosis, HIF-1 signaling pathway, Mineral absorption",NA,NA
"7823",3383,"ICAM1","HighConf","Yes","NF-kappa B signaling pathway, Cell adhesion molecules (CAMs), TNF signaling pathway, Natural killer cell mediated cytotoxicity, AGE-RAGE signaling pathway in diabetic complications, Leukocyte transendothelial migration","HLA-A, GBP1, GBP2, IRF5, PML, NFKB1, ITGAX, MT2A, ITGAM, HLA-B, ITGB2, OAS2, CD44, OAS3","NOD-like receptor signaling pathway (5), Phagosome (4), Cellular senescence (3), Natural killer cell mediated cytotoxicity (3), Endocytosis (3), Complement and coagulation cascades (3), Antigen processing and presentation (2), Type I diabetes mellitus (2), Hematopoietic cell lineage (2), Leukocyte transendothelial migration (2), Toll-like receptor signaling pathway (2), Mineral absorption (1), Prolactin signaling pathway (1), RIG-I-like receptor signaling pathway (1), Adipocytokine signaling pathway (1), Antifolate resistance (1), Chemokine signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Cytosolic DNA-sensing pathway (1), TNF signaling pathway (1), HIF-1 signaling pathway (1), Osteoclast differentiation (1), NF-kappa B signaling pathway (1), Cell adhesion molecules (CAMs) (4)"
"7852",3620,"IDO1","HighConf","Yes","Tryptophan metabolism",NA,NA
"7874",64135,"IFIH1","HighConf","Yes","RIG-I-like receptor signaling pathway","DDX58","RIG-I-like receptor signaling pathway (1), Cytosolic DNA-sensing pathway (1), NF-kappa B signaling pathway (1)"
"7875",3434,"IFIT1","HighConf","Yes",NA,"OAS3, OAS2, IRF5, HLA-B, IFIT3, IFIT2, MX1, HLA-A, ISG20, MX2, GBP2, ISG15, STAT1","NOD-like receptor signaling pathway (4), Toll-like receptor signaling pathway (2), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Natural killer cell mediated cytotoxicity (2), Endocytosis (2), Phagosome (2), Prolactin signaling pathway (1), Chemokine signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Necroptosis (1), Osteoclast differentiation (1), RIG-I-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"7878",3433,"IFIT2","HighConf","Yes",NA,"MX1, HLA-A, ISG20, MX2, GBP2, ISG15, OAS2, IFIT1, OAS3, IRF5, HLA-B, IFIT3","NOD-like receptor signaling pathway (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Natural killer cell mediated cytotoxicity (2), Endocytosis (2), Phagosome (2), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"7880",3437,"IFIT3","HighConf","Yes",NA,"IFIT2, MX1, HLA-A, ISG20, MX2, GBP2, OAS2, OAS3, IRF5, IFIT1, HLA-B, ISG15","NOD-like receptor signaling pathway (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Natural killer cell mediated cytotoxicity (2), Endocytosis (2), Phagosome (2), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"7939",3482,"IGF2R","MedConf","Yes","Lysosome, Endocytosis",NA,NA
"8016",3552,"IL1A","HighConf","Yes","Hematopoietic cell lineage, Osteoclast differentiation, Necroptosis, AGE-RAGE signaling pathway in diabetic complications, Type I diabetes mellitus, Cellular senescence","IL1RN, IL1B","Antifolate resistance (1), Type I diabetes mellitus (1), AGE-RAGE signaling pathway in diabetic complications (1), Cytosolic DNA-sensing pathway (1), TNF signaling pathway (1), Necroptosis (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), Hematopoietic cell lineage (1), NF-kappa B signaling pathway (1), NOD-like receptor signaling pathway (1)"
"8019",3553,"IL1B","HighConf","Yes","NOD-like receptor signaling pathway, NF-kappa B signaling pathway, Hematopoietic cell lineage, Osteoclast differentiation, Toll-like receptor signaling pathway, Necroptosis, TNF signaling pathway, Cytosolic DNA-sensing pathway, AGE-RAGE signaling pathway in diabetic complications, Type I diabetes mellitus, Antifolate resistance","IL1A, IL1RN, IRF5, SQSTM1, NFKB2, NFKB1","Osteoclast differentiation (4), Cellular senescence (3), Toll-like receptor signaling pathway (2), NF-kappa B signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Necroptosis (2), Prolactin signaling pathway (1), RIG-I-like receptor signaling pathway (1), Adipocytokine signaling pathway (1), Antifolate resistance (1), Chemokine signaling pathway (1), Cytosolic DNA-sensing pathway (1), TNF signaling pathway (1), HIF-1 signaling pathway (1), NOD-like receptor signaling pathway (1), Type I diabetes mellitus (1), Hematopoietic cell lineage (1)"
"8029",3557,"IL1RN","HighConf","Yes",NA,"IL1A, IL1B","Type I diabetes mellitus (2), AGE-RAGE signaling pathway in diabetic complications (2), Necroptosis (2), Osteoclast differentiation (2), Hematopoietic cell lineage (2), Cellular senescence (1), Antifolate resistance (1), Cytosolic DNA-sensing pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1), NOD-like receptor signaling pathway (1)"
"8062",259307,"IL4I1","HighConf","Yes","Tryptophan metabolism, Alanine, aspartate and glutamate metabolism",NA,NA
"8213",3663,"IRF5","MedConf","Yes","Toll-like receptor signaling pathway","CD44, MT2A, HLA-B, ICAM1, IL1B, IFIT3, IFIT2, MX1, HLA-A, GBP1, ISG20, MX2, GBP2, PML, OAS3, OAS2, ISG15, IFIT1","NOD-like receptor signaling pathway (5), Endocytosis (3), Type I diabetes mellitus (3), Natural killer cell mediated cytotoxicity (3), Cellular senescence (2), Antigen processing and presentation (2), Phagosome (2), AGE-RAGE signaling pathway in diabetic complications (2), TNF signaling pathway (2), Hematopoietic cell lineage (2), NF-kappa B signaling pathway (2), RIG-I-like receptor signaling pathway (1), Antifolate resistance (1), Cytosolic DNA-sensing pathway (1), Necroptosis (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), Leukocyte transendothelial migration (1), Mineral absorption (1), Cell adhesion molecules (CAMs) (3)"
"8235",9636,"ISG15","HighConf","Yes","RIG-I-like receptor signaling pathway","STAT1, IFIT1, OAS3, OAS2, IRF5, HLA-B, DDX58, IFIT3, IFIT2, MX1, HLA-A, ISG20, MX2, GBP2","NOD-like receptor signaling pathway (4), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Natural killer cell mediated cytotoxicity (2), Endocytosis (2), Phagosome (2), Toll-like receptor signaling pathway (2), RIG-I-like receptor signaling pathway (1), Cytosolic DNA-sensing pathway (1), NF-kappa B signaling pathway (1), Prolactin signaling pathway (1), Chemokine signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Necroptosis (1), Osteoclast differentiation (1), Cell adhesion molecules (CAMs) (2)"
"8236",3669,"ISG20","HighConf","Yes",NA,"MX2, GBP2, IFIT2, IRF5, OAS3, IFIT1, MX1, IFIT3, HLA-B, OAS2, ISG15, HLA-A","NOD-like receptor signaling pathway (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Natural killer cell mediated cytotoxicity (2), Endocytosis (2), Phagosome (2), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"8272",3684,"ITGAM","MedConf","Yes","Hematopoietic cell lineage, Phagosome, Cell adhesion molecules (CAMs), Complement and coagulation cascades, Leukocyte transendothelial migration","ITGB2, ICAM1, TGFBI, ITGAX, NFKB1, PLAUR","Complement and coagulation cascades (3), AGE-RAGE signaling pathway in diabetic complications (2), TNF signaling pathway (2), NF-kappa B signaling pathway (2), Leukocyte transendothelial migration (2), Natural killer cell mediated cytotoxicity (2), Cellular senescence (1), Prolactin signaling pathway (1), RIG-I-like receptor signaling pathway (1), Adipocytokine signaling pathway (1), Antifolate resistance (1), Chemokine signaling pathway (1), Cytosolic DNA-sensing pathway (1), HIF-1 signaling pathway (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), Phagosome (1), Cell adhesion molecules (CAMs) (2)"
"8274",3687,"ITGAX","MedConf","Yes","Complement and coagulation cascades","ITGAM, ITGB2, ICAM1","Leukocyte transendothelial migration (3), Natural killer cell mediated cytotoxicity (2), Complement and coagulation cascades (2), Phagosome (2), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Hematopoietic cell lineage (1), Cell adhesion molecules (CAMs) (3)"
"8281",3689,"ITGB2","MedConf","Yes","Phagosome, Cell adhesion molecules (CAMs), Complement and coagulation cascades, Natural killer cell mediated cytotoxicity, Leukocyte transendothelial migration","ICAM1, TGFBI, PLAUR, ITGAM, ITGAX, NFKB1","Complement and coagulation cascades (3), Leukocyte transendothelial migration (2), AGE-RAGE signaling pathway in diabetic complications (2), TNF signaling pathway (2), NF-kappa B signaling pathway (2), Phagosome (1), Hematopoietic cell lineage (1), Cellular senescence (1), Prolactin signaling pathway (1), RIG-I-like receptor signaling pathway (1), Adipocytokine signaling pathway (1), Antifolate resistance (1), Chemokine signaling pathway (1), Cytosolic DNA-sensing pathway (1), HIF-1 signaling pathway (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), Natural killer cell mediated cytotoxicity (1), Cell adhesion molecules (CAMs) (2)"
"8759",8564,"KMO","MedConf","Yes","Tryptophan metabolism","KYNU","Tryptophan metabolism (1)"
"8926",8942,"KYNU","HighConf","Yes","Tryptophan metabolism","SMS, KMO","Tryptophan metabolism (1)"
"9040",3937,"LCP2","MedConf","Yes","Osteoclast differentiation, Natural killer cell mediated cytotoxicity","HLA-A, FCER1G, CBL","Endocytosis (2), Natural killer cell mediated cytotoxicity (2), ErbB signaling pathway (1), Cellular senescence (1), Antigen processing and presentation (1), Type I diabetes mellitus (1), Phagosome (1), Cell adhesion molecules (CAMs) (1)"
"9107",5641,"LGMN","MedConf","Yes","Lysosome, Antigen processing and presentation","CD74","Antigen processing and presentation (1)"
"9186",3988,"LIPA","HighConf","Yes","Lysosome",NA,NA
"10192",4360,"MRC1","HighConf","Yes","Phagosome",NA,NA
"10357",4502,"MT2A","HighConf","Yes","Mineral absorption","HLA-B, ICAM1, HLA-A, GBP1, GBP2, CD44, OAS3, PML, OAS2, IRF5","NOD-like receptor signaling pathway (4), Endocytosis (3), Natural killer cell mediated cytotoxicity (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Phagosome (2), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Cell adhesion molecules (CAMs) (3)"
"10461",4599,"MX1","HighConf","Yes",NA,"HLA-A, ISG20, MX2, GBP2, OAS3, OAS2, IRF5, ISG15, HLA-B, IFIT1, IFIT2, IFIT3","NOD-like receptor signaling pathway (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Natural killer cell mediated cytotoxicity (2), Endocytosis (2), Phagosome (2), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"10462",4600,"MX2","HighConf","Yes",NA,"GBP2, IFIT3, IFIT1, IRF5, OAS2, IFIT2, HLA-B, MX1, HLA-A, ISG20, ISG15, OAS3","NOD-like receptor signaling pathway (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Natural killer cell mediated cytotoxicity (2), Endocytosis (2), Phagosome (2), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (2)"
"10636",10135,"NAMPT","HighConf","Yes","NOD-like receptor signaling pathway",NA,NA
"10707",4688,"NCF2","MedConf","Yes","Phagosome, Osteoclast differentiation, Leukocyte transendothelial migration","CLTA","Endocytosis (1), Lysosome (1)"
"10736",23385,"NCSTN","MedConf","Yes",NA,"STAT5A, NFKB1","Prolactin signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), ErbB signaling pathway (1), Necroptosis (1), Cellular senescence (1), RIG-I-like receptor signaling pathway (1), Adipocytokine signaling pathway (1), Antifolate resistance (1), Chemokine signaling pathway (1), Cytosolic DNA-sensing pathway (1), TNF signaling pathway (1), HIF-1 signaling pathway (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), NF-kappa B signaling pathway (1), NOD-like receptor signaling pathway (1)"
"10899",4790,"NFKB1","HighConf","Yes","NOD-like receptor signaling pathway, NF-kappa B signaling pathway, Osteoclast differentiation, Toll-like receptor signaling pathway, HIF-1 signaling pathway, TNF signaling pathway, Cytosolic DNA-sensing pathway, AGE-RAGE signaling pathway in diabetic complications, Chemokine signaling pathway, Antifolate resistance, Adipocytokine signaling pathway, RIG-I-like receptor signaling pathway, Prolactin signaling pathway, Cellular senescence","REL, NFKB2, ITGAM, ITGB2, ICAM1, IL1B, CD40, NCSTN, TRAF1, SQSTM1","NF-kappa B signaling pathway (5), TNF signaling pathway (3), Osteoclast differentiation (3), Leukocyte transendothelial migration (3), Necroptosis (2), Toll-like receptor signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Hematopoietic cell lineage (2), Natural killer cell mediated cytotoxicity (2), Complement and coagulation cascades (2), Phagosome (2), Cellular senescence (1), Antifolate resistance (1), Type I diabetes mellitus (1), Cytosolic DNA-sensing pathway (1), NOD-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (4)"
"10901",4791,"NFKB2","HighConf","Yes","NF-kappa B signaling pathway, Osteoclast differentiation","IL1B, NFKB1, REL","Antifolate resistance (2), AGE-RAGE signaling pathway in diabetic complications (2), Cytosolic DNA-sensing pathway (2), TNF signaling pathway (2), Toll-like receptor signaling pathway (2), Osteoclast differentiation (2), NF-kappa B signaling pathway (2), NOD-like receptor signaling pathway (2), Cellular senescence (1), Prolactin signaling pathway (1), RIG-I-like receptor signaling pathway (1), Adipocytokine signaling pathway (1), Chemokine signaling pathway (1), HIF-1 signaling pathway (1), Type I diabetes mellitus (1), Necroptosis (1), Hematopoietic cell lineage (1)"
"11112",10577,"NPC2","MedConf","Yes","Lysosome",NA,NA
"11379",4939,"OAS2","MedConf","Yes","NOD-like receptor signaling pathway","IRF5, CD44, MT2A, HLA-B, ICAM1, IFIT3, IFIT2, MX1, HLA-A, GBP1, ISG20, MX2, GBP2, ISG15, OAS3, IFIT1, PML","NOD-like receptor signaling pathway (3), Endocytosis (3), Natural killer cell mediated cytotoxicity (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Phagosome (2), RIG-I-like receptor signaling pathway (1), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Mineral absorption (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (3)"
"11382",4940,"OAS3","MedConf","Yes","NOD-like receptor signaling pathway","OAS2, IRF5, CD44, MT2A, HLA-B, ICAM1, IFIT3, IFIT2, MX1, HLA-A, GBP1, ISG20, MX2, GBP2, ISG15, PML, IFIT1","Endocytosis (3), NOD-like receptor signaling pathway (3), Natural killer cell mediated cytotoxicity (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Phagosome (2), RIG-I-like receptor signaling pathway (1), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Mineral absorption (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (3)"
"12353",5175,"PECAM1","MedConf","Yes","Cell adhesion molecules (CAMs), Leukocyte transendothelial migration",NA,NA
"12406",5209,"PFKFB3","HighConf","Yes","HIF-1 signaling pathway, Fructose and mannose metabolism","HK2, FBP2","Fructose and mannose metabolism (2), HIF-1 signaling pathway (1)"
"12674",5321,"PLA2G4A","MedConf","Yes","Necroptosis","FCER1G, PTGS2, PLD3","TNF signaling pathway (1), NF-kappa B signaling pathway (1), Natural killer cell mediated cytotoxicity (1)"
"12696",5329,"PLAUR","HighConf","Yes","Complement and coagulation cascades","ITGAM, ITGB2, VTN, SERPINB2","Complement and coagulation cascades (4), Leukocyte transendothelial migration (2), Phagosome (2), Natural killer cell mediated cytotoxicity (1), Hematopoietic cell lineage (1), Cell adhesion molecules (CAMs) (2)"
