"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Hippo signaling pathway",0,0,0,150,65,"APC2, RASSF1, FZD10, FRMD6, WTIP, CSNK1D, CTNNA1, CTNNA2, GDF7, AMOT, DLG2, DVL2, DVL3, SCRIB, LATS2, BBC3, GLI2, CRB2, CTNNA3, BIRC2, ID1, ITGB2, SMAD2, SMAD7, MYC, SERPINE1, WNT4, PPP1CA, PPP1CB, PPP2CA, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R2C, MOB1A, CCND1, BMP2, BMP6, BMPR1A, SNAI2, SOX2, TGFB1, TGFB3, TGFBR2, TP53BP2, TP73, WNT1, WNT3, WNT6, WNT7A, WNT8A, WNT2B, YWHAE, FZD3, WNT5B, GDF5, AXIN2, FZD1, FZD6, FZD9, TEAD2, NKD1, BTRC, LIMD1, CDH1"
"Olfactory transduction",0,0,0,399,110,"OR5I1, ADCY3, OR5P3, OR2D2, OR52W1, OR10P1, OR10AD1, OR4L1, OR4D2, OR1M1, CNGA2, OR1I1, OR2T12, OR14C36, OR2B11, OR6K6, OR9A2, OR6B1, OR13C5, OR13F1, OR1N1, OR52I2, OR51E1, OR4C6, OR5D18, OR5T2, OR10S1, OR9I1, OR5A1, OR4D6, OR4D11, OR1L4, OR1C1, OR1A2, OR1J4, OR2K2, OR7A17, OR5H1, OR10J1, OR8B8, OR10A3, OR10G3, OR8B2, OR7E24, OR7A5, OR4F4, OR2H1, OR1L1, GNAL, GNB1, OR8D1, OR9G4, OR4N4, OR2Z1, OR13D1, OR5F1, OR8S1, OR6S1, OR6V1, OR2A1, OR52K1, OR51D1, OR52E6, OR56A3, OR8H2, OR5T1, OR8K1, OR5M1, OR5AK2, OR5B12, OR4D10, OR4D9, OR6M1, OR6C75, OR4K2, OR4K13, OR4F6, OR10K1, OR6Y1, OR13C2, OR1L6, OR5C1, OR1K1, OR2A5, OR14I1, OR2T27, OR4A47, OR6C65, ARRB1, OR4Q3, OR4M1, OR2B3, OR2A2, OR2C1, PDE1C, PDE2A, OR2S2, SLC8A1, OR5H6, OR4K5, OR2H2, CALML3, OR51G2, OR4A5, OR4A15, OR6N2, OR2G3, OR2G2, CAMK2D, CAMK2G"
"Th17 cell differentiation",0,0,0,107,38,"IL17F, MAPK14, FOS, MTOR, TBX21, HIF1A, HLA-DMB, HLA-DPA1, HSP90AA1, IFNG, IFNGR2, IL2RA, IL2RG, IL4R, JAK2, JAK3, SMAD2, NFATC1, NFATC2, NFATC3, NFKBIA, FOXP3, IL23A, IL17D, PPP3CB, PPP3R1, MAPK11, MAPK9, MAPK10, RORC, STAT3, STAT5A, STAT6, TGFB1, TGFBR2, ZAP70, CD3E, CD247"
"Endocrine resistance",0,0,0.001,95,34,"CARM1, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, MAPK14, CYP2D6, E2F1, ERBB2, AKT1, ESR1, ESR2, FOS, MTOR, HRAS, ARAF, MMP2, NRAS, PIK3CB, PIK3CD, MAPK11, MAPK9, MAPK10, MAP2K2, PTK2, CCND1, BCL2, RPS6KB1, RPS6KB2, SRC, NCOR1"
"Rap1 signaling pathway",0,0,0.001,209,61,"RASGRP2, RGS14, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, CNR1, ADORA2B, CRK, MAPK14, EFNA1, EFNA3, EFNA5, AKT1, F2R, FGF2, FGF5, FGFR2, VEGFD, PLCB1, FPR1, PRKD3, RASGRP3, PRKD2, FGF22, ANGPT1, RAPGEF1, GRIN1, GRIN2B, HGF, HRAS, ID1, ITGB2, KDR, NRAS, P2RY1, ANGPT4, PIK3CB, PIK3CD, APBB1IP, PRKCA, PRKCB, MAPK11, MAP2K2, RAC1, RAC3, SRC, THBS1, TIAM1, VASP, VEGFA, CALML3, FGF18, FGF16, LPAR2, BCAR1, FARP2, CDH1"
"cAMP signaling pathway",0,0,0.002,197,57,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, CNGA2, CREB3L4, ADRB1, AKT1, F2R, RRAS2, FOS, FSHR, GABBR1, GHSR, GLI1, GLI3, GRIA1, GRIA2, GRIA4, GRIN1, GRIN2B, HTR1E, PPP1R12A, ATP1A2, NFATC1, NFKBIA, ATP1A4, ATP2B1, PAK1, PDE3A, PDE4B, PIK3CB, PIK3CD, PLD2, PPP1CA, PPP1CB, ADCY10, MAPK9, MAPK10, MAP2K2, SUCNR1, RAC1, RAC3, CREB3L2, SSTR2, TIAM1, TSHR, VAV1, CALML3, CAMK2D, CAMK2G, PPP1R1B, HCAR3, GABBR2"
"VEGF signaling pathway",0,0,0.002,58,24,"MAPK14, AKT1, HRAS, HSPB1, KDR, NFATC2, NRAS, PIK3CB, PIK3CD, PLCG2, PPP3CB, PPP3R1, PRKCA, PRKCB, MAPK11, MAP2K2, PTK2, RAC1, RAC3, SRC, VEGFA, CASP9, PLA2G4C, SH2D2A"
"Inflammatory mediator regulation of TRP channels",0,0,0.002,96,34,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, MAPK14, F2RL1, PLCB1, HRH1, HTR2B, ITPR2, PIK3CB, PIK3CD, PLCG2, PPP1CA, PPP1CB, PRKCA, PRKCB, PRKCD, PRKCE, PRKCH, MAPK11, MAPK9, MAPK10, PTGER4, TRPV4, SRC, TRPV1, CALML3, CAMK2D, CAMK2G, PLA2G4C"
"Cellular senescence",0,0,0.003,158,48,"CDK2, CHEK1, MAPK14, GADD45A, E2F1, AKT1, RRAS2, FOXO1, FOXO3, SIRT1, MTOR, SLC25A5, SLC25A6, HLA-E, HRAS, ITPR2, SMAD2, MYC, GADD45B, NFATC1, NFATC2, NFATC3, NRAS, SERPINE1, PIK3CB, PIK3CD, PPID, TRPM7, PPP1CA, PPP1CB, PPP3CB, PPP3R1, MAPK11, MAP2K2, RAD9A, RBBP4, RBL2, TRPV4, CCND1, TGFB1, TGFB3, TGFBR2, VDAC1, CALML3, CAPN1, SQSTM1, BTRC, CDC25A"
"GnRH signaling pathway",0,0,0.003,91,32,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, MAPK14, ELK1, PLCB1, GNRH1, GNRHR, HRAS, ITPR2, MMP2, ATF4, NRAS, PLD2, PRKCA, PRKCB, PRKCD, MAPK11, MAPK9, MAPK10, MAP2K2, MAP2K7, MAP2K4, SRC, CALML3, CAMK2D, CAMK2G, PLA2G4C"
"mTOR signaling pathway",0,0,0.004,147,45,"FZD10, DVL2, DVL3, AKT1, LPIN1, MTOR, RICTOR, HRAS, LAMTOR4, LRP6, NRAS, PIK3CB, PIK3CD, WNT4, DDIT4, LAMTOR1, PRR5, PRKAA1, PRKAA2, PRKCA, PRKCB, MAP2K2, RRAGD, RPS6, RPS6KA2, RPS6KA3, RPS6KB1, RPS6KB2, RRAGC, MLST8, DEPTOR, WNT1, WNT3, WNT6, WNT7A, WNT8A, WNT2B, MAPKAP1, FZD3, WNT5B, FZD1, FZD6, FZD9, LAMTOR3, TTI1"
"Regulation of actin cytoskeleton",0,0,0.004,210,59,"ARPC5, ARPC4, ABI2, APC2, BAIAP2, MYL12A, NCKAP1, IQGAP2, CHRM4, CHRM5, CRK, F2, F2R, FGF2, FGF5, FGFR2, RRAS2, FN1, ARHGEF12, FGF22, GSN, NCKAP1L, HRAS, ITGA6, ITGA7, ITGB2, ARAF, ITGB4, LIMK1, MYH10, PPP1R12A, NRAS, PAK1, ARHGEF4, PIK3CB, PIK3CD, PIP4K2A, PPP1CA, PPP1CB, BRK1, GNG12, MAP2K2, PAK5, PTK2, RAC1, RAC3, SRC, TIAM1, VAV1, PIP4K2C, PIP5K1A, ITGA10, FGF18, FGF16, WASF1, ARHGEF1, MYLK3, MYL10, BCAR1"
"Melanogenesis",0,0,0.004,100,34,"ADCY2, ADCY3, ADCY5, ADCY6, FZD10, ADCY7, ADCY8, ADCY9, CREB3L4, DVL2, DVL3, PLCB1, HRAS, NRAS, WNT4, POMC, PRKCA, PRKCB, MAP2K2, CREB3L2, WNT1, WNT3, WNT6, WNT7A, WNT8A, WNT2B, FZD3, CALML3, WNT5B, CAMK2D, CAMK2G, FZD1, FZD6, FZD9"
"Insulin resistance",0,0,0.006,106,35,"SLC27A4, CPT1A, CREB3L4, CRTC2, AKT1, FOXO1, MTOR, SLC27A1, NFKBIA, PCK1, PIK3CB, PIK3CD, PPP1CA, PPP1CB, PPP1R3A, PTPA, PRKAA1, PRKAA2, PRKCB, PRKCD, PRKCE, MAPK9, MAPK10, PTPN1, PYGB, PYGL, RPS6KA2, RPS6KA3, RPS6KB1, RPS6KB2, CREB3L2, STAT3, PPP1R3B, IRS2, GFPT2"
"Oocyte meiosis",0,0,0.006,114,37,"CDK2, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, CDC26, FBXO5, ANAPC2, ITPR2, MAD2L1, PGR, PPP1CA, PPP1CB, PPP2CA, PPP2R1A, PPP2R1B, PPP2R5C, PPP2R5D, PPP3CB, PPP3R1, RPS6KA2, RPS6KA3, BUB1, YWHAE, CALML3, CAMK2D, CAMK2G, SMC1A, CDC23, BTRC, SMC3, ESPL1, CDC20, RBX1"
"HIF-1 signaling pathway",0,0,0.007,98,33,"EGLN3, ERBB2, AKT1, MTOR, ANGPT1, HIF1A, IFNG, IFNGR2, LDHA, LTBR, SERPINE1, ANGPT4, PDHB, PFKL, PIK3CB, PIK3CD, PLCG2, EGLN1, PRKCA, PRKCB, MAP2K2, BCL2, RPS6, RPS6KB1, RPS6KB2, STAT3, TCEB2, TIMP1, VEGFA, CAMK2D, CAMK2G, MKNK1, RBX1"
"EGFR tyrosine kinase inhibitor resistance",0,0,0.008,78,28,"ERBB2, ERBB3, AKT1, FGF2, FGFR2, FOXO3, MTOR, HGF, NRG1, HRAS, ARAF, JAK2, KDR, NRAS, PIK3CB, PIK3CD, PLCG2, PRKCA, PRKCB, AXL, MAP2K2, BCL2, RPS6, RPS6KB1, RPS6KB2, SRC, STAT3, VEGFA"
"Focal adhesion",0,0,0.009,196,55,"LAMC3, MYL12A, COL4A1, COL4A4, COL6A2, COL9A2, COMP, CRK, ELK1, ERBB2, AKT1, VEGFD, LAMB4, FLNA, FLNB, FLNC, FN1, RAPGEF1, HGF, HRAS, BIRC2, BIRC3, ILK, ITGA6, ITGA7, ITGB4, KDR, LAMB1, LAMB2, PPP1R12A, PAK1, PIK3CB, PIK3CD, PPP1CA, PPP1CB, PARVA, PRKCA, PRKCB, MAPK9, MAPK10, PAK5, PTK2, RAC1, RAC3, CCND1, BCL2, SRC, THBS1, VASP, VAV1, VEGFA, ITGA10, MYLK3, MYL10, BCAR1"
"Circadian entrainment",0,0,0.012,96,32,"GNB5, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PLCB1, FOS, GNB1, GNGT1, GRIA1, GRIA2, GRIA4, GRIN1, GRIN2B, KCNJ5, NOS1, PER1, GNG2, PRKCA, PRKCB, ADCY10, GNG12, CALML3, CAMK2D, CAMK2G, PER3, CACNA1H, CACNA1G, RPS6KA5"
"Chemokine signaling pathway",0,0.001,0.018,182,51,"RASGRP2, GNB5, ADCY2, CCL27, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, CCR1, CCR7, CRK, AKT1, FGR, FOXO3, PLCB1, GNB1, GNGT1, CCR10, GRK5, CXCL1, HRAS, CXCR1, JAK2, JAK3, ARRB1, NFKBIA, NRAS, PAK1, PIK3CB, PIK3CD, GNG2, PPBP, PRKCB, PRKCD, GNG12, PTK2, PREX1, RAC1, CCL19, CCL20, CCL25, CXCL6, CXCL5, CXCL12, SRC, STAT3, TIAM1, VAV1, BCAR1"
"Longevity regulating pathway - multiple species",0,0.001,0.021,62,23,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, AKT1, FOXO1, FOXO3, SIRT1, MTOR, HRAS, HSPA1A, NRAS, PIK3CB, PIK3CD, PRKAA1, PRKAA2, RPS6KB1, RPS6KB2, CAT, IRS2"
"Apelin signaling pathway",0,0.001,0.029,135,40,"GNB5, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, GABARAP, ADCY8, ADCY9, AKT1, RRAS2, PLCB1, GABARAPL1, MTOR, GNB1, GNGT1, HRAS, ITPR2, SMAD2, MEF2A, NOS1, NRAS, SERPINE1, PIK3C3, GNG2, PRKAA1, PRKAA2, PRKCE, ADCY10, GNG12, MAP2K2, CCND1, RPS6, RPS6KB1, RPS6KB2, SLC8A1, CALML3, BECN1, MYLK3, CDH1"
"Long-term potentiation",0,0.001,0.029,67,24,"ADCY8, PLCB1, GRIA1, GRIA2, GRIN1, GRIN2B, HRAS, ARAF, ITPR2, ATF4, NRAS, PPP1CA, PPP1CB, PPP1R1A, PPP3CB, PPP3R1, PRKCA, PRKCB, MAP2K2, RPS6KA2, RPS6KA3, CALML3, CAMK2D, CAMK2G"
"Glutamatergic synapse",0,0.001,0.029,113,35,"GNB5, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, SHANK2, PLCB1, GLUL, GNB1, GNGT1, GRIA1, GRIA2, GRIA4, GRIN1, GRIN2B, GRM3, GRM4, GRM7, ITPR2, SHANK1, PLD2, GNG2, PPP3CB, PPP3R1, PRKCA, PRKCB, GNG12, TRPC1, CACNA1A, PLA2G4C, DLGAP1, HOMER1"
"Calcium signaling pathway",0,0.001,0.031,181,50,"PPIF, ADCY2, ADCY3, ADCY7, CHRM5, ADCY8, ADCY9, ADORA2B, ADRA1D, ADRA1B, ADRB1, ERBB2, ERBB3, F2R, PLCB1, GNAL, GRIN1, SLC25A5, SLC25A6, HRH1, HTR2B, ITPR2, LHCGR, NOS1, ATP2B1, PDE1C, PHKA2, PHKG2, PLCD1, PLCG2, PPP3CB, PPP3R1, PRKCA, PRKCB, PTGER1, SLC8A1, STIM1, TNNC1, VDAC1, CACNA1A, CACNA1E, ORAI2, CALML3, CAMK2D, CAMK2G, CCKBR, CACNA1H, CACNA1G, MYLK3, CD38"
"Signaling pathways regulating pluripotency of stem cells",0,0.001,0.034,136,40,"APC2, FZD10, MAPK14, DVL2, DVL3, AKT1, FGF2, FGFR2, ONECUT1, HRAS, ID1, JAK2, JAK3, SMAD2, MYC, NODAL, NRAS, PIK3CB, PIK3CD, WNT4, MAPK11, MAP2K2, REST, BMPR1A, SOX2, STAT3, WNT1, WNT3, WNT6, WNT7A, WNT8A, WNT2B, ZIC3, FZD3, KAT6A, WNT5B, AXIN2, FZD1, FZD6, FZD9"
"Cholinergic synapse",0,0.001,0.055,112,34,"GNB5, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, CHRM4, CHRM5, ADCY8, CHRNB2, ADCY9, CREB3L4, AKT1, PLCB1, FOS, GNB1, GNGT1, HRAS, ITPR2, JAK2, ATF4, NRAS, PIK3CB, PIK3CD, GNG2, PRKCA, PRKCB, GNG12, BCL2, CREB3L2, CACNA1A, CAMK2D, CAMK2G, CHRNA6"
"Hedgehog signaling pathway",0,0.001,0.057,46,18,"KIF3A, CSNK1A1L, CSNK1D, CSNK1G3, GPR161, GLI1, GLI2, GLI3, IHH, ARRB1, DHH, CDON, SMURF1, CCND1, BCL2, CUL3, BTRC, BOC"
"cGMP-PKG signaling pathway",0,0.001,0.058,162,45,"PPIF, MRVI1, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADRA1D, ADRA1B, CREB3L4, ADRA2A, ADRA2C, ADRB1, AKT1, PLCB1, SLC25A5, SLC25A6, ITPR2, MEF2A, MYH7, PPP1R12A, ATF4, ATP1A2, NFATC1, NFATC2, NFATC3, ATP1A4, ATP2B1, PDE2A, PDE3A, PPP1CA, PPP1CB, PPP3CB, PPP3R1, PRKCE, MAP2K2, CREB3L2, SLC8A1, VASP, VDAC1, CALML3, IRS2, MYLK3"
"Axon guidance",0,0.002,0.065,172,47,"SEMA4D, GDF7, DCC, EFNA1, EFNA3, EFNA5, EFNB1, EPHA7, EPHA8, EPHB2, EPHB3, FES, ARHGEF12, ABL1, RND1, RHOD, HRAS, ILK, LIMK1, NCK1, NFATC2, NFATC3, NRAS, PAK1, PIK3CB, PIK3CD, PLCG2, WNT4, PPP3CB, PPP3R1, PRKCA, PAK5, PTK2, RAC1, RAC3, ROBO1, CXCL12, SRC, TRPC1, FZD3, WNT5B, CAMK2D, CAMK2G, NCK2, BOC, NTN1, SRGAP3"
"Th1 and Th2 cell differentiation",0,0.002,0.078,92,29,"MAPK14, FOS, TBX21, HLA-DMB, HLA-DPA1, IFNG, IFNGR2, IL2RA, IL2RG, IL4R, IL5, JAK2, JAK3, MAF, NFATC1, NFATC2, NFATC3, NFKBIA, PPP3CB, PPP3R1, MAML3, MAPK11, MAPK9, MAPK10, STAT5A, STAT6, ZAP70, CD3E, CD247"
"Longevity regulating pathway",0,0.002,0.082,88,28,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, CREB3L4, AKT1, FOXO1, FOXO3, SIRT1, MTOR, APPL1, HRAS, ATF4, NRAS, PIK3CB, PIK3CD, PPARG, PRKAA1, PRKAA2, ATG101, RPS6KB1, RPS6KB2, CREB3L2, CAT, IRS2"
"Fc gamma R-mediated phagocytosis",0,0.002,0.082,88,28,"ARPC5, ARPC4, WASF3, CRK, DNM2, AKT1, FCGR1A, FCGR2A, FCGR3A, GSN, INPPL1, LIMK1, PAK1, PIK3CB, PIK3CD, PLCG2, PLD2, PRKCA, PRKCB, PRKCD, PRKCE, RAC1, RPS6KB1, RPS6KB2, VASP, VAV1, PIP5K1A, WASF1"
"Natural killer cell mediated cytotoxicity",0,0.002,0.096,124,36,"FCGR3A, GZMB, HLA-E, HRAS, ICAM2, IFNA1, IFNA4, IFNA5, IFNA6, IFNA10, IFNAR1, IFNAR2, IFNG, IFNGR2, ITGB2, ARAF, KLRD1, NFATC1, NFATC2, NRAS, PAK1, PIK3CB, PIK3CD, PLCG2, PPP3CB, PPP3R1, PRKCA, PRKCB, MAP2K2, RAC1, RAC3, VAV1, ZAP70, TNFSF10, TNFRSF10B, CD247"
"Progesterone-mediated oocyte maturation",0,0.002,0.101,89,28,"CDK2, ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, MAPK14, AKT1, CDC26, ANAPC2, HSP90AA1, ARAF, MAD2L1, FZR1, PGR, PIK3CB, PIK3CD, MAPK11, MAPK9, MAPK10, RPS6KA2, RPS6KA3, BUB1, MAD1L1, CDC23, CDC25A"
"FoxO signaling pathway",0,0.002,0.104,129,37,"CDK2, CDKN2D, GABARAP, AGAP2, MAPK14, GADD45A, AKT1, FOXO1, FOXO3, SIRT1, GABARAPL1, HRAS, ARAF, SMAD2, GADD45B, NRAS, PCK1, PIK3CB, PIK3CD, PRKAA1, PRKAA2, MAPK11, MAPK9, MAPK10, MAP2K2, RBL2, CCND1, STAT3, TGFB1, TGFB3, TGFBR2, CAT, IRS2, S1PR4, TNFSF10, ATG12, HOMER1"
"Estrogen signaling pathway",0,0.002,0.108,98,30,"ADCY2, ADCY3, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, CREB3L4, AKT1, ESR1, ESR2, PLCB1, FOS, GABBR1, HRAS, HSPA1A, HSP90AA1, ITPR2, KCNJ5, MMP2, ATF4, NRAS, PIK3CB, PIK3CD, PRKCD, MAP2K2, CREB3L2, SRC, CALML3, GABBR2"
"Neuroactive ligand-receptor interaction",0,0.002,0.115,273,67,"CALCRL, NPFFR2, CHRM4, CHRM5, CHRNB2, CNR1, CNR2, ADORA2B, CSH2, ADRA1D, ADRA1B, ADRA2A, ADRA2C, ADRB1, AGTR2, S1PR3, F2, F2R, F2RL1, FPR1, FSHR, GABBR1, GALR1, GCGR, GHR, GHRHR, GHSR, P2RY10, GNRHR, GRIA1, GRIA2, GRIA4, GRID2, GRIN1, GRIN2B, NR3C1, GRM3, GRM4, GRM7, GZMA, HCRTR1, HRH1, HTR1E, HTR2B, RXFP4, LHCGR, NPY2R, OPRK1, P2RY1, PLG, AVPR2, NPY4R, PTGDR, PTGER1, PTGER4, SCTR, NPFFR1, SSTR2, C3AR1, TSHR, TRPV1, TAAR8, S1PR4, CCKBR, CHRNA6, LPAR2, GABBR2"
