"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"277",50,"ACO2","HighConf","Yes",NA,"SIN3A, UBC","Thyroid hormone signaling pathway (1)"
"322",59,"ACTA2","MedConf","Yes","Relaxin signaling pathway","YBX1, ACTR2, CFL1, SORBS3, VCL, MCM3AP, GSTP1, ITGA1, MYL1, TRIM9, TWF2, IMPACT, YEATS4, INO80, CFDP1, UBC, PXN, UBB, EGFR","Regulation of actin cytoskeleton (5), Focal adhesion (4), Leukocyte transendothelial migration (2), PI3K-Akt signaling pathway (2), Chemokine signaling pathway (1), GnRH signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Cytokine-cytokine receptor interaction (1), Mitophagy - animal (1), Hematopoietic cell lineage (1)"
"342",10097,"ACTR2","HighConf","Yes",NA,"RANGAP1, WIPF2, ABI1, CORO1B, PANK4, CDC42, PDGFRB, UBC, PSMA7, HCLS1, ACTA2, ARPC1B, UBB","Regulation of actin cytoskeleton (3), Ras signaling pathway (2), Focal adhesion (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1), Relaxin signaling pathway (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1), Proteasome (1), Mitophagy - animal (1), RNA transport (1)"
"355",94,"ACVRL1","MedConf","Yes",NA,"ITGA5, BAMBI, SMAD1","Hematopoietic cell lineage (1), Phagosome (1), Focal adhesion (1), Regulation of actin cytoskeleton (1), PI3K-Akt signaling pathway (1)"
"366",8038,"ADAM12","MedConf","Yes",NA,"IGFBP3, ITGB1, LRIG1, EGFR","Focal adhesion (2), Rap1 signaling pathway (2), Regulation of actin cytoskeleton (2), PI3K-Akt signaling pathway (2), GnRH signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), MAPK signaling pathway (1), Cytokine-cytokine receptor interaction (1), Phagosome (1), Leukocyte transendothelial migration (1)"
"383",8754,"ADAM9","MedConf","Yes",NA,"UBC, COL17A1, SNX9, ITGAV, SH3GLB1","Protein digestion and absorption (1), Thyroid hormone signaling pathway (1), Phagosome (1), Focal adhesion (1), Regulation of actin cytoskeleton (1), PI3K-Akt signaling pathway (1)"
"412",104,"ADARB1","MedConf","Yes",NA,"NXF1, NIFK, UBL5","RNA transport (1)"
"433",117,"ADCYAP1R1","MedConf","Yes","cAMP signaling pathway, Neuroactive ligand-receptor interaction, Renin secretion, Insulin secretion",NA,NA
"460",140,"ADORA3","HighConf","Yes","Neuroactive ligand-receptor interaction, Sphingolipid signaling pathway",NA,NA
"473",154,"ADRB2","HighConf","Yes","cAMP signaling pathway, Neuroactive ligand-receptor interaction, Renin secretion, Adrenergic signaling in cardiomyocytes","AGT, ADRBK1, GNA15, SYNE2, VIPR1, PRKAR2B, MC2R, EDN1, IL1B, GNA11, GHRH, GPBAR1, HTR6, PTGER2, CAV3, DRD5, GRK4, CXCR4, GNAI3, CALCR, ERG, HRH2, CFTR, PTGIR, SCT, UBC","Neuroactive ligand-receptor interaction (8), cAMP signaling pathway (6), Chemokine signaling pathway (3), Renin secretion (3), Relaxin signaling pathway (3), Leukocyte transendothelial migration (2), Cytokine-cytokine receptor interaction (2), Osteoclast differentiation (2), Long-term depression (2), Serotonergic synapse (2), AGE-RAGE signaling pathway in diabetic complications (2), TNF signaling pathway (2), Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Rap1 signaling pathway (1), Focal adhesion (1), GnRH signaling pathway (1), Insulin secretion (1), Hematopoietic cell lineage (1), NOD-like receptor signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"475",156,"ADRBK1","MedConf","Yes",NA,"CXCR5, GNA15, CXCL8, EDN1, TACR1, CXCR3, DRD2, TACR3, GNA11, AVPR1A, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, GNRH2, NCS1, CX3CR1, AGT, ADRB2, NMUR2, CAPN2, PDGFRB, PEBP1, GIT1, EGFR, UBC, CXCR4, OPRM1, CCR8, RPLP2","Neuroactive ligand-receptor interaction (10), Cytokine-cytokine receptor interaction (9), Chemokine signaling pathway (7), Regulation of actin cytoskeleton (4), Focal adhesion (3), Rap1 signaling pathway (3), GnRH signaling pathway (3), Relaxin signaling pathway (3), Renin secretion (2), cAMP signaling pathway (2), Ras signaling pathway (2), MAPK signaling pathway (2), PI3K-Akt signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Adrenergic signaling in cardiomyocytes (1), Leukocyte transendothelial migration (1), Protein processing in endoplasmic reticulum (1), Ribosome (1), Long-term depression (1), Insulin secretion (1), TNF signaling pathway (1), RIG-I-like receptor signaling pathway (1), NOD-like receptor signaling pathway (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"496",174,"AFP","MedConf","Yes",NA,"TRIM41, JUN, SON, CEBPD, UBC","GnRH signaling pathway (1), T cell receptor signaling pathway (1), Mitophagy - animal (1), Relaxin signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), cAMP signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1)"
"510",177,"AGER","MedConf","Yes","AGE-RAGE signaling pathway in diabetic complications","TTR, IKBKB, RELA, ITGAM, NFKBIB","T cell receptor signaling pathway (3), RIG-I-like receptor signaling pathway (3), Chemokine signaling pathway (3), NOD-like receptor signaling pathway (3), Ras signaling pathway (2), Osteoclast differentiation (2), TNF signaling pathway (2), MAPK signaling pathway (2), PI3K-Akt signaling pathway (2), Toll-like receptor signaling pathway (2), NF-kappa B signaling pathway (2), Hematopoietic cell lineage (1), Phagosome (1), Rap1 signaling pathway (1), Leukocyte transendothelial migration (1), Regulation of actin cytoskeleton (1), Sphingolipid signaling pathway (1), Mitophagy - animal (1), Relaxin signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), cAMP signaling pathway (1), Thyroid hormone synthesis (1)"
"532",375790,"AGRN","HighConf","Yes",NA,"EXT2, GPC2, CSPG5, NCAM1, HPSE2, SLC35D2, MUSK, ITGB1, PXN, LRP1, CDC42, PTK2B, UBC, ARHGEF6, APOB, ITGA1, LAMA5","Focal adhesion (5), Regulation of actin cytoskeleton (5), Leukocyte transendothelial migration (4), PI3K-Akt signaling pathway (3), Chemokine signaling pathway (3), GnRH signaling pathway (2), Rap1 signaling pathway (2), Hematopoietic cell lineage (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), MAPK signaling pathway (1), Phagosome (1)"
"534",183,"AGT","MedConf","Yes","Renin secretion","ADRBK1, CXCR5, GNA15, CXCL13, CXCL8, MTNR1B, PRKAR2B, EDN1, TACR1, CXCR3, NPY, DRD2, TACR3, GNA11, PNOC, CXCL11, HTR1A, KALRN, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, AVPR1A, FPR3, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, MME, DNPEP, ACE, GNRH2, MEP1A, ADRB2, GNAI3, NMUR2, NCOA6, C5, CCR8, CXCR4, OPRM1, DNM1, CFTR","Neuroactive ligand-receptor interaction (17), Chemokine signaling pathway (9), cAMP signaling pathway (8), Cytokine-cytokine receptor interaction (8), Renin secretion (3), Relaxin signaling pathway (3), Adrenergic signaling in cardiomyocytes (2), Leukocyte transendothelial migration (2), Sphingolipid signaling pathway (2), Long-term depression (2), Serotonergic synapse (2), Rap1 signaling pathway (2), Protein digestion and absorption (2), GnRH signaling pathway (2), Regulation of actin cytoskeleton (2), Toll-like receptor signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Hematopoietic cell lineage (1), PI3K-Akt signaling pathway (1), Insulin secretion (1), TNF signaling pathway (1), RIG-I-like receptor signaling pathway (1), NOD-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"550",10598,"AHSA1","MedConf","Yes",NA,"DDX39A, UBC, CFTR, HSP90B1, PGD","Protein processing in endoplasmic reticulum (1), Thyroid hormone synthesis (1), PI3K-Akt signaling pathway (1), cAMP signaling pathway (1)"
"569",326,"AIRE","HighConf","Yes",NA,"ASH1L, MSL3, HDAC2, HSPA5, SIN3B, MORF4L1, SIN3A","Thyroid hormone signaling pathway (2), Protein export (1), Protein processing in endoplasmic reticulum (1), Thyroid hormone synthesis (1), Notch signaling pathway (1), Lysine degradation (1)"
"575",205,"AK4","HighConf","Yes",NA,"UBC, DCK, NT5C, PDE1B, AMPD1","Renin secretion (1)"
"577",122481,"AK7","HighConf","Yes",NA,"PDE1B, AMPD1, NT5C, DCK","Renin secretion (1)"
"586",8227,"AKAP17A","HighConf","Yes",NA,"ZRANB2, SRSF1","Spliceosome (1)"
"622",211,"ALAS1","MedConf","Yes",NA,"NCOA6, ESRRA, POLD4, UBC","Base excision repair (1)"
"625",214,"ALCAM","MedConf","Yes",NA,"RELA, UBC","Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Mitophagy - animal (1), Ras signaling pathway (1), Relaxin signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), cAMP signaling pathway (1), Osteoclast differentiation (1), Chemokine signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"634",217,"ALDH2","MedConf","Yes","Lysine degradation","UBC",NA
"636",224,"ALDH3A2","HighConf","Yes","Lysine degradation","ABAT, UBC",NA
"645",226,"ALDOA","HighConf","Yes",NA,"ARNT, IGF2, LDHB, PF4, PGAM2, FBP1, DERA, TKTL2, SERPING1, G6PC, A2M, PDHA1, GAPDH, TGFB2, UBC","Cytokine-cytokine receptor interaction (2), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Chemokine signaling pathway (1)"
"675",246,"ALOX15","MedConf","Yes","Serotonergic synapse","GPX1, JMJD7-PLA2G4B, PLA2G4D, PEBP1, PLA2G6, PLA2G4A, GPX3","Ether lipid metabolism (4), Ras signaling pathway (4), GnRH signaling pathway (3), Fc epsilon RI signaling pathway (3), Long-term depression (3), Serotonergic synapse (3), MAPK signaling pathway (3), Thyroid hormone synthesis (2)"
"677",240,"ALOX5","MedConf","Yes","Serotonergic synapse, Fc epsilon RI signaling pathway",NA,NA
"687",57679,"ALS2","HighConf","Yes",NA,"RAB5A","Phagosome (1), Ras signaling pathway (1), Vasopressin-regulated water reabsorption (1)"
"720",270,"AMPD1","HighConf","Yes",NA,"NT5C, AK4, ENTPD4, DCK, HPRT1, ITPA, AK7, PDE1B","Renin secretion (1)"
"757",287,"ANK2","HighConf","Yes",NA,"KCNJ11, UBC, DCTN4","Insulin secretion (1), Vasopressin-regulated water reabsorption (1)"
"795",84250,"ANKRD32","MedConf","Yes",NA,"UBC, HDAC2, POLE, ATR","Base excision repair (1), Thyroid hormone signaling pathway (1), Notch signaling pathway (1)"
"817",23294,"ANKS1A","MedConf","Yes",NA,"DNPEP, EGFR, UBC","GnRH signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), Focal adhesion (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Regulation of actin cytoskeleton (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1)"
"841",118429,"ANTXR2","MedConf","Yes","NOD-like receptor signaling pathway","COL4A2, COL4A3, UBC","Protein digestion and absorption (2), Relaxin signaling pathway (2), Focal adhesion (2), AGE-RAGE signaling pathway in diabetic complications (2), PI3K-Akt signaling pathway (2)"
"876",8943,"AP3D1","MedConf","Yes",NA,"CTGF, UBB, UBC","Mitophagy - animal (1)"
"890",320,"APBA1","MedConf","Yes",NA,"LIN7B, STX1A","Insulin secretion (1)"
"891",321,"APBA2","MedConf","Yes",NA,"LRP1, RELA","Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Mitophagy - animal (1), Ras signaling pathway (1), Relaxin signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), cAMP signaling pathway (1), Osteoclast differentiation (1), Chemokine signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"905",51107,"APH1A","MedConf","Yes","Notch signaling pathway",NA,NA
"914",334,"APLP2","MedConf","Yes",NA,"KCNA10, KCNA2, UBC, PRNP, JUN","GnRH signaling pathway (1), T cell receptor signaling pathway (1), Mitophagy - animal (1), Relaxin signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), cAMP signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1)"
"921",338,"APOB","MedConf","Yes",NA,"ITGAM, AGRN, GPC2, MSR1, BGN, UBC, HSPA5, VCP, P4HB, LDLR, CALR, CALCR, HSP90B1, SP1, SEC61A1, LRP1, PDIA4","Protein processing in endoplasmic reticulum (7), Phagosome (4), Thyroid hormone synthesis (3), Protein export (2), PI3K-Akt signaling pathway (1), Neuroactive ligand-receptor interaction (1), Osteoclast differentiation (1), Mitophagy - animal (1), Hematopoietic cell lineage (1), Rap1 signaling pathway (1), Leukocyte transendothelial migration (1), Regulation of actin cytoskeleton (1)"
"963",361,"AQP4","HighConf","Yes","Vasopressin-regulated water reabsorption","CSNK2A2","Mitophagy - animal (1), NF-kappa B signaling pathway (1)"
"983",381,"ARF5","MedConf","Yes",NA,"ARFIP1, DNAJA4, ASAP2, UBC, DNAJA1, COPB1","Protein processing in endoplasmic reticulum (1)"
"990",27236,"ARFIP1","HighConf","Yes",NA,"TBC1D15, UBC, DNM1L, YAP1, ARF5","NOD-like receptor signaling pathway (1), TNF signaling pathway (1), Mitophagy - animal (1)"
"1002",55843,"ARHGAP15","HighConf","Yes",NA,"ARHGEF6, RHOB, CDC42, RHOF, RHOV, UBC, WIPF2, ARHGEF3, KALRN, ARHGDIB","Regulation of actin cytoskeleton (2), Vasopressin-regulated water reabsorption (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Leukocyte transendothelial migration (1)"
"1006",57569,"ARHGAP20","MedConf","Yes",NA,"RHOF, ARHGEF6, ARHGEF3, SPOP, KALRN, RHOB, CDC42, RHOV, ARHGDIB","Regulation of actin cytoskeleton (2), Vasopressin-regulated water reabsorption (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Leukocyte transendothelial migration (1)"
"1017",9743,"ARHGAP32","MedConf","Yes",NA,"KALRN, RHOF, ARHGDIB, UBC, RHOB, CDC42, ARHGEF3, GAB2, RHOV, SHC2, ARHGEF6","Ras signaling pathway (3), Regulation of actin cytoskeleton (2), Focal adhesion (2), Chemokine signaling pathway (2), Vasopressin-regulated water reabsorption (1), Relaxin signaling pathway (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Leukocyte transendothelial migration (1), Sphingolipid signaling pathway (1), Fc epsilon RI signaling pathway (1), Osteoclast differentiation (1)"
"1023",394,"ARHGAP5","HighConf","Yes","Leukocyte transendothelial migration, Focal adhesion","RHOF, RHOV, ARHGEF3, PTK2B, RHOB, ITGA5, PXN, ARHGEF6, CLTA, ARHGDIB, ITGB1, CDC42, KALRN, RND2","Regulation of actin cytoskeleton (5), Focal adhesion (4), Leukocyte transendothelial migration (4), Chemokine signaling pathway (3), Phagosome (2), PI3K-Akt signaling pathway (2), GnRH signaling pathway (2), Rap1 signaling pathway (2), Hematopoietic cell lineage (1), Vasopressin-regulated water reabsorption (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), MAPK signaling pathway (1)"
"1026",64333,"ARHGAP9","MedConf","Yes",NA,"KALRN, ARHGEF3, CDC42, RHOV, RHOF, FHL2, UBC, RHOB, ARHGDIB, WIPF2, ARHGEF6","Regulation of actin cytoskeleton (2), Osteoclast differentiation (1), Vasopressin-regulated water reabsorption (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Leukocyte transendothelial migration (1)"
"1028",397,"ARHGDIB","MedConf","Yes","Vasopressin-regulated water reabsorption","PRKX, ARHGAP32, KALRN, ARHGAP5, ARHGAP20, RHOF, ARHGAP9, ARHGAP15, RHOV, RHOB, UBC, CDC42, A2M, NGFR, JUN","Focal adhesion (3), GnRH signaling pathway (2), T cell receptor signaling pathway (2), Ras signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), Leukocyte transendothelial migration (2), Chemokine signaling pathway (1), Regulation of actin cytoskeleton (1), Mitophagy - animal (1), Relaxin signaling pathway (1), cAMP signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1)"
"1044",50650,"ARHGEF3","MedConf","Yes",NA,"ARHGAP32, KALRN, ARHGAP5, ARHGAP20, RHOF, PPA1, ARHGAP9, ARHGAP15, RHOV, A2M, CDC42, RHOB","Focal adhesion (2), Leukocyte transendothelial migration (2), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Regulation of actin cytoskeleton (1)"
"1050",9459,"ARHGEF6","HighConf","Yes","Regulation of actin cytoskeleton","ITGA1, AGRN, ARHGAP32, KALRN, ARHGAP5, ARHGAP20, RHOF, ARHGAP9, ARHGAP15, RHOB, UBC, LAMA5, A2M, PXN, ITGB1, MRAS, CDC42, GIT1, RHOV","Focal adhesion (6), Regulation of actin cytoskeleton (6), Leukocyte transendothelial migration (4), PI3K-Akt signaling pathway (3), Rap1 signaling pathway (3), Ras signaling pathway (2), MAPK signaling pathway (2), Chemokine signaling pathway (2), Mitophagy - animal (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Phagosome (1), Hematopoietic cell lineage (1)"
"1072",54622,"ARL15","MedConf","Yes",NA,"UBC, PFN1","Rap1 signaling pathway (1), Regulation of actin cytoskeleton (1)"
"1106",405,"ARNT","HighConf","Yes",NA,"CXCR4, EDN1, TF, BHLHE40, SLC2A1, TFF3, EPAS1, JUN, UBE2I, PTGES3, SMAD4, EPO, UBC, CREB1, COPS5, SP1, ALDOA","Relaxin signaling pathway (3), TNF signaling pathway (3), AGE-RAGE signaling pathway in diabetic complications (3), Insulin secretion (2), cAMP signaling pathway (2), Osteoclast differentiation (2), PI3K-Akt signaling pathway (2), Cytokine-cytokine receptor interaction (2), Mitophagy - animal (2), Adrenergic signaling in cardiomyocytes (1), Renin secretion (1), Vasopressin-regulated water reabsorption (1), Thyroid hormone synthesis (1), Hematopoietic cell lineage (1), NF-kappa B signaling pathway (1), RNA transport (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Focal adhesion (1), NOD-like receptor signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1), Thyroid hormone signaling pathway (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1)"
"1111",10095,"ARPC1B","MedConf","Yes","Regulation of actin cytoskeleton","ACTR2, SRPK2, ABI1, UBC, PDGFRB, PSMA7, TPD52","Ras signaling pathway (1), Focal adhesion (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Regulation of actin cytoskeleton (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1), Proteasome (1)"
"1148",427,"ASAH1","HighConf","Yes","Sphingolipid signaling pathway","SGPP2, UBC, SRPK1, SMPD2, PPAP2A","Sphingolipid signaling pathway (2)"
"1151",50807,"ASAP1","MedConf","Yes",NA,"RRAGA, PXN, CLTA, PTK2B, UBC","Chemokine signaling pathway (2), Leukocyte transendothelial migration (2), GnRH signaling pathway (1), Focal adhesion (1), Regulation of actin cytoskeleton (1)"
"1152",8853,"ASAP2","MedConf","Yes",NA,"PTK2B, ARF5, CLTA, UBC, PXN","Chemokine signaling pathway (2), Leukocyte transendothelial migration (2), Focal adhesion (1), Regulation of actin cytoskeleton (1), GnRH signaling pathway (1)"
"1155",136371,"ASB10","MedConf","Yes",NA,"PSMA4","Proteasome (1)"
"1173",51008,"ASCC1","HighConf","Yes",NA,"JUN, RELA, PLSCR1, NCOA6, UBC","T cell receptor signaling pathway (2), Mitophagy - animal (2), Relaxin signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), cAMP signaling pathway (2), Osteoclast differentiation (2), NOD-like receptor signaling pathway (2), TNF signaling pathway (2), MAPK signaling pathway (2), Toll-like receptor signaling pathway (2), GnRH signaling pathway (1), Focal adhesion (1), Sphingolipid signaling pathway (1), Ras signaling pathway (1), RIG-I-like receptor signaling pathway (1), Chemokine signaling pathway (1), PI3K-Akt signaling pathway (1), NF-kappa B signaling pathway (1)"
"1180",25842,"ASF1A","MedConf","Yes",NA,"ASH1L, YEATS4, KAT2B, CFDP1, RAD51, TAF1, HAT1, MORF4L1, ATR, ASF1B, MSH2","Thyroid hormone signaling pathway (1), Notch signaling pathway (1), Lysine degradation (1)"
"1181",55723,"ASF1B","MedConf","Yes",NA,"HAT1, ASF1A, ASH1L, MORF4L1, KAT2B, RAD51, YEATS4, TAF1, UBC, MSH2, CFDP1, ATR, HCFC1","Thyroid hormone signaling pathway (1), Notch signaling pathway (1), Lysine degradation (1)"
"1182",432,"ASGR1","MedConf","Yes","Thyroid hormone synthesis","HSPA5, HSP90B1","Protein processing in endoplasmic reticulum (2), Thyroid hormone synthesis (2), PI3K-Akt signaling pathway (1), Protein export (1)"
"1184",55870,"ASH1L","MedConf","Yes","Lysine degradation","HIST1H4F, HIST1H4C, H2AFY2, MSL3, HIST2H3C, C17orf64, CFDP1, HDAC4, HDAC2, TAF1, USP30, SIN3B, TAF12, WDR5B, CHD4, SIN3A, ASF1A, MORF4L1, CDC5L, YEATS4, EZH1, PLOD3, INO80, UBC, MYBL2, WDR5, ASF1B, AIRE, ASH2L, NFYB, SMARCA1, PHF12","Lysine degradation (2), Thyroid hormone signaling pathway (2), Mitophagy - animal (1), Spliceosome (1), Notch signaling pathway (1)"
"1185",9070,"ASH2L","HighConf","Yes",NA,"SP1, NCOA6, HCFC1, ASH1L, OGT, KDM6A, WDR5B, WDR5, UBC, PSMC5, SIN3A, CFDP1","Thyroid hormone signaling pathway (1), Proteasome (1), Lysine degradation (1), Mitophagy - animal (1)"
"1191",434,"ASIP","MedConf","Yes",NA,"MC2R, CCDC88A, PARD6G, PNMA1, YWHAH","PI3K-Akt signaling pathway (1), Rap1 signaling pathway (1), Neuroactive ligand-receptor interaction (1), cAMP signaling pathway (1)"
